,estimator,depth,bs,split,feature,accuracy
415,100,30,True,2,auto,0.8673469387755102
416,100,30,True,3,auto,0.8673469387755102
417,100,30,True,1,sqrt,0.8673469387755102
418,100,30,True,2,sqrt,0.8673469387755102
419,100,30,True,3,sqrt,0.8673469387755102
420,100,30,True,1,log2,0.8673469387755102
421,100,30,True,2,log2,0.8673469387755102
422,100,30,True,3,log2,0.8571428571428571
423,100,30,False,1,auto,0.8061224489795918
424,100,30,False,2,auto,0.8061224489795918
425,100,30,False,3,auto,0.8061224489795918
426,100,30,False,1,sqrt,0.8775510204081632
427,100,30,False,2,sqrt,0.8775510204081632
428,100,30,False,3,sqrt,0.8775510204081632
429,100,30,False,1,log2,0.8571428571428571
430,100,30,False,2,log2,0.8571428571428571
431,100,30,False,3,log2,0.8673469387755102
432,150,5,True,1,auto,0.8673469387755102
433,150,5,True,2,auto,0.8673469387755102
434,150,5,True,3,auto,0.8673469387755102
435,150,5,True,1,sqrt,0.8469387755102041
436,150,5,True,2,sqrt,0.8469387755102041
437,150,5,True,3,sqrt,0.8469387755102041
438,150,5,True,1,log2,0.8571428571428571
439,150,5,True,2,log2,0.8571428571428571
440,150,5,True,3,log2,0.8673469387755102
441,150,5,False,1,auto,0.8367346938775511
442,150,5,False,2,auto,0.8367346938775511
443,150,5,False,3,auto,0.8367346938775511
444,150,5,False,1,sqrt,0.8469387755102041
445,150,5,False,2,sqrt,0.8469387755102041
446,150,5,False,3,sqrt,0.8571428571428571
447,150,5,False,1,log2,0.8979591836734694
448,150,5,False,2,log2,0.8979591836734694
449,150,5,False,3,log2,0.8877551020408163
450,150,10,True,1,auto,0.8571428571428571
451,150,10,True,2,auto,0.8571428571428571
452,150,10,True,3,auto,0.8571428571428571
453,150,10,True,1,sqrt,0.8673469387755102
454,150,10,True,2,sqrt,0.8673469387755102
455,150,10,True,3,sqrt,0.8673469387755102
456,150,10,True,1,log2,0.8673469387755102
457,150,10,True,2,log2,0.8673469387755102
458,150,10,True,3,log2,0.8673469387755102
459,150,10,False,1,auto,0.8061224489795918
460,150,10,False,2,auto,0.8061224489795918
461,150,10,False,3,auto,0.8061224489795918
462,150,10,False,1,sqrt,0.8775510204081632
463,150,10,False,2,sqrt,0.8775510204081632
464,150,10,False,3,sqrt,0.8775510204081632
465,150,10,False,1,log2,0.8673469387755102
466,150,10,False,2,log2,0.8673469387755102
467,150,10,False,3,log2,0.8877551020408163
468,150,15,True,1,auto,0.8571428571428571
469,150,15,True,2,auto,0.8571428571428571
470,150,15,True,3,auto,0.8571428571428571
471,150,15,True,1,sqrt,0.8673469387755102
472,150,15,True,2,sqrt,0.8673469387755102
473,150,15,True,3,sqrt,0.8673469387755102
474,150,15,True,1,log2,0.8673469387755102
475,150,15,True,2,log2,0.8673469387755102
476,150,15,True,3,log2,0.8673469387755102
477,150,15,False,1,auto,0.8061224489795918
478,150,15,False,2,auto,0.8061224489795918
479,150,15,False,3,auto,0.8061224489795918
480,150,15,False,1,sqrt,0.8775510204081632
481,150,15,False,2,sqrt,0.8775510204081632
482,150,15,False,3,sqrt,0.8775510204081632
483,150,15,False,1,log2,0.8673469387755102
484,150,15,False,2,log2,0.8673469387755102
485,150,15,False,3,log2,0.8877551020408163
486,150,20,True,1,auto,0.8571428571428571
487,150,20,True,2,auto,0.8571428571428571
488,150,20,True,3,auto,0.8571428571428571
489,150,20,True,1,sqrt,0.8673469387755102
490,150,20,True,2,sqrt,0.8673469387755102
491,150,20,True,3,sqrt,0.8673469387755102
492,150,20,True,1,log2,0.8673469387755102
493,150,20,True,2,log2,0.8673469387755102
494,150,20,True,3,log2,0.8673469387755102
495,150,20,False,1,auto,0.8061224489795918
496,150,20,False,2,auto,0.8061224489795918
497,150,20,False,3,auto,0.8061224489795918
498,150,20,False,1,sqrt,0.8775510204081632
499,150,20,False,2,sqrt,0.8775510204081632
500,150,20,False,3,sqrt,0.8775510204081632
501,150,20,False,1,log2,0.8673469387755102
502,150,20,False,2,log2,0.8673469387755102
503,150,20,False,3,log2,0.8877551020408163
504,150,25,True,1,auto,0.8571428571428571
505,150,25,True,2,auto,0.8571428571428571
506,150,25,True,3,auto,0.8571428571428571
507,150,25,True,1,sqrt,0.8673469387755102
508,150,25,True,2,sqrt,0.8673469387755102
509,150,25,True,3,sqrt,0.8673469387755102
510,150,25,True,1,log2,0.8673469387755102
511,150,25,True,2,log2,0.8673469387755102
512,150,25,True,3,log2,0.8673469387755102
513,150,25,False,1,auto,0.8061224489795918
514,150,25,False,2,auto,0.8061224489795918
515,150,25,False,3,auto,0.8061224489795918
516,150,25,False,1,sqrt,0.8775510204081632
517,150,25,False,2,sqrt,0.8775510204081632
518,150,25,False,3,sqrt,0.8775510204081632
519,150,25,False,1,log2,0.8673469387755102
520,150,25,False,2,log2,0.8673469387755102
521,150,25,False,3,log2,0.8877551020408163
522,150,30,True,1,auto,0.8571428571428571
523,150,30,True,2,auto,0.8571428571428571
524,150,30,True,3,auto,0.8571428571428571
525,150,30,True,1,sqrt,0.8673469387755102
526,150,30,True,2,sqrt,0.8673469387755102
527,150,30,True,3,sqrt,0.8673469387755102
528,150,30,True,1,log2,0.8673469387755102
529,150,30,True,2,log2,0.8673469387755102
530,150,30,True,3,log2,0.8673469387755102
531,150,30,False,1,auto,0.8061224489795918
532,150,30,False,2,auto,0.8061224489795918
533,150,30,False,3,auto,0.8061224489795918
534,150,30,False,1,sqrt,0.8775510204081632
535,150,30,False,2,sqrt,0.8775510204081632
536,150,30,False,3,sqrt,0.8775510204081632
537,150,30,False,1,log2,0.8673469387755102
538,150,30,False,2,log2,0.8673469387755102
539,150,30,False,3,log2,0.8877551020408163
540,200,5,True,1,auto,0.8673469387755102
541,200,5,True,2,auto,0.8673469387755102
542,200,5,True,3,auto,0.8673469387755102
543,200,5,True,1,sqrt,0.8469387755102041
544,200,5,True,2,sqrt,0.8469387755102041
545,200,5,True,3,sqrt,0.8469387755102041
546,200,5,True,1,log2,0.8673469387755102
547,200,5,True,2,log2,0.8673469387755102
548,200,5,True,3,log2,0.8673469387755102
549,200,5,False,1,auto,0.8367346938775511
550,200,5,False,2,auto,0.8367346938775511
551,200,5,False,3,auto,0.8367346938775511
552,200,5,False,1,sqrt,0.8469387755102041
553,200,5,False,2,sqrt,0.8469387755102041
554,200,5,False,3,sqrt,0.8571428571428571
555,200,5,False,1,log2,0.8877551020408163
556,200,5,False,2,log2,0.8877551020408163
557,200,5,False,3,log2,0.8877551020408163
558,200,10,True,1,auto,0.8571428571428571
559,200,10,True,2,auto,0.8571428571428571
560,200,10,True,3,auto,0.8571428571428571
561,200,10,True,1,sqrt,0.8673469387755102
562,200,10,True,2,sqrt,0.8673469387755102
563,200,10,True,3,sqrt,0.8673469387755102
564,200,10,True,1,log2,0.8673469387755102
565,200,10,True,2,log2,0.8673469387755102
566,200,10,True,3,log2,0.8673469387755102
567,200,10,False,1,auto,0.8061224489795918
568,200,10,False,2,auto,0.8061224489795918
569,200,10,False,3,auto,0.8061224489795918
570,200,10,False,1,sqrt,0.8775510204081632
571,200,10,False,2,sqrt,0.8775510204081632
572,200,10,False,3,sqrt,0.8775510204081632
573,200,10,False,1,log2,0.8775510204081632
574,200,10,False,2,log2,0.8775510204081632
575,200,10,False,3,log2,0.8877551020408163
576,200,15,True,1,auto,0.8571428571428571
577,200,15,True,2,auto,0.8571428571428571
578,200,15,True,3,auto,0.8571428571428571
579,200,15,True,1,sqrt,0.8673469387755102
580,200,15,True,2,sqrt,0.8673469387755102
581,200,15,True,3,sqrt,0.8673469387755102
582,200,15,True,1,log2,0.8673469387755102
583,200,15,True,2,log2,0.8673469387755102
584,200,15,True,3,log2,0.8673469387755102
585,200,15,False,1,auto,0.8061224489795918
586,200,15,False,2,auto,0.8061224489795918
587,200,15,False,3,auto,0.8061224489795918
588,200,15,False,1,sqrt,0.8775510204081632
589,200,15,False,2,sqrt,0.8775510204081632
590,200,15,False,3,sqrt,0.8775510204081632
591,200,15,False,1,log2,0.8775510204081632
592,200,15,False,2,log2,0.8775510204081632
593,200,15,False,3,log2,0.8877551020408163
594,200,20,True,1,auto,0.8571428571428571
595,200,20,True,2,auto,0.8571428571428571
596,200,20,True,3,auto,0.8571428571428571
597,200,20,True,1,sqrt,0.8673469387755102
598,200,20,True,2,sqrt,0.8673469387755102
599,200,20,True,3,sqrt,0.8673469387755102
600,200,20,True,1,log2,0.8673469387755102
601,200,20,True,2,log2,0.8673469387755102
602,200,20,True,3,log2,0.8673469387755102
603,200,20,False,1,auto,0.8061224489795918
604,200,20,False,2,auto,0.8061224489795918
605,200,20,False,3,auto,0.8061224489795918
606,200,20,False,1,sqrt,0.8775510204081632
607,200,20,False,2,sqrt,0.8775510204081632
608,200,20,False,3,sqrt,0.8775510204081632
609,200,20,False,1,log2,0.8775510204081632
610,200,20,False,2,log2,0.8775510204081632
611,200,20,False,3,log2,0.8877551020408163
612,200,25,True,1,auto,0.8571428571428571
