,Unnamed: 0,groupId,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank
20,20,LiberalJudaism001,0.0135746606335,0.0231900452489,0.0,1.0,0.372093023256,51.0,0.593023255814,0.0203619909502,0.00339366515837,0.006221719457010001,0.007918552036199998,0.00735294117647,0.00169683257919,0.0147058823529,0.35350678733,0.713443572044,0.615969800147,LiberalJudaism,6
21,21,DorothyDay258,0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.44142614601,0.7554290383399999,0.576023711084,DorothyDay,4
22,22,MehrBaba261,0.0218281036835,0.0152796725784,1.0,0.0,0.231746031746,242.0,0.7682539682539999,0.00327421555252,0.0395634379263,0.0144611186903,0.0210095497954,0.012005457025899998,0.000818553888131,0.031377899045000004,0.219099590723,0.717159282825,0.637072100021,MehrBaba,5
23,23,AEU008,0.0533736153072,0.0151057401813,1.0,0.0,0.514285714286,24.0,0.6857142857140001,0.0211480362538,0.0221550855992,0.0,0.00805639476334,0.0,0.0,0.007049345417930002,0.4018126888220001,0.780947176268,0.6742915984160001,AEU,8
24,24,Unitarian096,0.0192307692308,0.013461538461500002,1.0,0.0,0.296774193548,118.0,0.761290322581,0.0192307692308,0.005,0.0457692307692,0.00346153846154,0.00961538461538,0.00846153846154,0.008076923076920001,0.315384615385,0.67876414065,0.546525072543,Unitarian,5
25,25,Unitarian042,0.030612244898,0.0204081632653,1.0,0.0,0.242857142857,199.0,0.710714285714,0.018820861678,0.0120181405896,0.024716553288,0.0233560090703,0.012244897959200002,0.00204081632653,0.008390022675739999,0.259863945578,0.7080603825339999,0.488417497442,Unitarian,5
26,26,Rabbinic028,0.0219508169665,0.00742696814656,1.0,0.0,0.14345114345100002,195.0,0.405405405405,0.00181548110249,0.00396104967816,0.0118831490345,0.009077405512459998,0.0234362105958,0.0006601749463609999,0.0171645486054,0.189140122132,0.800376480701,0.59572890421,Rabbinic,4
27,27,MehrBaba156,0.0186625194401,0.0342146189736,0.0,1.0,0.34285714285700003,15.0,0.428571428571,0.0,0.0,0.0,0.0124416796267,0.00777604976672,0.0015552099533399995,0.00777604976672,0.458786936236,0.8515889073720001,0.717769755952,MehrBaba,6
28,28,YV59,0.0349206349206,0.0174603174603,1.0,0.0,0.538461538462,42.0,0.807692307692,0.0746031746032,0.00793650793651,0.00952380952381,0.0015873015873,0.0,0.00634920634921,0.030158730158700006,0.4,0.709651954537,0.640522076448,YV,5
29,29,LiberalJudaism135,0.0184891706286,0.00686740623349,1.0,0.0,0.511627906977,72.0,0.837209302326,0.0227152667723,0.035393555203400005,0.0327522451136,0.00475435816165,0.013734812467,0.0,0.013206550449,0.278394083465,0.652272413223,0.443592722241,LiberalJudaism,4
30,30,ISIS008,0.0124843945069,0.0246566791511,0.0,1.0,0.5957446808510001,73.0,0.776595744681,0.00936329588015,0.00905118601748,0.0043695380774,0.0159176029963,0.0149812734082,0.0,0.0121722846442,0.258114856429,0.7095452101999999,0.560929319252,ISIS,1
31,31,YV19,0.035629453681699993,0.0308788598575,1.0,0.0,0.540540540541,30.0,0.810810810811,0.0332541567696,0.07125890736339999,0.00237529691211,0.00237529691211,0.004750593824229999,0.0,0.0118764845606,0.396674584323,0.737384816663,0.490307890179,YV,6
32,32,MalcolmX007,0.0136371482824,0.022009321595,0.0,1.0,0.309033280507,486.0,0.7702060221870001,0.00871741757293,0.0184705679268,0.0243397203521,0.0182979457967,0.01648541343,0.00060417745555,0.0156223027792,0.153115829449,0.6690180749660001,0.545841172708,MalcolmX,2
33,33,Rabbinic057,0.0128996074033,0.0179472798654,0.0,1.0,0.2421875,48.0,0.375,0.00392596747056,0.0011217049915899998,0.0033651149747600004,0.0112170499159,0.0235558048233,0.0005608524957940001,0.016825574873799997,0.28939988783000004,0.7046774037000001,0.726039204698,Rabbinic,4
34,34,WBC421,0.015864621893200002,0.022871496562700003,0.0,1.0,0.363076923077,240.0,0.738461538462,0.0121628767848,0.017186673717599996,0.008725542041250001,0.0134849286092,0.0198307773665,0.0107086197779,0.017318878900099997,0.166842940243,0.683140733007,0.622868146773,WBC,1
35,35,Shepherd404,0.0274071402813,0.023079697079,1.0,0.0,0.293388429752,146.0,0.603305785124,0.0274071402813,0.0180310133429,0.0223584565453,0.00576992426974,0.0144248106744,0.0079336458709,0.00901550667147,0.264334655608,0.650910625456,0.506494561511,Shepherd,3
36,36,Rabbinic026,0.0266956693692,0.0150286731264,1.0,0.0,0.128686327078,174.0,0.466487935657,0.00217520268934,0.006723353767060001,0.00850306505833,0.0106782677477,0.0340122602333,0.00435040537868,0.0156219102235,0.203875815701,0.727401467068,0.662339049302,Rabbinic,4
37,37,YV42,0.0143691064212,0.0224517287831,0.0,1.0,0.407407407407,112.0,0.82962962963,0.071845532106,0.0004490345756619999,0.00808262236192,0.0035922766053,0.00134710372699,0.0,0.0193084867535,0.240682532555,0.679567747737,0.7317911644159999,YV,5
38,38,MehrBaba107,0.0261194029851,0.029850746268700008,0.0,1.0,0.483870967742,21.0,0.677419354839,0.00248756218905,0.0,0.0,0.00870646766169,0.021144278607,0.0,0.021144278607,0.400497512438,0.777309600852,0.702333889493,MehrBaba,6
39,39,WBC039,0.0166844160454,0.0333688320909,0.0,1.0,0.412790697674,85.0,0.494186046512,0.0070997515087,0.007454739084130002,0.004614838480649999,0.0177493787717,0.0273340433085,0.00177493787717,0.008164714235,0.23571175008900005,0.7155805703589999,0.7426624898459999,WBC,2
40,40,MalcolmX013,0.012381883349600002,0.0234604105572,0.0,1.0,0.242937853107,128.0,0.7231638418080001,0.008797653958940001,0.0153144346693,0.0215053763441,0.0260671228413,0.0149885956338,0.0,0.0159661127403,0.23981753014,0.715464097714,0.552851283806,MalcolmX,2
41,41,Rabbinic034,0.0189086980011,0.015667206915200002,1.0,0.0,0.173228346457,48.0,0.377952755906,0.0010804970286300002,0.0027012425715799994,0.00864397622907,0.0032414910859,0.0248514316586,0.00540248514317,0.011345218800600002,0.287952458131,0.746494382145,0.70039923607,Rabbinic,4
42,42,ACLU03,0.030303030303,0.0251082251082,1.0,0.0,0.28571428571400004,25.0,0.446428571429,0.0025974025974,0.004329004329,0.0,0.00952380952381,0.004329004329,0.0,0.0103896103896,0.399134199134,0.7523539496349999,0.47666167497,ACLU,3
43,43,Shepherd459,0.0233017377567,0.0410742496051,0.0,1.0,0.09311740890689997,144.0,0.291497975709,0.022906793049,0.0177725118483,0.0181674565561,0.010663507109,0.0165876777251,0.0027646129541900005,0.00987361769352,0.285545023697,0.6367626592369999,0.576861251879,Shepherd,3
44,44,MalcolmX006,0.0184566707681,0.0123044471788,1.0,0.0,0.495356037152,258.0,0.7987616099070001,0.00457022323783,0.035507119001599995,0.0344524521005,0.010546669010399998,0.00931622429249,0.00123044471788,0.013183336263,0.175953594656,0.6304624211559999,0.656116850638,MalcolmX,2
45,45,DorothyDay044,0.0217391304348,0.0217391304348,0.0,1.0,0.415094339623,43.0,0.8113207547169999,0.0239130434783,0.0184782608696,0.00978260869565,0.00978260869565,0.0173913043478,0.0,0.0141304347826,0.402173913043,0.7834992349140001,0.6913114121989999,DorothyDay,3
46,46,WBC410,0.0246132208158,0.0346929207689,0.0,1.0,0.44623655914,139.0,0.747311827957,0.00328176277543,0.008673230192219999,0.017815283638099998,0.0159399906235,0.0168776371308,0.0187529301453,0.0063291139240500005,0.201593999062,0.666757896424,0.626587560213,WBC,1
47,47,AEU011,0.034626719057,0.0147347740668,1.0,0.0,0.444444444444,97.0,0.673611111111,0.0196463654224,0.0007367387033400001,0.00270137524558,0.0103143418468,0.0110510805501,0.0,0.0174361493124,0.217583497053,0.747044598767,0.595774194166,AEU,8
48,48,YV47,0.0449678800857,0.008565310492510001,1.0,0.0,0.395833333333,34.0,0.708333333333,0.017130620985,0.0642398286938,0.0107066381156,0.00642398286938,0.00214132762313,0.00214132762313,0.008565310492510001,0.361884368308,0.7323231835089999,0.5152401810580001,YV,5
49,49,SeaShepherds399,0.0396119644301,0.018593371059,1.0,0.0,0.433333333333,53.0,0.8833333333329999,0.00970088924818,0.00323362974939,0.0299110751819,0.0210185933711,0.0,0.0,0.0121261115602,0.396928051738,0.7121903921259999,0.664894099941,Shepherd,3
50,50,JohnPiper250,0.022323462414599995,0.0464692482916,0.0,1.0,0.353846153846,68.0,0.523076923077,0.00911161731207,0.00455580865604,0.0132118451025,0.00956719817768,0.0173120728929,0.0,0.0123006833713,0.272437357631,0.657489226283,0.535040143732,JohnPiper,5
51,51,Bahai24,0.0442132639792,0.0208062418726,1.0,0.0,0.548387096774,18.0,0.5806451612899999,0.005201560468140001,0.0,0.0,0.005201560468140001,0.0351105331599,0.0,0.00130039011704,0.310793237971,0.7846776980940001,0.760861413698,Bahai,4
52,52,Rabbinic029,0.0115340253749,0.0123029603998,0.0,1.0,0.248677248677,88.0,0.465608465608,0.00499807766244,0.00422914263745,0.00692041522491,0.0211457131872,0.0184544405998,0.00230680507497,0.0203767781622,0.259900038447,0.7316715809919999,0.791953826348,Rabbinic,4
53,53,ACLU09,0.0152173913043,0.020652173913,0.0,1.0,0.40625,17.0,0.53125,0.0065217391304300005,0.00108695652174,0.0,0.00326086956522,0.0,0.0,0.0195652173913,0.401086956522,0.707195882653,0.607449832182,ACLU,3
54,54,MehrBaba031,0.0305084745763,0.0169491525424,1.0,0.0,0.5,32.0,0.761904761905,0.00112994350282,0.00338983050847,0.0214689265537,0.00790960451977,0.0214689265537,0.0,0.0112994350282,0.401129943503,0.750714021642,0.493448677995,MehrBaba,5
55,55,Bahai05,0.0438829787234,0.0398936170213,1.0,0.0,0.230769230769,18.0,0.461538461538,0.00265957446809,0.0,0.0,0.0119680851064,0.0,0.0,0.030585106383,0.42420212766,0.754766316892,0.604194929391,Bahai,6
56,56,YV41,0.0433734939759,0.007228915662649998,1.0,0.0,0.387096774194,67.0,0.720430107527,0.0433734939759,0.0321285140562,0.00963855421687,0.007228915662649998,0.00160642570281,0.00160642570281,0.00803212851406,0.289959839357,0.713962868672,0.656459030889,YV,7
57,57,JohnPiper413,0.0492113564669,0.0261829652997,1.0,0.0,0.494186046512,119.0,0.6918604651160001,0.0331230283912,0.00694006309148,0.008517350157729999,0.011356466877,0.00883280757098,0.00410094637224,0.00946372239748,0.204416403785,0.722679858871,0.636675363489,JohnPiper,2
58,58,Bahai09,0.045,0.01125,1.0,0.0,0.454545454545,15.0,0.454545454545,0.00125,0.0,0.0,0.01375,0.0025,0.0025,0.005,0.3975,0.706228334217,0.642101917384,Bahai,6
59,59,ISIS009,0.0271186440678,0.0237288135593,1.0,0.0,0.666666666667,6.0,0.666666666667,0.00338983050847,0.0,0.00338983050847,0.0135593220339,0.0101694915254,0.0,0.0,0.613559322034,0.24865341154,0.581083736449,ISIS,1
60,60,YV27,0.0546021840874,0.0296411856474,1.0,0.0,0.32,25.0,0.5,0.0,0.0202808112324,0.0015600624025,0.00624024960998,0.0312012480499,0.0,0.007800312012479998,0.455538221529,0.708392053869,0.618484538874,YV,5
61,61,Rabbinic019,0.0234113712375,0.0153846153846,1.0,0.0,0.326180257511,123.0,0.527896995708,0.00401337792642,0.0110367892977,0.0107023411371,0.00602006688963,0.0418060200669,0.0,0.0247491638796,0.242140468227,0.758689590499,0.754961672718,Rabbinic,4
62,62,YV08,0.0296137339056,0.0068669527897,1.0,0.0,0.353773584906,158.0,0.7452830188680001,0.0210300429185,0.0450643776824,0.01330472103,0.0175965665236,0.00128755364807,0.00128755364807,0.0210300429185,0.20686695279,0.709889021863,0.565988363143,YV,6
63,63,YV21,0.0263819095477,0.0113065326633,1.0,0.0,0.627450980392,77.0,0.754901960784,0.0314070351759,0.0408291457286,0.00125628140704,0.00188442211055,0.0,0.0,0.0144472361809,0.267587939698,0.71666604335,0.6918012088779999,YV,4
64,64,YV16,0.00794912559618,0.00476947535771,1.0,0.0,0.68253968254,50.0,0.793650793651,0.00635930047695,0.0794912559618,0.0143084260731,0.00476947535771,0.00794912559618,0.00794912559618,0.0238473767886,0.317965023847,0.725790823179,0.653978066118,YV,5
65,65,DorothyDay081,0.0224835696991,0.0300933932895,0.0,1.0,0.490909090909,99.0,0.9,0.020062262193,0.00345901072293,0.00968523002421,0.00657212037357,0.0276720857835,0.0231753718437,0.00657212037357,0.28502248357,0.692774971268,0.7006916632629999,DorothyDay,3
66,66,Bahai64,0.0212014134276,0.017667844523,1.0,0.0,0.25,9.0,0.375,0.0,0.0,0.0,0.014134275618399996,0.0,0.0,0.005300353356890001,0.492932862191,0.7166858336759999,0.543670041526,Bahai,4
67,67,MehrBaba074,0.026579111945,0.0234521575985,1.0,0.0,0.347222222222,84.0,0.583333333333,0.0,0.000625390869293,0.00156347717323,0.010631644778,0.0100062539087,0.0,0.0250156347717,0.245153220763,0.711360186084,0.6201847626470001,MehrBaba,4
68,68,Rabbinic016,0.0119396260419,0.0202748366749,0.0,1.0,0.240853658537,181.0,0.551829268293,0.008335210633029999,0.0069835548547,0.00878576255913,0.0272583915296,0.0297364271232,0.00360441540888,0.016445145303,0.206578058121,0.668246214305,0.657233809413,Rabbinic,4
69,69,Rabbinic049,0.0163636363636,0.023116883116900005,0.0,1.0,0.328719723183,150.0,0.519031141869,0.00311688311688,0.00571428571429,0.0187012987013,0.00831168831169,0.0262337662338,0.0335064935065,0.00935064935065,0.219480519481,0.6058110881600001,0.653584420512,Rabbinic,4
70,70,JohnPiper503,0.0310734463277,0.0193032015066,1.0,0.0,0.406504065041,81.0,0.658536585366,0.0235404896422,0.0287193973635,0.0112994350282,0.00141242937853,0.0338983050847,0.0,0.00706214689266,0.265536723164,0.6330966604330001,0.623267788082,JohnPiper,3
71,71,Shepherd358,0.0301783264746,0.0181755829904,1.0,0.0,0.240875912409,181.0,0.660583941606,0.0356652949246,0.0130315500686,0.0168038408779,0.00548696844993,0.031207133059,0.0161179698217,0.00891632373114,0.237654320988,0.667474719548,0.596822233112,Shepherd,5
72,72,AEU006,0.0392594244925,0.027660049074300003,1.0,0.0,0.24043715847,145.0,0.792349726776,0.0256524648673,0.0118224403301,0.00156145438323,0.012491635065799998,0.00803033682802,0.002007584207,0.016060673656,0.287084541602,0.75532224198,0.857435596946,AEU,6
73,73,SeaShepherds398,0.0245398773006,0.0122699386503,1.0,0.0,0.357142857143,8.0,0.5714285714289999,0.0306748466258,0.0,0.0,0.0,0.0,0.00306748466258,0.00613496932515,0.432515337423,0.8032278552,0.5826452066350001,Shepherd,2
74,74,AEU013,0.0231729055258,0.0267379679144,0.0,1.0,0.310344827586,13.0,0.448275862069,0.007130124777180002,0.0,0.0017825311943,0.007130124777180002,0.0,0.0,0.0160427807487,0.484848484848,0.518760069734,0.460333457438,AEU,8
75,75,WBC294,0.0323054331865,0.023127753304,1.0,0.0,0.489208633094,98.0,0.705035971223,0.019089574155700003,0.016886930983799998,0.041483113069,0.00807635829662,0.0179882525698,0.0,0.008810572687219999,0.243024963289,0.673005301433,0.596112311274,WBC,1
76,76,PastorAnderson089,0.0211086999408,0.018938646675900003,1.0,0.0,0.450094161959,436.0,0.821092278719,0.016571315841399998,0.0151903728546,0.0199250345236,0.0208127835865,0.0222923653581,0.0,0.0151903728546,0.097849674492,0.679302512581,0.716142640471,Anderson,1
77,77,JohnPiper008,0.0317959468903,0.0359888190077,0.0,1.0,0.375722543353,108.0,0.624277456647,0.0317959468903,0.0132774283718,0.005590496156529999,0.00698812019567,0.00873515024458,0.0,0.0083857442348,0.259958071279,0.6737778891949999,0.449454604013,JohnPiper,5
78,78,JohnPiper032,0.0258342303552,0.037674919268,0.0,1.0,0.487179487179,85.0,0.726495726496,0.018837459634,0.0139935414424,0.0139935414424,0.008611410118409999,0.034983853605999995,0.0,0.00914962325081,0.270182992465,0.6723363602820001,0.713595475237,JohnPiper,3
79,79,JohnPiper559,0.0322055953155,0.0198438516591,1.0,0.0,0.415584415584,96.0,0.6233766233770001,0.014313597918,0.005530253741050001,0.0100845803513,0.0113858165257,0.0123617436565,0.000325309043591,0.0107351984385,0.18932986337,0.753701262143,0.6497203037579999,JohnPiper,4
80,80,YV45,0.0533596837945,0.0197628458498,1.0,0.0,0.270833333333,28.0,0.583333333333,0.00395256916996,0.059288537549400014,0.0,0.00197628458498,0.00790513833992,0.0,0.0217391304348,0.444664031621,0.742806126194,0.544161150025,YV,7
81,81,LiberalJudaism115,0.0241879751209,0.0131306150657,1.0,0.0,0.5079365079370001,50.0,0.793650793651,0.0200414651002,0.005528680027640001,0.0062197650311000005,0.008293020041470001,0.0214236351071,0.0013821700069100002,0.0131306150657,0.371803731859,0.74836075733,0.562846771394,LiberalJudaism,2
82,82,Bahai21,0.020202020202,0.030303030303,0.0,1.0,0.464285714286,16.0,0.5714285714289999,0.0,0.003367003367,0.0,0.0,0.0218855218855,0.0,0.0218855218855,0.326599326599,0.713705379931,0.6253883176039999,Bahai,4
83,83,LiberalJudaism072,0.0210166177908,0.0298142717498,0.0,1.0,0.4875,61.0,0.7625,0.0171065493646,0.00244379276637,0.00342130987292,0.00782013685239,0.0239491691105,0.0,0.00782013685239,0.307917888563,0.717555893228,0.674249686191,LiberalJudaism,1
84,84,SeaShepherds400,0.0275229357798,0.033639143730900004,0.0,1.0,0.456140350877,34.0,0.59649122807,0.00407747196738,0.0,0.00407747196738,0.034658511722699986,0.0112130479103,0.0,0.00917431192661,0.399592252803,0.679412785803,0.531921212903,Shepherd,2
85,85,Rabbinic011,0.017478616586099997,0.013387876534,1.0,0.0,0.374301675978,98.0,0.54748603352,0.00334696913351,0.00446262551134,0.0137597619933,0.00632205280774,0.0345853477129,0.017478616586099997,0.0111565637784,0.252138341391,0.644241030443,0.530877675725,Rabbinic,4
86,86,Rabbinic017,0.0237175951462,0.0159955874242,1.0,0.0,0.187739463602,124.0,0.475095785441,0.000551571980143,0.00330943188086,0.00468836183122,0.0107556536128,0.0408163265306,0.0,0.0217870932157,0.238279095422,0.680039386671,0.5804413529670001,Rabbinic,4
87,87,MehrBaba231,0.0126582278481,0.0215189873418,0.0,1.0,0.636363636364,26.0,0.787878787879,0.0126582278481,0.0063291139240500005,0.0139240506329,0.0227848101266,0.020253164557,0.0,0.0075949367088599985,0.3974683544300001,0.780228861556,0.8443707097840001,MehrBaba,3
88,88,YV06,0.027289266222,0.007277137659189998,1.0,0.0,0.35294117647100004,78.0,0.7647058823530001,0.0109157064888,0.013341419041799998,0.0,0.00667070952092,0.0333535476046,0.00485142510612,0.0127349909036,0.347483323226,0.663020033571,0.689833712226,YV,5
89,89,JohnPiper038,0.0269186712486,0.0194730813288,1.0,0.0,0.502673796791,152.0,0.8128342245990001,0.039805269186699986,0.006300114547539999,0.0128865979381,0.00601374570447,0.0292096219931,0.00028636884307,0.0151775486827,0.19959908362,0.7383693895569999,0.6110535334939999,JohnPiper,5
90,90,Rabbinic018,0.0129919755445,0.0118456247612,1.0,0.0,0.0987654320988,78.0,0.320987654321,0.00534963698892,0.00305693542224,0.0019105846389,0.0126098586167,0.0198700802446,0.0,0.0110813909056,0.300726022163,0.747850862058,0.6283175446060001,Rabbinic,4
91,91,Bahai16,0.0405904059041,0.0184501845018,1.0,0.0,0.538461538462,10.0,0.769230769231,0.00369003690037,0.0,0.0,0.00369003690037,0.0405904059041,0.0,0.029520295203,0.546125461255,-0.4531300114590001,0.6265108416480001,Bahai,5
92,92,Rabbinic032,0.020576131687200003,0.0216049382716,0.0,1.0,0.234482758621,66.0,0.455172413793,0.00102880658436,0.00102880658436,0.00617283950617,0.0123456790123,0.0432098765432,0.00411522633745,0.0154320987654,0.294238683128,0.629926097204,0.629576251869,Rabbinic,4
93,93,Shepherd005,0.0268980477223,0.0325379609544,0.0,1.0,0.28229665071800003,124.0,0.5933014354070001,0.00824295010846,0.0125813449024,0.0208242950108,0.00997830802603,0.0225596529284,0.00260303687636,0.0156182212581,0.281561822126,0.655537475174,0.586214587548,Shepherd,1
94,94,Rabbinic046,0.0139596720585,0.0190560602703,0.0,1.0,0.240997229917,162.0,0.448753462604,0.001329492577,0.004653224019500001,0.0135165078662,0.0268114336362,0.0217150454243,0.00221582096167,0.014624418347,0.214934633282,0.715391539359,0.567686352235,Rabbinic,4
95,95,Rabbinic036,0.00795053003534,0.0163427561837,0.0,1.0,0.246835443038,85.0,0.537974683544,0.000883392226148,0.00353356890459,0.00795053003534,0.0260600706714,0.0309187279152,0.007067137809189998,0.00971731448763,0.29151943462900004,0.647427191856,0.600536172471,Rabbinic,4
96,96,PastorAnderson072,0.0220511025551,0.0122506125306,1.0,0.0,0.490566037736,122.0,0.767295597484,0.0154007700385,0.018550927546400003,0.014000700035,0.0126006300315,0.0115505775289,0.00105005250263,0.0259012950648,0.173258662933,0.71183817538,0.622488228814,Anderson,1
97,97,Rabbinic008,0.0172413793103,0.01011994003,1.0,0.0,0.259179265659,213.0,0.460043196544,0.0013118440779600002,0.00599700149925,0.0209895052474,0.015179910045,0.0258620689655,0.0054347826087,0.0140554722639,0.196026986507,0.667635468208,0.55332741726,Rabbinic,4
98,98,JohnPiper265,0.0205106739221,0.010883214734200002,1.0,0.0,0.483050847458,83.0,0.703389830508,0.0121389702805,0.00251151109251,0.00460443700293,0.00460443700293,0.0334868145668,0.0,0.00795311845961,0.191712013395,0.785673689829,0.834559504194,JohnPiper,4
99,99,YV04,0.0382059800664,0.008305647840529999,1.0,0.0,0.350993377483,102.0,0.675496688742,0.0227021040975,0.0581395348837,0.00221483942414,0.0005537098560349999,0.00166112956811,0.0005537098560349999,0.014950166113,0.259136212625,0.718173351891,0.714655700116,YV,3
100,100,YV34,0.0320945945946,0.0185810810811,1.0,0.0,0.52,39.0,0.78,0.07939189189189999,0.0033783783783800005,0.00506756756757,0.0,0.0,0.006756756756760001,0.027027027027,0.413851351351,0.7211798255769999,0.697121359552,YV,8
