,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred,Difference
0,piper99 4-4-99,3,3.883333333,3,4.091060179,3,0
0,piper99 4-4-99,3,3.496666667,3,3.395013988,3,0
3,piper99 4-4-99,3,3.826666667,3,3.490589596,3,0
0,piper99 4-4-99,3,3.726666667,3,3.31688516,3,0
0,piper99 4-4-99,3,3.553333333,3,3.284851704,3,0
2,piper99 4-4-99,3,3.63,3,3.560227469,3,0
1,piper99 4-4-99,3,3.59,3,3.306736306,3,0
2,piper99 4-4-99,3,3.606666667,3,3.08817434,3,0
2,piper99 4-4-99,3,3.863333333,3,3.711271021,3,0
4,piper99 4-4-99,3,3.17,3,3.111299353,3,0
4,piper99 4-4-99,3,3.526666667,3,3.277874795,3,0
2,piper99 4-4-99,3,3.933333333,3,3.644022274,3,0
1,piper99 4-4-99,3,3.376666667,3,3.167374869,3,0
5,piper99 4-4-99,3,3.596666667,3,3.186938767,3,0
2,piper99 4-4-99,3,3.35,3,2.935244868,3,0
3,piper99 4-4-99,3,3.416666667,3,3.202783881,3,0
1,piper99 4-4-99,3,3.543333333,3,3.606230146,3,0
2,piper99 4-4-99,3,3.733333333,3,3.604793511,3,0
3,piper99 4-4-99,3,3.363333333,3,2.854700506,3,0
3,piper99 4-4-99,3,3.476666667,3,3.097551266,3,0
1,piper99 4-4-99,3,3.356666667,3,2.924837677,3,0
2,piper99 4-4-99,3,3.923333333,3,3.597707824,3,0
5,piper99 4-4-99,3,3.696666667,3,3.620257887,3,0
2,piper99 4-4-99,3,3.63,3,3.147874843,3,0
2,piper99 4-4-99,3,3.456666667,3,3.32209847,3,0
1,piper99 4-4-99,3,3.44,3,3.115589708,3,0
2,piper99 4-4-99,3,3.686666667,3,3.373539915,3,0
3,piper99 4-4-99,3,4.16,3,4.052742231,3,0
5,piper99 4-4-99,3,3.443333333,3,3.500806503,3,0
5,piper99 4-4-99,3,3.966666667,3,3.317172804,3,0
2,piper99 4-4-99,3,3.516666667,3,2.987516479,3,0
2,piper99 4-4-99,3,2.89,3,3.091903369,3,0
1,piper99 4-4-99,3,3.516666667,3,3.183459456,3,0
1,piper99 4-4-99,3,3.406666667,3,3.138599344,3,0
4,piper99 4-4-99,3,3.616666667,3,3.66991616,3,0
2,piper99 4-4-99,3,3.396666667,3,3.213892694,3,0
35,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.776666667,3,2.732677776,2,0
30,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.09,3,3.694443348,4,0
31,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.85,3,3.481248351,4,0
28,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.813333333,3,3.046233116,4,0
35,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.133333333,3,3.241798556,5,0
33,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.653333333,3,3.446056245,4,0
28,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.916666667,3,3.208114207,4,0
34,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.003333333,3,3.220164636,4,0
28,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.203333333,3,3.004317074,3,0
32,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.556666667,3,3.956983355,4,0
27,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.853333333,3,3.212717198,4,0
26,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.27,3,3.616246429,4,0
29,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.75,3,2.418528154,2,0
30,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.703333333,3,2.559825167,2,0
31,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.346666667,3,2.84745627,4,0
32,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.95,3,3.263909627,5,0
25,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.666666667,3,3.203494266,4,0
26,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.976666667,3,3.375186905,4,0
27,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.24,3,3.088403946,4,0
22,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.766666667,3,2.551327969,1,0
39,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.913333333,3,2.897714222,4,0
21,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.566666667,3,3.382900305,4,0
29,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.783333333,3,2.934839614,2,0
24,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.566666667,3,2.746188395,4,0
28,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.6,3,2.881171106,4,0
28,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.233333333,3,2.453418021,2,0
30,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.146666667,3,3.272851916,4,0
42,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.97,3,3.382405579,4,0
45,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.56,3,2.7086253,2,0
40,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.566666667,3,2.39667646,1,0
34,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.63,3,2.604158428,2,0
34,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.69,3,3.239991001,4,0
37,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.906666667,3,3.560569235,4,0
24,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.806666667,3,3.197002364,4,0
34,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.7,3,3.569967724,4,0
31,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.56,3,2.476033465,5,0
35,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.4,3,3.296325202,4,0
25,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.94,3,2.708120564,2,0
29,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.363333333,3,3.575140418,5,0
37,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.896666667,3,3.628724363,4,0
35,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.99,3,3.522292944,4,0
22,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.193333333,3,3.187498002,4,0
36,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.116666667,3,3.406114939,4,0
31,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.34,3,2.933680682,4,0
36,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.94,3,3.356404012,4,0
35,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.71,3,2.99513977,4,0
33,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,3.12,3,3.556113545,4,0
26,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.86,3,3.295871346,4,0
33,remembering-9-11-steve-shepherd-sermon-on-america-160100.asp,3,2.416666667,3,3.170560961,4,0
4,SS04,3,3.433333333,3,3.588957174,3,0
4,SS04,3,3.476666667,3,3.669696461,3,0
5,SS04,3,3.6,3,4.500042584,3,0
7,SS04,3,3.78,3,4.259999864,5,0
5,SS04,3,3.853333333,3,4.514670079,5,0
5,SS04,3,4.1,3,4.12597427,3,0
4,SS04,3,3.886666667,3,4.271922511,4,0
5,SS04,3,3.933333333,3,3.997159489,3,0
1,SS04,3,3.42,3,4.304068941,3,0
7,SS04,3,3.28,3,4.167954108,3,0
6,SS04,3,3.366666667,3,3.980723808,5,0
6,SS04,3,3.803333333,3,3.857519217,3,0
4,SS04,3,3.67,3,4.033917675,3,0
3,SS04,3,3.54,3,4.321865286,5,0
10,SS14,3,2.93,3,3.494829985,5,0
1,SS14,3,3.003333333,3,3.581421859,2,0
4,YV01,3,3.01,3,3.051538683,3,0
11,YV01,3,3.046666667,3,2.650900619,3,0
7,YV01,3,3.066666667,3,2.944653412,3,0
11,YV01,3,2.89,3,3.05730107,3,0
12,YV01,3,3.69,3,3.115652128,3,0
17,YV01,3,2.953333333,3,2.74033291,3,0
8,YV01,3,2.88,3,2.945778888,3,0
8,YV01,3,2.713333333,3,2.792419167,3,0
9,YV01,3,3.27,3,3.000206959,3,0
16,YV01,3,3.243333333,3,2.819787607,3,0
8,YV01,3,3.23,3,2.974570245,3,0
15,YV01,3,2.82,3,2.999234101,3,0
7,YV01,3,2.933333333,3,2.541076566,1,0
6,YV01,3,2.966666667,3,3.150341836,3,0
8,YV01,3,2.956666667,3,2.873549646,3,0
16,YV01,3,2.696666667,3,2.523102213,3,0
6,YV01,3,2.766666667,3,2.939401251,3,0
4,YV01,3,3.003333333,3,3.021949585,3,0
7,YV01,3,3.456666667,3,3.015886097,3,0
8,YV01,3,2.91,3,2.934684723,3,0
3,YV01,3,3.283333333,3,2.99827903,3,0
8,YV01,3,3.356666667,3,2.811478266,3,0
9,YV01,3,2.723333333,3,3.021804347,3,0
8,YV01,3,3.413333333,3,2.980906154,3,0
21,YV01,3,2.836666667,3,2.809374403,3,0
13,YV01,3,3.37,3,2.923327642,3,0
9,YV01,3,3.206666667,3,3.265476854,3,0
8,YV01,3,3.003333333,3,3.188457191,3,0
10,YV01,3,3.32,3,2.854519868,3,0
8,YV01,3,2.633333333,3,2.670694678,3,0
8,YV01,3,3.113333333,3,2.9606001,3,0
6,YV01,3,3.27,3,3.034040141,3,0
5,YV01,3,3.456666667,3,2.877697745,3,0
7,YV01,3,3.263333333,3,2.87969329,3,0
7,YV01,3,2.746666667,3,2.896726762,3,0
6,YV01,3,2.683333333,3,2.689935825,3,0
12,YV01,3,2.556666667,3,2.935135825,3,0
5,YV01,3,3.436666667,3,2.585065419,3,0
6,YV01,3,3.106666667,3,3.018967364,3,0
24,YV01,3,3.72,3,2.934088323,3,0
22,YV01,3,2.85,3,2.64845408,3,0
8,YV01,3,2.936666667,3,3.195678563,3,0
5,YV01,3,3.516666667,3,3.348269916,3,0
35,YV03,3,3.323333333,3,3.544665598,3,0
28,YV03,3,3.756666667,3,4.153748813,3,0
26,YV03,3,4.346666667,3,4.354650546,3,0
3,YV03,3,3.553333333,3,4.177051695,3,0
31,YV03,3,3.923333333,3,3.381933392,3,0
26,YV03,3,4.236666667,3,3.961120567,3,0
24,YV03,3,4.293333333,3,4.739008978,6,0
26,YV03,3,3.9,3,4.736919206,6,0
5,YV03,3,3.203333333,3,3.16843423,3,0
23,YV03,3,3.623333333,3,3.803588919,3,0
28,YV03,3,3.753333333,3,3.363746369,3,0
24,YV03,3,3.72,3,2.865251485,3,0
31,YV03,3,3.986666667,3,4.013654012,3,0
24,YV03,3,4.146666667,3,4.036698984,3,0
3,YV03,3,4.37,3,4.200628046,3,0
26,YV03,3,3.7,3,3.483569403,3,0
28,YV03,3,4.123333333,3,3.361903088,3,0
33,YV03,3,3.676666667,3,4.50912657,6,0
4,YV03,3,3.91,3,4.04396315,3,0
4,YV03,3,3.666666667,3,3.181355147,3,0
5,YV03,3,3.916666667,3,4.433781619,3,0
23,YV03,3,4,3,3.406895285,3,0
27,YV03,3,4.063333333,3,3.723306068,3,0
33,YV03,3,3.273333333,3,3.458768672,3,0
25,YV03,3,3.34,3,3.727092638,3,0
4,YV03,3,4.33,3,3.959271356,3,0
7,YV03,3,4.033333333,3,3.944972648,3,0
4,YV03,3,3.846666667,3,3.496336095,3,0
30,YV03,3,3.813333333,3,4.446685444,2,0
4,YV03,3,5.096666667,3,4.984529319,3,0
2,YV03,3,4.32,3,4.982180339,3,0
20,YV03,3,4.163333333,3,4.922305749,6,0
26,YV03,3,4.08,3,3.864260098,3,0
2,YV03,3,3.476666667,3,4.001724251,3,0
28,YV03,3,4.416666667,3,4.145595791,3,0
2,YV03,3,3.103333333,3,3.341122745,3,0
18,YV03,3,4.036666667,3,3.792606318,3,0
6,YV03,3,3.506666667,3,3.506046012,3,0
7,YV03,3,3.33,3,4.019055835,3,0
33,YV03,3,4.12,3,3.463229287,3,0
26,YV03,3,4.18,3,4.119162924,3,0
33,YV03,3,3.93,3,3.951862148,3,0
33,YV03,3,3.803333333,3,3.853469578,3,0
3,YV03,3,4.236666667,3,3.958370046,3,0
5,YV03,3,3.756666667,3,4.48216562,3,0
25,YV03,3,4.153333333,3,4.001200234,3,0
24,YV03,3,4.123333333,3,3.952377203,3,0
26,YV03,3,3.85,3,4.517865665,2,0
21,YV03,3,3.583333333,3,4.120767441,3,0
6,YV03,3,4.926666667,3,4.65936308,3,0
31,YV03,3,3.473333333,3,3.439339834,3,0
3,YV03,3,3.67,3,4.778150859,3,0
27,YV03,3,3.976666667,3,4.428812936,3,0
31,YV03,3,3.763333333,3,3.42151699,3,0
25,YV03,3,4.28,3,3.35100398,3,0
30,YV03,3,3.973333333,3,3.163269376,3,0
18,YV04,3,4.706666667,3,4.118424745,4,0
20,YV04,3,5.133333333,3,4.40789242,4,0
16,YV04,3,5.18,3,4.101279178,4,0
23,YV04,3,5.146666667,3,4.000028096,3,0
14,YV04,3,4.656666667,3,3.829050857,4,0
17,YV04,3,5.17,3,4.324115099,4,0
15,YV04,3,4.98,3,4.029490278,4,0
23,YV04,3,5.213333333,3,4.511682567,4,0
7,768.html,2,4.006666667,2,3.573656778,2,0
6,768.html,2,3.736666667,2,2.473362763,2,0
10,768.html,2,3.926666667,2,2.954702997,2,0
37,768.html,2,3.563333333,2,2.489570479,2,0
26,768.html,2,3.383333333,2,2.729566669,2,0
20,768.html,2,3.863333333,2,3.55674241,2,0
30,768.html,2,3.673333333,2,3.194176809,2,0
34,768.html,2,3.45,2,2.636318609,2,0
12,768.html,2,3.236666667,2,2.256567157,2,0
6,768.html,2,2.93,2,2.491271564,2,0
21,MalcolmX-ADeclarationofIndependence,2,2.26,2,2.771866118,1,0
22,MalcolmX-AfterTheBombing,2,2.346666667,2,2.023243224,2,0
29,MalcolmX-AfterTheBombing,2,2.42,2,2.063422949,2,0
25,MalcolmX-AfterTheBombing,2,2.326666667,2,2.041916367,2,0
23,MalcolmX-AfterTheBombing,2,2.65,2,2.0598657,2,0
21,MalcolmX-AfterTheBombing,2,3.4,2,2.850933836,2,0
18,MalcolmX-AfterTheBombing,2,2.503333333,2,2.070617881,2,0
29,MalcolmX-AfterTheBombing,2,2.376666667,2,2.155913707,2,0
31,MalcolmX-AfterTheBombing,2,2.276666667,2,2.339515925,2,0
26,MalcolmX-AfterTheBombing,2,2.316666667,2,2.230673297,2,0
19,MalcolmX-AfterTheBombing,2,2.71,2,2.062808357,2,0
19,MalcolmX-AfterTheBombing,2,2.12,2,2.201436738,2,0
22,MalcolmX-AfterTheBombing,2,2.15,2,2.085485126,2,0
18,MalcolmX-AfterTheBombing,2,2.706666667,2,2.240751801,2,0
27,MalcolmX-AfterTheBombing,2,2.24,2,2.002881251,2,0
22,MalcolmX-AfterTheBombing,2,2.336666667,2,2.021525173,2,0
26,MalcolmX-AfterTheBombing,2,2.25,2,2.33164056,2,0
14,MalcolmX-AfterTheBombing,2,2.366666667,2,2.076795721,2,0
22,MalcolmX-AfterTheBombing,2,2.25,2,2.221125712,2,0
21,MalcolmX-AfterTheBombing,2,2.55,2,2.082376803,2,0
17,MalcolmX-AfterTheBombing,2,2.553333333,2,2.041511253,2,0
22,MalcolmX-AfterTheBombing,2,2.17,2,2.0277021,2,0
37,MalcolmX-AfterTheBombing,2,2.69,2,2.087317097,2,0
21,MalcolmX-AfterTheBombing,2,2.833333333,2,2.102212388,2,0
24,MalcolmX-AfterTheBombing,2,2.11,2,1.906286564,2,0
25,MalcolmX-AfterTheBombing,2,2.97,2,2.320150693,2,0
30,MalcolmX-AfterTheBombing,2,2.38,2,2.126832207,2,0
27,MalcolmX-AfterTheBombing,2,2.43,2,2.020583577,2,0
24,MalcolmX-AfterTheBombing,2,2.463333333,2,2.24975493,2,0
28,MalcolmX-AfterTheBombing,2,2.776666667,2,2.331621691,2,0
23,MalcolmX-AfterTheBombing,2,2.066666667,2,2.133704174,2,0
21,MalcolmX-AfterTheBombing,2,2.333333333,2,2.093304777,2,0
21,MalcolmX-AfterTheBombing,2,2.233333333,2,2.091636131,2,0
25,MalcolmX-AfterTheBombing,2,2.246666667,2,2.325685798,2,0
22,MalcolmX-AfterTheBombing,2,2.466666667,2,2.001709341,2,0
19,MalcolmX-AfterTheBombing,2,2.223333333,2,1.927715462,2,0
29,MalcolmX-AfterTheBombing,2,2.19,2,2.371475579,2,0
24,MalcolmX-AfterTheBombing,2,2.216666667,2,2.090422782,2,0
19,MalcolmX-AfterTheBombing,2,2.283333333,2,2.040287477,2,0
18,MalcolmX-AfterTheBombing,2,2.726666667,2,2.125377798,2,0
19,MalcolmX-AfterTheBombing,2,2.72,2,2.097006928,2,0
21,MalcolmX-AfterTheBombing,2,2.383333333,2,2.17076475,2,0
22,MalcolmX-AfterTheBombing,2,2.373333333,2,2.237348104,2,0
25,MalcolmX-AfterTheBombing,2,2.6,2,2.29361006,2,0
19,MalcolmX-AfterTheBombing,2,2.143333333,2,2.125003279,2,0
23,MalcolmX-AfterTheBombing,2,2.76,2,2.151061471,2,0
17,MalcolmX-AfterTheBombing,2,2.106666667,2,2.095430443,2,0
29,MalcolmX-AfterTheBombing,2,2.423333333,2,2.193630473,2,0
21,MalcolmX-AfterTheBombing,2,2.543333333,2,2.191707794,2,0
21,MalcolmX-AfterTheBombing,2,2.36,2,2.243229396,2,0
33,MalcolmX-AfterTheBombing,2,2.973333333,2,1.966221265,2,0
25,MalcolmX-AfterTheBombing,2,2.403333333,2,1.892899088,2,0
3,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.356666667,2,2.657385698,3,0
4,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.373333333,2,2.645547273,2,0
3,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.066666667,2,2.857022883,3,0
5,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.126666667,2,2.433625197,2,0
17,MalcolmX-AtTheAudubon,2,2.46,2,2.138050993,2,0
13,MalcolmX-AtTheAudubon,2,2.633333333,2,2.260519366,2,0
21,MalcolmX-AtTheAudubon,2,2.41,2,2.055568197,2,0
14,MalcolmX-AtTheAudubon,2,2.296666667,2,1.927219265,2,0
12,MalcolmX-AtTheAudubon,2,2.686666667,2,1.933230254,2,0
11,MalcolmX-AtTheAudubon,2,3.3,2,2.482282467,2,0
10,MalcolmX-AtTheAudubon,2,2.516666667,2,1.934682766,2,0
15,MalcolmX-AtTheAudubon,2,2.386666667,2,1.971841594,2,0
20,MalcolmX-AtTheAudubon,2,2.32,2,2.293920167,2,0
13,MalcolmX-AtTheAudubon,2,2.426666667,2,2.11260799,2,0
11,MalcolmX-AtTheAudubon,2,2.443333333,2,1.833488957,2,0
12,MalcolmX-AtTheAudubon,2,2.536666667,2,2.146618133,2,0
6,MalcolmX-AtTheAudubon,2,2.316666667,2,1.92533005,2,0
13,MalcolmX-AtTheAudubon,2,2.503333333,2,2.043713029,2,0
13,MalcolmX-AtTheAudubon,2,2.346666667,2,2.097238321,2,0
15,MalcolmX-AtTheAudubon,2,2.143333333,2,1.761140069,2,0
25,MalcolmX-AtTheAudubon,2,2.866666667,2,2.358899476,2,0
21,MalcolmX-AtTheAudubon,2,2.566666667,2,2.31612308,2,0
15,MalcolmX-AtTheAudubon,2,2.593333333,2,2.1370195,2,0
19,MalcolmX-AtTheAudubon,2,2.28,2,1.878631345,2,0
20,MalcolmX-AtTheAudubon,2,2.543333333,2,2.125375907,2,0
14,MalcolmX-AtTheAudubon,2,2.77,2,2.179987073,2,0
11,MalcolmX-AtTheAudubon,2,2.363333333,2,1.997157926,2,0
15,MalcolmX-AtTheAudubon,2,2.326666667,2,2.018430604,2,0
16,MalcolmX-AtTheAudubon,2,2.486666667,2,2.133570298,2,0
13,MalcolmX-AtTheAudubon,2,2.363333333,2,1.933475126,2,0
13,MalcolmX-AtTheAudubon,2,2.483333333,2,2.102530541,2,0
18,MalcolmX-AtTheAudubon,2,2.326666667,2,2.191575884,2,0
18,MalcolmX-AtTheAudubon,2,2.723333333,2,2.123838196,2,0
13,MalcolmX-AtTheAudubon,2,2.32,2,1.900437837,2,0
10,MalcolmX-AtTheAudubon,2,2.613333333,2,1.979822835,2,0
13,MalcolmX-AtTheAudubon,2,2.503333333,2,2.139849358,2,0
14,MalcolmX-AtTheAudubon,2,2.676666667,2,2.204032577,2,0
16,MalcolmX-AtTheAudubon,2,2.573333333,2,2.290208381,2,0
18,MalcolmX-AtTheAudubon,2,2.396666667,2,1.85277246,2,0
17,MalcolmX-AtTheAudubon,2,2.473333333,2,2.110312744,2,0
13,MalcolmX-AtTheAudubon,2,2.213333333,2,1.779747663,2,0
12,MalcolmX-AtTheAudubon,2,2.31,2,2.126202179,2,0
16,MalcolmX-AtTheAudubon,2,2.373333333,2,2.188151211,2,0
21,MalcolmX-AtTheAudubon,2,2.443333333,2,2.122766268,2,0
18,MalcolmX-AtTheAudubon,2,2.366666667,2,1.777218638,2,0
11,MalcolmX-AtTheAudubon,2,2.536666667,2,1.865872481,2,0
18,MalcolmX-AtTheAudubon,2,2.553333333,2,2.621919197,2,0
9,MalcolmX-ConfrontationWithAnExpert,2,3.81,2,3.700032766,5,0
12,MalcolmX-ConfrontationWithAnExpert,2,3.68,2,3.508087004,3,0
4,MalcolmX-ConfrontationWithAnExpert,2,3.75,2,4.041482178,5,0
9,MalcolmX-ConfrontationWithAnExpert,2,3.736666667,2,3.635251701,3,0
8,MalcolmX-ConfrontationWithAnExpert,2,3.376666667,2,4.224349267,5,0
4,MalcolmX-ConfrontationWithAnExpert,2,3.786666667,2,3.994429548,5,0
9,MalcolmX-ConfrontationWithAnExpert,2,2.936666667,2,3.195815004,3,0
7,MalcolmX-ConfrontationWithAnExpert,2,3.57,2,3.907710823,5,0
5,MalcolmX-ConfrontationWithAnExpert,2,3.903333333,2,3.719635126,5,0
7,MalcolmX-ConfrontationWithAnExpert,2,3.733333333,2,3.838001882,5,0
6,MalcolmX-ConfrontationWithAnExpert,2,4.396666667,2,3.941959608,5,0
6,MalcolmX-ConfrontationWithAnExpert,2,3.28,2,3.865775597,5,0
5,MalcolmX-ConfrontationWithAnExpert,2,3.496666667,2,3.964515409,5,0
9,MalcolmX-ConfrontationWithAnExpert,2,3.97,2,4.175390994,5,0
10,MalcolmX-ConfrontationWithAnExpert,2,3.123333333,2,3.459321111,3,0
3,MalcolmX-ConfrontationWithAnExpert,2,3.66,2,4.043342349,5,0
11,MalcolmX-ConfrontationWithAnExpert,2,4.09,2,4.424607119,5,0
8,MalcolmX-ConfrontationWithAnExpert,2,3.463333333,2,3.551693203,3,0
6,MalcolmX-ConfrontationWithAnExpert,2,3.853333333,2,3.526326558,3,0
8,MalcolmX-ConfrontationWithAnExpert,2,3.77,2,3.507690951,3,0
9,MalcolmX-ConfrontationWithAnExpert,2,3.783333333,2,3.700734172,3,0
3,MalcolmX-ConfrontationWithAnExpert,2,4.003333333,2,3.856354457,5,0
5,MalcolmX-ConfrontationWithAnExpert,2,3.82,2,3.5416341,3,0
5,MalcolmX-ConfrontationWithAnExpert,2,3.703333333,2,3.990821162,5,0
10,MalcolmX-ConfrontationWithAnExpert,2,4.1,2,3.736016455,3,0
7,MalcolmX-ConfrontationWithAnExpert,2,3.256666667,2,4.336645556,5,0
8,MalcolmX-ConfrontationWithAnExpert,2,3.393333333,2,3.666706081,2,0
6,MalcolmX-ConfrontationWithAnExpert,2,3.763333333,2,3.87573249,3,0
10,MalcolmX-ConfrontationWithAnExpert,2,3.396666667,2,4.086582941,5,0
9,MalcolmX-ConfrontationWithAnExpert,2,3.343333333,2,3.466809158,2,0
10,MalcolmX-ConfrontationWithAnExpert,2,3.87,2,3.883523822,5,0
8,MalcolmX-ConfrontationWithAnExpert,2,3.306666667,2,3.446667652,3,0
7,MalcolmX-ConfrontationWithAnExpert,2,3.656666667,2,3.240769806,5,0
5,MalcolmX-ConfrontationWithAnExpert,2,3.683333333,2,3.433502527,4,0
3,MalcolmX-ConfrontationWithAnExpert,2,3.243333333,2,3.771109527,5,0
10,MalcolmX-ConfrontationWithAnExpert,2,3.28,2,3.714473523,5,0
21,MalcolmX-LastAnswersAndInterviews,2,2.263333333,2,2.477649599,2,0
17,MalcolmX-LastAnswersAndInterviews,2,2.613333333,2,2.578121675,2,0
13,MalcolmX-LastAnswersAndInterviews,2,2.09,2,2.082357855,2,0
22,MalcolmX-LastAnswersAndInterviews,2,2.316666667,2,2.183415635,2,0
13,MalcolmX-LastAnswersAndInterviews,2,3.18,2,2.985442876,2,0
23,MalcolmX-LastAnswersAndInterviews,2,2.266666667,2,2.548994735,2,0
19,MalcolmX-LastAnswersAndInterviews,2,2.383333333,2,2.580737506,2,0
13,MalcolmX-LastAnswersAndInterviews,2,2.54,2,2.214231479,2,0
17,MalcolmX-LastAnswersAndInterviews,2,2.11,2,2.558062205,2,0
14,MalcolmX-LastAnswersAndInterviews,2,2.293333333,2,2.352721542,2,0
12,MalcolmX-LastAnswersAndInterviews,2,2.29,2,2.151042784,2,0
14,MalcolmX-LastAnswersAndInterviews,2,2.446666667,2,2.091309633,2,0
14,MalcolmX-LastAnswersAndInterviews,2,2.333333333,2,2.468015491,2,0
16,MalcolmX-LastAnswersAndInterviews,2,2.27,2,2.567784737,2,0
15,MalcolmX-LastAnswersAndInterviews,2,2.396666667,2,2.445783802,2,0
27,MalcolmX-LastAnswersAndInterviews,2,2.56,2,2.262228042,2,0
15,MalcolmX-LastAnswersAndInterviews,2,2.25,2,2.160008822,2,0
12,MalcolmX-LastAnswersAndInterviews,2,2.37,2,2.188733291,2,0
15,MalcolmX-LastAnswersAndInterviews,2,2.31,2,2.256717505,2,0
16,MalcolmX-LastAnswersAndInterviews,2,2.203333333,2,2.123571914,2,0
19,MalcolmX-LastAnswersAndInterviews,2,2.216666667,2,2.089087215,2,0
24,MalcolmX-LastAnswersAndInterviews,2,2.366666667,2,2.505042849,2,0
12,MalcolmX-LastAnswersAndInterviews,2,2.24,2,2.22402765,2,0
9,MalcolmX-LastAnswersAndInterviews,2,2.533333333,2,2.222445379,2,0
25,MalcolmX-LastAnswersAndInterviews,2,2.723333333,2,2.253529085,2,0
25,MalcolmX-LastAnswersAndInterviews,2,2.16,2,2.528183907,2,0
19,MalcolmX-LastAnswersAndInterviews,2,2.373333333,2,2.357837836,2,0
17,MalcolmX-LastAnswersAndInterviews,2,2.17,2,2.55236246,2,0
21,MalcolmX-LastAnswersAndInterviews,2,2.163333333,2,2.354764677,2,0
21,MalcolmX-LastAnswersAndInterviews,2,2.403333333,2,2.412093218,2,0
17,MalcolmX-LastAnswersAndInterviews,2,2.196666667,2,2.304285199,2,0
19,MalcolmX-LastAnswersAndInterviews,2,2.123333333,2,2.3174195,2,0
14,MalcolmX-LastAnswersAndInterviews,2,2.133333333,2,2.297329622,2,0
16,MalcolmX-LastAnswersAndInterviews,2,2.353333333,2,2.894199299,2,0
22,MalcolmX-LastAnswersAndInterviews,2,2.11,2,2.361221024,2,0
15,MalcolmX-LastAnswersAndInterviews,2,2.303333333,2,2.229446944,2,0
19,MalcolmX-LastAnswersAndInterviews,2,2.253333333,2,2.160823775,2,0
21,MalcolmX-LastAnswersAndInterviews,2,2.3,2,2.085233167,2,0
18,MalcolmX-LastAnswersAndInterviews,2,2.38,2,2.115243228,2,0
17,MalcolmX-LastAnswersAndInterviews,2,2.52,2,2.294681117,2,0
26,MalcolmX-LastAnswersAndInterviews,2,2.33,2,2.397713924,2,0
