,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,piper81 041781_train,1,2.02706384659,"thief, jesus, save, penit, paradis",0.0258342303552,0.037674919268,0.0,1.0,0.307692307692,85.0,0.726495726496,0.018837459634,0.0139935414424,0.0139935414424,0.00861141011841,0.034983853606,0.0,0.00914962325081,0.672847271375,0.752994799132
1,ACLU07_train,1,1.74866199493,"camp, polic, dakota, protector, morton",0.0102702702703,0.0151351351351,0.0,1.0,0.376811594203,27.0,0.391304347826,0.00216216216216,0.000540540540541,0.0,0.0113513513514,0.00108108108108,0.0,0.00594594594595,0.564128302043,0.671180099027
2,WestboroBaptist_Sermon_20090809.pdf_train,1,3.06691503525,"angel, heaven, hair, shall, unto",0.0451291627762,0.0267662620604,1.0,0.0,0.335403726708,90.0,0.55900621118,0.00746965452848,0.00404606286959,0.0118269530034,0.0164954870837,0.0155617802677,0.0136943666355,0.00715841892312,0.719823333896,0.674620940821
3,Issue_2-Foreward_train,1,1.44253015518,"allah, choic, bay'ah, deed, prophet",0.0145797598628,0.0231560891938,0.0,1.0,0.347826086957,36.0,0.782608695652,0.0,0.0180102915952,0.00171526586621,0.0180102915952,0.00514579759863,0.0,0.0128644939966,0.692886036777,0.389677808563
4,"2003-01-05 A Simple Faith, Rev. Mark Belletini.htm_train",1,4.08084011078,"captain, hope, want, yes, say",0.030612244898,0.0204081632653,1.0,0.0,0.142857142857,199.0,0.710714285714,0.018820861678,0.0120181405896,0.024716553288,0.0233560090703,0.0122448979592,0.00204081632653,0.00839002267574,0.732217175827,0.352348002939
5,journal.1.12.11_train,1,1.58283805847,"infinit, realiz, reaction, real, shall",0.0352020860495,0.00586701434159,1.0,0.0,0.444444444444,66.0,0.666666666667,0.0365058670143,0.0026075619296,0.029335071708,0.0,0.0280312907432,0.0,0.0176010430248,0.776859960758,0.895675839287
6,YV13_train,1,0.850842952728,"happi, want, get, stamp, unhappi",0.0164705882353,0.00705882352941,1.0,0.0,0.447368421053,28.0,0.736842105263,0.00941176470588,0.0705882352941,0.00235294117647,0.00705882352941,0.0,0.0,0.0329411764706,0.713950994932,0.461231031481
7,YV02_train,1,0.730520009995,"yoga, ceremoni, eat, sleep, satchidananda",0.0265780730897,0.00332225913621,1.0,0.0,0.388888888889,13.0,0.722222222222,0.00996677740864,0.0199335548173,0.0332225913621,0.0265780730897,0.0,0.0,0.00332225913621,0.752587327453,0.474209492737
8,Issue_3-Foley_sBloodIsOnObama_sHands_train,1,1.72964882851,"foley, prison, obama, messag, wright",0.0123376623377,0.0350649350649,0.0,1.0,0.285714285714,56.0,0.888888888889,0.0136363636364,0.00779220779221,0.0285714285714,0.0136363636364,0.0194805194805,0.0,0.00584415584416,0.772644472763,0.660642771464
9,Issue_2-TheFloodoftheMubahalah_train,1,5.24413490295,"allah, mubāhalah, ibn, jawlānī, messeng",0.0178601803028,0.0255145432897,0.0,1.0,0.387387387387,170.0,0.765765765766,0.00323184215003,0.00731416907637,0.00357203606055,0.0221126041844,0.0335091001871,0.0,0.0105460112264,0.679382334917,0.634901833581
