,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
3,Rabbinic027_test,1,3.15315294266,"adam, shall, said, genesi, descend, generat, xxiv, supra, viz, https",0.0128205128205,0.0168269230769,0.0,1.0,0.228571428571,85.0,0.404761904762,0.000801282051282,0.00320512820513,0.015625,0.0140224358974,0.0304487179487,0.000801282051282,0.0188301282051,0.238782051282,0.681841160977,0.679604186842,Rabbinic027,4,3.93,4,4.13750082499,4
5,MehrBaba041_test,1,2.24748182297,"soul, vision, grace, prayer, teresa, fruition, lord, god, heaven, utter",0.0314422419686,0.00956937799043,1.0,0.0,0.507246376812,48.0,0.695652173913,0.00341763499658,0.0,0.0225563909774,0.00205058099795,0.0157211209843,0.0198222829802,0.028024606972,0.336295283664,0.689431075699,0.733568707825,MehrBaba041,7,4.38,3,5.17240237162,6
6,Shepherd224_test,1,3.41983294487,"bad, fire, evil, brandon, want, put, need, good, preacher, lit",0.0278824415976,0.0388093443858,0.0,1.0,0.18152866242,147.0,0.468152866242,0.035418236624,0.00640542577242,0.0211002260739,0.00753579502638,0.0128108515448,0.00263752825923,0.00979653353429,0.27995478523,0.651102759517,0.471404768228,Shepherd224,4,3.45,3,2.94770565779,3
8,LiberalJudaism059_test,1,1.96813583374,"isra, jewish, jew, judaism, diaspora, israel, anxieti, fear, hanukkah, ident",0.019248395967,0.012832263978,1.0,0.0,0.617021276596,36.0,0.765957446809,0.0146654445463,0.00274977085243,0.00458295142071,0.0164986251146,0.00183318056829,0.0,0.0137488542621,0.391384051329,0.75119337279,0.620207475279,LiberalJudaism059,5,3.87666666667,5,2.42607485163,3
13,MalcolmX003_test,1,6.31057405472,"malcolm, negro, uniti, cairo, get, african, confer, here, civilright, afroamerican",0.0244808374135,0.0238055039676,1.0,0.0,0.408510638298,156.0,0.663829787234,0.0194158365693,0.00928583488097,0.00928583488097,0.00877933479656,0.00236366706061,0.00135066689178,0.0111430018572,0.218301536384,0.7233270811,0.664602832219,MalcolmX003,2,3.69333333333,2,2.47385400933,1
14,DorothyDay406_test,1,1.22028613091,"obedi, poverti, ave, maria, love, rosari, advent, tell, convers, scriptur",0.0509383378016,0.00536193029491,1.0,0.0,0.35,9.0,0.45,0.0214477211796,0.0,0.0,0.0,0.00268096514745,0.0160857908847,0.00268096514745,0.522788203753,0.774324205301,0.576540447136,DorothyDay406,4,4.79333333333,6,6.00835941253,6
18,DorothyDay258_test,1,1.39870285988,"bread, retreat, farm, tabl, tree, easton, babi, read, everyon, herb",0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.44142614601,0.751228571508,0.576023711084,DorothyDay258,4,5.04,8,4.76160263444,6
20,Rabbinic028_test,1,6.3143529892,"heaven, torah, genesi, beth, thi, vers, thou, https, rabba, bless",0.0219508169665,0.00742696814656,1.0,0.0,0.143451143451,195.0,0.405405405405,0.00181548110249,0.00396104967816,0.0118831490345,0.00907740551246,0.0234362105958,0.000660174946361,0.0171645486054,0.189140122132,0.80015401701,0.59572890421,Rabbinic028,4,4.34,4,3.86518258283,4
22,Shepherd358_test,1,3.83641600609,"gps, lord, trust, happi, pray, husband, step, get, seek, prayer",0.0301783264746,0.0181755829904,1.0,0.0,0.240875912409,181.0,0.660583941606,0.0356652949246,0.0130315500686,0.0168038408779,0.00548696844993,0.031207133059,0.0161179698217,0.00891632373114,0.237654320988,0.671604593854,0.596822233112,Shepherd358,5,4.27,4,4.37269600505,5
28,ISIS006_test,1,2.03721690178,"allah, choic, bay'ah, deed, prophet, methodolog, rush, dabiq, prais, bid'ah",0.0145797598628,0.0231560891938,0.0,1.0,0.413043478261,36.0,0.782608695652,0.0,0.0180102915952,0.00171526586621,0.0180102915952,0.00514579759863,0.0,0.0128644939966,0.408233276158,0.719699518131,0.504817487793,ISIS006,1,2.92666666667,3,1.3458425507,1
