,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,Unnamed: 0,rank,rfPred,rfClassPred,svmPred,svmClassPred
1,YV02_test,1,1.18135595322,"yoga, ceremoni, eat, sleep, satchidananda, sake, don't, swami, spiritu, sri",0.0265780730897,0.00332225913621,1.0,0.0,0.611111111111,13.0,0.722222222222,0.00996677740864,0.0199335548173,0.0332225913621,0.0265780730897,0.0,0.0,0.00332225913621,0.779272337499,0.579184715841,YV02,127,4,2.90333333333,3,2.92734325997,3
10,225.html_test,1,3.75597786903,"worker, fergi, get, feast, too, kichi, soul, priest, kitchen, prayer",0.0224835696991,0.0300933932895,0.0,1.0,0.490909090909,99.0,0.9,0.020062262193,0.00345901072293,0.00968523002421,0.00657212037357,0.0276720857835,0.0231753718437,0.00657212037357,0.690977566215,0.700691663263,225.html,30,3,3.14,3,2.84163265763,3
12,piper85 pn850005_test,1,5.01986193657,"sing, jehoshaphat, judah, vers, lord, god, satan, worship, thi, prais",0.0246626337832,0.0228013029316,1.0,0.0,0.472573839662,187.0,0.789029535865,0.0216379711494,0.0169846440205,0.00814332247557,0.0221033038623,0.0169846440205,0.00279199627734,0.00697999069335,0.68349925036,0.719528746324,piper85 pn850005,47,3,2.41666666667,2,2.02621888789,2
16,12.html_test,1,1.37574386597,"radic, print, sent, worker, sheet, wander, dollar, rememb, donat, encycl",0.022641509434,0.011320754717,1.0,0.0,0.344827586207,17.0,0.586206896552,0.0132075471698,0.0,0.0,0.0207547169811,0.00566037735849,0.0,0.0188679245283,0.760467152389,0.571646121949,12.html,26,3,4.48,3,4.2371644338,3
25,journal.1.10.10_test,1,1.46868300438,"master, inner, baba, discipl, miracl, wonder, incid, miracul, moment, mandali",0.0459418070444,0.0183767228178,1.0,0.0,0.5,12.0,0.545454545455,0.00153139356815,0.0,0.00153139356815,0.00612557427259,0.0199081163859,0.00153139356815,0.00918836140888,0.754145420141,0.529939189283,journal.1.10.10,64,4,3.90333333333,3,3.90561444394,3
28,piper90 01-28-90_test,1,3.19182991982,"gospel, preach, fulfil, jesus, god, matthew, ministri, glori, isaiah, repent",0.0205106739221,0.0108832147342,1.0,0.0,0.483050847458,83.0,0.703389830508,0.0121389702805,0.00251151109251,0.00460443700293,0.00460443700293,0.0334868145668,0.0,0.00795311845961,0.786470222122,0.834559504194,piper90 01-28-90,52,4,3.72,3,3.74305386655,2
39,piper99 12-12-99_test,1,3.1908261776,"reconcil, vers, save, wrath, god, shall, christ, enemi, rescu, justifi",0.0267489711934,0.022633744856,1.0,0.0,0.496551724138,117.0,0.806896551724,0.0411522633745,0.0238683127572,0.00329218106996,0.00246913580247,0.043621399177,0.0,0.00987654320988,0.642733936792,0.646481448274,piper99 12-12-99,59,4,3.18333333333,3,3.54537574982,3
52,291.html_test,1,1.78639912605,"smell, relief, walk, swim, hang, babi, stanley, garden, harlem, hot",0.0307062436029,0.028659160696,1.0,0.0,0.325581395349,29.0,0.674418604651,0.0112589559877,0.00204708290686,0.00614124872057,0.014329580348,0.00409416581372,0.0102354145343,0.00921187308086,0.79519517125,0.710015848458,291.html,31,4,2.79666666667,3,1.92046402871,3
54,SS13_test,1,2.58370304108,"whale, seal, “human, “sustain, harvest, slaughter, club, eat, “conserv, fish",0.0180754917597,0.0425305688464,0.0,1.0,0.311926605505,65.0,0.596330275229,0.0154173312068,0.00478468899522,0.00744284954811,0.0127591706539,0.000531632110579,0.000531632110579,0.016480595428,0.693152434248,0.507854515709,SS13,124,1,2.45,3,2.83296724949,3
55,piper2k 3-5-00_test,1,2.95583105087,"timothi, scriptur, vers, exult, sacr, bibl, christ, persecut, say, stay",0.0343158820941,0.0118785745711,1.0,0.0,0.341463414634,92.0,0.560975609756,0.0189177298724,0.0250769907611,0.0101187857457,0.00923889133304,0.0118785745711,0.0,0.010558732952,0.641255354396,0.70970737575,piper2k 3-5-00,42,3,3.87333333333,3,3.52116657439,2
