,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,Unnamed: 0,rank,rfPred,rfClassPred,svmPred,svmClassPred
7,ACLU04_test,1,1.79174399376,"cbp, fbi, assess, search, vulner, document, target, agenc, ask, question",0.00865384615385,0.0201923076923,0.0,1.0,0.4,17.0,0.425,0.00384615384615,0.00192307692308,0.0,0.0230769230769,0.0,0.0,0.00576923076923,0.659974258408,0.442937413482,ACLU04,142,3,2.53333333333,3,3.05984075196,3
8,piper85 pn850005_test,1,4.94535303116,"sing, jehoshaphat, judah, vers, lord, god, satan, worship, thi, prais",0.0246626337832,0.0228013029316,1.0,0.0,0.472573839662,187.0,0.789029535865,0.0216379711494,0.0169846440205,0.00814332247557,0.0221033038623,0.0169846440205,0.00279199627734,0.00697999069335,0.684272704442,0.719528746324,piper85 pn850005,47,3,2.78333333333,2,2.89342424284,2
10,piper99 4-4-99_test,1,2.89879393578,"condemn, christ, sinner, guilti, righteous, jesus, answer, god, judg, vers",0.0368709516692,0.0333831589437,1.0,0.0,0.402777777778,83.0,0.576388888889,0.0264075734928,0.0114598903837,0.0224215246637,0.000996512207275,0.02192326856,0.0,0.0119581464873,0.605746992851,0.528360248967,piper99 4-4-99,60,3,3.35,3,2.9352448683,3
11,ACLU03_test,1,1.91457986832,"flint, safe, poison, failur, elementari, ppb, done, drink, appoint, water",0.030303030303,0.0251082251082,1.0,0.0,0.285714285714,25.0,0.446428571429,0.0025974025974,0.004329004329,0.0,0.00952380952381,0.004329004329,0.0,0.0103896103896,0.748681484568,0.47666167497,ACLU03,141,3,3.72333333333,3,3.86005940756,3
14,how-to-bless-america-steve-shepherd-sermon-on-independence-day-69779.asp_test,1,3.91739296913,"don, ill, bless, government, said, ask, attitud, want, mph, whi",0.0417189460477,0.0185069008783,1.0,0.0,0.126237623762,187.0,0.462871287129,0.0207026348808,0.017252195734,0.0228983688833,0.00752823086575,0.0100376411543,0.00752823086575,0.0131744040151,0.680932453822,0.508677204049,how-to-bless-america-steve-shepherd-sermon-on-independence-day-69779.asp,96,3,4.46333333333,4,4.42386839067,4
15,SS04_test,1,2.16561508179,"shepherd, net, illeg, whale, crew, gill, cut, happi, anyth, worri",0.0396119644301,0.018593371059,1.0,0.0,0.433333333333,53.0,0.883333333333,0.00970088924818,0.00323362974939,0.0299110751819,0.0210185933711,0.0,0.0,0.0121261115602,0.709726998831,0.664894099941,SS04,115,3,3.80666666667,4,4.38276883735,4
22,YV07_test,1,1.97104406357,"heaven, let, everybodi, yogavill, yoga, happi, better, everyth, hurt, feel",0.0457746478873,0.0105633802817,1.0,0.0,0.381818181818,75.0,0.681818181818,0.0448943661972,0.0281690140845,0.00352112676056,0.00704225352113,0.00176056338028,0.000880281690141,0.0140845070423,0.673916234813,0.542770124457,YV07,132,7,3.83666666667,3,4.0375918353,5
27,piper94 07-10-94_test,1,3.71340203285,"love, homosexu, say, command, fulfil, scriptur, keep, god, greg, violat",0.0492113564669,0.0261829652997,1.0,0.0,0.494186046512,119.0,0.691860465116,0.0331230283912,0.00694006309148,0.00851735015773,0.011356466877,0.00883280757098,0.00410094637224,0.00946372239748,0.722307135841,0.636675363489,piper94 07-10-94,54,2,3.39666666667,4,3.36437315425,4
29,"2006-04-09 Jesus, Rev. Mark Belletini.PDF_test",1,4.9113240242,"jesus, say, opinion, johnson, justic, ohio, pastor, seem, gospel, stake",0.02332433096,0.0203780996808,1.0,0.0,0.253787878788,152.0,0.575757575758,0.0127670022097,0.00515590473852,0.00883869383747,0.00613798183157,0.0235698502332,0.000982077093052,0.00736557819789,0.674829495396,0.584605724449,"2006-04-09 Jesus, Rev. Mark Belletini.PDF",106,6,3.29333333333,5,3.51150846486,3
36,ACLU10_test,1,1.94847202301,"prison, detent, dhs, ice, privat, justic, committe, reduc, cca, detaine",0.0136518771331,0.0358361774744,0.0,1.0,0.45652173913,22.0,0.478260869565,0.00511945392491,0.0,0.0,0.00682593856655,0.00341296928328,0.00170648464164,0.018771331058,0.676665533914,0.732896514523,ACLU10,148,3,2.84666666667,3,2.81740522681,3
40,ACLU11_test,1,1.35888385773,"voter, kobach, regist, vote, registr, judg, restrict, kansa, citizenship, add",0.00759013282732,0.0265654648956,0.0,1.0,0.588235294118,10.0,0.588235294118,0.0,0.0,0.0,0.0379506641366,0.011385199241,0.0,0.00189753320683,0.627913356449,0.553391120255,ACLU11,149,3,2.09333333333,1,2.31387647011,3
44,ACLU05_test,1,1.71782898903,"mohamedou, prison, guantánamo, tortur, unlaw, mauritania, memoir, privaci, thrill, slahi",0.0309523809524,0.0297619047619,1.0,0.0,0.547619047619,34.0,0.809523809524,0.0261904761905,0.0,0.00595238095238,0.00119047619048,0.047619047619,0.00119047619048,0.00595238095238,0.689994602353,0.554392760686,ACLU05,143,3,3.9,3,3.68822073243,3
46,SS12_test,1,2.51832795143,"costa, rican, coco, illeg, shepherd, arrest, vessel, guatemalan, charg, rica",0.0115321252059,0.0219659527732,0.0,1.0,0.44578313253,56.0,0.674698795181,0.0175727622186,0.0,0.0236133992312,0.0126304228446,0.00054914881933,0.0,0.00604063701263,0.690870808627,0.628273480924,SS12,123,1,2.18,3,1.22205286846,1
48,journal.1.12.11_test,1,2.17486906052,"infinit, realiz, reaction, real, shall, finit, react, resign, meher, baba",0.0352020860495,0.00586701434159,1.0,0.0,0.505050505051,66.0,0.666666666667,0.0365058670143,0.0026075619296,0.029335071708,0.0,0.0280312907432,0.0,0.0176010430248,0.782989120602,0.853541756081,journal.1.12.11,66,5,5.30333333333,4,4.6481607736,4
52,SS09_test,1,1.25058794022,"shepherd, pamela, anderson, seal, slaughter, babi, orca, whale, newfoundland, salmon",0.0155763239875,0.0155763239875,0.0,1.0,0.818181818182,10.0,0.909090909091,0.018691588785,0.0,0.00934579439252,0.0,0.0,0.0249221183801,0.00311526479751,0.804721518135,0.609438581614,SS09,120,2,3.22666666667,2,2.71666629976,3
56,SS13_test,1,2.6697499752,"whale, seal, “human, “sustain, harvest, slaughter, club, eat, “conserv, fish",0.0180754917597,0.0425305688464,0.0,1.0,0.311926605505,65.0,0.596330275229,0.0154173312068,0.00478468899522,0.00744284954811,0.0127591706539,0.000531632110579,0.000531632110579,0.016480595428,0.686328564047,0.507854515709,SS13,124,1,2.67666666667,3,2.50684105703,5
58,piper2k 3-5-00_test,1,2.95287799835,"timothi, scriptur, vers, exult, sacr, bibl, christ, persecut, say, stay",0.0343158820941,0.0118785745711,1.0,0.0,0.341463414634,92.0,0.560975609756,0.0189177298724,0.0250769907611,0.0101187857457,0.00923889133304,0.0118785745711,0.0,0.010558732952,0.64081261278,0.70970737575,piper2k 3-5-00,42,3,3.55666666667,3,3.67419822111,4
59,MalcolmX-TheBallotortheBullet_test,1,9.90274405479,"get, let, negro, bullet, got, ballot, segreg, malcolm, whi, civilright",0.0184800664452,0.0144310631229,1.0,0.0,0.265342960289,435.0,0.785198555957,0.0192068106312,0.03176910299,0.0129775747508,0.0140157807309,0.015988372093,0.00103820598007,0.0179609634551,0.693421878558,0.681160395609,MalcolmX-TheBallotortheBullet,84,2,4.03,2,3.50438007588,2
62,piper92 09-27-92_test,1,3.28751111031,"christ, gentil, reconcil, jew, god, israel, coven, glori, promis, jesus",0.0179290157336,0.0135382363703,1.0,0.0,0.467625899281,82.0,0.589928057554,0.0160995243322,0.0175631174533,0.00658616904501,0.00731796560556,0.0204903036956,0.0,0.0032930845225,0.685405156006,0.843150970135,piper92 09-27-92,53,1,2.99666666667,3,2.47035563526,4
70,YV09_test,1,2.72262620926,"gurudev, sri, yoga, peac, negat, woodstock, want, path, swami, messag",0.0358767054068,0.0101061141991,1.0,0.0,0.277777777778,74.0,0.685185185185,0.00859019706923,0.0101061141991,0.00656897422941,0.00960080848914,0.0267812026276,0.00202122283982,0.00909550277918,0.713012696109,0.634385752343,YV09,134,7,3.94,3,4.85068543442,5
