,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,Unnamed: 0,rank,rfPred,rfClassPred,svmPred,svmClassPred
7,ACLU04_test,1,1.81838798523,"cbp, fbi, assess, search, vulner, document, target, agenc, ask, question",0.00865384615385,0.0201923076923,0.0,1.0,0.4,17.0,0.425,0.00384615384615,0.00192307692308,0.0,0.0230769230769,0.0,0.0,0.00576923076923,0.66220904234,0.442937413482,ACLU04,142,3,2.32333333333,3,2.86778859978,3
11,SS01_test,1,1.33819103241,"vaquita, shepherd, gift, illeg, marin, save, porpois, whale, countless, gill",0.020325203252,0.0182926829268,1.0,0.0,0.35,13.0,0.65,0.020325203252,0.0121951219512,0.0020325203252,0.0,0.0,0.0,0.0020325203252,0.74376535645,0.588484581691,SS01,112,1,2.81,3,2.72258602041,3
14,YV11_test,1,1.58687186241,"whi, lotus, love, don't, yogavill, want, should, tri, roof, religion",0.0368794326241,0.0156028368794,1.0,0.0,0.485294117647,44.0,0.647058823529,0.0326241134752,0.0198581560284,0.0212765957447,0.00992907801418,0.00141843971631,0.0,0.0156028368794,0.71813934816,0.607443977816,YV11,136,8,3.49666666667,3,3.65488849378,3
20,SS04_test,1,2.22797489166,"shepherd, net, illeg, whale, crew, gill, cut, happi, anyth, worri",0.0396119644301,0.018593371059,1.0,0.0,0.433333333333,53.0,0.883333333333,0.00970088924818,0.00323362974939,0.0299110751819,0.0210185933711,0.0,0.0,0.0121261115602,0.710199927977,0.664894099941,SS04,115,3,3.25,4,3.93692641812,3
26,YV07_test,1,2.01894283295,"heaven, let, everybodi, yogavill, yoga, happi, better, everyth, hurt, feel",0.0457746478873,0.0105633802817,1.0,0.0,0.381818181818,75.0,0.681818181818,0.0448943661972,0.0281690140845,0.00352112676056,0.00704225352113,0.00176056338028,0.000880281690141,0.0140845070423,0.673551449544,0.542770124457,YV07,132,7,3.71666666667,3,3.55745774975,3
29,296.html_test,1,1.29014611244,"liturg, pray, prayer, christ, liturgi, mystic, laiti, injustic, campion, complin",0.00686498855835,0.0183066361556,0.0,1.0,0.51724137931,20.0,0.689655172414,0.0800915331808,0.00228832951945,0.00228832951945,0.00228832951945,0.0045766590389,0.00228832951945,0.0137299771167,0.775068118935,0.587619690619,296.html,32,5,2.84666666667,3,3.14346496891,2
30,piper94 09-11-94_test,1,2.96428608894,"bless, vers, evil, insult, inherit, feel, say, grace, hope, futur",0.0522388059701,0.0171202809482,1.0,0.0,0.469565217391,87.0,0.75652173913,0.0377524143986,0.031167690957,0.00438981562774,0.00438981562774,0.0118525021949,0.0,0.00965759438104,0.691819297006,0.607689427771,piper94 09-11-94,55,2,3.63,4,3.06202001092,3
31,SS14_test,1,1.25364398956,"vessel, thunder, poacher, crew, chase, gear, endur, illeg, monday, rescu",0.0356234096692,0.030534351145,1.0,0.0,0.47619047619,17.0,0.809523809524,0.0814249363868,0.00508905852417,0.0,0.0101781170483,0.0,0.0152671755725,0.00254452926209,0.817624641152,0.647116918527,SS14,125,3,3.00333333333,2,2.80898603195,2
32,214.html_test,1,2.07962298393,"worker, margaret, priest, morn, cathol, stanthoni, prayer, spoke, miracl, contempl",0.0296540362438,0.0107084019769,1.0,0.0,0.338983050847,44.0,0.745762711864,0.0131795716639,0.00247116968699,0.00988467874794,0.00494233937397,0.0304777594728,0.00658978583196,0.0107084019769,0.739354142235,0.574778575084,214.html,29,5,3.93333333333,3,4.36323131242,5
33,"2006-04-09 Jesus, Rev. Mark Belletini.PDF_test",1,4.89591288567,"jesus, say, opinion, johnson, justic, ohio, pastor, seem, gospel, stake",0.02332433096,0.0203780996808,1.0,0.0,0.253787878788,152.0,0.575757575758,0.0127670022097,0.00515590473852,0.00883869383747,0.00613798183157,0.0235698502332,0.000982077093052,0.00736557819789,0.669915409806,0.584605724449,"2006-04-09 Jesus, Rev. Mark Belletini.PDF",106,6,3.42666666667,5,3.01258077618,3
