,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
5,LiberalJudaism059_test,1,1.9791560173,"isra, jewish, jew, judaism, diaspora, israel, anxieti, fear, hanukkah, ident",0.019248395967,0.012832263978,1.0,0.0,0.617021276596,36.0,0.765957446809,0.0146654445463,0.00274977085243,0.00458295142071,0.0164986251146,0.00183318056829,0.0,0.0137488542621,0.391384051329,0.752142369496,0.620207475279,LiberalJudaism059,5,2.74333333333,1,2.17321086119,3
9,MalcolmX003_test,1,7.08604598045,"malcolm, negro, uniti, cairo, get, african, confer, here, civilright, afroamerican",0.0244808374135,0.0238055039676,1.0,0.0,0.408510638298,156.0,0.663829787234,0.0194158365693,0.00928583488097,0.00928583488097,0.00877933479656,0.00236366706061,0.00135066689178,0.0111430018572,0.218301536384,0.720186060499,0.664602832219,MalcolmX003,2,3.29666666667,2,2.4422837452,1
11,DorothyDay258_test,1,1.51140403748,"bread, retreat, farm, tabl, tree, easton, babi, read, everyon, herb",0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.44142614601,0.75824476,0.576023711084,DorothyDay258,4,3.75,3,3.94527048982,3
19,Bahai02_test,1,1.72523593903,"prejudic, baha'i, abdu'lbaha, hath, racial, must, loud, cast, tragedi, everyon",0.0191256830601,0.0314207650273,0.0,1.0,0.333333333333,17.0,0.472222222222,0.0314207650273,0.0,0.00136612021858,0.0109289617486,0.00409836065574,0.0,0.00409836065574,0.450819672131,0.63646697292,0.482038080917,Bahai02,5,2.98,3,3.46183427027,3
23,ISIS012_test,1,2.69353294373,"foley, prison, obama, messag, wright, iraq, jame, crusad, wish, solut",0.0123376623377,0.0350649350649,0.0,1.0,0.47619047619,56.0,0.888888888889,0.0136363636364,0.00779220779221,0.0285714285714,0.0136363636364,0.0194805194805,0.0,0.00584415584416,0.353896103896,0.725620190514,0.704713871958,ISIS012,1,2.32,3,1.8821535609,2
24,DorothyDay611_test,1,1.75678396225,"money, profit, tri, worker, sing, deem, forbad, matthew, insofar, duti",0.0206677265501,0.0143084260731,1.0,0.0,0.636363636364,18.0,0.818181818182,0.0683624801272,0.00635930047695,0.0,0.00476947535771,0.00158982511924,0.0,0.00794912559618,0.406995230525,0.816224685114,0.592524274517,DorothyDay611,2,4.87333333333,5,3.12606236126,3
26,MalcolmX010_test,1,5.06668114662,"get, civilright, noth, explos, promis, ake, harlem, oppress, prospect, malcolm",0.0210692652094,0.0221227284698,0.0,1.0,0.191489361702,153.0,0.651063829787,0.0152752172768,0.00948116934422,0.0163286805373,0.0281801422175,0.00421385304188,0.00131682907559,0.0186989728733,0.221227284698,0.725627237903,0.588176520005,MalcolmX010,2,2.70333333333,2,1.87823585139,2
27,Bahai04_test,1,1.82662987709,"baha'i, baha'u'llah, mediat, mose, prophet, heaven, divin, manifest, zoroast, realiti",0.034749034749,0.00900900900901,1.0,0.0,0.441176470588,20.0,0.588235294118,0.010296010296,0.0,0.0,0.019305019305,0.00900900900901,0.0,0.00772200772201,0.384813384813,0.721220617846,0.566947097865,Bahai04,6,3.48333333333,1,3.3363023214,1
28,YV11_test,1,1.73371195793,"whi, lotus, love, don't, yogavill, want, should, tri, roof, religion",0.0368794326241,0.0156028368794,1.0,0.0,0.485294117647,44.0,0.647058823529,0.0326241134752,0.0198581560284,0.0212765957447,0.00992907801418,0.00141843971631,0.0,0.0156028368794,0.350354609929,0.713298560834,0.607443977816,YV11,8,3.90666666667,3,4.22016215465,3
29,JohnPiper564_test,1,3.45258808136,"reconcil, vers, save, wrath, god, shall, christ, enemi, rescu, justifi",0.0267489711934,0.022633744856,1.0,0.0,0.496551724138,117.0,0.806896551724,0.0411522633745,0.0238683127572,0.00329218106996,0.00246913580247,0.043621399177,0.0,0.00987654320988,0.17366255144,0.642908438051,0.646481448274,JohnPiper564,4,3.2,1,3.49517115576,5
