,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
0,YV02_test,1,1.28526496887,"yoga, ceremoni, eat, sleep, satchidananda, sake, don't, swami, spiritu, sri",0.0265780730897,0.00332225913621,1.0,0.0,0.611111111111,13.0,0.722222222222,0.00996677740864,0.0199335548173,0.0332225913621,0.0265780730897,0.0,0.0,0.00332225913621,0.514950166113,0.778900776835,0.579184715841,YV02,6,3.93,2,3.49865996195,3
5,Unitarian219_test,1,4.30315423012,"hope, hype, magic, pain, happen, too, dont, perfect, love, suffer",0.0356933879462,0.0333528379169,1.0,0.0,0.258928571429,142.0,0.633928571429,0.0263311878291,0.00643651258046,0.0295494441194,0.00848449385606,0.00263311878291,0.00672908133411,0.0119953188999,0.31597425395,0.65841358824,0.631939537011,Unitarian219,4,4.74666666667,5,4.24029100729,5
8,Unitarian096_test,1,3.3420689106,"mystic, spiritu, accept, sunday, gay, radic, selfaccept, quilt, grandmoth, affirm",0.0192307692308,0.0134615384615,1.0,0.0,0.296774193548,118.0,0.761290322581,0.0192307692308,0.005,0.0457692307692,0.00346153846154,0.00961538461538,0.00846153846154,0.00807692307692,0.315384615385,0.674079032031,0.546525072543,Unitarian096,5,3.65,5,4.92384221825,5
13,WBC228_test,1,3.15537500381,"christ, unto, adversari, phil, baptist, satan, noth, salvat, dragon, shall",0.0306839186691,0.0177449168207,1.0,0.0,0.338461538462,64.0,0.492307692308,0.0203327171904,0.0166358595194,0.0129390018484,0.00850277264325,0.0121996303142,0.0,0.00406654343808,0.254343807763,0.712666834405,0.56885523082,WBC228,1,3.69666666667,5,2.94140102278,3
14,SeaShepherds399_test,1,2.04672312737,"shepherd, net, illeg, whale, crew, gill, cut, happi, anyth, worri",0.0396119644301,0.018593371059,1.0,0.0,0.433333333333,53.0,0.883333333333,0.00970088924818,0.00323362974939,0.0299110751819,0.0210185933711,0.0,0.0,0.0121261115602,0.396928051738,0.708839647527,0.664894099941,SeaShepherds399,3,3.56333333333,1,3.97952489054,3
15,MehrBaba125_test,1,2.00063705444,"boy, tree, journey, snake, sleep, debtor, repli, room, ask, stay",0.0182684670373,0.0166799046863,1.0,0.0,0.58,45.0,0.9,0.0,0.0,0.00158856235107,0.0206513105639,0.0635424940429,0.00158856235107,0.0135027799841,0.313741064337,0.795922625792,0.862340342012,MehrBaba125,9,2.9,3,3.0215441246,4
16,ACLU03_test,1,1.79487299919,"flint, safe, poison, failur, elementari, ppb, done, drink, appoint, water",0.030303030303,0.0251082251082,1.0,0.0,0.285714285714,25.0,0.446428571429,0.0025974025974,0.004329004329,0.0,0.00952380952381,0.004329004329,0.0,0.0103896103896,0.399134199134,0.751796809797,0.47666167497,ACLU03,3,5.14333333333,5,4.23734144779,5
21,YV11_test,1,1.4752600193,"whi, lotus, love, don't, yogavill, want, should, tri, roof, religion",0.0368794326241,0.0156028368794,1.0,0.0,0.485294117647,44.0,0.647058823529,0.0326241134752,0.0198581560284,0.0212765957447,0.00992907801418,0.00141843971631,0.0,0.0156028368794,0.350354609929,0.715273580221,0.607443977816,YV11,8,4.61333333333,3,4.803014181,3
29,MalcolmX013_test,1,3.53799009323,"polic, harlem, nonviol, realiz, get, hategang, blood, oppressor, negro, malcolm",0.0123818833496,0.0234604105572,0.0,1.0,0.242937853107,128.0,0.723163841808,0.00879765395894,0.0153144346693,0.0215053763441,0.0260671228413,0.0149885956338,0.0,0.0159661127403,0.23981753014,0.714952860745,0.552851283806,MalcolmX013,2,1.76333333333,2,1.53218912931,2
31,Shepherd005_test,1,2.90836620331,"gospel, hell, say, jesus, preach, christ, knife, don, pleas, tri",0.0268980477223,0.0325379609544,0.0,1.0,0.282296650718,124.0,0.593301435407,0.00824295010846,0.0125813449024,0.0208242950108,0.00997830802603,0.0225596529284,0.00260303687636,0.0156182212581,0.281561822126,0.659731281826,0.586214587548,Shepherd005,1,4.69,3,2.75866644744,3
37,DorothyDay666_test,1,1.50377416611,"christ, poverti, too, face, destitut, hope, talk, want, poor, seem",0.023709902371,0.0264993026499,0.0,1.0,0.484848484848,26.0,0.787878787879,0.0334728033473,0.0111576011158,0.0125523012552,0.00836820083682,0.00697350069735,0.00418410041841,0.0153417015342,0.42119944212,0.76324080941,0.566823402235,DorothyDay666,2,3.75666666667,3,3.83195839476,3
51,AEU006_test,1,4.9230890274,"shall, comfort, evil, labor, hour, desir, convict, let, nor, mind",0.0392594244925,0.0276600490743,1.0,0.0,0.24043715847,145.0,0.792349726776,0.0256524648673,0.0118224403301,0.00156145438323,0.0124916350658,0.00803033682802,0.002007584207,0.016060673656,0.287084541602,0.756353173103,0.857435596946,AEU006,6,3.46333333333,3,3.90895615276,2
53,YV06_test,1,2.39840102196,"sri, gurudev, swami, satchidananda, spirit, spiritu, messag, uniti, sadhu, doesn't",0.027289266222,0.00727713765919,1.0,0.0,0.352941176471,78.0,0.764705882353,0.0109157064888,0.0133414190418,0.0,0.00667070952092,0.0333535476046,0.00485142510612,0.0127349909036,0.347483323226,0.662604431776,0.689833712226,YV06,5,4.18666666667,3,4.58642707355,5
60,DorothyDay001_test,1,1.29871988297,"radic, print, sent, worker, sheet, wander, dollar, rememb, donat, encycl",0.022641509434,0.011320754717,1.0,0.0,0.344827586207,17.0,0.586206896552,0.0132075471698,0.0,0.0,0.0207547169811,0.00566037735849,0.0,0.0188679245283,0.466037735849,0.756534693398,0.571646121949,DorothyDay001,3,5.21666666667,6,4.81417056962,6
61,SeaShepherds404_test,1,1.19134187698,"shepherd, pamela, anderson, seal, slaughter, babi, orca, whale, newfoundland, salmon",0.0155763239875,0.0155763239875,0.0,1.0,0.818181818182,10.0,0.909090909091,0.018691588785,0.0,0.00934579439252,0.0,0.0,0.0249221183801,0.00311526479751,0.510903426791,0.805826807509,0.609438581614,SeaShepherds404,2,3.73,2,2.78448269285,3
68,PastorAnderson018_test,1,12.4272048473,"tongu, say, know, okay, talk, don, vers, let, want, speak",0.0218892316733,0.00866754811224,1.0,0.0,0.162095783872,935.0,0.382726156365,0.0124136917879,0.0216688702806,0.0218157778757,0.0210077861025,0.0126340531805,0.000293815190245,0.0191714411635,0.0797708241516,0.715783264344,0.843145017593,PastorAnderson018,1,2.7,1,2.00218124145,1
74,ACLU06_test,1,1.72201991081,"geofeedia, user, twitter, instagram, facebook, enforc, surveil, monitor, data, agreement",0.0212150433944,0.0183220829315,1.0,0.0,0.4,23.0,0.511111111111,0.0154291224687,0.0,0.0,0.00771456123433,0.000964320154291,0.0,0.00867888138862,0.338476374156,0.639319980835,0.494121722952,ACLU06,3,3.9,3,2.97819386953,5
78,DorothyDay383_test,1,1.52516198158,"love, prayer, reader, happi, worker, keep, think, appeal, confid, grace",0.0506155950752,0.0123119015048,1.0,0.0,0.477272727273,33.0,0.75,0.0424076607387,0.0232558139535,0.0246238030096,0.0123119015048,0.00683994528044,0.00136798905609,0.0123119015048,0.415868673051,0.734489161975,0.593020139762,DorothyDay383,5,4.18666666667,3,5.18052772534,8
79,WBC421_test,1,7.47273802757,"adulteri, divorc, let, husband, commit, flesh, marriag, unto, woman, shall",0.0158646218932,0.0228714965627,0.0,1.0,0.363076923077,240.0,0.738461538462,0.0121628767848,0.0171866737176,0.00872554204125,0.0134849286092,0.0198307773665,0.0107086197779,0.0173188789001,0.166842940243,0.681688843498,0.622868146773,WBC421,1,1.54,1,1.77545979332,2
80,WBC265_test,1,3.49421000481,"parker, baptist, elder, texa, primit, congreg, pilgrim, pastor, cynthia, predestin",0.0214947089947,0.0165343915344,1.0,0.0,0.291139240506,97.0,0.613924050633,0.00165343915344,0.000992063492063,0.00529100529101,0.0185185185185,0.0214947089947,0.00628306878307,0.0082671957672,0.30753968254,0.694879804525,0.534129863979,WBC265,1,2.27333333333,1,3.47802897833,5
86,JohnPiper358_test,1,3.11786007881,"christ, gentil, reconcil, jew, god, israel, coven, glori, promis, jesus",0.0179290157336,0.0135382363703,1.0,0.0,0.467625899281,82.0,0.589928057554,0.0160995243322,0.0175631174533,0.00658616904501,0.00731796560556,0.0204903036956,0.0,0.0032930845225,0.185510428101,0.685048177205,0.843150970135,JohnPiper358,1,2.96,4,2.93644307315,2
90,JohnPiper572_test,1,2.68215203285,"condemn, christ, sinner, guilti, righteous, jesus, answer, god, judg, vers",0.0368709516692,0.0333831589437,1.0,0.0,0.402777777778,83.0,0.576388888889,0.0264075734928,0.0114598903837,0.0224215246637,0.000996512207275,0.02192326856,0.0,0.0119581464873,0.301943198804,0.61288880346,0.528360248967,JohnPiper572,3,3.84666666667,3,3.49076985855,3
92,YV13_test,1,1.26321411133,"happi, want, get, stamp, unhappi, joy, got, say, can't, moment",0.0164705882353,0.00705882352941,1.0,0.0,0.578947368421,28.0,0.736842105263,0.00941176470588,0.0705882352941,0.00235294117647,0.00705882352941,0.0,0.0,0.0329411764706,0.407058823529,0.774189410841,0.553920281175,YV13,5,3.89333333333,3,3.96420672721,6
94,WBC107_test,1,3.22736692429,"sodomit, fag, mankind, gay, sin, idolatri, god, wit, pride, abomin",0.024907063197,0.0431226765799,0.0,1.0,0.292207792208,66.0,0.428571428571,0.000371747211896,0.000743494423792,0.00148698884758,0.0282527881041,0.0185873605948,0.00260223048327,0.0100371747212,0.286617100372,0.6657801644,0.570116153256,WBC107,2,2.51666666667,2,2.23126668181,1
98,YV10_test,1,1.78397512436,"mantra, gurudeva, mind, felt, get, know, dream, lesson, stop, husband",0.0203426124197,0.0182012847966,1.0,0.0,0.35632183908,77.0,0.885057471264,0.00321199143469,0.0117773019272,0.117773019272,0.00107066381156,0.0235546038544,0.0,0.0182012847966,0.379014989293,0.72885307271,0.64483544488,YV10,8,3.57333333333,5,3.33201526764,1
99,Bahai10_test,1,1.52100801468,"baha'i, craft, worship, nobil, baha'u'llah, everyon, abdu'lbaha, exalt, conscienti, tablet",0.0541611624835,0.0105680317041,1.0,0.0,0.4,22.0,0.55,0.00264200792602,0.00792602377807,0.0,0.00528401585205,0.0158520475561,0.00132100396301,0.0105680317041,0.394980184941,0.726138168306,0.594968910171,Bahai10,6,4.92666666667,3,5.31792901557,3
100,Unitarian276_test,1,2.20576786995,"privileg, realli, joke, talk, felt, miss, thing, kid, crimin, ticket",0.0179597701149,0.0280172413793,0.0,1.0,0.472527472527,83.0,0.912087912088,0.00862068965517,0.0114942528736,0.0646551724138,0.0100574712644,0.010775862069,0.000718390804598,0.0172413793103,0.297413793103,0.70617322949,0.597191696742,Unitarian276,3,2.93666666667,3,2.77504207907,1
107,ISIS007_test,1,1.05179095268,"sat, wait, disobey, allah, path, alayhi, ahmad, jihad, hijrah, forefath",0.00469483568075,0.0422535211268,0.0,1.0,0.636363636364,7.0,0.636363636364,0.0,0.0422535211268,0.0,0.0093896713615,0.0657276995305,0.0,0.0093896713615,0.469483568075,0.864101480191,0.619622503093,ISIS007,1,3.4,3,3.30482304252,3
108,YV43_test,1,1.20647311211,"sutra, tool, breath, everyday, inum, habitu, commentari, restraint, habit, practic",0.00737100737101,0.00737100737101,0.0,1.0,0.608695652174,15.0,0.652173913043,0.044226044226,0.0,0.004914004914,0.0,0.004914004914,0.0,0.014742014742,0.5085995086,0.676551079326,0.424220076211,YV43,4,4.12333333333,3,3.51444455166,1
113,SeaShepherds400_test,1,1.735216856,"seaworld, hsus, orca, manbi, pacell, keiko, condemn, profit, will, dolphin",0.0275229357798,0.0336391437309,0.0,1.0,0.456140350877,34.0,0.59649122807,0.00407747196738,0.0,0.00407747196738,0.0346585117227,0.0112130479103,0.0,0.00917431192661,0.399592252803,0.67542022434,0.531921212903,SeaShepherds400,2,2.20333333333,1,2.20792040327,1
118,DorothyDay556_test,1,1.51687598228,"negro, christ, love, remind, ask, poverti, segreg, gift, cotton, grate",0.034435261708,0.0247933884298,1.0,0.0,0.333333333333,26.0,0.666666666667,0.0330578512397,0.0151515151515,0.0068870523416,0.0151515151515,0.0261707988981,0.00550964187328,0.00550964187328,0.429752066116,0.71694713605,0.553356469024,DorothyDay556,5,2.57666666667,3,4.09811919112,3
127,JohnPiper256_test,1,2.79099488258,"jesus, woman, sabbath, abraham, women, synagogu, want, say, husband, look",0.0288544358312,0.0159345391904,1.0,0.0,0.417218543046,106.0,0.701986754967,0.0142118863049,0.0193798449612,0.0021533161068,0.010766580534,0.0292850990525,0.0111972437554,0.0116279069767,0.226528854436,0.677654636731,0.566452437182,JohnPiper256,3,3.44666666667,2,3.5209654502,5
129,Shepherd224_test,1,3.22828197479,"bad, fire, evil, brandon, want, put, need, good, preacher, lit",0.0278824415976,0.0388093443858,0.0,1.0,0.18152866242,147.0,0.468152866242,0.035418236624,0.00640542577242,0.0211002260739,0.00753579502638,0.0128108515448,0.00263752825923,0.00979653353429,0.27995478523,0.649972222614,0.471404768228,Shepherd224,4,4.2,3,4.03738026033,5
