,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,Unnamed: 0,rank,rfPred,rfClassPred,svmPred,svmClassPred
2,piper81 041781_test,1,2.67466402054,"thief, jesus, save, penit, paradis, wrong, fear, god, say, thiev",0.0258342303552,0.037674919268,0.0,1.0,0.487179487179,85.0,0.726495726496,0.018837459634,0.0139935414424,0.0139935414424,0.00861141011841,0.034983853606,0.0,0.00914962325081,0.67291285368,0.713595475237,piper81 041781,45,3,3.18333333333,3,2.76509449386,3
5,409.html_test,1,1.38548016548,"bread, retreat, farm, tabl, tree, easton, babi, read, everyon, herb",0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.758054084699,0.576023711084,409.html,34,4,3.26333333333,3,3.32836534463,3
6,651.html_test,1,1.47252202034,"sudden, ask, job, met, simm, knew, policeman, polic, household, obituari",0.0180921052632,0.0180921052632,0.0,1.0,0.411764705882,27.0,0.794117647059,0.00986842105263,0.0,0.00328947368421,0.00986842105263,0.0740131578947,0.0180921052632,0.00657894736842,0.810004603714,0.599278229852,651.html,39,4,3.27,3,3.5404686857,3
8,piper99 4-4-99_test,1,2.82414007187,"condemn, christ, sinner, guilti, righteous, jesus, answer, god, judg, vers",0.0368709516692,0.0333831589437,1.0,0.0,0.402777777778,83.0,0.576388888889,0.0264075734928,0.0114598903837,0.0224215246637,0.000996512207275,0.02192326856,0.0,0.0119581464873,0.606979515429,0.528360248967,piper99 4-4-99,60,3,3.36333333333,3,2.85470050607,3
11,ACLU03_test,1,1.85262584686,"flint, safe, poison, failur, elementari, ppb, done, drink, appoint, water",0.030303030303,0.0251082251082,1.0,0.0,0.285714285714,25.0,0.446428571429,0.0025974025974,0.004329004329,0.0,0.00952380952381,0.004329004329,0.0,0.0103896103896,0.75012390191,0.47666167497,ACLU03,141,3,4.11,3,3.12607012357,3
13,YV11_test,1,1.60740303993,"whi, lotus, love, don't, yogavill, want, should, tri, roof, religion",0.0368794326241,0.0156028368794,1.0,0.0,0.485294117647,44.0,0.647058823529,0.0326241134752,0.0198581560284,0.0212765957447,0.00992907801418,0.00141843971631,0.0,0.0156028368794,0.717796321028,0.607443977816,YV11,136,8,3.52,2,3.43269816687,3
17,YV03_test,1,1.51545286179,"yantra, triangl, manifest, crystal, dot, express, bindhu, mantra, kalaa, shanthi",0.0114942528736,0.00287356321839,1.0,0.0,0.3,23.0,0.46,0.00431034482759,0.0100574712644,0.0014367816092,0.00862068965517,0.0014367816092,0.0014367816092,0.0244252873563,0.754394832173,0.706460240765,YV03,128,3,3.50666666667,3,3.50604601211,3
18,MalcolmX-LettersFromAbroad_test,1,2.65412998199,"nigeria, mecca, racism, malcolm, brotherhood, abroad, color, muslim, ghana, sincer",0.0205669816565,0.0166759310728,1.0,0.0,0.458333333333,51.0,0.708333333333,0.0105614230128,0.000555864369094,0.0322401334074,0.0111172873819,0.00667037242913,0.00111172873819,0.0100055586437,0.745144097999,0.611114085611,MalcolmX-LettersFromAbroad,81,3,2.96666666667,3,3.63948134146,3
23,YV07_test,1,2.00446605682,"heaven, let, everybodi, yogavill, yoga, happi, better, everyth, hurt, feel",0.0457746478873,0.0105633802817,1.0,0.0,0.381818181818,75.0,0.681818181818,0.0448943661972,0.0281690140845,0.00352112676056,0.00704225352113,0.00176056338028,0.000880281690141,0.0140845070423,0.677448449046,0.542770124457,YV07,132,7,3.91333333333,3,3.09374589532,2
25,MalcolmX-AnAppealtoAfricanHeadsofState_test,1,6.36040186882,"malcolm, negro, uniti, cairo, get, african, confer, here, civilright, afroamerican",0.0244808374135,0.0238055039676,1.0,0.0,0.408510638298,156.0,0.663829787234,0.0194158365693,0.00928583488097,0.00928583488097,0.00877933479656,0.00236366706061,0.00135066689178,0.0111430018572,0.720481496041,0.664602832219,MalcolmX-AnAppealtoAfricanHeadsofState,89,2,3.35,3,2.67757330537,3
