,Unnamed: 0,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred,Difference
1297,1,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.733333333,3,2.985176267,3,1
1298,10,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.5733333330000003,3,2.680756927,3,1
1299,4,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.47,3,2.9305816539999996,2,1
1300,6,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.326666667,3,2.960842082,3,1
1301,5,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.47,3,2.8225773380000003,3,1
1302,5,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.356666667,3,2.885766101,2,1
1303,7,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.693333333,3,3.376592684,3,1
1304,6,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.566666667,3,3.1329805439999996,3,1
1305,4,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.356666667,3,2.6913375669999997,3,1
1306,7,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.38,3,3.0287432510000003,2,1
1307,4,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.793333333,3,3.287225025,3,1
1308,6,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.523333333,3,2.634272429,3,1
1309,6,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.31,3,2.68343269,3,1
1310,9,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.35,3,2.677573305,3,1
1311,7,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.313333333,3,2.962932965,3,1
1312,6,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.343333333,3,3.070185641,2,1
1313,4,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.29,3,2.7049071560000004,3,1
1314,4,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.596666667,3,3.2797294289999996,4,1
1315,1,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.15,3,2.73227594,3,1
1316,2,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.093333333,3,2.6969898089999997,3,1
1317,5,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.5533333330000003,3,2.66219511,2,1
1318,7,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.693333333,3,3.019838838,2,1
1319,4,MalcolmX-AnAppealtoAfricanHeadsofState,2,2.87,3,2.228181672,2,1
1320,4,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.56,3,2.678185521,3,1
1321,16,MalcolmX-AtTheAudubon,2,3.0733333330000003,3,3.165803687,2,1
1322,8,MalcolmX-ConfrontationWithAnExpert,2,4.21,3,4.040224647,5,1
1323,6,MalcolmX-ConfrontationWithAnExpert,2,3.416666667,3,3.820503158,5,1
1324,8,MalcolmX-ConfrontationWithAnExpert,2,3.956666667,3,3.51859082,5,1
1325,10,MalcolmX-ConfrontationWithAnExpert,2,3.9,3,3.783573117,3,1
1326,8,MalcolmX-ConfrontationWithAnExpert,2,3.806666667,3,3.828490242,5,1
1327,8,MalcolmX-ConfrontationWithAnExpert,2,4.413333333,3,4.32694014,5,1
1328,7,MalcolmX-ConfrontationWithAnExpert,2,3.7,3,4.054885906,4,1
1329,32,MalcolmX-TheBlackRevolution,2,2.9266666669999997,3,3.746421435,3,1
1330,35,MalcolmX-TheBlackRevolution,2,2.79,3,3.9356203180000002,3,1
1331,25,MalcolmX-TheBlackRevolution,2,3.336666667,3,4.476799674,5,1
1332,30,MalcolmX-TheBlackRevolution,2,3.326666667,3,3.935624907,3,1
1333,26,MalcolmX-TheBlackRevolution,2,2.5533333330000003,3,3.77691401,3,1
1334,28,MalcolmX-TheBlackRevolution,2,3.086666667,3,3.573612053,3,1
1335,41,MalcolmX-TheBlackRevolution,2,4.096666667,3,4.383036005,3,1
1336,37,MalcolmX-TheBlackRevolution,2,4.15,3,4.263884313,3,1
1337,31,MalcolmX-TheBlackRevolution,2,3.42,3,3.998850255,3,1
1338,29,MalcolmX-TheBlackRevolution,2,3.413333333,3,3.99316995,3,1
1339,29,MalcolmX-TheBlackRevolution,2,3.3033333330000003,3,3.8782962339999996,3,1
1340,40,MalcolmX-TheBlackRevolution,2,3.393333333,3,3.673874765,3,1
1341,29,MalcolmX-TheBlackRevolution,2,3.136666667,3,3.584136475,3,1
1342,17,MalcolmX-TheHarlemHateGang,2,2.626666667,3,1.8297818890000002,2,1
1343,15,MalcolmX-TheHarlemHateGang,2,2.4466666669999997,3,1.8167920869999998,3,1
1344,4,MalcolmX-TheHarlemHateGang,2,2.733333333,3,2.164728734,2,1
1345,22,MalcolmX-TheHarlemHateGang,2,2.13,3,1.773910141,2,1
1346,26,MalcolmX-TheHarlemHateGang,2,2.226666667,3,1.800550476,2,1
1347,13,piper94 07-10-94,2,3.99,3,3.76847312,3,1
1348,8,piper94 07-10-94,2,3.603333333,3,3.603214522,3,1
1349,4,piper94 07-10-94,2,4.2866666669999995,3,3.872449053,3,1
1350,7,piper94 07-10-94,2,3.566666667,3,3.2339148960000004,3,1
1351,6,piper94 07-10-94,2,3.726666667,3,3.366619858,3,1
1352,10,piper94 07-10-94,2,3.356666667,3,3.61380072,3,1
1353,4,piper94 07-10-94,2,3.563333333,3,3.331069573,3,1
1354,10,piper94 07-10-94,2,3.0466666669999998,3,2.62325561,3,1
1355,6,piper94 07-10-94,2,3.4266666669999997,3,3.0200931580000003,3,1
1356,3,piper94 07-10-94,2,4.0033333330000005,3,3.739579767,3,1
1357,5,piper94 07-10-94,2,3.38,3,3.5610820060000004,3,1
1358,7,piper94 07-10-94,2,4.283333333,3,3.71272269,3,1
1359,7,piper94 07-10-94,2,3.5533333330000003,3,3.517484388,2,1
1360,8,piper94 07-10-94,2,3.7433333330000003,3,3.652241979,3,1
1361,10,piper94 09-11-94,2,4.69,3,4.077347695,3,1
1362,3,piper94 09-11-94,2,3.95,3,3.369305657,3,1
1363,9,piper94 09-11-94,2,3.996666667,3,3.902535082,3,1
1364,4,piper94 09-11-94,2,3.856666667,3,3.6176287439999997,3,1
1365,5,piper94 09-11-94,2,4.313333333,3,3.863255653,3,1
1366,22,piper95 12-03-95,2,3.99,3,3.421092818,2,1
1367,20,piper95 12-03-95,2,4.02,3,2.604446522,2,1
1368,21,piper95 12-03-95,2,3.88,3,3.6928898230000002,4,1
1369,23,piper95 12-03-95,2,3.253333333,3,2.6890613689999996,2,1
1370,23,piper95 12-03-95,2,3.6966666669999997,3,2.900604963,2,1
1371,15,piper95 12-03-95,2,3.866666667,3,2.89713973,2,1
1372,19,piper95 12-03-95,2,4.133333333,3,2.798674443,2,1
1373,18,piper95 12-03-95,2,4.086666667,3,3.412332384,2,1
1374,15,piper95 12-03-95,2,3.7566666669999997,3,3.3111887810000002,2,1
1375,12,piper95 12-03-95,2,3.583333333,3,2.8565115160000003,2,1
1376,14,piper95 12-03-95,2,3.733333333,3,2.961217674,4,1
1377,19,piper95 12-03-95,2,3.62,3,3.191414248,4,1
1378,31,piper95 12-03-95,2,4.14,3,2.928266485,4,1
1379,10,piper95 12-03-95,2,3.4733333330000002,3,2.660453777,2,1
1380,19,piper95 12-03-95,2,4.166666667,3,3.550449627,4,1
1381,20,piper95 12-03-95,2,4.446666667,3,3.2367523339999997,2,1
1382,14,piper95 12-03-95,2,4.63,3,3.299519904,4,1
1383,25,piper95 12-03-95,2,3.56,3,2.3762438180000003,2,1
1384,21,piper95 12-03-95,2,3.51,3,2.438494372,2,1
1385,20,piper95 12-03-95,2,3.89,3,3.021935037,3,1
1386,14,piper95 12-03-95,2,3.9466666669999997,3,2.72133924,3,1
1387,29,piper95 12-03-95,2,3.5266666669999998,3,3.107140945,3,1
1388,24,piper95 12-03-95,2,3.9733333330000002,3,2.974571525,3,1
1389,16,piper95 12-03-95,2,4.103333333,3,2.7127132389999997,2,1
1390,29,piper95 12-03-95,2,3.7833333330000003,3,2.606310716,3,1
1391,22,piper95 12-03-95,2,3.316666667,3,3.302775253,4,1
1392,17,piper95 12-03-95,2,4.723333333,3,3.448219436,3,1
1393,19,piper95 12-03-95,2,3.8233333330000003,3,3.2488808010000003,2,1
1394,17,piper95 12-03-95,2,3.583333333,3,3.5242958189999998,4,1
1395,25,piper95 12-03-95,2,4.533333333,3,3.601304463,2,1
1396,24,piper95 12-03-95,2,3.5266666669999998,3,3.231683789,3,1
1397,17,piper95 12-03-95,2,3.853333333,3,3.25280769,2,1
1398,19,piper95 12-03-95,2,4.303333333,3,3.36764775,2,1
1399,21,piper95 12-03-95,2,4.303333333,3,3.817978493,3,1
1400,25,piper95 12-03-95,2,3.983333333,3,2.7878135060000004,2,1
1401,22,piper95 12-03-95,2,3.793333333,3,3.25255042,4,1
1402,19,piper95 12-03-95,2,4.593333333,3,3.16202051,3,1
1403,19,piper95 12-03-95,2,3.686666667,3,3.221361825,4,1
1404,23,piper95 12-03-95,2,4.52,3,3.7614472969999997,3,1
1405,22,piper95 12-03-95,2,3.816666667,3,2.805014897,2,1
1406,22,piper95 12-03-95,2,4.29,3,3.048552417,3,1
1407,24,piper95 12-03-95,2,4.34,3,3.0776101139999996,3,1
1408,16,piper95 12-03-95,2,3.98,3,3.2454593760000003,3,1
1409,26,piper95 12-03-95,2,3.7033333330000002,3,2.7920445760000003,3,1
1410,20,piper95 12-03-95,2,3.8233333330000003,3,3.203751992,3,1
1411,22,piper95 12-03-95,2,3.433333333,3,2.6027506000000002,1,1
1412,14,SS03,2,3.61,3,2.854094866,2,1
1413,6,SS03,2,3.53,3,2.801960665,2,1
1414,7,SS03,2,3.436666667,3,2.46185569,3,1
1415,12,SS03,2,3.7233333330000002,3,3.059181332,3,1
1416,6,SS03,2,3.556666667,3,2.474004475,3,1
1417,9,SS03,2,3.403333333,3,2.6607718069999997,4,1
1418,17,SS03,2,3.366666667,3,2.190916169,3,1
1419,11,SS03,2,3.393333333,3,2.717891055,3,1
1420,15,SS03,2,3.4666666669999997,3,2.314656007,1,1
1421,6,SS03,2,3.7433333330000003,3,2.634963784,3,1
1422,8,SS03,2,3.4933333330000003,3,2.4033903619999997,3,1
1423,14,SS03,2,3.86,3,3.70713086,2,1
1424,15,SS03,2,3.746666667,3,2.395023623,2,1
1425,11,SS03,2,3.5533333330000003,3,2.975688865,3,1
1426,7,SS03,2,3.2433333330000003,3,2.7728068130000003,2,1
1427,8,SS03,2,3.3,3,2.7098230030000003,4,1
1428,11,SS03,2,3.566666667,3,2.733964856,4,1
1429,9,SS03,2,3.14,3,2.341169089,3,1
1430,14,SS03,2,3.1766666669999997,3,2.542503398,3,1
1431,13,SS03,2,3.386666667,3,2.713978459,3,1
1432,14,SS03,2,2.746666667,3,2.071327349,3,1
1433,15,SS03,2,3.586666667,3,3.414339944,4,1
1434,39,SS05,2,2.656666667,3,2.3962610509999998,3,1
1435,21,SS05,2,2.92,3,2.286035929,3,1
1436,28,SS05,2,2.77,3,1.89250637,1,1
1437,27,SS05,2,3.056666667,3,2.138330859,3,1
1438,22,SS05,2,2.746666667,3,2.022746524,1,1
1439,29,SS05,2,2.916666667,3,2.298063091,3,1
1440,34,SS05,2,2.773333333,3,2.027527292,3,1
1441,30,SS05,2,2.8233333330000003,3,2.2686162530000002,3,1
1442,36,SS05,2,3.133333333,3,2.701796981,3,1
1443,22,SS05,2,3.1,3,2.238575569,3,1
1444,27,SS05,2,3.2766666669999998,3,2.8074807369999997,3,1
1445,25,SS05,2,3.0266666669999998,3,2.108312589,1,1
1446,32,SS05,2,2.813333333,3,2.118810802,1,1
1447,25,SS05,2,3.4266666669999997,3,2.9504585789999997,3,1
1448,23,SS05,2,3.343333333,3,2.490319961,3,1
1449,21,SS05,2,2.793333333,3,2.281689568,3,1
1450,26,SS05,2,2.8,3,2.06802205,3,1
1451,30,SS05,2,3.2833333330000003,3,2.382124655,3,1
1452,36,SS05,2,3.133333333,3,1.804644495,1,1
1453,31,SS05,2,2.916666667,3,2.08861782,3,1
1454,26,SS05,2,2.943333333,3,2.216127625,3,1
1455,28,SS05,2,2.976666667,3,2.0630812780000003,3,1
1456,27,SS05,2,2.853333333,3,2.407089855,3,1
1457,25,SS05,2,2.883333333,3,2.193502479,1,1
1458,32,SS05,2,2.9666666669999997,3,2.4049332740000002,3,1
1459,25,SS05,2,3.1966666669999997,3,2.376879278,3,1
1460,23,SS05,2,2.806666667,3,2.062876821,3,1
1461,27,SS05,2,2.686666667,3,2.028812954,3,1
1462,30,SS05,2,2.883333333,3,2.078457058,3,1
1463,25,SS05,2,3.036666667,3,2.615646034,3,1
1464,39,SS05,2,3.0066666669999997,3,2.6271515180000002,3,1
1465,31,SS05,2,3.21,3,2.420044416,3,1
1466,31,SS05,2,3.0533333330000003,3,2.370806644,3,1
1467,32,SS05,2,2.9466666669999997,3,2.225027225,1,1
1468,34,SS05,2,2.563333333,3,2.17281408,3,1
1469,23,SS05,2,2.85,3,1.977851051,1,1
1470,27,SS05,2,3.326666667,3,1.940276825,3,1
1471,32,SS05,2,2.83,3,2.7071633760000005,3,1
1472,16,SS05,2,2.82,3,2.284824343,3,1
1473,30,SS05,2,2.813333333,3,2.0332541980000003,3,1
1474,23,SS05,2,3.156666667,3,2.255880902,1,1
1475,32,SS05,2,3.133333333,3,2.379510191,3,1
1476,27,SS05,2,2.316666667,3,2.163520114,1,1
1477,33,SS05,2,2.7633333330000003,3,2.106258247,1,1
1478,28,SS05,2,2.8233333330000003,3,2.040508483,1,1
1479,24,SS05,2,3.133333333,3,2.045276941,3,1
1480,38,SS05,2,2.78,3,2.262856715,3,1
1481,37,SS05,2,3.456666667,3,2.2650100440000003,3,1
1482,26,SS05,2,2.503333333,3,1.9908580740000001,1,1
1483,33,SS05,2,2.476666667,3,1.646670286,1,1
1484,22,SS05,2,3.0133333330000003,3,2.521773574,3,1
1485,33,SS05,2,3.043333333,3,2.619931914,3,1
1486,25,SS06,2,2.08,3,3.301530235,3,1
1487,24,SS06,2,2.623333333,3,3.738700498,3,1
1488,15,SS06,2,2.7233333330000002,3,3.534066319,3,1
1489,17,SS06,2,2.023333333,3,3.516237012,3,1
1490,16,SS06,2,3.06,3,3.625666844,3,1
1491,15,SS06,2,2.65,3,3.3270530739999997,3,1
1492,17,SS06,2,2.326666667,3,3.5109896810000003,3,1
1493,13,SS06,2,2.403333333,3,3.354947366,3,1
1494,23,SS07,2,3.096666667,3,1.857681339,1,1
1495,20,SS07,2,2.433333333,3,1.751473118,1,1
1496,16,SS07,2,3.1,3,2.040380218,1,1
1497,22,SS07,2,3.08,3,2.367478054,3,1
1498,2,SS07,2,3.1966666669999997,3,2.444866304,3,1
1499,18,SS07,2,2.806666667,3,2.117314825,1,1
1500,16,SS07,2,3.183333333,3,2.102725061,1,1
1501,17,SS07,2,3.2233333330000002,3,2.302269499,1,1
1502,12,SS07,2,2.82,3,2.303627318,3,1
1503,20,SS07,2,3.166666667,3,2.0602882940000002,1,1
1504,17,SS07,2,2.72,3,2.411345236,3,1
1505,22,SS07,2,3.336666667,3,2.130797182,1,1
1506,16,SS07,2,2.936666667,3,2.80658514,3,1
1507,20,SS07,2,3.093333333,3,2.607041997,3,1
1508,17,SS07,2,2.67,3,2.0156605,1,1
1509,21,SS07,2,2.74,3,2.144750549,3,1
1510,30,SS07,2,2.853333333,3,2.066501969,3,1
1511,20,SS07,2,2.85,3,2.390269388,3,1
1512,17,SS07,2,2.9,3,2.735154513,3,1
1513,18,SS07,2,2.833333333,3,2.25534478,3,1
1514,24,SS07,2,2.83,3,1.943907251,1,1
1515,19,SS07,2,2.9,3,2.301554975,3,1
1516,13,SS07,2,3.07,3,2.638784542,3,1
1517,14,SS07,2,2.333333333,3,1.8702601330000002,1,1
1518,14,SS07,2,2.746666667,3,2.426087723,3,1
1519,23,SS07,2,2.843333333,3,2.312905769,1,1
1520,17,SS07,2,2.85,3,2.112680075,1,1
1521,25,SS07,2,2.7166666669999997,3,2.06806614,1,1
1522,25,SS07,2,2.833333333,3,1.9757166019999999,1,1
1523,23,SS07,2,3.036666667,3,2.02636467,1,1
1524,18,SS07,2,2.85,3,2.425247063,1,1
1525,20,SS07,2,3.003333333,3,2.7628652839999996,3,1
1526,16,SS09,2,2.1,3,2.9856075019999997,3,1
1527,8,SS09,2,3.1,3,3.2652850289999997,3,1
1528,11,SS09,2,3.17,3,2.9367731580000003,3,1
1529,10,SS09,2,2.9,3,2.8235378260000004,3,1
1530,14,SS09,2,2.936666667,3,2.7803487999999996,3,1
1531,17,SS09,2,3.693333333,3,2.9993257239999997,3,1
1532,19,SS09,2,2.92,3,2.6969248919999997,3,1
1533,13,SS09,2,2.78,3,2.744669804,3,1
1534,7,SS09,2,2.86,3,3.063932037,3,1
1535,7,SS09,2,3.103333333,3,2.9325007789999997,3,1
1536,15,SS09,2,2.56,3,2.855959532,3,1
1537,2,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,2.7633333330000003,3,2.830839145,3,1
1538,30,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.19,3,3.225349897,5,1
1539,32,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.5,3,3.4845101130000002,4,1
1540,3,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.78,3,2.679748176,3,1
1541,4,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.086666667,3,2.7386876239999998,3,1
1542,37,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.36,3,2.9902947010000003,3,1
1543,4,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.4533333330000002,3,3.31794716,5,1
1544,4,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.456666667,3,3.306649906,5,1
1545,25,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.376666667,3,3.060019355,5,1
1546,26,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.373333333,3,3.119236625,3,1
1547,35,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.6,3,2.895691619,3,1
1548,6,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.436666667,3,3.2256583360000004,3,1
1549,3,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,4.023333333,3,3.425217835,5,1
1550,5,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.333333333,3,3.148724025,3,1
1551,33,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.03,3,3.1221638919999997,5,1
1552,5,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.146666667,3,2.902592641,4,1
1553,23,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.373333333,3,3.240450459,4,1
1554,25,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.593333333,3,3.331369197,5,1
1555,25,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.61,3,3.446412014,5,1
1556,31,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.25,3,3.2022070780000003,5,1
1557,6,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.7033333330000002,3,3.2471343239999997,1,1
1558,3,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.33,3,2.877478973,3,1
1559,33,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.316666667,3,3.3322206469999998,3,1
1560,34,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.71,3,3.3451764639999997,3,1
1561,3,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.4733333330000002,3,3.255146753,3,1
1562,37,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.656666667,3,3.28630371,5,1
1563,28,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.7,3,3.497995628,5,1
1564,28,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.5533333330000003,3,3.511268287,5,1
1565,26,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.2,3,3.011880508,3,1
1566,33,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.4733333330000002,3,2.818949977,3,1
1567,5,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.293333333,3,3.106559195,5,1
1568,32,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.1966666669999997,3,3.2457437089999996,5,1
1569,30,you-adulterous-people-steve-shepherd-sermon-on-adultery-165397.asp,2,3.6766666669999997,3,3.220531828,3,1
1651,23,"2003-01-05 A Simple Faith, Rev. Mark Belletini.htm",5,4.066666667,5,4.539971191,3,0
1652,29,"2003-01-05 A Simple Faith, Rev. Mark Belletini.htm",5,3.53,5,3.936707337,3,0
1653,26,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,4.0,5,4.916517682,5,0
1654,30,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,4.3,5,5.5088267,5,0
1655,38,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.746666667,5,4.604248687,5,0
1656,31,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.503333333,5,4.11362173,5,0
1657,31,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.003333333,5,4.008814467,5,0
1658,37,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,4.333333333,5,4.610829811,5,0
1659,33,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,2.846666667,5,3.694048132,3,0
1660,26,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.846666667,5,5.107710215,5,0
1661,25,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.4933333330000003,5,4.37469973,5,0
1662,30,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.39,5,4.623139501,5,0
1663,40,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.84,5,4.362858353,3,0
1664,38,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,4.203333333,5,4.470253566,5,0
1665,34,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,4.41,5,5.0833134719999995,5,0
1666,38,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.826666667,5,4.617423763,3,0
1667,33,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.63,5,4.330944112,5,0
1668,30,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,4.55,5,4.609696581000001,5,0
1669,33,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.2166666669999997,5,5.090988241,5,0
1670,36,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF",5,3.886666667,5,4.909542248999999,5,0
1671,14,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.16,5,4.298955487,5,0
1672,18,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.353333333,5,4.585529876,5,0
1673,22,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.766666667,5,5.104498241,5,0
1674,11,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.7366666669999997,5,4.120189795,5,0
1675,19,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.67,5,4.153332066,5,0
1676,15,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.976666667,5,4.749272486000001,5,0
1677,21,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.25,5,4.728661543,5,0
1678,8,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.843333333,5,3.538121168,3,0
1679,15,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.59,5,4.336194932,5,0
1680,17,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.46,5,4.83414967,5,0
1681,7,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.08,5,4.597481811000001,5,0
1682,19,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.4266666669999997,5,4.410735595,5,0
1683,15,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.243333333,5,4.539101555,5,0
1684,11,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.103333333,5,4.59226001,5,0
1685,14,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.7,5,4.613464053,5,0
1686,20,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.83,5,4.449940744,5,0
1687,18,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.096666667,5,4.659618282,5,0
1688,17,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.663333333,5,4.03641043,5,0
1689,16,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.666666667,5,4.554682796,5,0
1690,17,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.16,5,4.226225592,3,0
1691,13,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.713333333,5,4.532933548,5,0
1692,16,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.223333333,5,4.587923747,5,0
1693,14,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.856666667,5,4.39383014,5,0
1694,14,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.813333333,5,4.464091842,5,0
1695,18,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.856666667,5,4.55290347,5,0
1696,20,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.4866666669999997,5,3.678781634,5,0
1697,13,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.54,5,4.15455445,5,0
1698,10,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.9,5,4.292786128,5,0
1699,19,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.7,5,4.813846900000001,5,0
1700,13,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.766666667,5,4.147495321,3,0
1701,21,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.996666667,5,4.6893416210000005,5,0
1702,19,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.16,5,3.992232645,5,0
1703,20,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,4.4633333330000005,5,4.539543017,5,0
1704,12,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf",5,3.7766666669999998,5,4.542226503999999,5,0
1705,22,"2014-12-07 Is Hope Simply Wishful Thinking, Rev. Mark Belletini",5,4.073333333,5,4.434272233,5,0
1706,21,"2014-12-07 Is Hope Simply Wishful Thinking, Rev. Mark Belletini",5,4.283333333,5,4.453808842,5,0
