,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
1,YV02_test,1,1.27125382423,"yoga, ceremoni, eat, sleep, satchidananda, sake, don't, swami, spiritu, sri",0.0265780730897,0.00332225913621,1.0,0.0,0.611111111111,13.0,0.722222222222,0.00996677740864,0.0199335548173,0.0332225913621,0.0265780730897,0.0,0.0,0.00332225913621,0.514950166113,0.779683284485,0.579184715841,YV02,6,3.92666666667,5,4.23647547157,5
4,Rabbinic029_test,1,3.46814990044,"let, gather, said, shall, tree, genesi, heaven, mose, unto, bless",0.0115340253749,0.0123029603998,0.0,1.0,0.248677248677,88.0,0.465608465608,0.00499807766244,0.00422914263745,0.00692041522491,0.0211457131872,0.0184544405998,0.00230680507497,0.0203767781622,0.259900038447,0.730359529896,0.791953826348,Rabbinic029,4,4.61333333333,4,3.74782446529,4
11,MehrBaba024_test,1,1.47698497772,"baba, farid, master, khawja, tree, perfect, kutubuddin, meher, delhi, dri",0.0499075785582,0.00554528650647,1.0,0.0,0.620689655172,18.0,0.620689655172,0.0,0.00924214417745,0.00739371534196,0.0,0.0258780036969,0.0,0.0110905730129,0.456561922366,0.673292294863,0.510001454531,MehrBaba024,6,4.38333333333,4,4.28753120696,3
14,YV09_test,1,2.91045999527,"gurudev, sri, yoga, peac, negat, woodstock, want, path, swami, messag",0.0358767054068,0.0101061141991,1.0,0.0,0.277777777778,74.0,0.685185185185,0.00859019706923,0.0101061141991,0.00656897422941,0.00960080848914,0.0267812026276,0.00202122283982,0.00909550277918,0.309752400202,0.715621203376,0.634385752343,YV09,7,4.16,4,4.30472043508,4
16,DorothyDay406_test,1,1.29955506325,"obedi, poverti, ave, maria, love, rosari, advent, tell, convers, scriptur",0.0509383378016,0.00536193029491,1.0,0.0,0.35,9.0,0.45,0.0214477211796,0.0,0.0,0.0,0.00268096514745,0.0160857908847,0.00268096514745,0.522788203753,0.77014466758,0.576540447136,DorothyDay406,4,4.12333333333,6,4.52200853847,4
17,LiberalJudaism001_test,1,2.61593604088,"dinah, choic, jacob, necess, necessari, simeon, levi, shechem, jew, afghanistan",0.0135746606335,0.0231900452489,0.0,1.0,0.372093023256,51.0,0.593023255814,0.0203619909502,0.00339366515837,0.00622171945701,0.0079185520362,0.00735294117647,0.00169683257919,0.0147058823529,0.35350678733,0.707730977439,0.615969800147,LiberalJudaism001,6,3.26666666667,1,2.56267251858,1
18,YV50_test,1,1.48330307007,"love, attain, perfect, yoga, worship, sake, devot, god, rememb, bhakti",0.0613718411552,0.0126353790614,1.0,0.0,0.558823529412,22.0,0.647058823529,0.0523465703971,0.0,0.00361010830325,0.00541516245487,0.00361010830325,0.00361010830325,0.0108303249097,0.388086642599,0.781486347501,0.633961004212,YV50,6,5.49666666667,5,3.99620356522,8
19,YV01_test,1,1.32709312439,"sannyasin, yoga, sannya, renounc, sri, satchidananda, monk, dress, “the, ceremoni",0.00547945205479,0.00821917808219,0.0,1.0,0.409090909091,13.0,0.590909090909,0.0027397260274,0.0,0.0,0.0328767123288,0.0109589041096,0.00547945205479,0.0027397260274,0.52602739726,0.741724946465,0.502723161424,YV01,3,3.3,3,3.37925433331,3
25,Rabbinic055_test,1,4.531509161,"abraham, bless, shall, thi, genesi, said, righteous, judah, xiv, rabba",0.0222472542946,0.0132357082512,1.0,0.0,0.252459016393,139.0,0.455737704918,0.00225288651084,0.0025344973247,0.0143621515066,0.0208392002253,0.0366094058012,0.000563221627711,0.0188679245283,0.242748521543,0.659787871393,0.607325789715,Rabbinic055,4,3.98666666667,4,4.02639271207,4
30,Bahai02_test,1,1.59956884384,"prejudic, baha'i, abdu'lbaha, hath, racial, must, loud, cast, tragedi, everyon",0.0191256830601,0.0314207650273,0.0,1.0,0.333333333333,17.0,0.472222222222,0.0314207650273,0.0,0.00136612021858,0.0109289617486,0.00409836065574,0.0,0.00409836065574,0.450819672131,0.636326360728,0.482038080917,Bahai02,5,2.82666666667,3,3.60392919191,1
31,MehrBaba162_test,1,1.57104802132,"love, happi, selfless, qualifi, bargain, strang, expect, price, thrive, lover",0.0730519480519,0.0227272727273,1.0,0.0,0.567567567568,33.0,0.891891891892,0.00811688311688,0.0,0.0,0.00324675324675,0.00974025974026,0.0,0.0633116883117,0.402597402597,0.791671544501,0.744488640146,MehrBaba162,3,5.79333333333,3,3.87521223408,4
