,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
3,MalcolmX002_test,1,9.4149889946,"negro, get, know, got, hate, thing, say, tri, want, ourselv",0.0149876042371,0.0205093531666,0.0,1.0,0.318637274549,383.0,0.76753507014,0.0161144917737,0.0259184133423,0.0218616182105,0.0268199233716,0.0132972729322,0.0,0.0153256704981,0.15167906243,0.684565558211,0.544888486371,MalcolmX002,2,1.66666666667,2,2.0351794007,2
8,SeaShepherds397_test,1,1.25722813606,"turtl, shepherd, save, gift, donat, pollut, jairo, campaign, amaz, threat",0.0376811594203,0.0231884057971,1.0,0.0,0.882352941176,15.0,0.882352941176,0.0463768115942,0.0231884057971,0.0,0.00579710144928,0.0,0.0,0.0,0.524637681159,0.671987621288,0.437062563421,SeaShepherds397,1,5.35666666667,3,4.11936480514,8
11,DorothyDay258_test,1,1.39229512215,"bread, retreat, farm, tabl, tree, easton, babi, read, everyon, herb",0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.44142614601,0.754848401704,0.576023711084,DorothyDay258,4,4.44333333333,5,3.90877876692,3
12,YV50_test,1,1.39390683174,"love, attain, perfect, yoga, worship, sake, devot, god, rememb, bhakti",0.0613718411552,0.0126353790614,1.0,0.0,0.558823529412,22.0,0.647058823529,0.0523465703971,0.0,0.00361010830325,0.00541516245487,0.00361010830325,0.00361010830325,0.0108303249097,0.388086642599,0.777408726998,0.633961004212,YV50,6,5.49,5,4.08430863906,8
13,Rabbinic037_test,1,3.18626189232,"noah, righteous, walk, job, genesi, said, flood, gen, generat, abraham",0.0205811138015,0.0125100887813,1.0,0.0,0.25,93.0,0.438679245283,0.00121065375303,0.00121065375303,0.00807102502018,0.00766747376917,0.0496368038741,0.000807102502018,0.0125100887813,0.244552058111,0.70879680574,0.598181721886,Rabbinic037,4,4.04666666667,4,4.2144455637,4
14,WBC265_test,1,3.70946192741,"parker, baptist, elder, texa, primit, congreg, pilgrim, pastor, cynthia, predestin",0.0214947089947,0.0165343915344,1.0,0.0,0.291139240506,97.0,0.613924050633,0.00165343915344,0.000992063492063,0.00529100529101,0.0185185185185,0.0214947089947,0.00628306878307,0.0082671957672,0.30753968254,0.696260920562,0.534129863979,WBC265,1,4.05666666667,4,3.90773399803,3
16,AEU013_test,1,1.26650094986,"flint, manag, safeti, discontinu, cost, detroit, fundament, health, water, guaranti",0.0231729055258,0.0267379679144,0.0,1.0,0.310344827586,13.0,0.448275862069,0.00713012477718,0.0,0.0017825311943,0.00713012477718,0.0,0.0,0.0160427807487,0.484848484848,0.518524039055,0.460333457438,AEU013,8,4.46,3,3.60466813974,3
17,MalcolmX008_test,1,2.672301054,"nigeria, mecca, racism, malcolm, brotherhood, abroad, color, muslim, ghana, sincer",0.0205669816565,0.0166759310728,1.0,0.0,0.458333333333,51.0,0.708333333333,0.0105614230128,0.000555864369094,0.0322401334074,0.0111172873819,0.00667037242913,0.00111172873819,0.0100055586437,0.342968315731,0.749038186914,0.611114085611,MalcolmX008,3,4.02333333333,3,3.49889790621,5
18,Shepherd358_test,1,3.71790194511,"gps, lord, trust, happi, pray, husband, step, get, seek, prayer",0.0301783264746,0.0181755829904,1.0,0.0,0.240875912409,181.0,0.660583941606,0.0356652949246,0.0130315500686,0.0168038408779,0.00548696844993,0.031207133059,0.0161179698217,0.00891632373114,0.237654320988,0.669883075427,0.596822233112,Shepherd358,5,4.23666666667,5,4.42734776706,4
19,YV56_test,1,1.62588691711,"babi, surrend, ego, monkey, jump, kitten, let, want, happen, anyth",0.0155239327296,0.0155239327296,0.0,1.0,0.371428571429,51.0,0.728571428571,0.0,0.0620957309185,0.0297542043984,0.0025873221216,0.0012936610608,0.00646830530401,0.0297542043984,0.316946959897,0.728598471173,0.579253923145,YV56,5,5.12333333333,5,3.5857374966,1
24,ISIS006_test,1,2.00540399551,"allah, choic, bay'ah, deed, prophet, methodolog, rush, dabiq, prais, bid'ah",0.0145797598628,0.0231560891938,0.0,1.0,0.413043478261,36.0,0.782608695652,0.0,0.0180102915952,0.00171526586621,0.0180102915952,0.00514579759863,0.0,0.0128644939966,0.408233276158,0.719269942729,0.504817487793,ISIS006,1,2.52,3,1.37633660887,1
26,Bahai02_test,1,1.52041816711,"prejudic, baha'i, abdu'lbaha, hath, racial, must, loud, cast, tragedi, everyon",0.0191256830601,0.0314207650273,0.0,1.0,0.333333333333,17.0,0.472222222222,0.0314207650273,0.0,0.00136612021858,0.0109289617486,0.00409836065574,0.0,0.00409836065574,0.450819672131,0.6337324481,0.482038080917,Bahai02,5,3.05666666667,3,3.43651577455,3
28,YV47_test,1,1.35621786118,"joy, dedic, don't, everyth, should, yoga, let, karma, selfless, heaven",0.0449678800857,0.00856531049251,1.0,0.0,0.395833333333,34.0,0.708333333333,0.017130620985,0.0642398286938,0.0107066381156,0.00642398286938,0.00214132762313,0.00214132762313,0.00856531049251,0.361884368308,0.734429933244,0.515240181058,YV47,5,5.25,6,4.40895538202,4
29,YV27_test,1,1.51966094971,"selfish, karma, mind, yoga, feel, must, fruit, motiv, viewpoint, jnana",0.0546021840874,0.0296411856474,1.0,0.0,0.32,25.0,0.5,0.0,0.0202808112324,0.0015600624025,0.00624024960998,0.0312012480499,0.0,0.00780031201248,0.455538221529,0.71024879925,0.618484538874,YV27,5,3.88666666667,4,3.62131606828,4
30,Shepherd459_test,1,3.29770898819,"happen, evil, look, whi, want, perfect, devil, lord, sept, get",0.0233017377567,0.0410742496051,0.0,1.0,0.0931174089069,144.0,0.291497975709,0.022906793049,0.0177725118483,0.0181674565561,0.010663507109,0.0165876777251,0.00276461295419,0.00987361769352,0.285545023697,0.636907776813,0.576861251879,Shepherd459,3,2.84666666667,4,3.40664155448,4
31,ISIS012_test,1,2.44341802597,"foley, prison, obama, messag, wright, iraq, jame, crusad, wish, solut",0.0123376623377,0.0350649350649,0.0,1.0,0.47619047619,56.0,0.888888888889,0.0136363636364,0.00779220779221,0.0285714285714,0.0136363636364,0.0194805194805,0.0,0.00584415584416,0.353896103896,0.721947475475,0.704713871958,ISIS012,1,2.13666666667,3,1.12931002492,1
32,AEU011_test,1,4.45378398895,"moral, creed, shall, ethic, know, sunday, worth, feel, chariti, get",0.034626719057,0.0147347740668,1.0,0.0,0.444444444444,97.0,0.673611111111,0.0196463654224,0.00073673870334,0.00270137524558,0.0103143418468,0.0110510805501,0.0,0.0174361493124,0.217583497053,0.747272457659,0.595774194166,AEU011,8,4.20666666667,6,3.46830984419,3
36,MalcolmX010_test,1,4.48319101334,"get, civilright, noth, explos, promis, ake, harlem, oppress, prospect, malcolm",0.0210692652094,0.0221227284698,0.0,1.0,0.191489361702,153.0,0.651063829787,0.0152752172768,0.00948116934422,0.0163286805373,0.0281801422175,0.00421385304188,0.00131682907559,0.0186989728733,0.221227284698,0.723639569421,0.588176520005,MalcolmX010,2,3.06,2,2.48679083863,2
37,Rabbinic056_test,1,4.51813220978,"lot, sodom, xix, angel, genesi, said, abraham, unto, levi, https",0.0226434965771,0.0202738283307,1.0,0.0,0.244966442953,141.0,0.473154362416,0.00342285413375,0.0057925223802,0.0121116377041,0.0347551342812,0.0268562401264,0.00184307530279,0.0121116377041,0.229594523433,0.683367896747,0.63919167917,Rabbinic056,4,3.84,4,3.63070548905,2
