,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
4,ACLU02_test,1,1.51394796371,"fisc, opinion, surveil, usa, yahoo, secret, aclu, hidden, refus, address",0.0263591433278,0.00164744645799,1.0,0.0,0.8125,14.0,0.875,0.00494233937397,0.00164744645799,0.0,0.00823723228995,0.0,0.0,0.0197693574959,0.431630971993,0.74863654099,0.526031851325,ACLU02,3,4.85666666667,6,3.42478515151,3
6,Unitarian219_test,1,4.29810786247,"hope, hype, magic, pain, happen, too, dont, perfect, love, suffer",0.0356933879462,0.0333528379169,1.0,0.0,0.258928571429,142.0,0.633928571429,0.0263311878291,0.00643651258046,0.0295494441194,0.00848449385606,0.00263311878291,0.00672908133411,0.0119953188999,0.31597425395,0.659178980681,0.631939537011,Unitarian219,4,4.11666666667,5,3.74723626748,3
8,Shepherd224_test,1,3.5635330677,"bad, fire, evil, brandon, want, put, need, good, preacher, lit",0.0278824415976,0.0388093443858,0.0,1.0,0.18152866242,147.0,0.468152866242,0.035418236624,0.00640542577242,0.0211002260739,0.00753579502638,0.0128108515448,0.00263752825923,0.00979653353429,0.27995478523,0.650267562529,0.471404768228,Shepherd224,4,3.86,3,4.20733034052,5
11,Rabbinic022_test,1,3.05428195,"bless, unto, desir, sent, yohai, simeon, joshua, say, judgment, genesi",0.0220848056537,0.0132508833922,1.0,0.0,0.211538461538,69.0,0.442307692308,0.00265017667845,0.00397526501767,0.0145759717314,0.0242932862191,0.0265017667845,0.00353356890459,0.0172261484099,0.273851590106,0.699198589013,0.695025821366,Rabbinic022,4,3.92333333333,4,4.33844567752,4
16,MalcolmX003_test,1,6.45034599304,"malcolm, negro, uniti, cairo, get, african, confer, here, civilright, afroamerican",0.0244808374135,0.0238055039676,1.0,0.0,0.408510638298,156.0,0.663829787234,0.0194158365693,0.00928583488097,0.00928583488097,0.00877933479656,0.00236366706061,0.00135066689178,0.0111430018572,0.218301536384,0.722350180954,0.664602832219,MalcolmX003,2,3.57666666667,2,2.1485044306,1
20,LiberalJudaism001_test,1,2.46490097046,"dinah, choic, jacob, necess, necessari, simeon, levi, shechem, jew, afghanistan",0.0135746606335,0.0231900452489,0.0,1.0,0.372093023256,51.0,0.593023255814,0.0203619909502,0.00339366515837,0.00622171945701,0.0079185520362,0.00735294117647,0.00169683257919,0.0147058823529,0.35350678733,0.709663163982,0.615969800147,LiberalJudaism001,6,3.05,1,2.70615019228,1
21,DorothyDay258_test,1,1.43228888512,"bread, retreat, farm, tabl, tree, easton, babi, read, everyon, herb",0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.44142614601,0.756173314041,0.576023711084,DorothyDay258,4,4.66333333333,5,3.88653383027,3
22,AEU008_test,1,1.81173205376,"right, stand, violenc, harm, someon, ration, shop, wherev, perpetr, instanc",0.0533736153072,0.0151057401813,1.0,0.0,0.514285714286,24.0,0.685714285714,0.0211480362538,0.0221550855992,0.0,0.00805639476334,0.0,0.0,0.00704934541793,0.401812688822,0.78186112394,0.674291598416,AEU008,8,4.28333333333,6,4.56070278601,6
23,WBC265_test,1,3.73761606216,"parker, baptist, elder, texa, primit, congreg, pilgrim, pastor, cynthia, predestin",0.0214947089947,0.0165343915344,1.0,0.0,0.291139240506,97.0,0.613924050633,0.00165343915344,0.000992063492063,0.00529100529101,0.0185185185185,0.0214947089947,0.00628306878307,0.0082671957672,0.30753968254,0.694173978556,0.534129863979,WBC265,1,4.06666666667,4,3.71218391302,4
26,Shepherd358_test,1,3.77181601524,"gps, lord, trust, happi, pray, husband, step, get, seek, prayer",0.0301783264746,0.0181755829904,1.0,0.0,0.240875912409,181.0,0.660583941606,0.0356652949246,0.0130315500686,0.0168038408779,0.00548696844993,0.031207133059,0.0161179698217,0.00891632373114,0.237654320988,0.66923077602,0.596822233112,Shepherd358,5,4.42333333333,5,4.21961907136,4
