,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC
0,piper81 041781_train,1,2.98368620872,"thief, jesus, save, penit, paradis, wrong, fear, god, say, thiev",0.0258342303552,0.037674919268,0.0,1.0,0.487179487179,85.0,0.726495726496,0.018837459634,0.0139935414424,0.0139935414424,0.00861141011841,0.034983853606,0.0,0.00914962325081,0.270182992465,0.673939425251,0.713595475237
1,ACLU07_train,1,2.31277489662,"camp, polic, dakota, protector, morton, surveil, pipelin, sheriff, roadblock, vehicl",0.0102702702703,0.0151351351351,0.0,1.0,0.391304347826,27.0,0.391304347826,0.00216216216216,0.000540540540541,0.0,0.0113513513514,0.00108108108108,0.0,0.00594594594595,0.278918918919,0.58238298471,0.723923388205
2,WestboroBaptist_Sermon_20090809.pdf_train,1,4.13117909431,"angel, heaven, hair, shall, unto, shirley, god, cor, cut, woman",0.0451291627762,0.0267662620604,1.0,0.0,0.416149068323,90.0,0.55900621118,0.00746965452848,0.00404606286959,0.0118269530034,0.0164954870837,0.0155617802677,0.0136943666355,0.00715841892312,0.24712107065,0.717141795001,0.639955157981
3,"2003-01-05 A Simple Faith, Rev. Mark Belletini.htm_train",1,5.36917614937,"captain, hope, want, yes, say, geek, answer, know, simpl, niemojewski",0.030612244898,0.0204081632653,1.0,0.0,0.242857142857,199.0,0.710714285714,0.018820861678,0.0120181405896,0.024716553288,0.0233560090703,0.0122448979592,0.00204081632653,0.00839002267574,0.259863945578,0.707980870516,0.488417497442
4,YV02_train,1,1.20414090157,"yoga, ceremoni, eat, sleep, satchidananda, sake, don't, swami, spiritu, sri",0.0265780730897,0.00332225913621,1.0,0.0,0.611111111111,13.0,0.722222222222,0.00996677740864,0.0199335548173,0.0332225913621,0.0265780730897,0.0,0.0,0.00332225913621,0.514950166113,0.779044613657,0.579184715841
5,"2011-12-11 Hope Not Hype, Rev. Mark Belletini.pdf_train",1,4.29288196564,"hope, hype, magic, pain, happen, too, dont, perfect, love, suffer",0.0356933879462,0.0333528379169,1.0,0.0,0.258928571429,142.0,0.633928571429,0.0263311878291,0.00643651258046,0.0295494441194,0.00848449385606,0.00263311878291,0.00672908133411,0.0119953188999,0.31597425395,0.656628047236,0.631939537011
6,AEU-Let Love Overcome Hate in Orlando_train,1,0.656826019287,"sad, let, resist, will, gun, awaken, endless, homophobia, citizenship, corros",0.0203045685279,0.0659898477157,0.0,1.0,0.833333333333,11.0,0.916666666667,0.0710659898477,0.00507614213198,0.010152284264,0.00507614213198,0.00507614213198,0.0,0.00507614213198,0.624365482234,-0.280300244837,0.674114705693
7,712.html_train,1,1.60529184341,"negro, christ, love, remind, ask, poverti, segreg, gift, cotton, grate",0.034435261708,0.0247933884298,1.0,0.0,0.333333333333,26.0,0.666666666667,0.0330578512397,0.0151515151515,0.0068870523416,0.0151515151515,0.0261707988981,0.00550964187328,0.00550964187328,0.429752066116,0.721210848358,0.553356469024
8,721.html_train,1,1.55307412148,"worker, maurin, unemploy, better, peter, remedi, anarchist, subsidiar, emphasi, labor",0.0312907431551,0.0104302477184,1.0,0.0,0.366666666667,19.0,0.633333333333,0.0234680573664,0.0,0.0,0.0,0.026075619296,0.0,0.00651890482399,0.401564537158,0.756974024818,0.611446144453
9,WestboroBaptist_Sermon_20150906.pdf_train,1,6.51192808151,"shall, unto, revel, vision, christ, isaiah, creatur, wit, merci, passag",0.024471449975,0.0119860163143,1.0,0.0,0.470873786408,156.0,0.757281553398,0.00865656733811,0.0051606459131,0.0154819377393,0.017479607125,0.0164807724322,0.000665889795239,0.00749126019644,0.171466622274,0.824760512272,0.812034216281
