,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
1,MalcolmX-MessagetotheGrassRoots_test,1,7.22493290901,"negro, got, get, let, talk, tom, master, know, say, malcolm",0.0166527893422,0.0214820982515,0.0,1.0,0.304136253041,314.0,0.76399026764,0.0121565362198,0.034304746045,0.0108243130724,0.0274771024147,0.0158201498751,0.00116569525396,0.0184845961699,0.186511240633,0.709660088973,0.54987988973,MalcolmX-MessagetotheGrassRoots,2,2.90333333333,2,2.09724687177,2
6,piper81 041781_test,1,2.7988049984,"thief, jesus, save, penit, paradis, wrong, fear, god, say, thiev",0.0258342303552,0.037674919268,0.0,1.0,0.487179487179,85.0,0.726495726496,0.018837459634,0.0139935414424,0.0139935414424,0.00861141011841,0.034983853606,0.0,0.00914962325081,0.270182992465,0.671986412351,0.713595475237,piper81 041781,3,3.74333333333,4,3.29188122227,1
7,214.html_test,1,2.19180083275,"worker, margaret, priest, morn, cathol, stanthoni, prayer, spoke, miracl, contempl",0.0296540362438,0.0107084019769,1.0,0.0,0.338983050847,44.0,0.745762711864,0.0131795716639,0.00247116968699,0.00988467874794,0.00494233937397,0.0304777594728,0.00658978583196,0.0107084019769,0.383031301483,0.740922016323,0.574778575084,214.html,5,4.59666666667,4,4.83183278019,4
14,409.html_test,1,1.47764801979,"bread, retreat, farm, tabl, tree, easton, babi, read, everyon, herb",0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.44142614601,0.756748853175,0.576023711084,409.html,4,4.42,3,3.51517159574,3
16,SS01_test,1,1.41198205948,"vaquita, shepherd, gift, illeg, marin, save, porpois, whale, countless, gill",0.020325203252,0.0182926829268,1.0,0.0,0.35,13.0,0.65,0.020325203252,0.0121951219512,0.0020325203252,0.0,0.0,0.0,0.0020325203252,0.359756097561,0.744392569897,0.588484581691,SS01,1,4.39333333333,3,3.12600958071,3
17,piper99 4-4-99_test,1,3.05337882042,"condemn, christ, sinner, guilti, righteous, jesus, answer, god, judg, vers",0.0368709516692,0.0333831589437,1.0,0.0,0.402777777778,83.0,0.576388888889,0.0264075734928,0.0114598903837,0.0224215246637,0.000996512207275,0.02192326856,0.0,0.0119581464873,0.301943198804,0.608982906227,0.528360248967,piper99 4-4-99,3,3.92,4,4.16981437769,4
19,ACLU03_test,1,1.98378300667,"flint, safe, poison, failur, elementari, ppb, done, drink, appoint, water",0.030303030303,0.0251082251082,1.0,0.0,0.285714285714,25.0,0.446428571429,0.0025974025974,0.004329004329,0.0,0.00952380952381,0.004329004329,0.0,0.0103896103896,0.399134199134,0.752128657929,0.47666167497,ACLU03,3,4.39333333333,3,3.60508197318,3
23,AEU-Enough is Enough_test,1,1.31167411804,"pay, tri, violenc, stand, heard, demagogueri, hate, dreamer, outrag, you'r",0.0338983050847,0.0282485875706,1.0,0.0,0.625,13.0,0.8125,0.0423728813559,0.00847457627119,0.0282485875706,0.00282485875706,0.00282485875706,0.0,0.00282485875706,0.525423728814,0.772258444344,0.451907440824,AEU-Enough is Enough,8,4.36666666667,3,2.63342986795,3
24,piper80 122480_test,1,2.63267397881,"fear, god, bethlehem, joy, christma, luke, sake, jesus, shall, rejoic",0.0260545905707,0.037841191067,0.0,1.0,0.428571428571,66.0,0.725274725275,0.0117866004963,0.0198511166253,0.0179900744417,0.00496277915633,0.0353598014888,0.000620347394541,0.0130272952854,0.295285359801,0.639443331036,0.612990412874,piper80 122480,3,4.13666666667,4,3.67331188206,4
30,MalcolmX-AnAppealtoAfricanHeadsofState_test,1,6.51753306389,"malcolm, negro, uniti, cairo, get, african, confer, here, civilright, afroamerican",0.0244808374135,0.0238055039676,1.0,0.0,0.408510638298,156.0,0.663829787234,0.0194158365693,0.00928583488097,0.00928583488097,0.00877933479656,0.00236366706061,0.00135066689178,0.0111430018572,0.218301536384,0.718258191021,0.664602832219,MalcolmX-AnAppealtoAfricanHeadsofState,2,3.48,3,3.12931097451,3
33,296.html_test,1,1.36709189415,"liturg, pray, prayer, christ, liturgi, mystic, laiti, injustic, campion, complin",0.00686498855835,0.0183066361556,0.0,1.0,0.51724137931,20.0,0.689655172414,0.0800915331808,0.00228832951945,0.00228832951945,0.00228832951945,0.0045766590389,0.00228832951945,0.0137299771167,0.418764302059,0.775938371565,0.587619690619,296.html,5,3.73333333333,3,4.17782693727,3
34,"2007-11-11 Spiritual Claustrophobia, Rev. Mark Belletini.PDF_test",1,5.79136109352,"experi, dont, let, theolog, els, hallway, tell, wrong, realli, too",0.0243632336656,0.0190476190476,1.0,0.0,0.203045685279,233.0,0.591370558376,0.0148394241417,0.0104097452935,0.0423034330011,0.00863787375415,0.00398671096346,0.00996677740864,0.0126245847176,0.2569213732,0.678730892846,0.514337817248,"2007-11-11 Spiritual Claustrophobia, Rev. Mark Belletini.PDF",7,3.65333333333,5,3.66895056056,5
36,768.html_test,1,1.53197693825,"money, profit, tri, worker, sing, deem, forbad, matthew, insofar, duti",0.0206677265501,0.0143084260731,1.0,0.0,0.636363636364,18.0,0.818181818182,0.0683624801272,0.00635930047695,0.0,0.00476947535771,0.00158982511924,0.0,0.00794912559618,0.406995230525,0.815429693813,0.592524274517,768.html,2,4.40333333333,3,2.89542251135,3
