,word,count
245,not,152
639,when,57
204,so,43
247,now,42
68,even,38
237,then,37
446,only,34
471,where,33
395,also,32
97,great,29
826,other,26
133,more,26
191,such,25
637,just,25
599,same,24
85,here,22
366,ungodly,22
78,ever,22
175,how,21
744,own,21
