term,freq,idf,logidf,tfidf,logtfidf
whale,67,139.0,4.93447393313,9313.0,330.60975352
shepherd,45,139.0,4.93447393313,6255.0,222.051326991
seaworld,31,139.0,4.93447393313,4309.0,152.968691927
costa,25,139.0,4.93447393313,3475.0,123.361848328
orca,22,139.0,4.93447393313,3058.0,108.558426529
illeg,20,139.0,4.93447393313,2780.0,98.6894786626
hsus,18,139.0,4.93447393313,2502.0,88.8205307963
rican,17,139.0,4.93447393313,2363.0,83.8860568632
coco,16,139.0,4.93447393313,2224.0,78.9515829301
danish,15,139.0,4.93447393313,2085.0,74.017108997
dolphin,15,139.0,4.93447393313,2085.0,74.017108997
vessel,15,139.0,4.93447393313,2085.0,74.017108997
save,14,139.0,4.93447393313,1946.0,69.0826350638
galapago,12,139.0,4.93447393313,1668.0,59.2136871976
slaughter,12,139.0,4.93447393313,1668.0,59.2136871976
stop,16,104.25,4.64679186068,1668.0,74.3486697709
will,52,30.8888888889,3.43039653635,1606.22222222,178.38061989
dog,15,104.25,4.64679186068,1563.75,69.7018779102
shark,11,139.0,4.93447393313,1529.0,54.2792132644
