term,freq,idf,logidf,tfidf,logtfidf
yoga,57,139.0,4.93447393313,7923.0,281.265014188
mind,62,119.142857143,4.7803232533,7386.85714287,296.380041705
everyth,29,139.0,4.93447393313,4031.0,143.099744061
feel,23,139.0,4.93447393313,3197.0,113.492900462
want,26,119.142857143,4.7803232533,3097.71428572,124.288404586
should,40,69.5,4.24132675257,2780.0,169.653070103
love,43,64.1538461538,4.1612840449,2758.61538461,178.935213931
will,85,30.8888888889,3.43039653635,2625.55555556,291.58370559
sutra,18,139.0,4.93447393313,2502.0,88.8205307963
better,19,119.142857143,4.7803232533,2263.71428572,90.8261418127
peac,64,34.75,3.54817957201,2224.0,227.083492609
let,16,139.0,4.93447393313,2224.0,78.9515829301
if,71,28.7586206897,3.35893757237,2041.86206897,238.484567638
happi,14,139.0,4.93447393313,1946.0,69.0826350638
clean,14,139.0,4.93447393313,1946.0,69.0826350638
joy,13,139.0,4.93447393313,1807.0,64.1481611307
whi,13,139.0,4.93447393313,1807.0,64.1481611307
know,20,83.4,4.42364830936,1668.0,88.4729661872
everyon,12,139.0,4.93447393313,1668.0,59.2136871976
