,word,count
116,not,89
302,when,36
345,own,32
119,always,27
60,more,26
112,good,26
30,even,25
18,entire,24
208,only,23
111,then,23
188,so,23
77,how,22
236,many,21
256,peaceful,20
385,other,20
292,whole,19
105,better,19
310,real,19
12,very,18
41,here,17
