term,freq,idf,logidf,tfidf,logtfidf
worker,64,92.6666666667,4.52900882502,5930.66666667,289.856564801
labor,18,139.0,4.93447393313,2502.0,88.8205307963
factori,18,139.0,4.93447393313,2502.0,88.8205307963
priest,14,139.0,4.93447393313,1946.0,69.0826350638
sanctifi,12,139.0,4.93447393313,1668.0,59.2136871976
cardijn,10,139.0,4.93447393313,1390.0,49.3447393313
canon,10,139.0,4.93447393313,1390.0,49.3447393313
machin,22,59.5714285714,4.08717607274,1310.57142857,89.9178736003
say,14,75.8181818182,4.32833812956,1061.45454545,60.5967338138
pamphlet,7,139.0,4.93447393313,973.0,34.5413175319
sin,6,139.0,4.93447393313,834.0,29.6068435988
cotton,6,139.0,4.93447393313,834.0,29.6068435988
lose,6,139.0,4.93447393313,834.0,29.6068435988
hand,15,52.125,3.95364468012,781.875,59.3046702018
cathol,22,33.36,3.50735757749,733.92,77.1618667048
christ,7,104.25,4.64679186068,729.75,32.5275430248
lay,6,119.142857143,4.7803232533,714.857142858,28.6819395198
mob,5,139.0,4.93447393313,695.0,24.6723696657
glow,5,139.0,4.93447393313,695.0,24.6723696657
save,5,139.0,4.93447393313,695.0,24.6723696657
