"","Var1","Freq"
"177","etern",0.0020663327846461
"399","now",0.00199628760550555
"400","nt",0.00185619724722446
"215","first",0.00171610688894337
"331","last",0.00164606170980282
"243","good",0.00147094876195146
"488","righteou",0.00140090358281091
"246","great",0.001155745455819
"323","just",0.00112072286624873
"374","mortal",0.00101565509753791
"669","wick",0.00101565509753791
"28","also",0.000910587328827094
"179","even",0.000875564739256821
"638","upright",0.000805519560116275
"25","alon",0.000700451791405457
"388","new",0.000700451791405457
"599","true",0.000700451791405457
"533","spiritu",0.000665429201835184
"358","mani",0.000630406612264911
"219","forev",0.000595384022694638
