"","Var1","Freq"
"383","now",0.00197215777262181
"203","first",0.00166279969064192
"384","nt",0.00127610208816705
"229","good",0.00112142304717711
"305","just",0.00112142304717711
"370","new",0.00100541376643465
"22","also",0.000966744006187162
"112","dead",0.000889404485692189
"175","even",0.000850734725444702
"489","second",0.000812064965197216
"49","back",0.000773395204949729
"233","great",0.000773395204949729
"322","littl",0.000696055684454756
"335","mani",0.000696055684454756
"580","true",0.000696055684454756
"164","enough",0.00065738592420727
"177","ever",0.00065738592420727
"563","therefor",0.00065738592420727
"532","spiritu",0.000618716163959783
"541","strong",0.000580046403712297
