"","Var1","Freq"
"455","now",0.00265367697844342
"363","just",0.00152677305609073
"229","first",0.00141771783779854
"206","evil",0.00119960740121415
"458","nt",0.00109055218292195
"279","great",0.00105420044349122
"31","also",0.000945145225199026
"270","good",0.000872441746337562
"566","second",0.000872441746337562
"446","never",0.000836090006906831
"315","human",0.000799738267476099
"551","righteou",0.000799738267476099
"745","whole",0.000763386528045367
"202","even",0.000727034788614635
"493","person",0.000727034788614635
"550","right",0.000690683049183903
"370","last",0.00061797957032244
"692","true",0.000545276091460976
"62","awai",0.000508924352030245
"403","mani",0.000508924352030245
