"","Var1","Freq"
"413","nt",0.00281701011036505
"256","good",0.00173651308173188
"335","just",0.00162074554294976
"216","first",0.00158215636335572
"283","homosexu",0.00154356718376167
"411","now",0.00154356718376167
"399","new",0.00150497800416763
"340","last",0.00127344292660338
"291","human",0.00108049702863317
"24","also",0.000887551130662962
"138","dead",0.000771783591880837
"673","wise",0.000733194412286795
"517","second",0.000694605232692753
"532","sexual",0.000694605232692753
"187","even",0.000656016053098711
"657","vers",0.000656016053098711
"182","etern",0.000617426873504669
"506","right",0.000617426873504669
"366","mani",0.000578837693910627
"397","never",0.000578837693910627
