"","Var1","Freq"
"415","nt",0.00265938069216758
"412","now",0.00204007285974499
"323","just",0.00153005464480874
"198","first",0.0014207650273224
"244","great",0.00112932604735883
"399","new",0.00105646630236794
"239","good",0.000983606557377049
"164","even",0.000837887067395264
"334","last",0.000837887067395264
"562","sovereign",0.000728597449908925
"53","back",0.000692167577413479
"510","right",0.000692167577413479
"386","much",0.000619307832422587
"48","awai",0.00058287795992714
"167","ever",0.00058287795992714
"369","mani",0.00058287795992714
"630","true",0.00058287795992714
"281","human",0.000546448087431694
"616","togeth",0.000546448087431694
"194","final",0.000510018214936248
