term,freq,idf,logidf,tfidf,logtfidf
shall,114,139.0,4.93447393313,15846.0,562.530028377
unto,103,139.0,4.93447393313,14317.0,508.250815112
s,164,64.1538461538,4.1612840449,10521.2307692,682.450583364
ye,69,139.0,4.93447393313,9591.0,340.478701386
lord,161,55.6,4.01818320126,8951.6,646.927495403
we,118,75.8181818182,4.32833812956,8946.54545455,510.743899288
you,110,75.8181818182,4.32833812956,8340.0,476.117194252
my,69,119.142857143,4.7803232533,8220.85714287,329.842304478
god,254,32.0769230769,3.46813686434,8147.53846153,880.906763542
say,103,75.8181818182,4.32833812956,7809.27272727,445.818827345
your,56,139.0,4.93447393313,7784.0,276.330540255
hath,55,139.0,4.93447393313,7645.0,271.396066322
fag,53,139.0,4.93447393313,7367.0,261.527118456
wit,105,69.5,4.24132675257,7297.5,445.33930902
me,51,139.0,4.93447393313,7089.0,251.65817059
thi,50,139.0,4.93447393313,6950.0,246.723696657
thou,50,139.0,4.93447393313,6950.0,246.723696657
sermon,49,139.0,4.93447393313,6811.0,241.789222723
sunday,46,139.0,4.93447393313,6394.0,226.985800924
