,word,count
97,not,45
275,when,23
53,more,16
273,just,14
35,great,13
21,even,11
90,then,10
134,little,10
77,so,10
344,other,9
98,now,9
216,last,9
70,such,8
239,single,8
346,nt,8
267,well,7
170,most,7
265,whole,7
264,thy,7
293,old,7
