,word,count
141,not,103
486,when,50
131,then,44
110,so,42
29,even,32
269,only,32
95,how,31
237,also,29
72,more,29
18,spiritual,28
353,same,23
432,own,20
385,other,19
374,just,18
250,why,18
460,true,17
147,always,16
308,many,16
10,very,16
449,happy,15
