,word,count
252,not,129
824,when,87
253,now,47
649,unto,46
504,last,45
90,great,42
197,so,40
61,even,37
614,thy,36
184,such,33
238,then,31
130,more,31
826,other,30
434,only,27
82,here,24
741,own,23
26,very,23
505,thou,22
387,also,22
125,therefore,21
