,word,count
139,not,63
134,then,31
431,when,31
35,even,26
28,spiritual,19
325,just,18
16,very,18
310,different,17
415,more,16
144,always,16
213,why,16
205,also,16
116,so,15
97,how,15
311,same,14
123,still,14
49,great,13
229,only,13
266,never,13
217,steady,13
