,word,count
107,not,61
337,jewish,19
292,just,16
144,first,15
285,so,15
52,more,14
179,most,13
362,when,13
18,spiritual,13
199,only,13
101,then,13
24,even,12
314,back,12
33,here,11
235,last,11
76,how,11
10,very,10
274,everyday,9
38,great,9
32,never,8
