,fileName,sentence
0,./data_dsicap/Bahai/raw/Bahai04.txt,"['Inasmuch as these Birds of the Celestial Throne are all sent down from the heaven of the Will of God , and as they all arise to proclaim His irresistible Faith , they therefore are regarded as one soul and the same person .', 'For they all drink from the one Cup of the love of God , and all partake of the fruit of the same Tree of Oneness .', 'But to **CODEC_ERROR** , the source that transcends all those man-made differences is our one Creator : The foundation underlying all the divine precepts is one **CODEC_ERROR** .', 'These teachers **CODEC_ERROR** the Prophets , Manifestations and Founders of the **CODEC_ERROR** great Faiths **CODEC_ERROR** have given us the moral and spiritual education we required to progress and grow .', 'This **CODEC_ERROR** concept , called progressive revelation , links the teachings of Buddha , Krishna , Abraham , Moses , Christ , Muhammad and now **CODEC_ERROR** in one unbroken chain of wisdom and guidance for humanity : It is clear and evident to thee that all the Prophets are the Temples of the Cause of God , Who have appeared clothed in diverse attire .', 'The word **CODEC_ERROR** means follower of the light or follower of the glory **CODEC_ERROR** and **CODEC_ERROR** learn to look for the source of illumination itself , not to focus on the lamp : Diversity treeEach religion teaches that a mediator is necessary between man and the Creator **CODEC_ERROR** one who receives the full light of the divine splendor and radiates it over the human world , as the **CODEC_ERROR** atmosphere receives and diffuses the warmth of the **CODEC_ERROR** rays .', 'This mediator between God and humanity has different designations though he always brings the same spiritual command .', 'Therefore did **CODEC_ERROR** cry , **CODEC_ERROR** God , deliver us from the sea of names !', 'Just as the sun in the heavens delivers its rays to nourish and warm the entire earth and every living thing , **CODEC_ERROR** believe God develops our minds and souls through the spiritual suns of the Prophets and their Faiths .']"
1,./data_dsicap/Bahai/raw/Bahai21.txt,"['One of the proofs and demonstrations of the existence of God is the fact that man did not create himself : nay , his creator and designer is another than himself .', 'It is certain and indisputable that the creator of man is not like man because a powerless creature can not create another being .', 'The maker , the creator , has to possess all perfections in order that he may create .', 'However perfect the picture may be , in comparison with the painter it is in the utmost degree of imperfection .', 'The imperfections of the contingent world are in themselves a proof of the perfections of God .', 'For example , when you look at man , you see that he is weak .', 'Then the weakness of the creature is a proof of the power of God ; for if there were no power , there could be no weakness ; so from this weakness it becomes evident that there is power in the world .', 'In the same way it is understood from the man who is sick that there must be one who is in health ; for if there were no health , his sickness could not be proved .', 'Therefore , it becomes evident that there is an Eternal Almighty One , Who is the possessor of all perfections , because unless He possessed all perfections He would be like His creation .', 'Throughout the world of existence it is the same ; the smallest created thing proves that there is a creator .', 'Thus , when man feels the indwelling spirit , he is in no need of arguments for its existence ; but for those who are deprived of the bounty of the spirit , it is necessary to establish external arguments .']"
2,./data_dsicap/Bahai/raw/Bahai39.txt,"['**CODEC_ERROR** talk about corporal punishment , and whether or not parents should use it .', '**CODEC_ERROR** Dictionary defines it very simply : **CODEC_ERROR** punishment , as **CODEC_ERROR** Wikipedia defines it as : An act by a parent or other guardian causing deliberate physical pain or discomfort to a minor child in response to some undesired behaviour by the child .', 'So should parents use corporal punishment on their children ?', 'Let me answer by first saying that I do not condone excessive parental permissiveness , or appreciate disrespectful or ill-behaved children .', 'But I **CODEC_ERROR** condone corporal punishment , **CODEC_ERROR** **CODEC_ERROR** why .', 'Most parents have their **CODEC_ERROR** best interests at heart .', 'If you were spanked when you were little , you may have turned out fine .', 'But I would ask you to consider who you might be without this harmful form of punishment .', 'My aim is not to judge the motives of any loving parent , but to simply point out for your consideration the overwhelming scientific research on the negative effects of corporal punishment on children .', 'In her article **CODEC_ERROR** the Gray Matter Out of Our **CODEC_ERROR** researcher Sarah Kovac discusses scientific data which found that children who were regularly spanked had less gray matter in their prefrontal cortexes .', 'The study shows that the more children are physically punished to control their behavior , the less self-control they acquire by their own volition .', 'The research suggests that spanking can cause children to defy their parents more frequently , can erode trust and can result in lifelong mental health issues.Researchers have also found that spanking elicited momentary **CODEC_ERROR** not long term results .', 'In fact , they found that corporal punishment often led to more aggressive behavior in children .', 'Other undesirable effects included depression , anxiety , difficulty with their peers and a risk of physical abuse as they became parents .', 'One author of the study , Elizabeth Gershoff , an associate professor of human development and family sciences at The University of Texas said : Our analysis focuses on what most Americans would recognize as spanking and not on potentially abusive behaviors .', 'We found that spanking was associated with unintended detrimental outcomes , and was not associated with more immediate or long-term compliance , which are **CODEC_ERROR** intended outcomes when they discipline their children .', 'I do recognize that some children come out of their corporally-punished childhood relatively **CODEC_ERROR** as a parent , why take the risk , especially when there are other , better forms of discipline available ?', 'Instead , they recommend punishments based on reason rather than violence and the infliction of physical pain : Let the mothers consider that whatever concerneth the education of children is of the first importance .', 'Let them strive by day and by night to establish within their children faith and certitude , the fear of God , the love of the Beloved of the worlds , and all good qualities and traits .', 'Whensoever a mother seeth that her child hath done well , let her praise and applaud him and cheer his heart ; and if the slightest undesirable trait should manifest itself , let her counsel the child and punish him , and use means based on reason , even a slight verbal chastisement should this be necessary .']"
3,./data_dsicap/Bahai/raw/Bahai19.txt,"['O Thou Whose face is the object of my adoration , Whose beauty is my sanctuary , Whose habitation is my goal , Whose praise is my hope , Whose providence is my companion , Whose love is the cause of my being , Whose mention is my solace , Whose nearness is my desire , Whose presence is my dearest wish and highest aspiration , I entreat Thee not to withhold from me the things Thou didst ordain for the chosen ones among Thy servants .', '**CODEC_ERROR** My God , my Adored One , my King , my Desire !', 'What tongue can voice my thanks to Thee ?', 'I was heedless , Thou didst awaken me .', 'I had turned back from Thee , Thou didst graciously aid me to turn towards Thee .', 'I was as one dead , Thou didst quicken me with the water of life .', 'I was withered , Thou didst revive me with the heavenly stream of Thine utterance which hath flowed forth from the Pen of the All-Merciful .', 'All existence is begotten by Thy bounty ; deprive it not of the waters of Thy generosity , neither do Thou withhold it from the ocean of Thy mercy .', 'I beseech Thee to aid and assist me at all times and under all conditions , and seek from the heaven of Thy grace Thine ancient favor .', '**CODEC_ERROR** Lauded be Thy Name , O Lord our God !', 'We shall seek Thy grace on the appointed Day and shall put our whole reliance in Thee , Who art our Lord .', 'Grant us that which is good and seemly that we may be able to dispense with everything but Thee .', 'Recompense those who endure patiently in Thy days , and strengthen their hearts to walk undeviatingly in the path of Truth .', 'Grant then , O Lord , such goodly gifts as would enable them to gain admittance into Thy blissful Paradise .', 'He is the Creator , the Source of all beings , the Fashioner , the Almighty , the Maker , the All-Wise .', 'The **CODEC_ERROR** O my God , my Lord and my Master !', 'I have detached myself from my kindred and have sought through Thee to become independent of all that dwell on earth and ever ready to receive that which is praiseworthy in Thy sight .', 'Bestow on me such good as will make me independent of aught else but Thee , and grant me an ampler share of Thy boundless favors .', 'Pitiful are we , grant us Thy favor ; poor , bestow upon us a share from the ocean of Thy wealth ; needy , do Thou satisfy us ; abased , give us Thy glory .', 'The fowls of the air and the beasts of the field receive their meat each day from Thee and all beings partake of Thy care and loving kindness .', 'Give us our daily bread and grant Thine increase in the necessities of life , that we may be dependent on none other than Thee , may commune wholly with Thee , may walk in Thy ways and declare Thy mysteries .', 'We are servants of Thy Threshold , taking shelter at Thy holy Door .', 'We seek no refuge save only this strong pillar , turn nowhere for a haven but unto Thy safekeeping .', 'Protect us , bless us , support us , make us such that we shall love but Thy good pleasure , utter only Thy praise , follow only the pathway of truth , that we may become rich enough to dispense with all save Thee , and receive our gifts from the sea of Thy beneficence , that we may ever strive to exalt Thy Cause and to spread Thy sweet savors far and wide , that we may become oblivious of self and occupied only with Thee , and disown all else and be caught up in Thee .', 'Grant us Thy grace and loving-kindness , Thy gifts and Thy bestowals , and sustain us , that we may attain our goal .', 'Thou art the Powerful , the Able , the Knower , the Seer ; and , verily , Thou art the Generous , and , verily , Thou art the All-Merciful , and , verily , Thou art the Ever-Forgiving , He to Whom repentance is due , He Who forgiveth even the most grievous of sins .', 'Turn the distressing cares of Thy holy ones into ease , their hardship into comfort , their abasement into glory , their sorrow into blissful joy , O Thou that holdest in Thy grasp the reins of all mankind !']"
4,./data_dsicap/Bahai/raw/Bahai30.txt,"['In the same way that disease is transferred from one body to another with rapid and strong contagion , it may be that the strong health of a healthy man will alleviate a very slight malady in a sick person .', 'Sometimes one can benefit a sick person by placing **CODEC_ERROR** hand upon his head or upon his heart .', 'Of the two other kinds of healing which are **CODEC_ERROR** is to say , where the means of cure is a spiritual **CODEC_ERROR** results from the entire concentration of the mind of a strong person upon a sick person , when the latter expects with all his concentrated faith that a cure will be effected from the spiritual power of the strong person , to such an extent that there will be a cordial connection between the strong person and the invalid .', 'So when a sick person has a strong desire and intense hope for something and hears suddenly the tidings of its realization , a nervous excitement is produced which will make the malady entirely disappear .', 'The cause of the sickness will be no material thing , for that person has not eaten anything , and nothing harmful has touched him ; the excitement of the nerves is then the only cause of the illness .', 'To conclude , the complete and perfect connection between the spiritual doctor and the sick **CODEC_ERROR** is , a connection of such a kind that the spiritual doctor entirely concentrates himself , and all the attention of the sick person is given to the spiritual doctor from whom he expects to realize **CODEC_ERROR** an excitement of the nerves , and health is produced .']"
5,./data_dsicap/Bahai/raw/Bahai14.txt,"['While we can try to comprehend God , the **CODEC_ERROR** writings say , God will always remain an unthinkable , limitless , eternal , immortal and invisible mystery .', 'One mystical metaphor in the **CODEC_ERROR** writings compares God to a painter and the created world to a painting : Consider the relation between the craftsman and his handiwork , between the painter and his painting .', 'They can be regarded in no other light except as evidences that proclaim the excellence and perfection of their author .', 'Which leads us to this basic conundrum : If God is beyond our comprehension , how can we seek and find **CODEC_ERROR** inspiration and life-giving energies ?', '**CODEC_ERROR** answers that critical question this way : So we can say there must be a Mediator between God and Man , and this is none other than the Holy Spirit , which brings the created earth into relation with the **CODEC_ERROR** **CODEC_ERROR** , the Divine Reality .', 'This animating intermediary between God and humanity , often called the Holy Spirit in the **CODEC_ERROR** writings , transmits its life-giving radiance to us through the prophets , the messengers , the manifestations of God : The Holy Spirit is the Light from the Sun of Truth bringing , by its infinite power , life and illumination to all mankind , flooding all souls with Divine Radiance , conveying the blessings of **CODEC_ERROR** Mercy to the whole world .', 'Likewise the Holy Spirit is the very cause of the life of man ; without the Holy Spirit he would have no intellect , he would be unable to acquire his scientific knowledge by which his great influence over the rest of creation is gained .', 'The illumination of the Holy Spirit gives to man the power of thought , and enables him to make discoveries by which he bends the laws of nature to his will .', 'The Holy Spirit it is which , through the mediation of the Prophets of God , teaches spiritual virtues to man and enables him to attain Eternal Life .', 'All these blessings are brought to man by the Holy Spirit ; therefore we can understand that the Holy Spirit is the Intermediary between the Creator and the created .', ""Baha'i House of Worship in Wilmette , IL **CODEC_ERROR** House of Worship in Wilmette , IL In the **CODEC_ERROR** concept of progressive revelation , the linked , systemic oneness of all the Manifestations of God , we can see how the power of the Holy Spirit has repeatedly inspired and illumined the world through the founders of the great Faiths : Abraham , Moses , Jesus Christ , Krishna , Buddha , Muhammad and now **CODEC_ERROR** ."", 'So the primary and most heartfelt **CODEC_ERROR** prayers all ask for the power of the Holy Spirit to illuminate every human soul : May our eyes be ever awake ; may the windows of our minds be flung wide , so that when the messenger appeareth , we may not be deprived of his glory through the veils of preconceived ideas ; so that when the heavenly herald shouts the word of God , we may not be deaf ; so that when the holy fragrance of the paradise of the Almighty be diffused , our nostrils may not be afflicted with cold .', 'May we be enabled to inhale the perfume , behold the splendor , hearken to the voice and be regenerated with the spirit of the new day .', 'Then our life will be revivified , we shall enjoy eternal existence , be refreshed with the breath of the Holy Spirit and become informed of the mysteries of creation .']"
6,./data_dsicap/Bahai/raw/Bahai32.txt,"['She hath not seen the change of fourteen years .', 'Shakespeare showed us , in Romeo and Juliet , that having parental consent to marry can be a protection and a blessing .', 'The **CODEC_ERROR** teachings clearly say that couples should freely choose their own life-mate for marriage , without any interference from parents .', 'They also clearly say that after the couple chooses to marry one another , then the parents need to be involved : As for the question regarding marriage under the Law of God : first thou must choose one who is pleasing to thee , and then the matter is subject to the consent of father and mother .', 'Before thou makest thy choice , they have no right to interfere .', 'The couple can seek advice from parents , who likely know them very well .', 'But the parents can not choose a marriage partner for their son or daughter , or interfere with the choice of a partner .', 'However , my parents and I **CODEC_ERROR** really know him as well , so we questioned the wisdom of that choice .', 'When we met with my parents and asked them for consent to marry , my father asked about alcohol use .', 'It turned out to be a terrible **CODEC_ERROR** it taught me an important but hard lesson about parental wisdom .', 'When children approach their parents for consent to marry , it helps them feel respect for those who gave them life .', 'The **CODEC_ERROR** teachings rank that type of respect very highly : The fruits that best befit the tree of human life are trustworthiness and godliness , truthfulness and sincerity ; but greater than all , after recognition of the unity of God , praised and glorified be He , is regard for the rights that are due to **CODEC_ERROR** parents .', 'However , giving parental consent means that parents will carefully consider the welfare and happiness of their child .', 'It is important that the child not pressure the parents , but give them the time and opportunity to make a wise choice .', 'When parents consider who their child wants to marry , they must not see race as a barrier : **CODEC_ERROR** taught the Oneness of humanity ; that is to say , all the children of men are under the mercy of the Great God .', 'They are the sons of one God ; they are trained by God .', 'He has placed the crown of humanity on the head of every one of the servants of God .', 'The **CODEC_ERROR** teachings make these principles **CODEC_ERROR** the details for how , where , and when the couple and the parents carry out consent , how long it takes , and how formal or informal it is , are left up to those involved .', 'When I wanted to marry a second time , my parents made sure that they got to know my potential husband better .', 'His parents also had the opportunity to spend time with me .', 'When the couple knows each **CODEC_ERROR** character , and when the parents freely give their consent , it builds greater family unity .', 'As a parent , no greater wedding gift exists than the gift of your assent and consent : Note ye how easily , where unity existeth in a given family , the affairs of that family are conducted ; what progress the members of that family make , how they prosper in the world .']"
7,./data_dsicap/Bahai/raw/Bahai08.txt,"['**CODEC_ERROR** believe that the Founders of the **CODEC_ERROR** great Faiths **CODEC_ERROR** the Prophets , Messengers and Manifestations who gave us our religions **CODEC_ERROR** together constitute the faculty of one universal system of human education : Why has God sent the Prophets ?', 'It is self-evident that the Prophets are the Educators of men and the Teachers of the human race .', 'The people are in darkness ; the Prophets bring them into the realm of light .', 'They are in a state of utter imperfection ; the Prophets imbue them with perfections .', 'By educating children : **CODEC_ERROR** ye that in **CODEC_ERROR** sight , the best of all ways to worship Him is to educate the children and train them in all the perfections of humankind ; and no nobler deed than this can be imagined .']"
8,./data_dsicap/Bahai/raw/Bahai33.txt,"['Born in Africa of two dark-skinned African parents , **CODEC_ERROR** nowhere near as chocolate-colored as her siblings .', 'Because of this big difference in skin color , at one point in her younger life , she began to suspect that her parents **CODEC_ERROR** telling her everything about her **CODEC_ERROR** she constructed a detailed family tree by talking to all the relatives she could find .', 'Just like my friend , the way we look may not have anything to do with where we came from , either parentally or geographically .', 'Yes , we humans have a wide spectrum of skin color , all the way from very dark to very light , but so what ?', 'We also have a wide spectrum of nose shapes and eye colors and shoe **CODEC_ERROR** we **CODEC_ERROR** base anything meaningful or important on those minor variations .', 'In the same way , **CODEC_ERROR** said , we should see skin color as non-essential but beautiful in its variety : In the realm of existence colors are of no importance .', 'Rather , colors are the cause of the adornment of the garden because a single color has no appeal ; but when you observe many-colored flowers , there is charm and display .', 'Doves are of many colors ; nevertheless , they live in utmost harmony .', 'They never look at color ; instead , they look at the species .', 'In the same way , other birds and varicolored animals never look at color ; they look at the species .', 'Now ponder this : Animals , despite the fact that they lack reason and understanding , do not make colors the cause of conflict .', 'In origin they were one ; they were the same color .', 'These colors developed later due to climates and regions ; they have no significance whatsoever .']"
9,./data_dsicap/Bahai/raw/Bahai40.txt,"['Clothe thyself with the essence of righteousness , and let thine heart be afraid of none except God .', 'If not , good for **CODEC_ERROR** you lead a charmed life , or maybe **CODEC_ERROR** conquered your fears .', 'But if you do remember that feeling of abject fear , think about why you felt that way .', 'Did you fear humiliation , or a loss of respect , or poverty , or injury , or even death ?', 'Did you fear for yourself , or for someone close to you ?', 'Did the fear you felt make you change your behavior or your beliefs ?', 'Fear can powerfully motivate us in life .', 'Scientists have determined , though , that most fears **CODEC_ERROR** **CODEC_ERROR** , we learn them .', 'We all have early experiences that condition our fear response , and that make us afraid of certain things .', 'scared-girl These cognitive fears , whether rational or irrational , can persist throughout our lives , and even determine the course of our lives .', 'In my own life , I developed an early fear of God , because my parents took me to a church that instilled a fire-and-brimstone version of the Creator in my young mind .', 'So I visualized that **CODEC_ERROR** God as a wrathful , bad-tempered tyrant , who insisted that I be good or suffer terrible consequences .', 'For most of my childhood I feared that particular God , until I learned that I could reject his **CODEC_ERROR** did .', 'For some time , I thought of myself as an atheist , denying the existence of any Creator because I **CODEC_ERROR** like or believe the depiction of God I first encountered .', 'Then I learned about the **CODEC_ERROR** Faith , and I found a completely new conception of God .', 'Instead of an angry , anthropomorphized Supreme Being , I learned that God exists far beyond the conceptual abilities of any human being .', 'The birds of our hearts , I realized , can never reach the heights necessary to understand our Creator : To every discerning and illuminated heart it is evident that God , the unknowable Essence , the Divine Being , is immensely exalted beyond every human attribute , such as corporeal existence , ascent and descent , egress and regress .', 'In fact , **CODEC_ERROR** compares those attempts to a painting trying to comprehend the painter : He is indeed a true believer in the unity of God who , in this Day , will regard Him as One immeasurably exalted above all the comparisons and likenesses with which men have compared Him .', 'He hath erred grievously who hath mistaken these comparisons and likenesses for God Himself .', 'They can be regarded in no other light except as evidences that proclaim the excellence and perfection of their author .', 'So maybe you can understand my consternation , years after I decided to become a **CODEC_ERROR** , when I came upon this passage in the **CODEC_ERROR** writings : The fear of God hath ever been a sure defense and a safe stronghold for all the peoples of the world .', 'There it was **CODEC_ERROR** fear of God .', 'As a **CODEC_ERROR** , I had learned that God loves humanity , that **CODEC_ERROR** love created the very core of our existence .', 'I associated the **CODEC_ERROR** conception of God with mercy and kindness , not fear .', 'So I searched the **CODEC_ERROR** writings for the phrase **CODEC_ERROR** fear of **CODEC_ERROR** I tried to understand how **CODEC_ERROR** and **CODEC_ERROR** used it and what it meant .', 'Rather than instilling a primal fear of an angry God , this much more complex usage suggests how we should relate to the unknowable essence of **CODEC_ERROR** the emotions of awe , respect and inspiration : O people !', 'Fear God , and disbelieve not in Him Whose grace hath surrounded all things , Whose mercy hath pervaded the contingent world , and the sovereign potency of Whose Cause hath encompassed both your inner and your outer beings , both your beginning and your end .', 'Instead of reacting to it from a **CODEC_ERROR** fearful point of view , I began to see it from another **CODEC_ERROR** mixture of reverence , wonder and deep deference to that Unknowable Essence who created us all .']"
