term,freq,idf,logidf
harper,1437,11.0480167015,2.40225092782
/and,13,1221.23076923,7.10761445644
westboro,18,882.0,6.78219205601
hot-spot,19,835.578947368,6.72812483474
seung,17,933.882352941,6.83935046985
athletic,59,269.084745763,5.59502637
arantxa,14,1134.0,7.03350648429
waltz,282,56.2978723404,4.03065674296
pseudo-,12,1323.0,7.18765716411
diesel-electr,74,214.540540541,5.3684987207
whereaft,17,933.882352941,6.83935046985
eupen,12,1323.0,7.18765716411
blaster,79,200.962025316,5.30311596144
cinta,16,992.25,6.89997509166
predawn,17,933.882352941,6.83935046985
capacitor,126,126.0,4.83628190695
numth-greatest,13,1221.23076923,7.10761445644
principi,24,661.5,6.49450998356
bootheel,12,1323.0,7.18765716411
venona,23,690.260869565,6.53706959797
gpmg,13,1221.23076923,7.10761445644
l_,17,933.882352941,6.83935046985
deadwood,33,481.090909091,6.17605625244
barisan,23,690.260869565,6.53706959797
desire,23,690.260869565,6.53706959797
macbrid,30,529.2,6.27136643224
sangama,10,1587.6,7.36997872091
vestal,58,273.724137931,5.61212080336
prearrang,42,378.0,5.93489419562
escape,68,233.470588235,5.45305610873
cord,576,27.5625,3.31645615321
core,3434,4.62317996506,1.53108277245
corf,14,1134.0,7.03350648429
cora,93,170.709677419,5.13996432075
corm,11,1443.27272727,7.2746685411
corn,998,15.9078156313,2.76681053759
cori,160,99.225,4.59738999867
cork,352,45.1022727273,3.8089326383
cort,179,88.6927374302,4.48517800806
corp,2445,6.49325153374,1.87076341199
largo,82,193.609756098,5.26584456664
corr,59,269.084745763,5.59502637
cors,27,588.0,6.3767269479
meyer,721,22.0194174757,3.09192467662
sub-titl,10,1587.6,7.36997872091
sardar,79,200.962025316,5.30311596144
xml-base,10,1587.6,7.36997872091
biplan,145,109.489655172,4.69583007148
lo,364,43.6153846154,3.77540994627
fitzgerald,503,31.5626242545,3.4519736438
appetit,337,47.1097922849,3.85248088355
office-rent,10,1587.6,7.36997872091
to-dat,11,1443.27272727,7.2746685411
j.b.s,12,1323.0,7.18765716411
\bold,16,992.25,6.89997509166
expedit,2008,7.90637450199,2.06766933309
painkil,79,200.962025316,5.30311596144
colleen,129,123.069767442,4.81275140954
demer,17,933.882352941,6.83935046985
demet,68,233.470588235,5.45305610873
keyboardist,211,75.2417061611,4.32070568043
multi-facet,59,269.084745763,5.59502637
henderson,643,24.6905132193,3.20641908967
overcom,1893,8.38668779715,2.12664566269
weiter,17,933.882352941,6.83935046985
three-chamb,12,1323.0,7.18765716411
paddick,12,1323.0,7.18765716411
bivouac,39,407.076923077,6.00900216777
smallish,18,882.0,6.78219205601
chapell,57,278.526315789,5.62951254607
lq,17,933.882352941,6.83935046985
theistic,79,200.962025316,5.30311596144
antinomian,25,635.04,6.45368798903
trebor,11,1443.27272727,7.2746685411
cubi,16,992.25,6.89997509166
unseason,26,610.615384615,6.41446727588
veblen,26,610.615384615,6.41446727588
causi,12,1323.0,7.18765716411
non-radi,11,1443.27272727,7.2746685411
o'loughlin,15,1058.4,6.9645136128
sybill,11,1443.27272727,7.2746685411
stackhous,23,690.260869565,6.53706959797
anti-regim,20,793.8,6.67683154035
beaudoin,12,1323.0,7.18765716411
subzero,15,1058.4,6.9645136128
generalplan,31,512.129032258,6.23857660942
sefton,25,635.04,6.45368798903
dh.num,33,481.090909091,6.17605625244
carlebach,11,1443.27272727,7.2746685411
tempus,86,184.604651163,5.21821651765
passenger-mil,12,1323.0,7.18765716411
geertz,22,721.636363636,6.58152136054
hmos,11,1443.27272727,7.2746685411
headston,108,147.0,4.99043258678
benzodiazepin,56,283.5,5.64721212317
catton,32,496.125,6.2068279111
falla,38,417.789473684,6.03497765418
recipi,1580,10.0481012658,2.30738368788
whitsun,28,567.0,6.34035930373
ii:num,11,1443.27272727,7.2746685411
.encyclopedia,15,1058.4,6.9645136128
re-build,33,481.090909091,6.17605625244
re-built,31,512.129032258,6.23857660942
tatler,18,882.0,6.78219205601
sandpap,17,933.882352941,6.83935046985
now-defunct,201,78.9850746269,4.36925890584
lawton,88,180.409090909,5.19522699942
cracknel,12,1323.0,7.18765716411
blood-r,15,1058.4,6.9645136128
son-in-law,405,39.2,3.6686767468
gilberto,84,189.0,5.24174701506
manzikert,30,529.2,6.27136643224
deconsecr,10,1587.6,7.36997872091
prca,11,1443.27272727,7.2746685411
machiavel,10,1587.6,7.36997872091
johnson,3225,4.92279069767,1.59387558467
litholog,10,1587.6,7.36997872091
dauntless,48,330.75,5.801362803
kingdom,6872,2.31024447031,0.837353350239
kingdon,23,690.260869565,6.53706959797
doj,42,378.0,5.93489419562
ronstadt,74,214.540540541,5.3684987207
bushrang,34,466.941176471,6.14620328929
anti-spam,12,1323.0,7.18765716411
single-lay,11,1443.27272727,7.2746685411
single-lan,13,1221.23076923,7.10761445644
selenid,22,721.636363636,6.58152136054
doi,297,53.4545454545,3.9788316751
wader,24,661.5,6.49450998356
stockwel,79,200.962025316,5.30311596144
increment:num,197,80.5888324873,4.38936008516
\delta,138,115.043478261,4.74531012875
blumenfeld,19,835.578947368,6.72812483474
polyton,20,793.8,6.67683154035
sarsaparilla,10,1587.6,7.36997872091
roughrid,34,466.941176471,6.14620328929
taylor,2785,5.70053859964,1.74056066154
idiot,264,60.1363636364,4.09661471076
harshest,94,168.893617021,5.12926903163
muldoon,54,294.0,5.68357976734
gorizia,27,588.0,6.3767269479
vaporis,25,635.04,6.45368798903
velho,23,690.260869565,6.53706959797
debauch,37,429.081081081,6.06164590126
caplan,47,337.787234043,5.82241621219
difficulti,4139,3.83570910848,1.34435432215
dalton,313,50.7220447284,3.92636062336
candida,49,324.0,5.78074351579
bell-shap,31,512.129032258,6.23857660942
neurobiologist,14,1134.0,7.03350648429
tomoyuki,15,1058.4,6.9645136128
tusk,85,186.776470588,5.22991255741
pectin,21,756.0,6.62804137618
sonship,12,1323.0,7.18765716411
methodist,801,19.8202247191,2.98670286683
intercours,310,51.2129032258,3.93599151642
spider-girl,17,933.882352941,6.83935046985
cantarella,12,1323.0,7.18765716411
edgerton,47,337.787234043,5.82241621219
riaz,13,1221.23076923,7.10761445644
ufnum,10,1587.6,7.36997872091
pseudorandom,18,882.0,6.78219205601
painstak,121,131.20661157,4.87677326831
dross,14,1134.0,7.03350648429
drost,21,756.0,6.62804137618
undertak,1470,10.8,2.37954613413
romeo,304,52.2236842105,3.9555361125
acura,32,496.125,6.2068279111
romer,47,337.787234043,5.82241621219
deja,24,661.5,6.49450998356
veidt,14,1134.0,7.03350648429
infograph,23,690.260869565,6.53706959797
eloquentia,10,1587.6,7.36997872091
pronunci,732,21.6885245902,3.07678329994
nephrolog,17,933.882352941,6.83935046985
dr-dos,11,1443.27272727,7.2746685411
laurentius,22,721.636363636,6.58152136054
quorum,128,124.03125,4.82053354998
claudius,206,77.067961165,4.34468764511
national-socialist,12,1323.0,7.18765716411
felon,86,184.604651163,5.21821651765
freedman,173,91.7687861272,4.51927221941
seminarian,47,337.787234043,5.82241621219
snowstorm,122,130.131147541,4.86854276917
jewish-christian,30,529.2,6.27136643224
nadav,16,992.25,6.89997509166
forlorn,49,324.0,5.78074351579
longley,51,311.294117647,5.74073818118
p^,19,835.578947368,6.72812483474
pr,317,50.0820189274,3.91366204003
ps,244,65.0655737705,4.17539558861
pq,49,324.0,5.78074351579
pv,58,273.724137931,5.61212080336
pw,42,378.0,5.93489419562
pt,350,45.36,3.81463065942
pu,96,165.375,5.10821562244
px,23,690.260869565,6.53706959797
py,22,721.636363636,6.58152136054
pb,95,167.115789474,5.1186869223
pf,57,278.526315789,5.62951254607
pg,1345,11.8037174721,2.46841452187
pk,64,248.0625,5.51368073054
ph,299,53.0969899666,3.97212024051
pi,361,43.9778393352,3.78368585557
po,266,59.6842105263,4.08906750512
pm,1180,13.4542372881,2.59929409644
p=,12,1323.0,7.18765716411
chauffeur,128,124.03125,4.82053354998
ouagadougou,13,1221.23076923,7.10761445644
libanius,10,1587.6,7.36997872091
synchromesh,15,1058.4,6.9645136128
knack,93,170.709677419,5.13996432075
hamza,48,330.75,5.801362803
tailgat,61,260.262295082,5.56168994973
asraam,11,1443.27272727,7.2746685411
wishart,49,324.0,5.78074351579
plateau,713,22.2664796634,3.10308239349
skald,13,1221.23076923,7.10761445644
unabridg,219,72.4931506849,4.28349208409
renier,11,1443.27272727,7.2746685411
gleichschaltung,28,567.0,6.34035930373
lenten,37,429.081081081,6.06164590126
bi-month,62,256.064516129,5.54542942886
non-fli,28,567.0,6.34035930373
re-subjug,10,1587.6,7.36997872091
t_i,18,882.0,6.78219205601
t_n,10,1587.6,7.36997872091
t_c,11,1443.27272727,7.2746685411
devlin,90,176.4,5.17275414357
stricker,11,1443.27272727,7.2746685411
stricken,208,76.3269230769,4.3350257342
non-interventionist,32,496.125,6.2068279111
saint-jean-sur-richelieu,10,1587.6,7.36997872091
isabela,32,496.125,6.2068279111
pundit,221,71.8371040724,4.27440111239
isabell,147,108.0,4.68213122712
battleworld,16,992.25,6.89997509166
araujo,27,588.0,6.3767269479
sandalwood,55,288.654545455,5.66523062867
birdwood,16,992.25,6.89997509166
jurass,195,81.4153846154,4.39956425534
bachchan,33,481.090909091,6.17605625244
cities.,10,1587.6,7.36997872091
bachrach,19,835.578947368,6.72812483474
spector,106,149.773584906,5.00912471979
unnavig,22,721.636363636,6.58152136054
panpip,10,1587.6,7.36997872091
underboss,14,1134.0,7.03350648429
pantelleria,15,1058.4,6.9645136128
find,9180,1.72941176471,0.547781330288
renton,33,481.090909091,6.17605625244
armia,28,567.0,6.34035930373
orangutan,52,305.307692308,5.72132009532
ripper,99,160.363636364,5.07744396377
fed,1266,12.5402843602,2.5289462112
fee,2096,7.57442748092,2.02477776846
feb,609,26.0689655172,3.26074554619
fec,32,496.125,6.2068279111
fea,12,1323.0,7.18765716411
feo,16,992.25,6.89997509166
fel,25,635.04,6.45368798903
fem,50,317.52,5.76054080847
fei,114,139.263157895,4.93636536551
few,12052,1.31729173581,0.275577913653
feu,56,283.5,5.64721212317
fer,82,193.609756098,5.26584456664
fes,35,453.6,6.11721575241
fez,60,264.6,5.57821925168
fey,56,283.5,5.64721212317
sarmiento,40,396.9,5.98368435979
neem,29,547.448275862,6.30526798392
sore,241,65.8755186722,4.18776688041
single-seat,119,133.411764706,4.89344032079
num.via,11,1443.27272727,7.2746685411
|num=,11,1443.27272727,7.2746685411
flaminia,11,1443.27272727,7.2746685411
manzano,20,793.8,6.67683154035
pellet,157,101.121019108,4.61631800855
unmatch,112,141.75,4.95406494261
cartridge-bas,14,1134.0,7.03350648429
vehement,394,40.2944162437,3.69621290461
awok,109,145.651376147,4.98121593167
ef-numa,10,1587.6,7.36997872091
medium-term,26,610.615384615,6.41446727588
transistor,203,78.2068965517,4.35935783486
polonium,33,481.090909091,6.17605625244
non-profession,54,294.0,5.68357976734
pulqu,19,835.578947368,6.72812483474
multi-miss,25,635.04,6.45368798903
soyer,11,1443.27272727,7.2746685411
chiyoda,13,1221.23076923,7.10761445644
puissanc,18,882.0,6.78219205601
scotrail,12,1323.0,7.18765716411
campagn,31,512.129032258,6.23857660942
moth,195,81.4153846154,4.39956425534
norbert,164,96.8048780488,4.57269738608
zeki,17,933.882352941,6.83935046985
norberg,15,1058.4,6.9645136128
zeke,37,429.081081081,6.06164590126
owensboro,14,1134.0,7.03350648429
shima,36,441.0,6.08904487545
outflow,137,115.883211679,4.75258288807
yama,50,317.52,5.76054080847
abrahamian,16,992.25,6.89997509166
union-tribun,36,441.0,6.08904487545
midwint,58,273.724137931,5.61212080336
d'alsac,11,1443.27272727,7.2746685411
biogeochemistri,11,1443.27272727,7.2746685411
wiggin,91,174.461538462,5.16170430739
num-juli,14,1134.0,7.03350648429
ouellett,17,933.882352941,6.83935046985
cyberspac,81,196.0,5.27811465923
video-gam,25,635.04,6.45368798903
breguet,26,610.615384615,6.41446727588
nede,12,1323.0,7.18765716411
neda,11,1443.27272727,7.2746685411
clodfelt,15,1058.4,6.9645136128
throttl,222,71.5135135135,4.26988643203
petersen,156,101.769230769,4.62270780665
township.snyd,32,496.125,6.2068279111
daran,11,1443.27272727,7.2746685411
emperor,2570,6.17743190661,1.82090263601
champ,247,64.2753036437,4.16317547727
novosibirsk,39,407.076923077,6.00900216777
rowboat,24,661.5,6.49450998356
sensationalis,12,1323.0,7.18765716411
self-pen,30,529.2,6.27136643224
farnsworth,66,240.545454545,5.48290907188
medium-s,311,51.0482315113,3.93277090172
other,15720,1.00992366412,0.00987474791976
u.s.-bas,85,186.776470588,5.22991255741
southsea,24,661.5,6.49450998356
kilroy,18,882.0,6.78219205601
gynecologist,37,429.081081081,6.06164590126
elamit,30,529.2,6.27136643224
sputter,46,345.130434783,5.84392241741
yellow,2300,6.90260869565,1.93189941199
beaumarchai,15,1058.4,6.9645136128
songster,13,1221.23076923,7.10761445644
crosier,14,1134.0,7.03350648429
deregul,254,62.5039370079,4.13522954688
non-migratori,13,1221.23076923,7.10761445644
paperwork,144,110.25,4.70275051433
thaler,35,453.6,6.11721575241
gopala,13,1221.23076923,7.10761445644
caution,746,21.2815013405,3.0578382137
web|url=http,170,93.3882352941,4.53676537685
stravinski,167,95.0658682635,4.55457000149
interrupt,1652,9.61016949153,2.26282185982
volcano,488,32.5327868852,3.48224840805
palmieri,21,756.0,6.62804137618
mellitus,74,214.540540541,5.3684987207
well-proport,12,1323.0,7.18765716411
num.stev,11,1443.27272727,7.2746685411
u-tapao,12,1323.0,7.18765716411
allerg,116,136.862068966,4.9189736228
confus,3830,4.14516971279,1.42194373173
polyhedron,24,661.5,6.49450998356
holbrook,85,186.776470588,5.22991255741
vitri,29,547.448275862,6.30526798392
nurul,11,1443.27272727,7.2746685411
cheekbon,24,661.5,6.49450998356
interleukin-num,15,1058.4,6.9645136128
e-num,134,118.47761194,4.77472401395
friulian,14,1134.0,7.03350648429
low-resolut,27,588.0,6.3767269479
murugan,18,882.0,6.78219205601
near-shor,11,1443.27272727,7.2746685411
sworn-in,17,933.882352941,6.83935046985
xinjiang,143,111.020979021,4.70971918364
beatus,15,1058.4,6.9645136128
radium,64,248.0625,5.51368073054
avers,297,53.4545454545,3.9788316751
heptarchi,11,1443.27272727,7.2746685411
maat,14,1134.0,7.03350648429
souvenir,388,40.9175257732,3.71155847428
volkoff,13,1221.23076923,7.10761445644
bodysuit,15,1058.4,6.9645136128
vitrifi,17,933.882352941,6.83935046985
monosodium,11,1443.27272727,7.2746685411
black-major,10,1587.6,7.36997872091
goldmin,34,466.941176471,6.14620328929
vesta,59,269.084745763,5.59502637
sheena,48,330.75,5.801362803
numarticl,10,1587.6,7.36997872091
sarma,32,496.125,6.2068279111
arleen,14,1134.0,7.03350648429
grossetest,23,690.260869565,6.53706959797
sensibl,657,24.1643835616,3.18487979542
doesburg,15,1058.4,6.9645136128
tj,45,352.8,5.86590132413
etowah,10,1587.6,7.36997872091
eightieth,19,835.578947368,6.72812483474
turbo-charg,19,835.578947368,6.72812483474
num-by-num-foot,10,1587.6,7.36997872091
pannonia,79,200.962025316,5.30311596144
fellner,12,1323.0,7.18765716411
novo,156,101.769230769,4.62270780665
novi,109,145.651376147,4.98121593167
millencolin,11,1443.27272727,7.2746685411
nove,16,992.25,6.89997509166
nova,1062,14.9491525424,2.7046546121
iris,33,481.090909091,6.17605625244
nov.,498,31.8795180723,3.46196373688
misinform,120,132.3,4.88507207112
fermo,11,1443.27272727,7.2746685411
fermi,121,131.20661157,4.87677326831
arnault,10,1587.6,7.36997872091
european-born,14,1134.0,7.03350648429
unobjection,12,1323.0,7.18765716411
ra-num,11,1443.27272727,7.2746685411
curabl,26,610.615384615,6.41446727588
cycloid,16,992.25,6.89997509166
reichl,11,1443.27272727,7.2746685411
spillan,25,635.04,6.45368798903
chimborazo,11,1443.27272727,7.2746685411
lra,11,1443.27272727,7.2746685411
lrp,12,1323.0,7.18765716411
lrt,44,360.818181818,5.88837417998
numdd,11,1443.27272727,7.2746685411
boch,12,1323.0,7.18765716411
bock,108,147.0,4.99043258678
boca,166,95.6385542169,4.56057602555
bocc,16,992.25,6.89997509166
mochizuki,12,1323.0,7.18765716411
cbc,366,43.3770491803,3.7699304805
hewlett-packard,121,131.20661157,4.87677326831
pidgeon,42,378.0,5.93489419562
dismount,158,100.481012658,4.60996878088
co-oper,810,19.6,2.97552956624
oceango,29,547.448275862,6.30526798392
guardsman,33,481.090909091,6.17605625244
keokuk,12,1323.0,7.18765716411
elepha,10,1587.6,7.36997872091
prophylaxi,30,529.2,6.27136643224
galbraith,76,208.894736842,5.34183047362
loath,241,65.8755186722,4.18776688041
kachin,18,882.0,6.78219205601
legionnair,63,252.0,5.52942908751
nymph,126,126.0,4.83628190695
golf,1294,12.2689335394,2.50707033884
kral,12,1323.0,7.18765716411
krai,59,269.084745763,5.59502637
krak,12,1323.0,7.18765716411
krag,12,1323.0,7.18765716411
kray,30,529.2,6.27136643224
mirror-imag,20,793.8,6.67683154035
cbp,20,793.8,6.67683154035
kras,10,1587.6,7.36997872091
numth-rank,30,529.2,6.27136643224
two-fac,37,429.081081081,6.06164590126
conifer,102,155.647058824,5.04759100062
citv,15,1058.4,6.9645136128
cito,10,1587.6,7.36997872091
cite,5810,2.73253012048,1.00522796406
ongar,11,1443.27272727,7.2746685411
cit.,128,124.03125,4.82053354998
counselor,296,53.6351351351,3.98220435958
aller,57,278.526315789,5.62951254607
greyhound,321,49.4579439252,3.90112269077
allez,10,1587.6,7.36997872091
alleg,4170,3.8071942446,1.33689249911
allen,2440,6.50655737705,1.87281049562
orland,17,933.882352941,6.83935046985
whorl,25,635.04,6.45368798903
microenviron,15,1058.4,6.9645136128
damascius,10,1587.6,7.36997872091
paschal,81,196.0,5.27811465923
clank,10,1587.6,7.36997872091
clang,25,635.04,6.45368798903
husband-wif,12,1323.0,7.18765716411
design,10887,1.45825296225,0.377239118022
solder,87,182.482758621,5.20665569525
touch-and-go,13,1221.23076923,7.10761445644
numfin,12,1323.0,7.18765716411
two-level,54,294.0,5.68357976734
guam,293,54.1843003413,3.99239120489
concierto,22,721.636363636,6.58152136054
kjv,45,352.8,5.86590132413
minima,46,345.130434783,5.84392241741
dug-out,18,882.0,6.78219205601
kantner,16,992.25,6.89997509166
hargrav,26,610.615384615,6.41446727588
dereferenc,10,1587.6,7.36997872091
poach,160,99.225,4.59738999867
irwel,19,835.578947368,6.72812483474
stopwatch,19,835.578947368,6.72812483474
epoqu,21,756.0,6.62804137618
dart,316,50.2405063291,3.91682160032
dark,3983,3.98594024605,1.38277323072
dari,54,294.0,5.68357976734
darn,39,407.076923077,6.00900216777
darl,319,49.7680250784,3.90737271112
dara,57,278.526315789,5.62951254607
pickler,13,1221.23076923,7.10761445644
goalscor,111,143.027027027,4.96303361259
refer,12210,1.30024570025,0.262553246798
leno,112,141.75,4.95406494261
marchio,41,387.219512195,5.9589917472
makepeac,41,387.219512195,5.9589917472
wien,174,91.2413793103,4.51350851469
cirebon,11,1443.27272727,7.2746685411
follicular,23,690.260869565,6.53706959797
asch,41,387.219512195,5.9589917472
tbm,20,793.8,6.67683154035
disco,358,44.3463687151,3.7920308275
urbano,33,481.090909091,6.17605625244
raphael,351,45.2307692308,3.81177759044
homicid,400,39.69,3.68109926679
two-sid,57,278.526315789,5.62951254607
wish,4317,3.67755385685,1.30224781835
tait,86,184.604651163,5.21821651765
taip,77,206.181818182,5.32875839205
tain,27,588.0,6.3767269479
mpps,12,1323.0,7.18765716411
eleni,30,529.2,6.27136643224
riddanc,17,933.882352941,6.83935046985
bartholdi,13,1221.23076923,7.10761445644
arnauld,16,992.25,6.89997509166
georgiana,28,567.0,6.34035930373
blood-let,10,1587.6,7.36997872091
avoca,10,1587.6,7.36997872091
|deadurl=y,38,417.789473684,6.03497765418
polish-american,94,168.893617021,5.12926903163
invertebr,244,65.0655737705,4.17539558861
kemalist,12,1323.0,7.18765716411
elwyn,18,882.0,6.78219205601
leigh,443,35.8374717833,3.57899404386
fare-pay,13,1221.23076923,7.10761445644
toiletri,20,793.8,6.67683154035
high-strung,16,992.25,6.89997509166
nugget,140,113.4,4.73092139129
glutamaterg,13,1221.23076923,7.10761445644
subtleti,174,91.2413793103,4.51350851469
seismolog,44,360.818181818,5.88837417998
shkodra,10,1587.6,7.36997872091
atmo,10,1587.6,7.36997872091
atma,11,1443.27272727,7.2746685411
albatross,70,226.8,5.42406857185
sicker,16,992.25,6.89997509166
wilder,901,17.6204217536,2.86905855629
wilden,10,1587.6,7.36997872091
aa-,10,1587.6,7.36997872091
aad,19,835.578947368,6.72812483474
aag,37,429.081081081,6.06164590126
ecowa,20,793.8,6.67683154035
aac,66,240.545454545,5.48290907188
aab,20,793.8,6.67683154035
aam,43,369.209302326,5.91136369821
aal,13,1221.23076923,7.10761445644
aan,48,330.75,5.801362803
aai,23,690.260869565,6.53706959797
aah,15,1058.4,6.9645136128
aau,49,324.0,5.78074351579
aaw,10,1587.6,7.36997872091
aap,36,441.0,6.08904487545
aar,45,352.8,5.86590132413
arrang,5505,2.88392370572,1.05915176475
tertullian,94,168.893617021,5.12926903163
defect,1422,11.164556962,2.41274420354
bloodstain,38,417.789473684,6.03497765418
weingartn,22,721.636363636,6.58152136054
nicaea,119,133.411764706,4.89344032079
slipway,40,396.9,5.98368435979
noah,421,37.7102137767,3.62993098022
num:num.num,69,230.086956522,5.43845730931
waldemar,79,200.962025316,5.30311596144
tonto,26,610.615384615,6.41446727588
conjunto,15,1058.4,6.9645136128
filmreference.com,20,793.8,6.67683154035
landhold,162,98.0,4.58496747867
huda,17,933.882352941,6.83935046985
comport,39,407.076923077,6.00900216777
alaska,871,18.2273249139,2.90292183705
career-best,35,453.6,6.11721575241
caer,23,690.260869565,6.53706959797
civiliz,21,756.0,6.62804137618
caen,105,151.2,5.01860346375
civilis,513,30.9473684211,3.43228796873
office.th,10,1587.6,7.36997872091
lester,481,33.0062370062,3.4966965438
humphri,162,98.0,4.58496747867
e-commerc,82,193.609756098,5.26584456664
hermosillo,13,1221.23076923,7.10761445644
shellac,28,567.0,6.34035930373
dorma,10,1587.6,7.36997872091
delillo,20,793.8,6.67683154035
smoltz,12,1323.0,7.18765716411
huberman,13,1221.23076923,7.10761445644
self-correct,26,610.615384615,6.41446727588
girard,90,176.4,5.17275414357
palp,10,1587.6,7.36997872091
beckon,55,288.654545455,5.66523062867
palm,1174,13.5229982964,2.60439181351
pala,54,294.0,5.68357976734
ermita,19,835.578947368,6.72812483474
pale,603,26.328358209,3.27064661718
ugandan,90,176.4,5.17275414357
.matthew,24,661.5,6.49450998356
nouakchott,11,1443.27272727,7.2746685411
poitou,42,378.0,5.93489419562
scapegoat,169,93.9408284024,4.54266509898
jastrow,13,1221.23076923,7.10761445644
blackmar,10,1587.6,7.36997872091
blackman,74,214.540540541,5.3684987207
parthian,145,109.489655172,4.69583007148
tordesilla,40,396.9,5.98368435979
sixty-minut,16,992.25,6.89997509166
dilut,424,37.4433962264,3.62283035867
seven-piec,14,1134.0,7.03350648429
poverti,2236,7.10017889088,1.96011997963
|archiveurl,18,882.0,6.78219205601
dyan,22,721.636363636,6.58152136054
dyad,20,793.8,6.67683154035
bailout,116,136.862068966,4.9189736228
districtsplan,12,1323.0,7.18765716411
thucydid,90,176.4,5.17275414357
duty-fre,81,196.0,5.27811465923
hardboil,18,882.0,6.78219205601
tv-num,15,1058.4,6.9645136128
cool,2315,6.85788336933,1.92539884738
schriften,68,233.470588235,5.45305610873
lankest,17,933.882352941,6.83935046985
eleusinian,32,496.125,6.2068279111
brahma,96,165.375,5.10821562244
brahmi,38,417.789473684,6.03497765418
rosser,32,496.125,6.2068279111
rosset,17,933.882352941,6.83935046985
rossen,17,933.882352941,6.83935046985
rossel,16,992.25,6.89997509166
betti,703,22.5832147937,3.11720692209
pathankot,14,1134.0,7.03350648429
at:num/num/num,70,226.8,5.42406857185
lanoi,17,933.882352941,6.83935046985
mmnum,35,453.6,6.11721575241
collagen,77,206.181818182,5.32875839205
gummi,24,661.5,6.49450998356
febrero,11,1443.27272727,7.2746685411
poehler,15,1058.4,6.9645136128
sirius,159,99.8490566038,4.60365961168
e.f.,38,417.789473684,6.03497765418
segment,2101,7.55640171347,2.02239511306
jiro,19,835.578947368,6.72812483474
defenseless,76,208.894736842,5.34183047362
oyster,258,61.5348837209,4.11960422898
goddard,225,70.56,4.2564634117
barrag,284,55.9014084507,4.02358957574
ucr,23,690.260869565,6.53706959797
ucf,10,1587.6,7.36997872091
ucd,22,721.636363636,6.58152136054
ucc,23,690.260869565,6.53706959797
ucb,135,117.6,4.76728903546
uca,40,396.9,5.98368435979
feloni,269,59.0185873606,4.0778524343
ucm,11,1443.27272727,7.2746685411
ucl,65,244.246153846,5.49817654401
uch,19,835.578947368,6.72812483474
hard-hit,79,200.962025316,5.30311596144
sub-cultur,37,429.081081081,6.06164590126
ultra,382,41.5602094241,3.7271432053
sith,35,453.6,6.11721575241
siti,20,793.8,6.67683154035
sitg,10,1587.6,7.36997872091
mockingbird,61,260.262295082,5.56168994973
freyberg,14,1134.0,7.03350648429
donaueschingen,13,1221.23076923,7.10761445644
supershow,12,1323.0,7.18765716411
imprison,2146,7.39794967381,2.00120289071
shinichi,17,933.882352941,6.83935046985
macromedia,14,1134.0,7.03350648429
karima,16,992.25,6.89997509166
karimi,10,1587.6,7.36997872091
|numnd,10,1587.6,7.36997872091
kosmo,36,441.0,6.08904487545
podium,183,86.7540983607,4.46307766106
cattral,19,835.578947368,6.72812483474
magistr,591,26.8629441624,3.2907477965
hovhann,11,1443.27272727,7.2746685411
backcountri,61,260.262295082,5.56168994973
brahmacharya,20,793.8,6.67683154035
indo-islam,18,882.0,6.78219205601
i.r.,11,1443.27272727,7.2746685411
lookup,71,223.605633803,5.40988393686
hobsbawm,22,721.636363636,6.58152136054
top-of-the-lin,39,407.076923077,6.00900216777
individualis,17,933.882352941,6.83935046985
all-girl,62,256.064516129,5.54542942886
hunret,14,1134.0,7.03350648429
shankara,38,417.789473684,6.03497765418
farooq,29,547.448275862,6.30526798392
wilshir,59,269.084745763,5.59502637
kobayashi,76,208.894736842,5.34183047362
year-long,218,72.8256880734,4.28806875111
italian-occupi,10,1587.6,7.36997872091
naskh,10,1587.6,7.36997872091
neckti,62,256.064516129,5.54542942886
"//www.time.com/time/magazine/article/num,num,num,num.html",17,933.882352941,6.83935046985
trestl,55,288.654545455,5.66523062867
bunnel,19,835.578947368,6.72812483474
knudson,13,1221.23076923,7.10761445644
baugher,25,635.04,6.45368798903
toluca,33,481.090909091,6.17605625244
singaporean,154,103.090909091,4.63561121149
violetta,17,933.882352941,6.83935046985
bovi,19,835.578947368,6.72812483474
well-public,80,198.45,5.29053717923
onassi,49,324.0,5.78074351579
t=num,60,264.6,5.57821925168
graveston,115,138.052173913,4.92763168554
fluorit,16,992.25,6.89997509166
fluorin,61,260.262295082,5.56168994973
fluorid,121,131.20661157,4.87677326831
buckminst,36,441.0,6.08904487545
keeper,518,30.6486486486,3.42258857164
cannula,14,1134.0,7.03350648429
pro-labor,22,721.636363636,6.58152136054
albert,2857,5.55687784389,1.71503641167
servicememb,17,933.882352941,6.83935046985
sorrento,29,547.448275862,6.30526798392
camptown,10,1587.6,7.36997872091
gascoyn,16,992.25,6.89997509166
opposit,6437,2.46636631971,0.90274594185
staubach,15,1058.4,6.9645136128
sunstein,19,835.578947368,6.72812483474
bhikkhu,25,635.04,6.45368798903
belford,16,992.25,6.89997509166
belfort,42,378.0,5.93489419562
turkish-speak,15,1058.4,6.9645136128
uhura,15,1058.4,6.9645136128
uhuru,26,610.615384615,6.41446727588
sentido,12,1323.0,7.18765716411
whitefield,43,369.209302326,5.91136369821
cranmer,46,345.130434783,5.84392241741
ruhr,128,124.03125,4.82053354998
quadrillion,31,512.129032258,6.23857660942
