,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,15.6394360065,"s, get, don, t, want, ill, bad, thing, happen, delight, god, said, got, go, christ, lord, happi, told, satan, re",0.0310798592773,0.0252323774539,0.7,0.3,156.6,0.557710840387,0.639920352679,0.611838831985,Shepherd,4,4.0,3.87753670111
4,Shepherd_test9,10,16.5389699936,"s, get, love, want, god, said, don, sure, ill, christ, thing, t, ask, satan, go, evil, lord, someth, know, i",0.0395582655998,0.018737739216,0.9,0.1,174.0,0.577384644241,0.61053699185,0.685528817773,Shepherd,4,4.3,4.08525646303
6,Shepherd_test21,10,15.9404671192,"s, don, pray, ask, prayer, christ, get, t, want, ill, testimoni, think, said, god, thing, know, say, noth, jesus, bless",0.0303109137922,0.0196369885198,0.9,0.1,154.5,0.564655452583,0.618600080609,0.691752339421,Shepherd,4,4.0,4.28806223928
7,Shepherd_test0,10,16.3124399185,"s, sin, christ, god, don, get, thing, want, t, mind, car, ill, said, let, jesus, lord, say, forgiv, prayer, i",0.031947989144,0.0230170433564,0.8,0.2,164.6,0.60652410351,0.577332053681,0.69058336133,Shepherd,4,4.0,4.02958232066
10,Shepherd_test10,10,14.4591209888,"s, get, want, ask, ill, god, don, preach, said, know, i, go, love, someon, christ, sin, lord, thank, t, thing",0.0334867678607,0.0257410693046,0.7,0.3,136.4,0.637338718163,0.562090703855,0.658334068827,Shepherd,4,4.0,3.98852958644
17,Shepherd_test20,10,14.4855167866,"s, christ, sin, don, lord, god, want, ill, said, get, say, ask, preach, know, let, whi, drink, preacher, re, t",0.0317782443179,0.0243772929592,0.8,0.2,139.5,0.633005936922,0.57546435618,0.614251122844,Shepherd,4,4.0,4.00418451803
18,Shepherd_test6,10,15.4661200047,"trust, get, s, someon, don, lord, say, pray, ill, thing, know, said, sin, i, will, god, want, christ, let, bless",0.0367828157755,0.0201932442688,0.9,0.1,159.0,0.683857946103,0.617367368185,0.523343567113,Shepherd,4,5.8,4.692992748
22,Shepherd_test16,10,16.3170521259,"s, get, don, know, sin, t, god, thing, preach, want, say, christ, car, i, preacher, someon, go, ill, lord, ask",0.0321578034839,0.0217221956631,0.8,0.2,169.4,0.608311771671,0.579092919228,0.690342194889,Shepherd,4,4.0,3.99874797281
24,Shepherd_test19,10,17.3861269951,"s, don, get, christ, t, want, bless, let, pray, ask, said, thing, know, ill, jesus, love, thank, i, god, tell",0.0329126821556,0.0249071317143,0.6,0.4,183.5,0.597654839471,0.556930635437,0.608765342605,Shepherd,4,3.9,3.98853404113
26,Shepherd_test4,10,16.2369260788,"s, get, don, want, t, pray, christ, let, know, devil, satan, lord, ill, god, worship, love, ask, better, preacher, thing",0.0317630715341,0.0203359061696,0.9,0.1,168.8,0.600548325424,0.639168819974,0.607582894286,Shepherd,4,4.1,4.11651622887
