,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,27.549639225,"s, walk, ask, christ, prayer, god, pray, get, want, jesus, ill, lord, know, t, don",0.0308009147141,0.020746629022,0.9,0.1,0.251929920538,0.632662944543,0.0192748638578,0.0170535970192,0.0243264545715,0.00999570077386,0.0285898538263,0.00415591860132,0.0101390083118,0.622472645875,0.520527858958,Shepherd,4,4.0,3.90466671578
5,Shepherd_test9,10,27.0308170319,"s, judg, want, say, ill, love, get, christ, god, said, don, ask, know, rememb, t",0.0305315422466,0.0261755056405,0.6,0.4,0.279812831632,0.612577469828,0.019687008718,0.0200085751036,0.0243318565099,0.00978990996141,0.020937544662,0.00689581249107,0.0116121194798,0.625842800378,0.593001315134,Shepherd,4,4.0,4.33897249521
7,Shepherd_test0,10,27.1234028339,"s, christ, get, ill, god, said, want, don, ask, know, thank, testimoni, pray, t, i",0.0301784394765,0.0205224283717,0.9,0.1,0.325192589812,0.59188309727,0.0230609467879,0.0165437226957,0.0263553677576,0.00852252381293,0.0224880040106,0.00555038315548,0.0115662823176,0.657279773909,0.669802918699,Shepherd,4,4.0,4.09035793013
10,Shepherd_test10,10,23.3497400284,"s, sin, prais, don, god, lord, say, grace, get, merci, sing, ask, ill, wait, whi",0.0359564182533,0.023180869854,0.7,0.3,0.276468445552,0.659014299398,0.0234739860713,0.0210159770586,0.0264645637034,0.00700532568619,0.0222859483818,0.00790659565752,0.0133961491192,0.679653530963,0.604164904384,Shepherd,4,4.0,4.32407401852
16,Shepherd_test20,10,25.8492360115,"s, don, christ, get, pray, t, think, god, want, grace, said, ask, got, preacher, thing",0.0313073466923,0.0227111828254,0.7,0.3,0.256239477821,0.585116504318,0.0213947290495,0.0161015694403,0.0265768433521,0.00947586615339,0.0196550192479,0.00688480900207,0.012363044122,0.710829698453,0.76245714126,Shepherd,4,4.0,4.19498025168
17,Shepherd_test6,10,27.6789660454,"s, get, christ, god, want, ask, let, don, pray, re, sin, know, said, ill, should",0.031109616121,0.0186445838806,0.8,0.2,0.264804897998,0.606438763437,0.0238410596026,0.0171836876961,0.0249564308121,0.0103868943883,0.0248867201115,0.00362495643081,0.0111188567445,0.669703780986,0.684654966744,Shepherd,4,4.0,4.0374231237
22,Shepherd_test16,10,25.2186238766,"s, pray, god, love, prais, rememb, don, get, thank, prayer, t, know, christ, heaven, ask",0.0353920335288,0.0236816784583,0.8,0.2,0.243411428697,0.629701907658,0.0259198284774,0.0171905509399,0.0248095256327,0.00938014472223,0.026953558712,0.00551322791837,0.0113327462767,0.669435597153,0.599342319454,Shepherd,4,4.0,3.76970791481
24,Shepherd_test19,10,28.1519429684,"s, get, love, don, rememb, want, ill, ask, t, know, said, christ, i, let, wisdom",0.0359923777704,0.0206475444435,0.9,0.1,0.299590189653,0.568989228247,0.0173888946621,0.0181855970072,0.0262565381551,0.0125394021268,0.0202985901832,0.00561155564793,0.0123315667325,0.694754549854,0.659839215408,Shepherd,4,4.0,4.24127327317
31,Shepherd_test14,10,26.0392608643,"s, christ, get, ask, pray, don, t, god, ill, jesus, sin, got, want, know, better",0.0289300934233,0.0215840889033,0.6,0.4,0.232258891703,0.576261197946,0.0232790156302,0.0167387207627,0.018771015778,0.00827698333518,0.0254221631009,0.00605993422754,0.0111591471751,0.641061131473,0.665286100986,Shepherd,4,4.0,3.96482663747
32,Shepherd_test4,10,24.9637589455,"s, don, get, ill, christ, t, want, ask, listen, said, pray, god, think, hope, lord",0.0316658379997,0.0226698482902,0.7,0.3,0.278904925518,0.650307287428,0.0218258534714,0.0199846566935,0.0210203298811,0.0102032988109,0.02639048715,0.00490985807442,0.0104718066743,0.647633433328,0.663221309249,Shepherd,4,4.0,3.9396409427
33,Shepherd_test8,10,26.154820919,"s, sin, christ, don, get, love, said, jesus, t, know, ask, thing, let, hell, god",0.0363154394535,0.0262687056332,0.8,0.2,0.269468934912,0.596431860086,0.0221692053588,0.0147550009176,0.0233804367774,0.00961644338411,0.022095797394,0.00561570930446,0.0142778491466,0.664401544732,0.64710979598,Shepherd,4,4.6,4.05311320564
35,Shepherd_test3,10,28.8688998222,"s, don, love, get, t, want, sin, ill, know, ask, preacher, preach, i, god, say",0.0368242606604,0.0239550063642,0.8,0.2,0.306089224306,0.570356864789,0.0198915009042,0.0200589377805,0.0251490188199,0.00800348268703,0.0230393141786,0.00375058602907,0.0122228919697,0.674333739718,0.591639774726,Shepherd,4,4.0,3.86391276348
38,Shepherd_test13,10,26.2136528492,"s, sin, christ, let, god, get, don, jesus, want, preach, ask, t, said, spirit, know",0.0313574901256,0.0259381215,0.6,0.4,0.262786819844,0.583469506462,0.0262599663521,0.0145929339478,0.0253090483505,0.00910686855387,0.0249798844269,0.00416940969936,0.0121059176359,0.652962526695,0.62916943791,Shepherd,4,4.0,3.98862588639
44,Shepherd_test21,10,25.1872229576,"christ, s, don, thank, get, ask, t, preacher, ill, want, god, say, preach, jesus, know",0.035113535614,0.0183019966517,0.8,0.2,0.272738785752,0.610692267042,0.0218560476027,0.0200633176946,0.0232673456154,0.00759049471717,0.0252889346607,0.00164015714994,0.0131594003891,0.610304889008,0.586035889496,Shepherd,4,4.0,4.06728302104
45,Shepherd_test1,10,25.7349438667,"s, christ, god, get, ask, love, don, whi, promis, know, happen, ill, said, go, t",0.037763883582,0.0209612786045,0.8,0.2,0.2997243996,0.62875309094,0.0258812203791,0.014995556872,0.0187351895735,0.00914543838863,0.0243631516588,0.00259182464455,0.0136626184834,0.681495206662,0.765201783862,Shepherd,4,4.0,3.97967382868
49,Shepherd_test11,10,24.9701809883,"s, want, ask, god, christ, get, don, pray, jesus, bless, said, worship, know, ill, preacher",0.0291077932023,0.0216303930693,0.9,0.1,0.328909223811,0.654973875687,0.0234807677718,0.0149457552538,0.0214323647675,0.0127835520825,0.0284121083378,0.00261740383886,0.0105454821334,0.666016447822,0.627304189498,Shepherd,4,4.0,3.71102511682
55,Shepherd_test18,10,28.216230154,"s, ask, know, christ, sin, get, god, want, don, devil, encourag, said, ill, satan, someon",0.0292343667379,0.0253211149038,0.8,0.2,0.2648272732,0.627229150918,0.0220717158868,0.0155395881322,0.0184962354316,0.00911059923677,0.0254065390037,0.00649774813491,0.0122391446351,0.673311137168,0.685066446082,Shepherd,4,4.0,3.78711345171
58,Shepherd_test7,10,29.4796619415,"s, don, get, christ, want, t, listen, ill, ask, love, whi, god, said, worship, thing",0.0319580358258,0.0218665982212,0.9,0.1,0.252700216834,0.591233602918,0.0210075532776,0.0177367143243,0.0220528729431,0.0106892365794,0.0270097113569,0.00600215807931,0.0132182357702,0.650361303928,0.666307610714,Shepherd,4,4.0,3.65546176288
63,Shepherd_test17,10,43.6239011288,"s, get, don, want, ask, t, christ, preacher, love, said, preach, ill, know, go, should",0.0332475368535,0.0215098261613,0.9,0.1,0.264817778815,0.622212038072,0.0222044554276,0.0197332558055,0.0217320202057,0.0122469745975,0.0239124904604,0.00370679943308,0.0111930806411,0.620481948578,0.568593295517,Shepherd,4,4.0,3.99084964946
66,Shepherd_test2,10,42.6023130417,"s, get, don, want, christ, love, t, know, said, ask, let, god, ill, i, preacher",0.0339392841118,0.0214709161339,1.0,0.0,0.351785101245,0.612525243675,0.0225808839861,0.0150662619383,0.0238394906345,0.010364995928,0.0247279188569,0.00329458799141,0.0115495668912,0.689628263149,0.555293430125,Shepherd,4,4.0,4.0585436922
71,Shepherd_test12,10,42.7238910198,"s, get, evil, christ, want, let, don, ill, happen, ask, love, bless, god, said, lord",0.0330781875208,0.0233340068092,0.9,0.1,0.233271139049,0.560554388063,0.0234075910599,0.0176103839282,0.0220220950159,0.00944324935283,0.0219856345936,0.00441171108761,0.0119225580632,0.630233490291,0.514119155719,Shepherd,4,4.0,3.97050000737
72,Shepherd_test5,10,41.7135519981,"christ, get, s, satan, happen, know, ill, said, thing, preach, want, god, ask, don, say",0.0324696834677,0.0196048419871,0.8,0.2,0.270254304401,0.631383717667,0.0223071523282,0.0151704235239,0.0206302160518,0.00776070509321,0.0272989626394,0.00725372435847,0.0115045628266,0.681209981144,0.715788622221,Shepherd,4,4.0,4.04623395201
73,DorothyDay_test8,10,21.9484980106,"fr, room, retreat, worker, too, love, get, floor, roy, priest, go, feel, am, mroconnel, tell",0.0260173700241,0.0223831142949,0.6,0.4,0.265818827494,0.738470698218,0.024386987673,0.0023140937208,0.0130390280806,0.00881135685995,0.0251880201148,0.00364914779049,0.00979039651106,0.72038218204,0.821820746042,DorothyDay,4,4.0,4.28252860539
75,DorothyDay_test13,10,18.5845689774,"get, worker, talk, bed, room, fr, night, want, tri, too, ask, say, am, walk, babi",0.0226573884439,0.0212394036888,0.6,0.4,0.259040169094,0.69157100598,0.0194744495222,0.00358329871209,0.0115808059826,0.0136061487329,0.0126713751558,0.00399875363523,0.0110614873286,0.756310990029,0.786977880464,DorothyDay,4,4.0,3.6710009807
76,DorothyDay_test3,10,17.3451850414,"worker, mike, farm, get, fr, too, go, negro, want, maurin, say, night, am, cathol, priest",0.0241161755757,0.0173897250498,0.9,0.1,0.274062950601,0.688499588523,0.0191615439996,0.00138450462425,0.0120175001385,0.0121282605084,0.0117959793986,0.00393199313286,0.0093592512599,0.716470221624,0.656137039949,DorothyDay,4,4.0,4.00185597652
87,DorothyDay_test23,10,25.7776498795,"get, talk, worker, room, poverti, say, tri, too, bread, reader, thing, morn, job, go, i",0.0250269385705,0.0196303115066,0.8,0.2,0.370782571537,0.737660453434,0.0209541984733,0.00381679389313,0.0185114503817,0.0135877862595,0.0142748091603,0.00751908396947,0.011641221374,0.71207503748,0.675535112684,DorothyDay,4,4.4,4.060387195
88,DorothyDay_test16,10,17.0501358509,"worker, get, labor, negro, go, told, too, polic, steel, i, bed, girl, talk, night, street",0.0254076764771,0.0175175159698,0.8,0.2,0.353259202078,0.742697004056,0.0198301865713,0.000726175846274,0.0182102558373,0.0124567087476,0.0105574796112,0.00832309239191,0.00938442632108,0.771838815198,0.753635412154,DorothyDay,4,4.0,3.51757578033
89,DorothyDay_test6,10,21.8342249393,"love, sin, retreat, too, get, am, tri, babi, christ, say, worker, go, god, must, want",0.027115987425,0.0236672185774,0.5,0.5,0.2996146558,0.693207428882,0.0251066051693,0.0060482116439,0.0167522408842,0.0120093986598,0.0119658863458,0.00491689148029,0.011443738578,0.734732739929,0.718827098373,DorothyDay,4,5.1,4.19205655556
90,DorothyDay_test11,10,18.0685150623,"worker, too, room, get, farm, bed, retreat, am, strike, go, love, priest, prayer, cloth, visit",0.0242751950093,0.0221856843471,0.7,0.3,0.264200777318,0.724617580714,0.0237047250358,0.00275759664846,0.0124622156228,0.0133107068993,0.0129925226706,0.00413639497269,0.00901521981227,0.764110700635,0.64052501622,DorothyDay,4,4.0,4.24994453897
91,DorothyDay_test1,10,19.8108789921,"worker, priest, farm, get, fr, say, talk, prayer, am, tri, maurin, labor, duffi, love, peter",0.030146476584,0.0192210155075,0.9,0.1,0.248782336191,0.691010096801,0.0219057532173,0.00123012869039,0.0131056018168,0.0115442846329,0.0138152914459,0.00250757002271,0.00969909159727,0.759531516943,0.699032397632,DorothyDay,4,4.0,4.14048337564
92,DorothyDay_test18,10,13.1240031719,"worker, love, get, joy, tree, told, farm, room, christma, fear, retreat, know, christ, must, go",0.0281889961117,0.0206893685737,0.5,0.5,0.265635048446,0.710017615747,0.0263659001025,0.00673795224843,0.0180166984034,0.00849567892193,0.010546360041,0.00512670279771,0.0106195986524,0.730879519799,0.610359950889,DorothyDay,4,6.6,5.30451160727
103,DorothyDay_test21,10,18.506508112,"love, worker, bread, too, christ, get, ask, i, tri, happi, am, farm, go, babi, cuba",0.0294584915891,0.0210375207844,0.6,0.4,0.334717124179,0.686327513605,0.0162560065433,0.00572538595236,0.0204478069727,0.0100705449341,0.0119108475616,0.00782128616706,0.0107350986607,0.727253100386,0.671140838562,DorothyDay,4,5.2,5.2530636951
104,DorothyDay_test14,10,19.1289608479,"worker, strike, christ, labor, room, babi, too, know, love, tri, ourselv, get, done, hope, am",0.0275806044604,0.029982926913,0.5,0.5,0.270877404525,0.761634636506,0.0265075878594,0.00628993610224,0.0161741214058,0.0137779552716,0.013678115016,0.00624001597444,0.0118809904153,0.762021530088,0.69029254103,DorothyDay,4,3.0,4.54325527261
105,DorothyDay_test4,10,19.1232719421,"get, worker, poverti, room, talk, fr, say, pray, too, peter, sit, go, night, prayer, farm",0.0228330114256,0.0256627508161,0.5,0.5,0.209880543256,0.656433301116,0.0164670658683,0.00319361277445,0.0118263473054,0.0125249500998,0.0176646706587,0.00523952095808,0.011127744511,0.716552578215,0.771961171504,DorothyDay,4,4.0,3.28999819863
115,DorothyDay_test12,10,17.208245039,"get, talk, farm, too, room, worker, walk, prayer, tri, night, got, love, pray, will, i",0.0245119775477,0.0210307642504,0.6,0.4,0.31279382753,0.719731524278,0.0226874115983,0.0016973125884,0.0145968882603,0.00820367751061,0.0100707213579,0.00724186704385,0.010297029703,0.745176024944,0.687761335587,DorothyDay,4,4.0,4.2840220601
116,DorothyDay_test2,10,19.0229039192,"worker, labor, night, farm, christ, i, felt, car, too, say, get, poverti, go, love, joy",0.0284874235487,0.0213992287552,0.6,0.4,0.276653280896,0.653420723399,0.0168439265177,0.00228995979848,0.0199480942446,0.0131799908402,0.0116533509745,0.00824385527454,0.0113480230014,0.712467092813,0.687261611054,DorothyDay,4,3.8,4.6318432451
124,DorothyDay_test9,10,16.8257098198,"worker, too, talk, get, told, priest, labor, ask, job, strike, go, wage, padr, pio, say",0.0266378281492,0.0192680403358,0.8,0.2,0.242966755299,0.70656540593,0.0137828909899,0.00222120970498,0.0150928351748,0.0148080646999,0.0178835858298,0.00438546531496,0.00945437976991,0.765490779624,0.813538748585,DorothyDay,4,4.4,4.09296917775
126,DorothyDay_test10,10,18.2906708717,"negro, worker, get, tri, room, go, love, fear, helen, feel, cotton, say, visit, fr, away",0.0252925008709,0.0209984719341,0.8,0.2,0.253538961972,0.689123128656,0.0200309757357,0.00671140939597,0.0131130614352,0.0121321631389,0.0107898812597,0.00753742901394,0.0111512648425,0.74511007337,0.770417876475,DorothyDay,4,6.3,4.02063768216
127,DorothyDay_test0,10,14.8310770988,"get, love, am, room, too, worker, pray, tri, say, night, talk, feel, i, go, novena",0.0288965109808,0.0215624197078,0.8,0.2,0.347818474318,0.688907927751,0.0227126908764,0.00417040934172,0.0209162068523,0.0130245091749,0.00943154112665,0.00545361221609,0.0110355447196,0.748986965677,0.709915747977,DorothyDay,4,4.2,4.98876593811
131,DorothyDay_test22,10,21.7468569279,"get, worker, prison, i, thing, talk, love, too, say, room, tri, ask, am, go, farm",0.0213472933574,0.0204873598629,0.6,0.4,0.342825418537,0.731616872111,0.019945562447,0.00486368301281,0.0170898219624,0.0111552362679,0.0125831065102,0.00383740127616,0.0104413011468,0.698535480061,0.652614723813,DorothyDay,4,4.0,4.89057790866
132,DorothyDay_test17,10,18.9780609608,"too, worker, get, farm, morn, go, babi, want, let, night, love, told, room, pray, talk",0.0262528614037,0.0187747933463,0.7,0.3,0.272447605444,0.7131230276,0.0208557519857,0.00445810914681,0.0124519600307,0.0137330258775,0.0109659236485,0.00440686651294,0.0102485267743,0.728372328519,0.778088217227,DorothyDay,4,3.9,4.03624817232
133,DorothyDay_test7,10,16.5653569698,"worker, poverti, get, farm, tri, too, hospit, room, am, talk, fr, ask, love, paz, retreat",0.025382862385,0.0181432653772,0.9,0.1,0.245694169631,0.730510624541,0.0218225557019,0.00240563606163,0.0148347557134,0.0107108081792,0.0129446130935,0.00601409015408,0.00973709834469,0.76401342075,0.831607722923,DorothyDay,4,4.0,3.70859645312
136,DorothyDay_test19,10,14.0808930397,"get, worker, talk, too, priest, farm, hospit, go, ask, room, want, mental, thing, cathol, insur",0.0244691656347,0.0177651231774,0.9,0.1,0.314509465051,0.704799961697,0.0194388915696,0.00179223822982,0.00923692010753,0.0169573309437,0.013028193286,0.00592817260633,0.00909905562832,0.721795983748,0.61282355694,DorothyDay,4,3.2,3.69506565679
142,DorothyDay_test20,10,27.8961079121,"get, too, worker, go, room, tri, maurin, peter, christma, say, i, cathol, send, street, hospit",0.0250889139068,0.0172499116767,0.8,0.2,0.376580597053,0.761511356547,0.0207923085833,0.00237460905826,0.0164485115255,0.00897718058612,0.0151743310553,0.00637090235144,0.0118151279972,0.726953577,0.563353541532,DorothyDay,4,4.0,4.82462487493
143,DorothyDay_test15,10,32.7658069134,"worker, prayer, love, too, joy, say, labor, hospit, room, talk, rememb, prison, priest, go, street",0.028105831593,0.0211288388065,0.9,0.1,0.301733367308,0.719345265254,0.0217766692249,0.00278204144282,0.0144858019954,0.00983307751343,0.0115118956255,0.0077705295472,0.0111281657713,0.739125803201,0.76995148435,DorothyDay,4,4.0,4.05452654018
144,DorothyDay_test5,10,24.8319649696,"worker, farm, get, room, talk, go, joy, maurin, poverti, money, tri, pay, tivoli, will, told",0.0245499223429,0.0233087025123,0.4,0.6,0.25395338022,0.666160604208,0.0233814092382,0.00216023889701,0.0123896054387,0.010356439418,0.010801194485,0.00216023889701,0.00959400216024,0.718965910808,0.732861494046,DorothyDay,4,4.0,3.56649338131
152,Unitarian_test6,10,29.398802042,"nt, hurt, s, let, love, congreg, feel, silenc, rod, get, i, too, talk, guilt, unitarian",0.0265316991619,0.0212756501509,0.7,0.3,0.239227221834,0.519439960397,0.0224273063482,0.0121806399077,0.0214772842941,0.00939843246361,0.00773589386896,0.00329114783022,0.00966986733621,0.677034657282,0.631699328396,Unitarian,7,7.0,5.34491502328
155,Unitarian_test3,10,37.8426420689,"dream, courag, s, say, nt, bread, tell, get, am, i, rememb, know, let, silenc, easter",0.0266959444835,0.0219881983987,0.8,0.2,0.332545497021,0.693697553822,0.0165284777543,0.00886034791091,0.0226792391481,0.0135208367203,0.0107570584729,0.00620495312415,0.011569934428,0.655073775998,0.591969382837,Unitarian,7,4.4,6.53397908759
161,Unitarian_test5,10,37.3636620045,"am, i, compass, silenc, want, tell, say, fear, talk, feel, know, love, justic, stigma, too",0.0278404733665,0.0247551251465,0.7,0.3,0.339747159355,0.625803051014,0.0191428957686,0.00843585237258,0.0361227524672,0.00986886575639,0.00786805461674,0.00413681222117,0.0117074489658,0.762037033631,0.583897742821,Unitarian,7,6.9,6.28078933189
165,Unitarian_test0,10,29.1489729881,"love, say, feel, am, i, want, nt, too, s, yes, know, wonder, get, tell, gift",0.0370671390688,0.0307220933298,0.7,0.3,0.321612301213,0.645968158006,0.0195103155977,0.0107534414515,0.0274965848191,0.0107534414515,0.0106833864584,0.00360783214824,0.00963256156083,0.704634128258,0.600920291169,Unitarian,7,6.9,6.09484756721
167,Unitarian_test7,10,31.1306180954,"listen, flower, s, know, am, i, silenc, hear, unitarian, tell, ourselv, get, realli, nt, say",0.0268497762208,0.0204675860429,0.8,0.2,0.301182904371,0.668130464469,0.0258306188925,0.011335504886,0.0271335504886,0.00928338762215,0.00491856677524,0.00781758957655,0.0103908794788,0.654119761789,0.624615733802,Unitarian,7,7.0,7.59555154268
170,Unitarian_test2,10,34.0141129494,"love, feel, know, am, i, let, say, joy, bread, s, rememb, get, want, dont, thing",0.0311568806465,0.0238118594253,0.7,0.3,0.303651200233,0.631542837356,0.0190824447654,0.00974095811695,0.0269489598378,0.011769044034,0.00706757213533,0.00497802906923,0.0102633438835,0.64938912496,0.739820741701,Unitarian,7,7.0,6.85192596894
