,groupId,files,timeRun,nous,vous,je,ils,il,elle,le,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,5.02497291565,0.021984235208,0.0188246250042,0.02916819104,0.00977816210463,0.0254431769049,0.00182924801277,0.012272591213,Shepherd,4,4.0,3.95166412454
5,Shepherd_test9,10,4.81581187248,0.0227417415293,0.018568295961,0.0216806960458,0.010575086652,0.0219990096909,0.00707363655655,0.0124142321568,Shepherd,4,4.0,3.87646040731
6,Shepherd_test0,10,4.66560721397,0.0277887907731,0.0168318615967,0.025626238962,0.00818165435214,0.0235357722112,0.0055145071184,0.0120021625518,Shepherd,4,4.0,3.99990857727
9,Shepherd_test10,10,4.77095293999,0.0244549101692,0.0149659863946,0.0252921681493,0.00973312401884,0.020966335252,0.00327926042212,0.0120355834642,Shepherd,4,4.0,4.33722680806
15,Shepherd_test20,10,4.42732000351,0.0189945404914,0.0201319381256,0.0242265696087,0.00894752805581,0.0276008492569,0.00443585077343,0.0128905065211,Shepherd,4,4.0,4.06280994029
16,Shepherd_test6,10,4.48023200035,0.0229660762534,0.0196637646352,0.0285199639748,0.0101696187331,0.0235664965476,0.00585409786851,0.0114079855899,Shepherd,4,4.0,3.91034179412
21,Shepherd_test16,10,5.42436480522,0.0224795220792,0.0135493009792,0.026082404385,0.00837593151444,0.0259592289216,0.00529654492825,0.0115784935641,Shepherd,4,4.0,3.94442062373
23,Shepherd_test19,10,4.87840390205,0.0196167405494,0.0144158609376,0.0253411986457,0.00963384411323,0.0215365283256,0.00303675520961,0.0117630632832,Shepherd,4,4.0,4.41865935078
30,Shepherd_test14,10,4.53696084023,0.0224485326325,0.0183238428968,0.0281792962476,0.00865089794131,0.0253321652796,0.00478171995912,0.0125200759235,Shepherd,4,4.0,3.84630283083
31,Shepherd_test4,10,4.34671616554,0.0226538446919,0.0142156676423,0.0183967463606,0.0102246379566,0.0221217074005,0.00490326504238,0.0120110988635,Shepherd,4,4.0,3.93597673165
32,Shepherd_test8,10,4.96310591698,0.0214250124564,0.0180700880252,0.0256767978741,0.0107955489121,0.0257432320213,0.00305597076898,0.0113602391629,Shepherd,4,4.0,3.88650241929
34,Shepherd_test3,10,4.550385952,0.0222763148189,0.0181087261193,0.0193258095449,0.00922032898134,0.0241572619311,0.00398318211994,0.00981043003614,Shepherd,4,4.0,3.98475871907
37,Shepherd_test13,10,4.44947385788,0.0213816400015,0.0202308920153,0.0246111585434,0.00864917034782,0.0249823675712,0.00530828909759,0.0114703589591,Shepherd,4,4.0,3.7659067017
44,Shepherd_test21,10,4.12329483032,0.0238365034399,0.0183326588426,0.0273168757588,0.00930797248078,0.0269931201943,0.00437070012141,0.0107244030757,Shepherd,4,4.0,3.80435115091
45,Shepherd_test1,10,5.03024697304,0.0261173936457,0.0137991383953,0.0220113085622,0.00770732364028,0.0231892837911,0.0048465266559,0.0114431879375,Shepherd,4,4.0,3.8608409541
49,Shepherd_test11,10,4.12673187256,0.018054282412,0.0182535570523,0.0248694751106,0.00900721374198,0.0261049778805,0.00450360687099,0.0116774939221,Shepherd,4,4.0,4.11065160112
