,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
1,DorothyDay_test0,10,18.8594100475,"worker, tri, love, too, say, parish, mroconnel, farm, maurin, comfort, christ, talk, poverti, get, mauric, afternoon, wish, tax, know, cathol",0.0226555656211,0.0262425025034,0.5,0.5,0.255438771899,0.662136750908,0.0197376196667,0.00378205885829,0.0113461765749,0.0148918567545,0.0147145727455,0.00419572154592,0.0114052712445,0.72699664658,0.665731370764,DorothyDay,4,2.09666666667,2,2.92457561412,4
3,DorothyDay_test1,10,17.5324890614,"worker, prison, pray, say, priest, too, shall, love, get, ask, prayer, rememb, christ, jail, communist, cathol, communism, know, away, night",0.021186519381,0.0247804862845,0.4,0.6,0.325790975308,0.725207054178,0.0223604044972,0.00282645562465,0.0180265058727,0.0113686326236,0.0144463287482,0.00515043024936,0.0102380503737,0.700420773446,0.718875711565,DorothyDay,4,4.45333333333,4,3.66911439564,4
6,PastorAnderson_test0,10,100.466305017,"say, get, bibl, look, vers, save, know, talk, want, don, let, repent, whi, sin, chapter, unto, thing, preach, christ, tell",0.0230023475567,0.0184100563034,0.9,0.1,0.325419885193,0.594716477492,0.0138835565978,0.0279435111494,0.0199225924273,0.0159588266423,0.0152013530761,0.00164983968539,0.0178265696824,0.767127263291,0.720149041611,PastorAnderson,2,2.31666666667,2,3.15266435561,2
7,PastorAnderson_test1,10,120.783029795,"say, get, bibl, preach, want, know, save, let, unto, vers, talk, thing, shall, whi, tell, chapter, sorrow, god, gospel, lot",0.0258933872298,0.0193766592107,0.9,0.1,0.33652789736,0.61092171593,0.0136809900785,0.0257285580945,0.0235852317904,0.0176651571196,0.0150378539081,0.000613613579009,0.0173021744391,0.733695743286,0.728671567227,PastorAnderson,2,2.19333333333,2,2.45047616935,2
10,SeaShepherds_test0,10,8.45690178871,"whale, illeg, shepherd, seal, costa, greenpeac, fish, net, rican, coco, danish, shark, slaughter, crew, eat, vessel, galapago, boat, dog, poacher",0.0203372688584,0.037912944725,0.1,0.9,0.317547813954,0.570034428158,0.0135374493927,0.00202429149798,0.0154352226721,0.0145495951417,0.000506072874494,0.000126518218623,0.00936234817814,0.737165342321,0.662479979256,SeaShepherds,2,2.63333333333,2,3.61129152207,1
13,Bahai_test0,10,8.4509370327,"baha'i, abdu'lbaha, prejudic, courag, realiti, baha'u'llah, spirit, faith, uniti, god, must, skin, color, perfect, promulg, adam, weak, too, whi, heaven",0.0335004278348,0.0210031562344,0.7,0.3,0.306358103679,0.546013662702,0.0163362015214,0.00810574884649,0.00224466891134,0.00760693353286,0.00785634118967,0.000748222970445,0.0099763062726,0.719394431788,0.704291468433,Bahai,6,5.95333333333,6,5.01598345499,6
16,Bahai_test1,10,7.58644604683,"abdu'lbaha, baha'i, perfect, baha'u'llah, color, skin, evil, want, tree, heal, man, opinion, uniti, prophet, everyon, spiritu, look, race, divin, nonexist",0.0295766185974,0.0263171376634,0.7,0.3,0.338606844061,0.551102810887,0.0092807424594,0.00327555616214,0.00272963013512,0.0114644465675,0.0120103725945,0.00313907465538,0.00627814931077,0.729720957901,0.654632045086,Bahai,6,4.89666666667,6,4.12334253363,6
17,JohnPiper_test0,10,29.9371299744,"god, christ, worship, love, vers, sin, say, glori, spirit, grace, barnaba, jesus, know, want, thing, perfect, faith, will, let, whi",0.0348108484308,0.0164508390492,0.9,0.1,0.497088125359,0.705759522873,0.0203601642855,0.0149541896304,0.0142872187314,0.00607294555411,0.0261171762558,0.000245726120687,0.0120405799136,0.720031552409,0.723596306164,JohnPiper,4,4.92666666667,4,5.39871048222,4
21,JohnPiper_test1,10,26.2004048824,"vers, christ, god, say, exult, glori, sin, faith, hope, let, thing, boast, whi, jesus, rejoic, will, love, know, bethlehem, grace",0.0327719077684,0.0294654951302,0.5,0.5,0.432099862782,0.657906822954,0.025511000156,0.0182945857388,0.012053362459,0.00713839912623,0.0169293181464,0.000897175846466,0.011975347168,0.630857603651,0.546593924955,JohnPiper,4,4.49,4,4.60401118874,4
24,NaumanKhan_test1,10,50.6028878689,"allah, know, get, don't, amp, say, talk, swt, surah, thing, happen, want, someth, realli, whi, qur'an, quran, fear, tell, got",0.0181474947393,0.0174243173801,0.8,0.2,0.510759559535,0.768851563487,0.0136454762983,0.0434585785423,0.0171807971717,0.0181508547285,0.0170298993296,0.000668261872427,0.0174394791869,0.637096519705,0.631196199558,NaumanKhan,3,2.83333333333,3,3.06977400084,3
25,NaumanKhan_test0,10,36.5596299171,"allah, know, talk, don't, say, get, apo, you'r, quot, want, tell, thing, realli, prophet, quran, ask, someth, i'm, whi, doesn't",0.0195212334541,0.0186765861944,0.7,0.3,0.472992288509,0.765358320708,0.0126506205114,0.0491000330539,0.0221761471198,0.0159560082935,0.0163466450314,0.00180293879023,0.016046155233,0.722570472597,0.603742090619,NaumanKhan,3,2.60666666667,3,3.53794091672,3
