,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred,ensemble2pred
564,JohnPiper_test12,3,9.21448397636,"vers, steal, say, simon, christ, let, faith, lose, jesus, obedi, amaz, renew, evangel, look, want, philip, happen, spirit, glori, courag",0.031916463826,0.0273766668471,0.666666666667,0.333333333333,0.41967546802,0.685811759984,0.0190584231424,0.0152013613159,0.00964265456608,0.00669313669881,0.0273397617697,0.000113442994895,0.0105501985252,0.723751546264,0.657857996071,JohnPiper,4,4.09666666667,4,3.90213579687,4,4
739,WBC_test13,3,8.28777313232,"unto, hath, god, christ, wit, hear, sin, mighti, coven, heaven, shall, sermon, heb, belov, let, jesus, scriptur, lord, sunday, ear",0.0255085951147,0.0246675282511,0.333333333333,0.666666666667,0.390314258471,0.512436119644,0.0121130551817,0.00511440107672,0.0121130551817,0.0192462987887,0.0209959623149,0.0,0.0064602960969,0.736270610011,0.792303199148,WBC,1,1.12666666667,1,0.304158002247,1,1
395,Unitarian_test22,3,9.20192909241,"jefferson, bread, mysteri, rememb, neither, say, nor, liberti, dont, love, slave, freedom, blest, experi, know, want, hem, moment, mystic, get",0.0312447468362,0.0166434643115,1.0,0.0,0.25946812583,0.671473349997,0.0166330645161,0.00617439516129,0.0230594758065,0.00869455645161,0.015625,0.000756048387097,0.00907258064516,0.680560978326,0.568533427898,Unitarian,7,5.31666666667,4,5.80440818845,7,7
247,PastorAnderson_test20,3,28.9407448769,"say, bibl, unto, jesus, christ, resurrect, vers, talk, get, whi, chapter, gospel, apostl, shall, thing, save, look, preach, want, let",0.0167167751806,0.0216097099582,0.333333333333,0.666666666667,0.303846297292,0.564638109179,0.0121754084265,0.0173000859845,0.0119690455718,0.0178503869304,0.0204987102322,0.000653482373173,0.018950988822,0.729222472235,0.778211874509,PastorAnderson,2,2.51333333333,2,2.13537699438,2,2
352,Unitarian_test24,3,8.55796909332,"gift, water, know, flow, ceremoni, say, radianc, file, rememb, pcwater, sharedmark, dont, love, precious, babar, welcom, waterpour, too, friend, humil",0.0310677107396,0.0219669726078,0.666666666667,0.333333333333,0.277825573549,0.593752811516,0.0274009044959,0.0049215216813,0.0111731843575,0.00851290236765,0.00359138068635,0.00146315509444,0.011040170258,0.693679173942,0.522719789519,Unitarian,7,5.42666666667,4,5.62076497429,7,7
837,DorothyDay_test33,3,6.16188216209,"worker, too, get, farm, carthusian, priest, want, stay, dave, parish, merci, mason, garden, oven, love, cathol, hospit, peter, philadelphia, tell",0.0261245419092,0.0122560626067,1.0,0.0,0.410699612403,0.808323643411,0.0141692546584,0.0021350931677,0.0104813664596,0.0097049689441,0.0295031055901,0.00388198757764,0.00640527950311,0.749281770307,0.650784111315,DorothyDay,4,5.18,4,5.12347341569,4,4
605,WBC_test32,3,11.7260010242,"shall, unto, belov, gate, heaven, sent, servant, let, christ, messeng, mat, say, lord, husbandmen, haman, vineyard, step, ammon, thou, path",0.0264347260925,0.0274019197196,0.333333333333,0.666666666667,0.393903391343,0.603755844635,0.00883826879271,0.0144874715262,0.00801822323462,0.0208656036446,0.0233257403189,0.000273348519362,0.00947608200456,0.692974254581,0.630961996959,WBC,1,1.19,1,1.00028807147,1,1
354,Unitarian_test9,3,7.00606799126,"justic, mccarthi, goddess, welch, spiritu, senat, abstract, want, ear, woman, ask, voic, fair, love, beguin, burn, hurt, talk, taught, someth",0.0220041977256,0.0256569914513,0.333333333333,0.666666666667,0.191111111111,0.801794871795,0.0148783476282,0.00910204796079,0.030281813408,0.0105023630317,0.0154034657798,0.0077017328899,0.00857692980921,0.688199098471,0.555596731415,Unitarian,7,5.94333333333,4,5.20077754947,4,4
863,DorothyDay_test27,3,8.38529014587,"fidel, talk, ask, maurin, love, get, know, havana, say, read, paragraph, stay, peter, christ, worker, goe, companero, pope, soil, castro",0.0255362170355,0.0199320474009,1.0,0.0,0.40572348245,0.736992649706,0.0220045619214,0.00228096068697,0.0186502079699,0.009392191064,0.0199919495505,0.00201261237086,0.00885549443177,0.713941681655,0.730992611483,DorothyDay,4,3.98333333333,4,3.8385818085,4,4
1050,Rabbinic_test12,3,5.9840991497,"torah, jacob, israel, learn, jewish, hoffman, moment, know, rabbi, woman, someth, philtrum, women, want, judaism, too, genesi, rabbin, answer, familiar",0.0160253884292,0.0114096406826,1.0,0.0,0.504966424926,0.763149789596,0.021222741433,0.0101246105919,0.0110981308411,0.0066199376947,0.0114875389408,0.00330996884735,0.0184968847352,0.753311274331,0.657004511891,Rabbinic,6,5.8,6,6.27733335055,6,6
546,JohnPiper_test3,3,8.79553103447,"christ, vers, sin, propheci, gift, sacrific, perfect, say, resurrect, jesus, fruit, let, will, want, reward, glori, god, shall, away, ask",0.0316018352763,0.0293857930339,0.333333333333,0.666666666667,0.544013781223,0.761191091424,0.0282184812886,0.0139275766017,0.0244640910742,0.00508659319365,0.0244640910742,0.000121109361754,0.0153808889427,0.681230804764,0.68545966583,JohnPiper,4,4.38666666667,4,4.25929015852,4,4
182,Shepherd_test54,3,9.5876250267,"worship, want, get, discipl, thank, attitud, don, preach, ill, know, ask, said, preacher, encourag, christ, prais, let, jesus, should, samaritan",0.0284149046203,0.0215145512507,1.0,0.0,0.334355468607,0.683690517575,0.0247993291003,0.0180903318558,0.0231220797891,0.0121001557446,0.0289924523781,0.00838624655565,0.00958428177788,0.619134986404,0.644880446243,Shepherd,4,4.03333333333,4,3.87123390264,4,4
1130,MehrBaba_test5,3,6.91918802261,"sanskara, baba, desir, mind, conscious, extern, renunci, want, unwind, negat, wear, penanc, should, fulfil, stimuli, meher, attach, shri, string, mental",0.0249277649461,0.0172124818208,1.0,0.0,0.265557849244,0.673849534019,0.00209711243749,0.00516212292305,0.00854976609131,0.00596870462978,0.0209711243749,0.00467817389902,0.0174221648653,0.784963755093,0.656973892138,MehrBaba,8,7.56,8,7.50637188572,8,8
903,DorothyDay_test10,3,2.71295189857,"love, ask, worker, fellow, mortgag, meal, appeal, god, ddlw, feast, missal, dear, know, summari, cost, dorothi, dollar, bread, christ, tri",0.0426608661685,0.0161751643568,1.0,0.0,0.470797720798,0.646723646724,0.0445572476029,0.00846023688663,0.00676818950931,0.00338409475465,0.00958826847152,0.00338409475465,0.0135363790186,0.736865278352,0.654025784184,DorothyDay,4,5.02,4,4.73642248343,4,4
824,DorothyDay_test34,3,5.30674505234,"too, happi, get, joy, ask, pictur, walk, dollar, cloth, maurin, quiet, tree, sunday, tamar, let, tri, someon, becki, goat, shall",0.0253774711554,0.0195279222085,0.666666666667,0.333333333333,0.3656874745,0.727733578131,0.0209915140688,0.00290308173292,0.00960250111657,0.0118356409111,0.00848593121929,0.00669941938365,0.0156319785619,0.737034207552,0.674008532413,DorothyDay,4,4.05666666667,4,3.83713494634,4,4
893,DorothyDay_test39,3,6.44388794899,"worker, unemploy, maurin, christ, talk, job, gandhi, apostol, thing, uniti, fear, love, want, wish, drove, walk, get, peter, think, say",0.0229044311665,0.0191681371667,0.666666666667,0.333333333333,0.282292609351,0.720398190045,0.0238011900595,0.00227511375569,0.00822541127056,0.00770038501925,0.0189009450473,0.00367518375919,0.0113755687784,0.663871476849,0.644688413784,DorothyDay,4,4.14,4,4.12585493473,4,4
802,DorothyDay_test18,3,7.09653496742,"negro, room, get, cotton, helen, pay, memphi, worker, wheaton, plantat, till, dont, husband, too, how, good, heard, tri, got, hope",0.0308243345174,0.0183393000944,1.0,0.0,0.248613275962,0.586734283184,0.00942951438001,0.00550055005501,0.011158258683,0.013672795851,0.010686782964,0.00707213578501,0.00942951438001,0.736781845518,0.669022826068,DorothyDay,4,3.70666666667,4,4.05263811164,4,4
864,DorothyDay_test36,3,4.84115099907,"rememb, love, cuban, joy, talk, cuba, feel, sit, mrsbarrett, fear, morn, too, mind, fill, sunday, naomi, got, dish, sin, earthquak",0.0316867042309,0.0207902968978,0.666666666667,0.333333333333,0.375013290803,0.713959140275,0.0190302398332,0.00234619395203,0.0513555787278,0.0070385818561,0.00286757038582,0.00755995828989,0.0198123044838,0.722883959558,0.608046109045,DorothyDay,4,4.52333333333,4,5.47597468242,4,4
98,Shepherd_test34,3,10.3458731174,"christ, don, ill, get, voic, said, preacher, laugh, want, listen, god, ask, didn, gospel, christma, say, someon, love, jesus, know",0.0243196189388,0.017457601793,1.0,0.0,0.2882679109,0.636712905699,0.0238893092639,0.013187763485,0.0276726840342,0.0136201491731,0.0242135985299,0.00399956761431,0.0113501243109,0.674442835671,0.688193013491,Shepherd,4,4.01,4,4.71495907388,4,4
867,DorothyDay_test2,3,6.73975205421,"helen, worker, tivoli, room, farm, detroit, maurin, kane, hospit, bed, lavall, christma, talk, kept, done, monsignor, stjoseph, visit, night, know",0.0211437575424,0.0128550676188,0.666666666667,0.333333333333,0.327535273369,0.777821869489,0.0193403557244,0.00241754446555,0.0141599032982,0.00828872388189,0.0100155413573,0.0141599032982,0.00742531514419,0.708702392223,0.679157547112,DorothyDay,4,4.18666666667,4,3.66690961483,4,4
580,JohnPiper_test1,3,8.7513859272,"christ, wait, say, god, weak, vers, let, lord, cross, save, wisdom, labor, thing, crucifi, trust, paul, suburb, feel, supremaci, isaiah",0.0322141091477,0.0190333808646,0.666666666667,0.333333333333,0.474652689184,0.756049021295,0.023730964467,0.0140862944162,0.011421319797,0.0104060913706,0.025,0.0,0.0106598984772,0.683072443473,0.741253932237,JohnPiper,4,4.16333333333,4,4.05450681839,4,4
359,Unitarian_test7,3,12.307300806,"listen, know, say, love, thank, bread, moment, someon, feel, silenc, dont, tell, hear, ourselv, talk, gratitud, let, want, forrest, get",0.027257744822,0.0202772964285,0.666666666667,0.333333333333,0.333408470846,0.700701520614,0.0310297482838,0.0121739130435,0.0265446224256,0.00924485125858,0.00924485125858,0.00347826086957,0.0133638443936,0.708555179808,0.674530187295,Unitarian,7,6.18333333333,7,5.79910058029,7,7
742,WBC_test5,3,12.2710449696,"shall, heaven, christ, unto, sin, god, holi, noah, obama, sermon, antichrist, belov, beast, grace, ark, flood, lord, spirit, say, isaiah",0.029189112623,0.030895358764,0.333333333333,0.666666666667,0.475236438385,0.592877827334,0.0105720862819,0.00451871429789,0.00716173586836,0.0144087304971,0.0230198652912,0.000426293801688,0.0105720862819,0.726914586645,0.774547166574,WBC,1,1.04333333333,1,0.661300004304,1,1
686,WBC_test2,3,8.28578591347,"shall, obama, antichrist, zion, unto, wit, demon, rev, thou, say, spirit, lord, god, beast, sermon, sunday, christ, outlin, lamb, belov",0.0244049113529,0.0316940020314,0.333333333333,0.666666666667,0.394398530762,0.502525252525,0.00766486057883,0.00224659706621,0.00845777719043,0.0166512488437,0.0214087485133,0.000925069380204,0.00726840227303,0.740157598129,0.722810654238,WBC,1,1.13,1,0.0346400586434,1,1
576,JohnPiper_test39,3,8.28329110146,"spirit, baptiz, vers, say, lawyer, lord, luke, testimoni, promis, fill, etern, christ, god, jesus, rescu, baptism, heaven, stood, ministri, save",0.0230406988476,0.0130172501507,1.0,0.0,0.462525823419,0.771411358723,0.0106958762887,0.0186855670103,0.0259020618557,0.00811855670103,0.0349226804124,0.0,0.0101804123711,0.752793560891,0.65355005467,JohnPiper,4,5.56666666667,4,4.74180048317,8,4
505,JohnPiper_test45,3,9.7983379364,"feel, vers, god, fals, love, happen, say, let, christ, tender, bought, abort, desir, chapter, teacher, womb, sexual, will, whi, passion",0.0311484434571,0.0245536102362,0.666666666667,0.333333333333,0.396333078686,0.656839036555,0.0236309929561,0.0165871392865,0.0104521699614,0.0113610543058,0.0127243808225,0.00204498977505,0.0113610543058,0.632967886027,0.628411184396,JohnPiper,4,4.78333333333,4,4.4904236824,4,4
148,Shepherd_test28,3,8.8132379055,"gospel, preach, christ, idol, let, god, hell, jesus, say, talk, don, ask, want, think, lord, glori, said, chuck, heaven, rememb",0.0320084923215,0.0213763726945,0.666666666667,0.333333333333,0.366706810316,0.675520408603,0.0233468110082,0.0195643667667,0.0226946654493,0.0121299073953,0.0242598147907,0.00260858223555,0.0104343289422,0.644918725026,0.610161961182,Shepherd,4,3.9,4,4.00886573984,4,4
923,DorothyDay_test42,3,6.92812490463,"car, worker, get, christ, derelict, farm, got, job, orwel, poor, love, bless, too, say, maurin, floor, pray, walk, keep, newburgh",0.0302843080988,0.0258417141143,1.0,0.0,0.38600557817,0.690369176843,0.0207930367505,0.00531914893617,0.0148291424887,0.0156350741457,0.00854287556415,0.00193423597679,0.0119277885235,0.790690509512,0.679692006438,DorothyDay,4,2.62333333333,4,3.38359096246,4,4
183,Shepherd_test33,3,9.63714694977,"sin, get, prayer, commit, lord, hear, god, want, said, evil, pray, thing, let, don, ill, someon, elder, someth, confess, got",0.0301155976633,0.0253321814269,1.0,0.0,0.347009849979,0.681572361012,0.0261277094318,0.0214411247803,0.033626244874,0.00691271236087,0.0241359109549,0.00234329232572,0.013122437024,0.613926414643,0.687273899188,Shepherd,4,4.10666666667,4,4.12672593627,4,4
