,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,17.0943188667,"s, get, ask, christ, rememb, don, know, want, t, ill, sin, said, look, bless, preacher, i, happen, god, thing, love",0.029155657572,0.0207172957763,0.8,0.2,0.62386415902,0.0246250360542,0.0180631670032,0.0243726564753,0.0099870204788,0.0218128064609,0.022533890972,0.0125468704932,0.644958865708,0.631028320717,Shepherd,4,4.0,3.99108521474
5,Shepherd_test9,10,17.153288126,"s, don, get, want, christ, t, let, god, pray, ask, sin, someon, ill, said, i, thing, know, tell, bless, happen",0.0344496622429,0.0269380998547,0.6,0.4,0.615316576369,0.0221806237417,0.018895913538,0.0225691378519,0.00766432380885,0.0241585137569,0.0200967753329,0.0131388408152,0.683259740514,0.652799219872,Shepherd,4,4.0,4.15867877757
6,Shepherd_test0,10,18.0005950928,"get, s, don, ask, christ, t, want, go, preach, know, said, ill, christma, think, i, preacher, love, jesus, say, baptiz",0.0279201771439,0.0216790541905,0.8,0.2,0.581544005826,0.0224380989762,0.0188728616753,0.0238772773362,0.0116442612763,0.0244987407189,0.0208353776208,0.012265724659,0.659134516842,0.569504593566,Shepherd,4,4.0,3.7518266496
9,Shepherd_test10,10,16.9214091301,"christ, s, don, ask, get, know, t, want, whi, preacher, ill, god, thing, go, will, said, jesus, church, i, say",0.0284172976308,0.026002704828,0.5,0.5,0.598571355543,0.0226378295546,0.0140006268937,0.0212447323512,0.0104830564553,0.0173440601818,0.0194685334169,0.0134085605823,0.628776146746,0.672533427817,Shepherd,4,4.3,4.58570171611
15,Shepherd_test20,10,18.9050590992,"s, don, christ, get, t, ask, preach, rememb, want, know, said, say, go, god, love, ill, lord, i, jesus, whi",0.0319831482081,0.0184747905295,0.9,0.1,0.609144393734,0.0224796709679,0.0174562808075,0.0235785375655,0.0117735706885,0.0244890270321,0.0197168063797,0.0112712316725,0.638756065212,0.70378233178,Shepherd,4,4.0,3.76298871769
16,Shepherd_test6,10,15.4803669453,"s, get, god, christ, want, ask, know, don, lord, pray, t, say, ill, thank, thing, someth, tell, said, hope, whi",0.0342617043942,0.0221735863893,0.8,0.2,0.635637767364,0.0238640702558,0.0156548300878,0.0215731195113,0.0101565483009,0.0273768613975,0.0201221840397,0.0113020236732,0.671144218725,0.65868729419,Shepherd,4,4.0,3.79862514321
22,Shepherd_test16,10,16.7992460728,"s, get, want, don, sin, god, t, christ, ill, talk, thing, ask, got, said, know, i, ve, mind, say, go",0.0334667635568,0.0235872509794,0.7,0.3,0.626849675017,0.0246584938704,0.0175831873905,0.0244483362522,0.0061996497373,0.0253590192644,0.0237828371278,0.0116987740806,0.711494572193,0.575401365723,Shepherd,4,4.0,4.03902430637
24,Shepherd_test19,10,15.6733849049,"s, get, know, sin, fear, god, say, don, grace, wisdom, ask, rememb, merci, ill, t, am, i, christ, thank, said",0.0362340900121,0.0233499852005,0.9,0.1,0.64203211862,0.0240009056946,0.0168685610778,0.0256613457112,0.00913242009132,0.0221140420393,0.0218121438545,0.0129061474018,0.664902196828,0.531419860887,Shepherd,4,4.0,4.13634896733
31,Shepherd_test14,10,17.6043639183,"s, don, pray, christ, get, ask, want, t, thing, god, ill, said, know, preacher, go, whi, scriptur, someon, i, good",0.0376592995997,0.0207192758737,0.9,0.1,0.631793791657,0.0225058555959,0.0155470314675,0.0217590549577,0.00909738959231,0.0275976781289,0.020672799484,0.0119148647272,0.666474573301,0.6882963875,Shepherd,4,4.0,4.04877934852
32,Shepherd_test4,10,15.2835359573,"s, want, get, god, preach, lord, ill, desir, don, know, christ, said, i, sin, ask, t, let, trust, go, preacher",0.0312270174766,0.0193332870363,0.9,0.1,0.67352745141,0.0211483841253,0.0192676748292,0.0258693482767,0.00878943732248,0.0267137483688,0.0219160205727,0.0124740922699,0.671604746653,0.668805531557,Shepherd,4,4.0,4.14032050363
33,Shepherd_test8,10,15.84070611,"s, ask, get, christ, pray, want, sin, wisdom, ill, prayer, don, let, t, god, evil, said, tell, say, repli, i",0.0322121349455,0.021364805483,0.8,0.2,0.584544663131,0.0217712316838,0.0159403278937,0.0232478891371,0.0118132596267,0.0191586838817,0.0205217523002,0.0121540267313,0.683038232836,0.571082840281,Shepherd,4,4.0,4.35429473197
35,Shepherd_test3,10,15.7076840401,"s, want, get, christ, don, pray, wisdom, ask, know, t, said, widow, ill, say, satan, tell, someon, must, thing, bad",0.0341349332686,0.0200012585628,1.0,0.0,0.61856736148,0.0225501324253,0.0141884222474,0.0205069996216,0.0119561104805,0.0244040862656,0.0211123723042,0.0107832009081,0.721688152441,0.679616012086,Shepherd,4,4.0,3.88538637161
38,Shepherd_test13,10,14.8203959465,"s, get, don, want, god, christ, truth, ask, prais, know, say, said, ill, wisdom, t, sin, tell, preach, go, spirit",0.033536383485,0.0219725130057,0.7,0.3,0.61367667121,0.0184742793438,0.0170807453416,0.0199474438605,0.00983436853002,0.0264771460424,0.0199076286033,0.0103917821309,0.676189429955,0.691153110923,Shepherd,4,4.0,3.77822961408
45,Shepherd_test21,10,17.6423530579,"s, get, don, t, want, re, let, ill, bad, said, ask, christ, preach, heaven, go, thing, i, say, know, someth",0.0340772431832,0.0250572565596,0.7,0.3,0.560818539903,0.0176208361122,0.0180771525852,0.02344764646,0.00916143072765,0.0235529502615,0.0200077222788,0.0114079118256,0.711178251804,0.673191038908,Shepherd,4,4.0,3.86266997957
46,Shepherd_test1,10,15.930793047,"don, s, christ, want, get, t, thank, heaven, god, ask, ill, pray, know, say, preach, said, must, i, thing, love",0.0312567327109,0.0216482791442,0.7,0.3,0.584830798278,0.0264986806407,0.0196231463931,0.0225220202921,0.00891961199688,0.0218902144423,0.0216672241424,0.011446835396,0.667260356615,0.613192449393,Shepherd,4,4.0,3.96574507023
49,Shepherd_test11,10,17.3034248352,"s, christ, get, don, ill, want, sin, encourag, god, thing, said, say, someon, ask, grace, thank, know, t, prepar, let",0.0311677537311,0.0209870454835,0.9,0.1,0.618379868158,0.0180569859252,0.0182286302781,0.0191555097837,0.0105732921387,0.0237555784415,0.0164092001373,0.0122554067971,0.675868149837,0.661348443335,Shepherd,4,4.0,3.7627444401
55,Shepherd_test18,10,17.427437067,"s, get, sin, don, christ, god, forgiv, want, t, whi, thing, said, know, ill, say, pray, happen, i, lord, love",0.0343483632005,0.0271461702436,0.7,0.3,0.546779379547,0.0178109939233,0.0143535656911,0.0215827338129,0.0110707550464,0.0251100090801,0.0210588810505,0.010686596354,0.686017304462,0.610749403296,Shepherd,4,4.0,3.72813248277
58,Shepherd_test7,10,17.9370889664,"s, get, don, ill, know, preacher, god, t, christ, want, ask, said, go, preach, spirit, say, love, wisdom, pray, listen",0.030362653515,0.0209392286609,0.9,0.1,0.56741607739,0.0232125367287,0.0142670584394,0.0229513548808,0.0130917401241,0.0216454456415,0.0190009794319,0.0100555011427,0.633683371958,0.699110769114,Shepherd,4,3.0,4.11242298546
63,Shepherd_test17,10,17.8082761765,"s, get, sin, christ, god, prais, ask, don, evil, t, said, prayer, ill, jesus, happen, know, grace, i, forgiv, drink",0.0313368717204,0.024725759432,0.8,0.2,0.562862537799,0.0228684643541,0.0170254205984,0.0241109506699,0.0106450854629,0.0238087242688,0.0190066825615,0.0136337687632,0.702105529409,0.752533323563,Shepherd,4,4.0,3.63265544754
66,Shepherd_test2,10,16.8415420055,"get, s, want, sin, don, love, god, let, t, lord, prayer, thing, ask, know, ill, i, worship, thank, whi, said",0.0353044834768,0.0213460650937,0.9,0.1,0.634742081567,0.0254109539875,0.0218936185486,0.0318354748403,0.00775249443687,0.0237240686239,0.0233651568444,0.0114851769435,0.660061657064,0.724889864951,Shepherd,4,4.9,3.89389680501
71,Shepherd_test12,10,17.2576739788,"s, don, get, christ, want, know, talk, t, whi, thing, said, ill, ask, prais, go, say, god, must, i, will",0.0295658914985,0.0216080145762,0.8,0.2,0.607558896688,0.0247705482957,0.016718414139,0.0237469719199,0.0109863864342,0.0236787334948,0.0221092497185,0.0118734859599,0.605437096511,0.642971918529,Shepherd,4,4.0,3.89201915948
72,Shepherd_test5,10,15.8902719021,"s, want, car, don, christ, get, say, said, know, god, sin, ill, t, thing, heaven, i, gospel, ask, jesus, rememb",0.0279108175817,0.0228032665517,0.6,0.4,0.627264094033,0.0175610861437,0.0168057706107,0.0246988179312,0.00913931795007,0.0210355375958,0.0238302050682,0.0124249405189,0.65352786319,0.570857566882,Shepherd,4,4.0,4.65451733315
73,DorothyDay_test8,10,8.69249796867,"worker, too, danvill, farm, prayer, love, get, cloth, talk, polic, room, fear, told, jail, want, fr, maurin, say, ask, hospit",0.0303264854502,0.0220563915375,0.6,0.4,0.646562029587,0.0234837954496,0.00343843733997,0.0106811032263,0.0105347867437,0.010607944985,0.0110468944327,0.00782793181652,0.753361743967,0.711366442696,DorothyDay,4,4.0,3.92294698911
75,DorothyDay_test13,10,12.9762089252,"worker, get, room, retreat, talk, labor, farm, love, night, fr, morn, peter, bed, street, maurin, want, too, am, tree, bread",0.0255064184343,0.0183306322262,0.7,0.3,0.681363660444,0.0172989974445,0.00235895419697,0.0160212305878,0.0124336544132,0.0117456261058,0.0147926086102,0.00963239630431,0.717902770568,0.753795912672,DorothyDay,4,4.0,3.75640224266
