,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,Shepherd_train32,10,55.8232388496,"s, christ, don, get, ask, t, want, know, god, mind, ill, go, said, i, thing",0.0349205144793,0.019643689047,1.0,0.0,0.0658696778821,0.61147193798,0.0222396829735,0.0195750204974,0.0241186116425,0.0077548510522,0.0203949166439,0.00468024050287,0.0165687346269,0.664275007577,0.65154623911
1,DorothyDay_test8,10,41.1485068798,"worker, fr, talk, poverti, jack, get, poor, room, joy, too, merci, farm, priest, want, say",0.0281854932235,0.0223917762145,0.8,0.2,0.19458247222,0.707752789175,0.0153518330185,0.00338999467287,0.00958884207468,0.0114775533924,0.019565112112,0.0058114194392,0.0104605549906,0.778569869802,0.628673619767
2,Shepherd_train27,10,55.2457911968,"s, don, get, christ, t, barrel, want, love, ill, said, thing, say, jesus, go, pray",0.0326775057216,0.0212098792074,0.9,0.1,0.0472435618672,0.553957208012,0.02386356051,0.0137841265603,0.0179894533075,0.0103798144316,0.0214938922635,0.00597423402977,0.0122154729324,0.689484778638,0.669920599718
3,Unitarian_train13,10,93.185033083,"nt, s, am, say, unitarian, tell, i, feel, listen, know, hope, too, congreg, love, get",0.0280357140194,0.0215870852793,0.8,0.2,0.135219787656,0.7128103433,0.0189963897168,0.00802015943399,0.0273073102178,0.00957088512515,0.0110731506385,0.00266530978169,0.0121150444622,0.646101597198,0.687085702726
4,Unitarian_test6,10,60.4613668919,"bread, hope, wonder, silenc, am, let, feel, know, congreg, i, say, ask, tell, rememb, ecstasi",0.0292421985227,0.0243791672949,0.8,0.2,0.10076769074,0.643158983768,0.0220466786355,0.0112746858169,0.0218312387792,0.0118132854578,0.00983842010772,0.00337522441652,0.010592459605,0.677191134292,0.559232151986
5,JohnPiper_train57,9,47.0166950226,"vers, god, s, say, sin, gift, christ, nt, gospel, heal, baptism, whi, thing, want, jesus",0.0304764166832,0.0241795505366,0.555555555556,0.444444444444,0.157982472321,0.721109282259,0.0187654521136,0.0139828962834,0.0119563895756,0.00875450897742,0.0239533092855,0.000405301341547,0.0109836663559,0.70816418848,0.734509158976
6,WBC_train34,10,56.3944690228,"unto, shall, thou, thee, ye, thi, lord, wit, god, s, hath, sermon, shalt, sunday, outlin",0.0254469275169,0.0273864426363,0.4,0.6,0.180829105607,0.54960830373,0.00802760368988,0.00848531793536,0.0138370537286,0.0159143722273,0.0208083937751,0.00359129638758,0.00654883458911,0.768654454694,0.749395718446
7,DorothyDay_train68,10,53.0534741879,"worker, get, farm, too, go, talk, am, love, want, say, pray, will, tri, know, i",0.0244082433701,0.0242038283177,0.7,0.3,0.171894390558,0.726603682815,0.0211831032624,0.0051817767276,0.0146333374788,0.0119388135804,0.0138457074162,0.00447705509265,0.0087468391162,0.750233150774,0.633290525707
8,Shepherd_train44,10,63.2983329296,"s, get, don, ill, christ, sin, ask, know, fear, t, want, said, tell, god, jesus",0.0357239473333,0.0234074125685,0.8,0.2,0.0664837331594,0.606107374516,0.0195918100347,0.0196572250932,0.0202459606201,0.00860208019886,0.0245306469549,0.00732648655721,0.0123961535946,0.670583464374,0.630747217255
9,Shepherd_test15,10,55.8635981083,"s, walk, get, don, know, god, say, sin, t, ill, i, lord, go, will, merci",0.0301064803828,0.0252188402001,0.8,0.2,0.0603802664214,0.643876124308,0.0201267652619,0.0191630527447,0.0336558063679,0.00711664628044,0.0268356870158,0.00585640683495,0.0115645502057,0.711481533599,0.717822214293
10,DorothyDay_test13,10,41.0257091522,"worker, ammon, too, ask, get, go, julia, love, told, summari, jim, say, cathol, pacifist, seem",0.0279832671194,0.023285642496,0.7,0.3,0.172902459715,0.693409063883,0.017342863149,0.00199705696868,0.01114147572,0.0130859785579,0.022913601009,0.00536052133698,0.00977506832037,0.736794209193,0.697252547286
11,PastorAnderson_test5,10,194.313130856,"s, nt, re, say, bibl, get, go, know, vers, talk, want, look, let, shall, whi",0.0258043017985,0.0162570475608,0.8,0.2,0.0788917032883,0.71592400246,0.0162424946374,0.0264713320906,0.0219564056689,0.0188371722697,0.0151090794983,0.00350328315708,0.0168138857405,0.685591103633,0.770151997511
12,DorothyDay_test3,10,44.8622629642,"prison, prayer, worker, pray, love, get, i, am, rayna, say, read, room, rememb, talk, camp",0.0256940744815,0.0223868983307,0.5,0.5,0.175954729241,0.735574235035,0.0208351725965,0.00494393926017,0.0219828727818,0.0111680056502,0.0121391365763,0.00874017833495,0.0103734439834,0.724186882256,0.672916226384
13,DorothyDay_train29,10,54.6184000969,"worker, get, room, fr, hospit, parish, too, priest, peter, want, unemploy, tri, talk, say, night",0.0231039543518,0.0199450604482,0.7,0.3,0.175470543226,0.700525321014,0.0169584645813,0.00131858471907,0.0106219324592,0.0149439601494,0.0136620027837,0.00501794740312,0.0100358948062,0.764996951543,0.670678091382
14,Unitarian_train25,10,78.4633448124,"am, prison, say, know, feel, unitarian, i, dont, anger, get, congreg, think, love, tell, yes",0.02759154478,0.0228595848443,0.7,0.3,0.111386687982,0.644835683648,0.0185958876055,0.00824663444472,0.0233199530324,0.0131618470277,0.00824663444472,0.00488790584637,0.0111411485213,0.706737606836,0.563673118937
15,JohnPiper_test8,10,46.2065489292,"coven, s, vers, abraham, god, bless, promis, nt, say, will, christ, jesus, sin, gift, hear",0.0298170473667,0.0211755668079,0.7,0.3,0.127194502148,0.672133662369,0.0196469458601,0.0196469458601,0.0128517615777,0.00782923406455,0.0174680552478,0.000295442794889,0.0105990102666,0.725401056949,0.685271952024
16,DorothyDay_train65,10,43.4160449505,"worker, get, night, babi, labor, room, priest, prison, farm, factori, say, i, hospit, bed, tri",0.0211446909421,0.0228119219147,0.5,0.5,0.194186344426,0.737451611447,0.0149836834122,0.000919244381119,0.0141563634692,0.0125017235832,0.0148457967551,0.00381486418164,0.0107551592591,0.773330705383,0.67850133166
17,WBC_train23,10,63.6850318909,"shall, unto, ye, thi, god, christ, thou, lord, heaven, redeem, sodomit, s, prophet, thee, hath",0.0275322707394,0.028523947168,0.5,0.5,0.171201703579,0.645764279672,0.0114222549742,0.0117293048391,0.0156902480963,0.0163657577991,0.0188528617047,0.00276344878408,0.00918079096045,0.779753455245,0.781302245015
18,WBC_train13,10,60.841283083,"shall, unto, thou, ye, christ, god, say, bless, sin, s, lord, curs, thi, belov, thee",0.0294682310475,0.0322751528569,0.3,0.7,0.196185949762,0.601392631588,0.0115110195021,0.00878389091486,0.01487236404,0.0142381480894,0.0210242587601,0.00149040748375,0.0081179641668,0.724746113958,0.696922146744
19,DorothyDay_train58,10,40.0847170353,"get, worker, room, go, farm, talk, too, fr, prayer, joy, night, visit, maurin, am, prison",0.0244053660657,0.0223118998649,0.6,0.4,0.137373099629,0.723136879323,0.0143819503849,0.00582763045338,0.0173224978614,0.0108532934132,0.0129918733961,0.00486526946108,0.011494867408,0.720122478551,0.710357505502
20,JohnPiper_test15,10,51.2950549126,"vers, god, s, christ, hope, husband, say, sin, promis, nt, know, let, glori, thing, grace",0.0319741834779,0.0261243512223,0.6,0.4,0.118272061964,0.696379726588,0.0195458673933,0.0178019981835,0.0135513169846,0.00955495004541,0.0215803814714,0.00483197093551,0.0104632152589,0.760655216114,0.642267806518
21,Shepherd_test9,10,63.5126619339,"s, get, ask, don, want, said, fear, love, t, christ, god, ill, i, let, preacher",0.0354515580789,0.0260126516791,0.8,0.2,0.0679089964522,0.605879943975,0.0244036105738,0.0163442940039,0.0236943907157,0.0100902643456,0.0226305609284,0.0071889103804,0.0124113475177,0.668758591682,0.650704742453
22,NaumanKhan_train5,10,81.5773448944,"allah, get, know, say, talk, don't, swt, want, nt, thing, realli, go, quran, someth, am",0.0195857812331,0.0152435466519,0.9,0.1,0.178536210459,0.786459397905,0.0143544003902,0.0452233293847,0.0183959305972,0.0204399228857,0.0125426799526,0.00155622140153,0.0158641674216,0.740252992531,0.788563500328
23,Rabbinic_train16,6,25.5425889492,"synagogu, keter, know, want, ask, jew, rabbi, love, jewish, sing, answer, prayer, jewri, feel, let",0.0234717022208,0.0231136500026,0.666666666667,0.333333333333,0.220299980232,0.778045679525,0.0254824964492,0.01144623611,0.0147882028574,0.00768652351909,0.00693458100092,0.00267357339794,0.0108613919292,0.757840501357,0.705007375711
24,Rabbinic_train15,10,47.1302838326,"israel, mose, prayer, am, want, know, jew, isra, moment, jewish, dew, ask, jewri, synagogu, will",0.0201397695164,0.0165729547187,0.7,0.3,0.217098572713,0.736273948026,0.023946622795,0.00763184352436,0.0132986015903,0.00859153642263,0.0116077141029,0.00383877159309,0.011059318161,0.741949257656,0.662163840979
25,JohnPiper_train41,10,49.1472480297,"vers, merci, say, s, god, sin, christ, spirit, love, grace, let, nt, shall, homosexu, glori",0.0278504940417,0.0254340574711,0.5,0.5,0.144240178407,0.681235895945,0.0212601040859,0.0165725464142,0.0126600967039,0.00896910641125,0.0200051673864,0.00047982873805,0.010630052043,0.698296171547,0.786524001727
26,DorothyDay_train64,10,38.4632041454,"worker, get, talk, go, too, night, want, say, i, hour, labor, hospit, street, pray, girl",0.0233502290229,0.0220205781086,0.7,0.3,0.171008955432,0.69510642129,0.0176499697586,0.00236432616704,0.0177599384176,0.012976301754,0.0100071479628,0.00857755539671,0.00962225765657,0.699508851572,0.641762606686
27,DorothyDay_train59,10,30.7399919033,"worker, too, joy, love, maurin, want, labor, prayer, reader, peter, get, farm, cathol, tivoli, christ",0.02689864839,0.0179546588336,0.9,0.1,0.151947975037,0.697672961012,0.0234457508977,0.00337956769697,0.0146447933535,0.0107723720341,0.010349926072,0.00415405196085,0.00866014222347,0.73292943015,0.568709564066
28,Shepherd_test0,10,51.3663871288,"s, want, worship, don, get, sin, jesus, christ, ask, t, god, said, lord, let, ill",0.0311998898386,0.0258725558035,0.6,0.4,0.0664224624774,0.628031941463,0.0216180423013,0.0162816967242,0.0240719822381,0.0101273711682,0.0257468936237,0.0065827912593,0.0120359911191,0.648086098162,0.606127439614
29,WBC_test11,10,49.9889118671,"shall, unto, ye, s, god, thi, thee, christ, grace, lord, belov, thou, repent, say, sin",0.0264105122563,0.0283364476074,0.5,0.5,0.188434436593,0.600262242597,0.012039584152,0.00725233110643,0.0119681326141,0.0161123218177,0.0261155371369,0.00117895037691,0.00871708763531,0.710473217089,0.694026451217
30,JohnPiper_train26,10,57.83594203,"vers, glori, god, say, s, christ, meek, jesus, joy, nt, will, sheep, let, salvat, whi",0.0284446221917,0.0225235695525,0.7,0.3,0.127246360371,0.712837244582,0.0184599318119,0.0161869951163,0.0135454740916,0.00952176183309,0.0259851951961,0.000399299689775,0.0130847436803,0.683630256262,0.701678793793
31,Shepherd_train55,10,56.8843178749,"s, don, get, pray, christ, prayer, thank, t, ask, preach, want, said, know, ill, i",0.0335457651614,0.0167929284428,0.9,0.1,0.0515720439064,0.575571985395,0.0217433320448,0.019617317356,0.0270583687669,0.0122729029764,0.0201005025126,0.00476742687798,0.0122084782889,0.668599742792,0.703558350035
32,MehrBaba_test1,10,44.7030060291,"baba, meher, s, nt, love, sufi, miracl, feel, pure, re, know, prophet, ve, perfect, want",0.0386920351215,0.0169969331823,1.0,0.0,0.181193447516,0.731514260501,0.00867114675916,0.0196401474095,0.00901799262953,0.00945154996748,0.0248861911988,0.00255798829395,0.0159115543031,0.770507732586,0.713564415275
33,MehrBaba_train20,10,37.8396570683,"baba, sai, s, plane, spiritu, know, meher, feel, mr, imagin, ego, want, nt, master, conscious",0.033480622538,0.0186222353022,0.8,0.2,0.251820552406,0.748571708699,0.003367003367,0.0133689839572,0.00356506238859,0.0104476133888,0.0336205189146,0.00148544266191,0.0122301445831,0.716708631654,0.682224402352
