,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,54.3468830585,"thank, christ, s, love, don, god, ask, ill, get, said, sin, t, know, better, noth, want, preach, prais, bless, whi",0.037626634735,0.0218066368102,0.9,0.1,0.07000135482,0.621487635871,0.0216598678748,0.015920002888,0.0212988700769,0.00841124869138,0.0271470344031,0.00353777841955,0.013501317642,0.703904918634,0.7327413332,Shepherd,4,4.0,3.84624344476
5,Shepherd_test9,10,55.3384709358,"s, get, ask, christ, don, ill, lord, want, joy, god, said, know, t, bless, will, say, whi, i, preach, go",0.0360767122011,0.0233874341323,0.9,0.1,0.0630600209604,0.610863413592,0.0240968500598,0.0157689786791,0.021359447893,0.0109496086672,0.0222847669353,0.00605312873501,0.0124532521109,0.689868577635,0.605683358985,Shepherd,4,4.0,4.02050035273
6,Shepherd_test21,10,55.1673150063,"christ, sin, s, don, get, t, want, know, god, bless, ill, walk, ask, say, let, said, talk, listen, i, spirit",0.0349112832597,0.0267332001558,0.7,0.3,0.0842278703651,0.641839872325,0.0197635625181,0.0161372207717,0.0246953872933,0.0124746156078,0.0225195822454,0.00464171743545,0.0116768204236,0.666142216985,0.617206041378,Shepherd,4,3.7,4.12675475075
7,Shepherd_test0,10,54.9717009068,"s, don, get, t, said, whi, want, ask, god, jesus, spirit, disagr, pray, ill, christ, say, preach, someon, will, do",0.0323544050897,0.0223546632442,0.9,0.1,0.066378703272,0.553541751737,0.0216804045162,0.016831751749,0.0188058460899,0.00973193876844,0.022927200942,0.00540278451202,0.0130220960033,0.660396075237,0.649245452151,Shepherd,4,4.0,3.79106860923
10,Shepherd_test10,10,59.0394480228,"s, don, get, god, ill, want, t, said, ask, know, go, christ, trust, i, thing, someon, whi, do, lord, bless",0.0359575370054,0.0190798927779,1.0,0.0,0.0584798879964,0.57690379674,0.0205965419853,0.0174967279741,0.0261073224495,0.009816077702,0.0289660398154,0.00334091065647,0.0113659847076,0.623714191147,0.609991045691,Shepherd,4,4.0,3.8720395579
16,Shepherd_test20,10,51.0755009651,"christ, thank, god, want, sin, jesus, s, thing, ask, said, know, get, dont, ill, i, whi, lord, say, love, don",0.0342558802994,0.0229766598482,0.9,0.1,0.0870389782783,0.656937307913,0.0205018602074,0.0178500751999,0.0228370141692,0.00914272144384,0.0235890129027,0.00451199240085,0.0123486107813,0.64544592514,0.596335207979,Shepherd,4,4.0,3.92687518669
17,Shepherd_test6,10,64.6483621597,"pray, s, christ, prayer, don, ask, get, want, ill, t, preacher, said, god, preach, know, i, talk, jesus, let, expect",0.031917042999,0.0202130765871,0.7,0.3,0.0462312416941,0.576318809924,0.0207876756478,0.0194340595591,0.0253964161403,0.00799278071419,0.0273301534098,0.00447982467449,0.0108289287096,0.654639104945,0.611181142616,Shepherd,4,4.0,3.8228908925
22,Shepherd_test16,10,60.4673960209,"s, christ, don, get, ill, ask, say, said, know, t, god, want, think, thing, sin, i, someth, talk, happen, let",0.0322211320097,0.0258627007805,0.6,0.4,0.0854613662826,0.605325079441,0.0208086853643,0.0157978982532,0.0240796158397,0.00925603730253,0.0218873964785,0.00824692045375,0.0119354165217,0.657473398309,0.703017457271,Shepherd,4,4.0,4.21949491432
24,Shepherd_test19,10,51.2724618912,"s, get, ask, christ, want, don, preacher, preach, ill, elder, trust, god, rememb, thing, thank, t, let, said, someth, i",0.034725526126,0.0183858364246,0.9,0.1,0.0643516952514,0.627495462596,0.0200662670787,0.0129928148617,0.0212575853468,0.0114292096348,0.0252782845017,0.00752019656751,0.0116898105059,0.654950635355,0.600547476162,Shepherd,4,4.0,4.0865101563
31,Shepherd_test14,10,57.489331007,"love, s, get, christ, don, god, ask, ill, said, t, want, happen, know, thing, preacher, preach, ve, say, i, spirit",0.0409750756386,0.0189057151006,0.9,0.1,0.0635575142757,0.587084152496,0.0193146417445,0.0172255818215,0.0233095107202,0.00857614073667,0.0236760124611,0.00425142019425,0.0131574124977,0.678380191577,0.672359924345,Shepherd,4,4.0,4.05512104212
32,Shepherd_test4,10,60.5126020908,"s, get, christ, pray, ask, said, preacher, don, god, lord, go, i, want, ill, know, prayer, preach, thing, job, jesus",0.0280567685551,0.0234896312821,0.6,0.4,0.0772812551743,0.6569684014,0.0243544200027,0.016805574532,0.0265405109988,0.00983740948217,0.0243544200027,0.00454297035114,0.0114769777292,0.626728224924,0.638825807812,Shepherd,4,4.0,4.50956325848
33,Shepherd_test8,10,63.4751839638,"s, get, don, t, want, ill, heaven, christ, god, ask, said, go, i, wisdom, lose, know, hope, do, say, sin",0.0335906585116,0.0230842482907,0.9,0.1,0.0664214975323,0.600842605869,0.0214752567694,0.0169067627051,0.0276777377618,0.00897025476857,0.0184740562892,0.00520208083233,0.0137054821929,0.668998886738,0.567289445918,Shepherd,4,4.0,4.45015136249
35,Shepherd_test3,10,55.9056301117,"s, christ, don, get, know, t, ask, want, ill, god, said, preach, thing, go, sure, sin, i, talk, someth, preacher",0.0336442355642,0.0220281059046,0.9,0.1,0.0609460505329,0.557694879535,0.0207784098793,0.016615790204,0.0227903427224,0.0103024836964,0.0220618842792,0.00506452060497,0.0128000555016,0.688708653087,0.612578045544,Shepherd,4,4.0,3.97193207401
38,Shepherd_test13,10,52.485131979,"love, s, get, want, don, kind, someon, rememb, t, thing, i, hope, know, ill, preacher, christ, think, someth, said, ask",0.0389281861012,0.0220690206099,0.8,0.2,0.0797228079501,0.662339637205,0.0193576933004,0.0161867187788,0.0249253346116,0.0106559492644,0.0246303602375,0.00722687216548,0.0120570775414,0.612200749747,0.562978883426,Shepherd,4,4.0,4.09829925615
45,Shepherd_test1,10,68.0454599857,"s, don, get, preach, ill, t, said, christ, god, grace, know, ask, worri, preacher, say, listen, whi, want, i, fear",0.0316815375359,0.0229714391125,0.7,0.3,0.0656076184205,0.597575258996,0.0188662454392,0.0186289341758,0.0254219690902,0.0088101806532,0.0221589392187,0.00338168550325,0.0118062353534,0.657265845983,0.645847673772,Shepherd,4,4.0,4.11710465427
49,Shepherd_test11,10,62.2070310116,"s, get, troubl, don, heaven, want, christ, t, ill, bad, ask, know, go, i, bless, sin, said, prayer, let, spirit",0.0346276627055,0.0219919580207,0.8,0.2,0.060013093676,0.623437892651,0.0261955937668,0.0177995701236,0.0250537345513,0.0087654486835,0.0226692638366,0.00490327780763,0.0113850080602,0.697429554607,0.6070234246,Shepherd,4,4.0,4.20323695647
55,Shepherd_test18,10,54.0255520344,"s, christ, preach, want, don, get, ask, t, god, sin, ill, know, preacher, i, go, said, whi, lord, spirit, someth",0.0323851677644,0.0231890090357,0.8,0.2,0.0696075064807,0.649849620677,0.0205721974364,0.0167835139154,0.02255505984,0.00899369733022,0.0299199773387,0.0038240917782,0.00934777990227,0.645692288178,0.680414375108,Shepherd,4,4.0,3.88893044492
