,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred,ensemble2pred
71,Rabbinic_test0,5,9.3803768158,"keter, let, know, sing, god, rabbi, jewish, jewri, synagogu, prayer, aleppo, friedman, anger, trip, realli, miss, memori, berlin, mose, torah",0.0182061134451,0.02476920866,0.4,0.6,0.411050342883,0.751874167269,0.0343589129654,0.00323237160302,0.0113731593439,0.00622530827248,0.00430982880402,0.00430982880402,0.0104154196097,0.762834436999,0.738188571928,Rabbinic,6,4.68333333333,6,4.97276928924,6,6
121,DorothyDay_test2,5,7.52811789513,"worker, strike, too, pius, say, fear, hear, priest, room, inde, love, violenc, cathol, summari, afternoon, cort, pray, ddlw, brooklyn, maurin",0.0212137709541,0.027018851825,0.4,0.6,0.199505044736,0.610199968548,0.0161955691367,0.00106951871658,0.0183346065699,0.00977845683728,0.0102368220015,0.00519480519481,0.0105423987777,0.716531015201,0.617294138153,DorothyDay,4,4.71,4,5.4549257453,4,4
26,MehrBaba_test2,5,9.21906208992,"baba, meher, mind, plane, divin, infinit, reaction, conscious, avatar, love, know, ignor, mandali, feel, realiz, imperson, self, truth, wonder, answer",0.0269620619016,0.0171352399488,0.8,0.2,0.33275022301,0.699508424916,0.0088588413568,0.00629443991141,0.0149201538641,0.0101410420795,0.016668609395,0.000233127404126,0.0174845553095,0.712949929775,0.717952302247,MehrBaba,8,6.07,6,5.56139917706,8,7
57,PastorAnderson_test1,5,58.2254588604,"say, get, bibl, want, know, vers, talk, let, lot, tell, thing, look, spank, kid, realli, someth, whi, shall, just, unto",0.0248971359496,0.0246240214054,0.6,0.4,0.356963913174,0.651699592369,0.0168067226891,0.0287352229027,0.0257263922518,0.0178927503205,0.0141717704031,0.00147770972796,0.0181241988321,0.743544897163,0.684293061877,PastorAnderson,2,2.07666666667,2,2.69388754514,2,2
42,Unitarian_test1,5,20.1288399696,"sing, evil, hope, hannah, know, get, voic, ask, josselin, feel, whi, let, everyon, want, love, say, realli, sure, sang, dont",0.0253220168475,0.022512530597,0.8,0.2,0.246574012342,0.689596252584,0.0199805347226,0.00921738134768,0.0270796358848,0.00790061258373,0.0101906452167,0.0103051468483,0.0112784107174,0.699631889093,0.694327783544,Unitarian,7,6.19666666667,7,6.68764138081,7,7
28,MehrBaba_test1,5,7.89520597458,"perfect, finit, love, master, conscious, baba, know, shri, truth, spiritu, inner, pure, happi, experi, joy, real, awaken, gorakhnath, feel, discipl",0.0392660446623,0.0183673258416,1.0,0.0,0.429921124955,0.703120740439,0.0037263774288,0.000133084908171,0.0065211605004,0.00904977375566,0.0198296513175,0.000133084908171,0.0220920947565,0.779206431175,0.642346875339,MehrBaba,8,6.72333333333,8,7.18557681629,8,8
3,ISIS_test1,5,21.4515559673,"allah, ibn, prophet, faction, alayhi, sallam, sallallāhu, kufr, rahimahullāh, murji'ah, hypocrit, irjā, mujāhidīn, messeng, said, abū, hypocrisi, khilāfah, prayer, abandon",0.0125734480419,0.022197589215,0.2,0.8,0.446637292719,0.669047186678,0.00332289910908,0.00481579581026,0.00288947748615,0.0249939802552,0.0161329159644,4.81579581026e-05,0.00837948470985,0.800135670571,0.752792672425,ISIS,1,1.08,1,1.10598183254,1,1
46,NaumanKhan_test1,5,27.8146409988,"allah, get, know, say, don't, someth, talk, gon, bee, want, ask, thing, realli, listen, think, let, happen, opinion, too, dua",0.0213740125695,0.0154411600843,1.0,0.0,0.538679456773,0.786399027161,0.0209442669507,0.0362876188222,0.0181043663472,0.0229164201475,0.0126217804599,0.000473316767246,0.0153827949355,0.612585179101,0.527621233256,NaumanKhan,3,3.04666666667,3,3.13223156055,3,3
84,IntegralYoga_test0,5,5.02615499496,"mind, yoga, guru, don't, clean, self, mirror, want, medit, know, asana, breath, get, exercis, realiz, say, everyth, anyth, calm, hatha",0.0341663877873,0.0170280720119,1.0,0.0,0.390311856094,0.737379596654,0.0099829559289,0.0654979303628,0.00779157535914,0.00681762843925,0.00243486729973,0.00170440710981,0.0168005843682,0.744635344166,0.619845537621,IntegralYoga,6,6.18333333333,6,5.87190379411,6,6
69,Rabbinic_test1,5,10.3290610313,"evil, netanyahu, moment, jew, oblig, hope, liberti, jewish, eichmann, diaspora, amalek, israelit, anyth, rabbi, neither, courag, know, must, shall, altogeth",0.0256629742964,0.0236097268724,0.6,0.4,0.398778036711,0.737144412022,0.028064021048,0.00460425345319,0.007016005262,0.00975663231747,0.0101951326463,0.00153475115106,0.0138127603596,0.734646413995,0.708910407051,Rabbinic,6,5.84666666667,6,5.22365639778,6,6
