,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
7,Shepherd_test46,3,10.0643360615,"bless, s, mistak, want, car, said, heaven, think, will, danger, ill, get, ask, god, christ, thing, don, money, hidden, ve",0.0341225896677,0.0248179198061,0.666666666667,0.333333333333,0.287149899778,0.0725060343945,0.565649096195,0.0177462289264,0.0146406388642,0.0184117125111,0.0107586512866,0.0239574090506,0.00377107364685,0.0114241348713,0.64789135883,0.574584368932,Shepherd,4,4.01539293812,3.93750469203
8,Shepherd_test52,3,12.8085010052,"s, get, don, heal, want, t, god, pray, sin, cooki, said, i, frog, know, ask, toad, good, whi, ill, els",0.0367018760906,0.0228291258562,1.0,0.0,0.388099737821,0.0626439689854,0.604931627062,0.0264262119454,0.0175877153826,0.0333005981609,0.00651727524328,0.0158914382644,0.00437460940987,0.0144629943755,0.603381266555,0.532650266712,Shepherd,4,4.15281580425,4.55032482995
9,Shepherd_test42,3,8.59758901596,"s, get, lover, everyth, prioriti, ask, know, said, christ, told, love, analyz, i, thing, should, want, happen, tell, don, ill",0.0364572271587,0.020455997239,1.0,0.0,0.359222828168,0.0579189160859,0.628793320798,0.0197125256674,0.0134154688569,0.025325119781,0.0105407255305,0.0168377823409,0.0139630390144,0.0120465434634,0.688837003233,0.525792857969,Shepherd,4,4.15494634038,4.60825736951
10,Shepherd_test7,3,9.81100010872,"christma, get, s, christ, spirit, want, preach, godli, heaven, worship, content, grace, god, say, happi, thing, preacher, don, think, ill",0.0347344762292,0.0166465723977,1.0,0.0,0.293294853295,0.069417989418,0.583896103896,0.0248868778281,0.0138009049774,0.0210407239819,0.0107466063348,0.0216063348416,0.00294117647059,0.0127828054299,0.639305822163,0.590815657673,Shepherd,4,4.01539293812,4.0289097399
21,Shepherd_test51,3,8.69533777237,"pray, righteous, ask, lord, god, majesti, daniel, seek, heaven, tornado, bless, heard, let, s, say, silenc, will, feel, decre, dont",0.0270318319137,0.0209547279943,1.0,0.0,0.393934033101,0.131540669104,0.708102370563,0.0196953781513,0.0199579831933,0.0204831932773,0.0141806722689,0.0294117647059,0.00170693277311,0.00905987394958,0.70394104832,0.539201456152,Shepherd,4,4.2,3.41235151404
22,Shepherd_test37,3,8.9645421505,"pray, heaven, commit, s, ask, prayer, get, friend, sin, t, stray, said, elder, christ, i, god, someth, don, ve, should",0.0341691043839,0.0203826081095,1.0,0.0,0.409158836333,0.0523995328343,0.646903700165,0.0238064599151,0.0235490927809,0.0304980054047,0.00965126753314,0.0301119547034,0.00167288637241,0.00720627975807,0.651095924967,0.626682524952,Shepherd,4,4.01753579526,3.8140448934
23,Shepherd_test22,3,10.2793438435,"s, don, ask, t, listen, want, let, said, know, god, christ, thank, get, bless, ill, thing, jesus, tell, i, someon",0.0309162293031,0.0208894773188,0.666666666667,0.333333333333,0.363804003063,0.0456403164425,0.585228517711,0.0323918403945,0.0178211163416,0.0289172831204,0.00818202196817,0.0265635507734,0.00661286707016,0.0118807442278,0.587202356732,0.609993926641,Shepherd,4,4.02305094678,3.85203085196
25,Shepherd_test0,3,9.68696093559,"car, s, christ, don, let, happi, heaven, want, must, said, t, lord, ill, babi, etern, bless, get, got, vain, say",0.0338407384348,0.0161986197135,1.0,0.0,0.321632817202,0.0717076845962,0.678799885778,0.0203619909502,0.0203619909502,0.0201238390093,0.0123839009288,0.0266730173851,0.00202429149798,0.0121457489879,0.620477560328,0.676845512313,Shepherd,4,3.9935561206,4.1194291793
26,Shepherd_test48,3,8.78579902649,"s, spirit, christ, listen, get, voic, don, preach, god, say, laugh, happen, re, ill, t, said, thing, know, hear, will",0.0302383163834,0.0222612907761,1.0,0.0,0.299813484043,0.0601868486497,0.552683376168,0.0195800592554,0.0118510884967,0.0166172871313,0.0139121473657,0.0220275666624,0.0032204044828,0.00901713255185,0.650780732939,0.66278230024,Shepherd,4,3.55,4.19634525606
27,Shepherd_test11,3,10.5004601479,"s, get, don, thank, christ, sunday, t, car, scriptur, said, want, go, ill, know, prayer, pray, didn, baptiz, ask, jesus",0.0319577997226,0.0179311318039,1.0,0.0,0.315951918103,0.0505537586104,0.650182771107,0.0229352740104,0.0178630499504,0.0272356378873,0.0112471055243,0.0211710221634,0.00529275554085,0.0133421545926,0.639623438154,0.620927985332,Shepherd,4,4.00604782378,4.09724866925
