,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,32.8229570389,"don, s, get, know, t, christ, ill, want, pray, let, prayer, said, ask, say, i, sin, preacher, someon, should, preach",0.036268535534,0.0207569516946,0.9,0.1,0.332226210746,0.601816698477,0.0243852944161,0.0198870362228,0.0231338992796,0.00919944532756,0.0201576081442,0.00463354415396,0.0124463083843,0.686882481353,0.673865048348,Shepherd,4,4.0,3.97371655923
5,Shepherd_test9,10,30.3940691948,"s, get, don, christ, want, preacher, t, ill, preach, god, wait, sin, lord, thank, ask, say, said, know, i, sunday",0.0355787570211,0.0232646167883,0.7,0.3,0.34641365773,0.589191214391,0.0206466127218,0.0196668964767,0.0238760477521,0.00907144671432,0.0206103269349,0.00420915127545,0.0120105954498,0.686004642436,0.621402813467,Shepherd,4,4.0,4.23490327081
6,Shepherd_test21,10,29.5508329868,"s, christ, love, get, ask, pray, want, bless, don, prayer, god, preacher, ill, know, preach, i, t, merci, will, scriptur",0.0347907921064,0.0202973590453,1.0,0.0,0.398274065191,0.673266007304,0.0222410116903,0.0161385192265,0.025329019925,0.00985221674877,0.0207337695758,0.00441144033527,0.0111756488493,0.658016260672,0.760099518253,Shepherd,4,4.0,4.29524842942
7,Shepherd_test0,10,30.7300829887,"s, get, don, christ, sin, love, spirit, ask, want, whi, say, know, ill, said, t, god, thing, i, go, do",0.0333844962721,0.0229088821725,0.7,0.3,0.412828420835,0.670261752069,0.0227156526185,0.0137681688701,0.0218026440727,0.00942224819224,0.0209261558688,0.0054050105909,0.0108100211818,0.657171313243,0.650841017215,Shepherd,4,4.0,4.21876555292
10,Shepherd_test10,10,32.4218428135,"christ, s, get, don, ill, t, pray, said, want, thing, prayer, ask, talk, ve, god, know, i, preacher, lord, preach",0.0307367571152,0.0194539113606,0.8,0.2,0.346067432902,0.559861708529,0.0196078431373,0.0199765376236,0.0254399195576,0.00874811463047,0.0265795206972,0.00278196748785,0.0117311882018,0.661734203231,0.540927838818,Shepherd,4,4.0,4.03032019605
16,Shepherd_test20,10,33.2025830746,"s, get, don, christ, t, want, ill, said, someth, pray, preach, do, someon, go, preacher, ask, sin, i, thing, prayer",0.0318370583731,0.021315219999,0.8,0.2,0.32826624067,0.588386985021,0.0260829218175,0.0137540184934,0.0221058562291,0.0108375037285,0.0206475988467,0.00619759387532,0.0126603254565,0.670841153867,0.624859178712,Shepherd,4,4.0,4.161953043
17,Shepherd_test6,10,29.9847841263,"s, don, christ, sin, god, want, said, ask, get, ill, t, know, jesus, mind, thing, bless, happen, say, preacher, someth",0.0306931397565,0.0289128481991,0.5,0.5,0.274444424422,0.555512924525,0.0195761494253,0.0156968390805,0.0192528735632,0.00797413793103,0.0274784482759,0.0027658045977,0.014691091954,0.682205619772,0.569940803351,Shepherd,4,4.4,4.12714585743
23,Shepherd_test16,10,30.3708178997,"pray, get, s, ask, christ, want, god, don, ill, said, preacher, enoch, t, let, i, preach, say, evil, whi, prayer",0.0300958389876,0.0205419445266,0.8,0.2,0.354574396036,0.640290547005,0.0210499619579,0.0168834462519,0.021158653672,0.00807941741241,0.0236947936669,0.00938371798123,0.010579326836,0.655010823756,0.70134400868,Shepherd,4,4.0,4.14209719076
25,Shepherd_test19,10,30.4981029034,"s, don, christ, get, t, sin, evil, said, ill, tell, want, god, jesus, ask, must, lord, do, let, thing, know",0.0332370981223,0.0230097445276,0.8,0.2,0.307614117699,0.552460876798,0.0216864933151,0.0160718672141,0.0198266484191,0.00873776186967,0.0194757342878,0.00329859283433,0.0141418394919,0.62085800468,0.643744575234,Shepherd,4,4.0,4.20996182342
32,Shepherd_test14,10,31.8478598595,"s, get, don, ask, t, ill, said, rememb, someon, want, someth, know, fear, worri, thing, stress, pray, christ, say, too",0.0318495247598,0.0256500826127,0.9,0.1,0.238620608087,0.580481065509,0.0248578560533,0.0164332270143,0.0213909305228,0.0107821383997,0.0217029538206,0.00852863680488,0.0126542781861,0.664530416157,0.573430894574,Shepherd,4,4.0,4.20730282981
33,Shepherd_test4,10,30.6426358223,"s, don, get, want, let, worship, god, t, christ, say, sin, said, ill, go, lord, merci, thing, thank, spirit, fill",0.0342393402998,0.0244532868376,0.9,0.1,0.325460772659,0.627044516083,0.0287756925827,0.0169079535299,0.0259159964254,0.00707774798928,0.0255942806077,0.00654155495979,0.0106881143878,0.650069085689,0.610382380019,Shepherd,4,4.4,3.9337182506
34,Shepherd_test8,10,31.538487196,"s, don, get, t, ask, want, christ, said, thing, god, ill, i, know, sin, preacher, think, lord, say, look, ve",0.0313957066677,0.022335033646,0.9,0.1,0.389046096926,0.621068166846,0.0210533702937,0.0187374995614,0.0288782062529,0.00989508403804,0.0226323730657,0.00652654479105,0.0102810624934,0.675067468564,0.62737219417,Shepherd,4,4.0,4.23876434563
36,Shepherd_test3,10,29.1795880795,"s, jesus, get, ill, christ, said, don, god, love, want, know, hope, i, spirit, ask, t, bless, told, say, preach",0.0331715760816,0.0200490850192,0.9,0.1,0.388007408186,0.623562240012,0.0160823657611,0.0165708488333,0.0279562619772,0.00781572915492,0.0269792958329,0.00650058242212,0.0111975350393,0.685115966605,0.663875099803,Shepherd,4,4.0,4.08733140809
39,Shepherd_test13,10,32.830229044,"s, get, sin, prayer, troubl, pray, don, god, christ, thank, love, thing, t, grace, want, ill, said, ask, i, let",0.0365751666376,0.0251022597844,0.9,0.1,0.385927940455,0.62360713778,0.0235971696561,0.0180681257199,0.0230705940431,0.00885305249301,0.0192529208491,0.00668092808952,0.0133947671548,0.664256942747,0.594509198972,Shepherd,4,4.0,4.12321307598
46,Shepherd_test1,10,31.3330280781,"christ, s, ask, want, god, get, rememb, knock, door, said, jesus, sin, ill, don, lord, t, bless, heaven, know, i",0.0342909141127,0.0267459532705,0.9,0.1,0.387130107017,0.626382297844,0.0192793045429,0.0145471116096,0.0225042063937,0.0102706113292,0.0279024116657,0.00385586090858,0.0117428491307,0.687533734239,0.615360641293,Shepherd,4,4.0,3.88281812995
49,Shepherd_test11,10,29.4247529507,"s, ask, god, christ, want, don, know, ill, sin, t, pray, said, walk, get, will, forgiv, thing, jesus, didn, i",0.0284051658663,0.0204417153752,0.8,0.2,0.3924856349,0.619759056654,0.0246372541799,0.0153568535022,0.0237165795095,0.0102379023348,0.0297193783605,0.00279885099801,0.0129262723724,0.65938343549,0.702313930966,Shepherd,4,4.0,3.71729619827
55,Shepherd_test18,10,32.1982390881,"s, christ, want, don, get, god, t, ill, ask, love, faith, know, preacher, let, didn, do, someon, said, got, i",0.037318412262,0.0207259633153,0.9,0.1,0.381247628575,0.631693799735,0.0233365083685,0.0184378827051,0.0235065995374,0.0111919989114,0.0295278269152,0.00360593277997,0.0128929106001,0.66097102056,0.546260945496,Shepherd,4,4.0,3.72509863035
58,Shepherd_test7,10,32.7230219841,"s, get, don, want, christ, ill, say, god, preach, let, t, said, worship, tell, think, faith, jesus, walk, someon, someth",0.0313869319392,0.0259813312547,0.7,0.3,0.28273853559,0.611229284925,0.0185619513503,0.0146083227233,0.0197681431348,0.0127655297192,0.0222140320311,0.00522683106614,0.0122294444817,0.673659711755,0.675895319616,Shepherd,4,4.0,4.25275288655
63,Shepherd_test17,10,31.3056619167,"s, don, god, want, t, get, ill, christ, ask, i, love, know, whi, lord, will, go, happen, walk, said, elisha",0.0311806377533,0.0216055355317,0.8,0.2,0.357498967418,0.589803542789,0.0247316683455,0.0188266351732,0.0258432040015,0.00875334329084,0.0245927263886,0.00368196186043,0.01156691792,0.663492168128,0.752594573043,Shepherd,4,4.0,3.85727653776
67,Shepherd_test2,10,30.6215581894,"s, don, trust, want, ill, love, t, get, bad, evil, christ, say, satan, said, elder, know, ask, god, devil, will",0.0339311796277,0.0269331266391,0.4,0.6,0.2818913944,0.560697455014,0.0199246664555,0.0155595451825,0.0210511493646,0.00865983736403,0.0252754602739,0.00239377618193,0.0109832083641,0.6867051356,0.655220493026,Shepherd,4,4.2,3.94384858159
71,Shepherd_test12,10,32.0552091599,"sin, s, don, get, christ, want, t, preach, know, ask, pleas, christma, i, spirit, love, said, god, ill, better, preacher",0.0312067143638,0.0250834743323,0.7,0.3,0.374122123679,0.615260871655,0.0212140880675,0.0147234653093,0.0274314214464,0.00983841765449,0.0229904690329,0.00720800737881,0.012537150275,0.659284697766,0.614686664805,Shepherd,4,4.0,4.21614286653
72,Shepherd_test5,10,29.5607509613,"s, god, ask, get, don, christ, want, know, ill, t, trust, lord, said, thing, say, will, love, let, prais, everyth",0.0352465607467,0.0206844725595,0.8,0.2,0.334875750342,0.590955789532,0.0231570394445,0.0201285271089,0.0203870586497,0.00672182006205,0.0273304771754,0.00398877234451,0.0120032501108,0.660713182312,0.627251684817,Shepherd,4,4.0,3.74389347689
73,DorothyDay_test8,10,18.6815850735,"worker, get, too, told, say, hospit, room, love, visit, kitchen, farm, go, street, i, night, strike, away, ask, woman, poor",0.0209434652384,0.0269356882876,0.3,0.7,0.435182072164,0.729656193746,0.0183731716019,0.00273516470448,0.020811035795,0.00975145677251,0.014032584136,0.00933523605661,0.00909739564752,0.707874184577,0.716207545489,DorothyDay,4,3.9,4.19206081479
75,DorothyDay_test13,10,15.7889339924,"fr, retreat, worker, max, talk, ruth, room, farm, thing, lacoutur, priest, too, get, hard, hour, go, pray, money, sing, love",0.0237392072096,0.0208114930134,0.6,0.4,0.265148206125,0.618749328697,0.0208742799051,0.00162656726533,0.00779396814639,0.0132158590308,0.0185022026432,0.00508302270417,0.0105726872247,0.764310511336,0.65464213106,DorothyDay,4,4.0,3.64551877299
76,DorothyDay_test3,10,21.7454259396,"worker, get, night, room, go, strike, too, simon, stay, want, maurin, tri, labor, peter, priest, farm, morn, girl, told, car",0.0257703974739,0.0308050141477,0.5,0.5,0.267482923722,0.580297450203,0.0146543330088,0.00199610516066,0.0110516066212,0.0150438169426,0.012317429406,0.00555014605648,0.00973709834469,0.755502450822,0.65828507328,DorothyDay,4,1.3,3.58108237545
87,DorothyDay_test23,10,16.5925059319,"worker, get, mike, love, too, cloth, want, maurin, night, fr, job, farm, say, spoke, merci, peter, go, i, talk, gone",0.0288823481216,0.0169741365085,0.9,0.1,0.417079640522,0.756463458023,0.0185957249686,0.00172060088677,0.0158162927669,0.0132353914367,0.02091191847,0.00536033353186,0.00893388921977,0.754282317279,0.690326356821,DorothyDay,4,4.0,4.44352168613
88,DorothyDay_test16,10,21.7394580841,"get, worker, room, am, tri, too, go, night, labor, job, meet, talk, neighborhood, street, i, money, priest, visit, fr, ask",0.0240230341351,0.0193757291776,0.7,0.3,0.384636550298,0.73750458578,0.0194581280788,0.00285714285714,0.0133004926108,0.0118226600985,0.0140886699507,0.00384236453202,0.00970443349754,0.753117909002,0.684305185661,DorothyDay,4,4.0,3.76925827976
89,DorothyDay_test6,10,15.8281559944,"worker, cathol, too, farm, love, get, seem, ask, fr, dollar, talk, poor, say, will, christ, retreat, tell, senat, am, thing",0.0255316768499,0.0184987739096,0.7,0.3,0.352757309918,0.681026066181,0.0224933542362,0.00149955694908,0.008929180015,0.0149955694908,0.0148592461318,0.00272646718015,0.0104287369641,0.772510762473,0.722468162166,DorothyDay,4,3.2,3.50416968229
90,DorothyDay_test11,10,24.1541471481,"worker, get, too, maurin, farm, joy, room, love, go, peter, say, talk, tri, am, fr, hospit, i, know, night, seem",0.0247290914913,0.0207900450329,0.8,0.2,0.394563961348,0.73364236937,0.0195333695062,0.00171821305842,0.0168656176524,0.00705371676614,0.0216585277627,0.00709893289926,0.00972146862,0.739405263662,0.702635713127,DorothyDay,4,4.0,4.08080371493
91,DorothyDay_test1,10,30.8789460659,"love, get, babi, too, want, go, say, talk, thing, tri, i, know, woman, dollar, pain, am, feel, doctor, penanc, room",0.0298098774484,0.0216439285842,0.9,0.1,0.386058617271,0.728212342083,0.0216468590832,0.00378466327108,0.0188172043011,0.0112125070741,0.00898415393322,0.0112832484437,0.014077532541,0.706438004057,0.698740567239,DorothyDay,4,4.3,5.08020640474
92,DorothyDay_test18,10,19.8150889874,"worker, obedi, room, too, get, bishop, i, say, felt, talk, nurs, rememb, meant, seem, want, tri, tamar, babi, love, go",0.0264905186407,0.0183886777533,0.9,0.1,0.379381126401,0.727211906317,0.0151617250674,0.00258310871518,0.020384097035,0.00780548068284,0.0153863432165,0.0108939802336,0.00971473495058,0.69955782118,0.667347054241,DorothyDay,4,3.4,5.12591218169
