,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,Unitarian_train11,10,37.0416629314,"uua, didnt, swir, doesnt, bbushka, blest, hymnbook, ght, isnt, wasnt",0.0275112786888,0.0313343608847,0.6,0.4,0.0190070900019,102.5,0.668504023135,0.0207578502415,0.00852958937198,0.0194746376812,0.0106053743961,0.0114734299517,0.0066047705314,0.0106053743961,0.755444260233,0.685588000754
1,AndrewMurray_test0,1,92.8627419472,"gutenbergtm, sanctif, sanctifi, indwel, blessed, unblam, nigh, ful, selfdeni, abideth",0.0336450937557,0.0135740943018,1.0,0.0,0.0981298592141,3022.0,0.635007354486,0.0258965956672,0.00661068632805,0.0119356453668,0.00526806845076,0.0284452940106,9.10249408338e-05,0.019263153104,0.803594389017,0.701314923341
2,SeaShepherds_train40,10,13.1090579033,"gojira, yushin, mcculli, iwc, antiwh, nisshin, numjst, socal, trimaran, santelli",0.0202823823267,0.0335568242463,0.2,0.8,0.037180636237,33.5,0.558716545498,0.0180878552972,0.00296679108049,0.0113886496315,0.0147382524644,0.00210546463776,0.00124413819504,0.0096659967461,0.835543341158,0.58887978126
3,Shepherd_train32,10,33.5678939819,"didn, isn, wasn, wouldn, doesn, worknum, cocacola, numyearold, workil, dont",0.0377800493477,0.0222904609925,0.8,0.2,0.0223027606461,162.2,0.633116707341,0.0231686664505,0.0180881346161,0.021583252261,0.0119626707023,0.0263755269701,0.00522466039707,0.0110618671855,0.769200317692,0.832478422108
4,SeaShepherds_test14,10,11.9864029884,"shonan, proseal, antilobbi, ecotourist, nspca, toothfish, twostep, proharvest, grindadráp, taijiezearthtv",0.0170290635991,0.0292981047947,0.1,0.9,0.0244718950902,28.0,0.587790127838,0.0159108989658,0.00228719172633,0.0129276054097,0.00904932378679,0.00507159904535,0.000497215592681,0.00845266507558,0.921556382804,0.636081226881
5,DorothyDay_test8,10,19.7275669575,"ddlw, maurin, granja, stfranci, stjohn, stthoma, precar, stpaul, cobr, marxismlenin",0.0270253520471,0.0210410772702,0.8,0.2,0.0316988271459,60.2,0.699112869263,0.0179447233281,0.00253880330044,0.017136922278,0.0085973111765,0.0188102244533,0.00276960360048,0.011309214702,0.772637448014,0.754828459449
6,Shepherd_train27,10,33.4373960495,"hes, didnt, grownup, doesnt, didn, dont, wasn, doesn, illgotten, wouldn",0.0316583826493,0.024411706326,0.7,0.3,0.044770567678,144.1,0.66947512797,0.0220398344359,0.0146106767609,0.0195280716029,0.0113559981604,0.0252237591538,0.00530654119645,0.00997629744932,0.741425249271,0.689176445064
7,Unitarian_train13,10,38.9256291389,"didnt, wasnt, doesnt, dont, belletini, couldnt, werent, blest, tumbler, youll",0.0305650546266,0.0196635438908,0.8,0.2,0.0307556152022,148.8,0.629335091312,0.0157925824603,0.0120931389312,0.0302483912084,0.0117822613237,0.0101656977648,0.00705692168993,0.0114713837162,0.750016275847,0.723852638934
8,LiberalJudaism_train10,10,25.5475008488,"peoplehood, don't, lévi, “the, rosenzweig, wasserstein, keter, can't, matzah, “in",0.0200569671353,0.0135850859739,0.9,0.1,0.0884187947962,69.7,0.751365185325,0.0278696268304,0.00755786490316,0.0103448275862,0.0102031176193,0.00925838450638,0.00255077940482,0.0111006140765,0.728499950843,0.745415756163
9,NaumanKhan_train5,10,67.9211630821,"don't, swt, ayah, ramadhan, doesn't, didn't, baqarah, can't, azzawaj, israil",0.0214468506816,0.0157743473671,0.8,0.2,0.0935085033969,281.7,0.772269575551,0.0133328709884,0.0424085857448,0.0196785547098,0.0197305685108,0.0158295334362,0.0010922898209,0.0172339060631,0.628914192995,0.649805732019
10,Rabbinic_train2,10,46.7982268333,"archiveorgstreamrabbagenesismidrashrabbahgennummbpdjvutxt, num‐num, rabba, berekiah, bereshith, johanan, judan, hiyya, haran, hanina",0.0180673297026,0.0182682495659,0.4,0.6,0.058586068386,144.8,0.470432704498,0.00375885845623,0.00404615973951,0.0115399348784,0.0124018387282,0.0288498371959,0.00519536487263,0.0162325225053,0.726062469488,0.673655239422
11,JohnPiper_train57,9,22.7789621353,"doxolog, unbelief, foreknown, criswel, nonchristian, thatth, selfdeni, eternallifegiv, truthof, lifeof",0.0357733439317,0.013803208096,0.888888888889,0.111111111111,0.0357488122407,85.0,0.697003967119,0.0157762977658,0.0185631288083,0.0139813896368,0.006423881725,0.0238533843465,0.000141703273346,0.0114307307165,0.824161539757,0.637800253085
12,WBC_test9,10,32.320250988,"sodomit, mccanc, munsey, numpag, gainsay, selah, socal, mayest, turrel, readeth",0.0243202334391,0.033819965895,0.3,0.7,0.0590573899673,82.8,0.587057093649,0.0082077407486,0.00877379183471,0.0124531238944,0.0181843911413,0.0187150640345,0.00109672397934,0.00969362484964,0.751050582345,0.710590252376
13,JohnPiper_train26,10,27.390791893,"unright, yuml, elyma, ungodli, asaph, wimber, eliphaz, ofth, thelord, papho",0.0307539748839,0.0228397842663,0.8,0.2,0.0480969075187,92.7,0.681787964753,0.0199587628866,0.0108865979381,0.0105979381443,0.0116701030928,0.0224742268041,0.000247422680412,0.0121237113402,0.74847693878,0.621618736247
