,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,14.0096340179,"s, christ, want, don, preacher, ill, get, know, heaven, said",0.0334673254797,0.016919971347,1.0,0.0,0.627320859047,0.675335963098,0.712339821845,Shepherd,4,4.4,4.11728404247
4,Shepherd_test9,10,14.5116949081,"s, get, pray, god, sin, christ, love, thank, jesus, want",0.033947117737,0.0239947826467,0.7,0.3,0.623498790774,0.736423445791,0.421546933261,Shepherd,4,3.4,4.64472720652
6,Shepherd_test0,10,14.3218500614,"s, christ, get, don, bad, sin, jesus, want, ill, happen",0.0287431377117,0.0273617170471,0.5,0.5,0.568568097676,0.682484351623,0.644333670682,Shepherd,4,2.8,2.07414790217
9,Shepherd_test10,10,15.5294520855,"s, don, get, t, sin, ask, christ, ill, go, said",0.0311965307246,0.0268080189742,0.6,0.4,0.571927196377,0.657985131683,0.595343678593,Shepherd,4,4.01468531469,3.15726827775
15,Shepherd_test20,10,15.1929149628,"s, christ, get, don, t, ill, ask, thing, say, said",0.0287767618319,0.0217907405293,0.7,0.3,0.604760705187,0.655322698123,0.60638866866,Shepherd,4,4.00598966251,4.03322035449
16,Shepherd_test6,10,16.9686360359,"don, s, get, t, want, ask, god, christ, thing, better",0.0358218196911,0.0198311009149,0.9,0.1,0.541938383908,0.655789807742,0.665606501031,Shepherd,4,4.0,4.06904629918
22,Shepherd_test16,10,13.5741019249,"get, s, christ, god, pray, want, ask, said, don, know",0.0323960099965,0.0217249549743,0.7,0.3,0.658776522425,0.647780263846,0.514484849186,Shepherd,4,4.3,4.60922793036
24,Shepherd_test19,10,15.8555049896,"s, don, want, get, ill, t, said, sin, christ, pride",0.0333377770157,0.0244013572441,0.7,0.3,0.5583241858,0.691844985292,0.584738878865,Shepherd,4,4.3,3.30705990616
31,Shepherd_test14,10,15.1335990429,"don, s, get, christ, t, thank, ask, preacher, want, ill",0.0360131250366,0.0210355923796,0.8,0.2,0.588252242143,0.65792860557,0.774291892857,Shepherd,4,3.81468531469,4.24930144283
32,Shepherd_test4,10,13.9422049522,"s, don, grace, love, christ, get, ask, t, god, mind",0.0344193150434,0.0246264885053,0.6,0.4,0.562385954809,0.683891623511,0.57315247297,Shepherd,4,4.0,3.15458585787
33,Shepherd_test8,10,15.3274309635,"s, get, don, know, want, t, let, evil, ask, lord",0.0286434426996,0.0254408218488,0.7,0.3,0.572649863118,0.668490840284,0.751526356729,Shepherd,4,4.61468531469,4.1423817554
35,Shepherd_test3,10,11.8472189903,"s, thank, don, god, t, sin, christ, rememb, get, ask",0.0352377502648,0.0215119207625,0.8,0.2,0.609521382144,0.671205206505,0.676229201645,Shepherd,4,4.01468531469,3.88106282071
38,Shepherd_test13,10,13.3777179718,"s, get, don, pray, ask, t, ill, want, rememb, sin",0.0319450477587,0.0205110363167,0.9,0.1,0.594902368364,0.684793947876,0.687082026782,Shepherd,4,4.01468531469,3.95674030058
45,Shepherd_test21,10,13.0439879894,"s, elder, want, get, christ, ask, widow, someth, said, god",0.0307068699783,0.0214556072495,0.9,0.1,0.657235176509,0.666498832214,0.667344624844,Shepherd,4,4.30598966251,4.06160386363
46,Shepherd_test1,10,14.4896740913,"s, god, get, don, christ, want, know, ill, wrath, ask",0.0353223190926,0.0297988578238,0.6,0.4,0.603040953371,0.688025500525,0.822962791368,Shepherd,4,2.2,3.4107607801
49,Shepherd_test11,10,14.9991099834,"s, get, christ, don, god, want, ill, t, love, said",0.0373662690966,0.0208588948632,0.9,0.1,0.600754007511,0.688748789523,0.501636970829,Shepherd,4,4.0,4.20830320418
55,Shepherd_test18,10,15.3550951481,"s, don, get, t, ask, want, christ, know, go, thing",0.0338503929828,0.0217612937114,0.9,0.1,0.554063596941,0.693591221601,0.724332581464,Shepherd,4,3.8,3.97605180937
58,Shepherd_test7,10,15.3005130291,"s, get, grace, christ, want, don, sin, god, said, t",0.0332576555293,0.0212373822043,0.8,0.2,0.607622273045,0.686245718737,0.535301886503,Shepherd,4,4.0,4.07250816654
63,Shepherd_test17,10,15.0856819153,"s, get, christ, ask, god, trust, ill, want, don, mind",0.0371557391408,0.0203763183193,0.9,0.1,0.628627801645,0.648813220676,0.517019519367,Shepherd,4,4.0,4.17785396759
