,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
2,PastorAnderson_test5,5,111.808088064,"get, say, want, esau, bibl, let, pray, thing, forgiv, know, shall, whi, sin, god, preach, okay, unto, prayer, vers, talk",0.0224478731486,0.0220473503433,0.4,0.6,0.352501861286,0.614553634232,0.017656648928,0.0286997446861,0.0261004644868,0.0134424313267,0.019640714879,0.000630594604571,0.0172413793103,0.720342177657,0.810475484386,PastorAnderson,2,3.69666666667,2,2.42662175778,2
7,PastorAnderson_test7,5,101.291899204,"say, get, bibl, save, know, thank, want, let, unto, vers, thing, god, talk, sin, look, lot, whi, shall, got, tell",0.0296669308484,0.0201214649281,0.8,0.2,0.4180230073,0.718904009098,0.0166863682308,0.0278562985044,0.0239673810625,0.018999160542,0.0158640420757,0.000993644104093,0.0204896266982,0.721908439075,0.724571223777,PastorAnderson,2,2.05333333333,2,1.83432461188,2
13,PastorAnderson_test1,5,112.945550919,"get, say, bibl, know, want, vers, pastor, whi, look, save, talk, read, let, preach, someth, lot, thing, tell, repent, church",0.0270263847293,0.0132943108053,1.0,0.0,0.367941504368,0.67776659769,0.0122569670763,0.028917539704,0.0247364990541,0.0175985247127,0.0166605726277,0.000286154873376,0.016040570402,0.672235123413,0.727250720211,PastorAnderson,2,2.29333333333,2,2.27690907639,2
14,PastorAnderson_test11,5,95.0382730961,"say, get, want, husband, bibl, know, let, preach, thing, christma, lot, vers, look, kid, someth, tell, sin, christ, realli, talk",0.0280323022072,0.019154654341,0.8,0.2,0.385302960539,0.719943672472,0.0131023598928,0.0347194186516,0.0248467721217,0.0154879436268,0.0129005028076,0.00326641465115,0.0179652805813,0.691794987062,0.706320824363,PastorAnderson,2,2.45,3,1.79023138605,2
16,PastorAnderson_test8,5,88.5798590183,"say, bibl, get, vers, save, talk, let, know, preach, want, god, unto, tell, sin, thi, lot, jesus, thing, christ, realli",0.0251125404913,0.0179030833928,0.8,0.2,0.403666955089,0.698802108718,0.0129120141207,0.0289321207935,0.0320593991021,0.0202026015886,0.0160201066728,0.00030697210391,0.0201450443191,0.697119610163,0.690936202299,PastorAnderson,2,2.14666666667,2,2.12039745732,2
20,PastorAnderson_test4,5,102.893098116,"say, get, bibl, want, lot, baptist, know, thing, let, don, shall, whi, vers, baptiz, look, talk, husband, realli, unto, chapter",0.0217324255721,0.016411313896,0.8,0.2,0.332458348278,0.639744390698,0.0167260808596,0.0267786244066,0.020611938029,0.0132794945007,0.0140397709034,0.00283836523678,0.016472655392,0.759301262105,0.751487911487,PastorAnderson,2,4.18666666667,2,2.37929918038,2
21,PastorAnderson_test3,5,98.1390759945,"say, get, vers, save, sin, bibl, repent, know, want, let, unto, shall, whi, chapter, jesus, christ, talk, lot, thing, look",0.0271860232131,0.0204642317352,0.8,0.2,0.406366787569,0.724154644557,0.013301220647,0.0298319557721,0.0259638367362,0.0160928348569,0.0186107613991,0.00370390643531,0.017424781506,0.724348287105,0.781831384426,PastorAnderson,2,2.08,2,1.77814931022,2
22,PastorAnderson_test13,5,79.9565520287,"get, say, bibl, want, fruit, husband, save, forth, vers, talk, know, look, whi, thing, christ, pastor, let, unto, preach, bring",0.0253934063071,0.014763406534,0.8,0.2,0.437668038172,0.758093521324,0.0169371027099,0.0271830043493,0.0210354633657,0.0185053529609,0.0135705921713,0.0021537303446,0.0174598527936,0.741760895703,0.742286532859,PastorAnderson,2,2.06,2,1.68255930344,2
29,PastorAnderson_test6,5,104.148957014,"say, get, preach, unto, bibl, want, vers, pastor, know, whi, save, let, thing, anderson, god, talk, look, tell, chapter, shall",0.0227623867333,0.020785933386,0.8,0.2,0.360890242951,0.673311943676,0.012285012285,0.022836659823,0.0213220692673,0.0227861734711,0.0198579650634,0.000723637709939,0.0163912355693,0.734050290745,0.800526768569,PastorAnderson,2,2.01333333333,2,2.08037848114,2
34,PastorAnderson_test0,5,88.2937939167,"say, get, wine, tith, unto, bibl, vers, drink, look, thing, want, shall, know, lord, let, testament, god, eat, whi, bless",0.0222551493438,0.015550166657,1.0,0.0,0.443454567163,0.717736312898,0.0134680774272,0.0212943791197,0.0153296734609,0.0175711870524,0.0171912694945,0.000607868092624,0.0175901829303,0.734593586822,0.768611357992,PastorAnderson,2,2.23666666667,2,2.34564607087,2
35,PastorAnderson_test10,5,112.886891842,"say, get, save, know, vers, bibl, revel, shall, talk, want, let, don, preach, look, christ, unto, soul, jesus, doctor, tell",0.0293110885966,0.017237083093,0.8,0.2,0.287532383014,0.56297942992,0.0103486606234,0.0294803751194,0.0232962284533,0.0171590499898,0.0177070123526,0.00100198832057,0.0183802232555,0.686762725582,0.706034809653,PastorAnderson,2,2.06,2,2.19538260389,2
40,PastorAnderson_test2,5,92.9037590027,"say, bibl, want, get, vers, unto, let, look, whi, know, thing, talk, guy, wive, shall, church, christ, polygami, jesus, chapter",0.0225855285477,0.022500590756,0.6,0.4,0.325525990221,0.607545584235,0.0150851048287,0.0236321133757,0.0191577178757,0.0151946818613,0.0223171889839,0.00169844400614,0.0165826576083,0.723488282288,0.696361319956,PastorAnderson,2,2.05333333333,2,1.97281914605,2
41,PastorAnderson_test12,5,99.4541380405,"get, say, bibl, know, pastor, let, want, vers, thing, congreg, look, sin, talk, realli, wrong, preach, tri, guy, got, whi",0.0267538025222,0.0230292914823,0.8,0.2,0.327977051111,0.651519181908,0.0131736316308,0.0258899676375,0.0210355987055,0.0184677078936,0.0144399887435,0.00209300689461,0.0177289995779,0.738157194554,0.708504678563,PastorAnderson,2,2.01,2,1.84180044717,2
43,PastorAnderson_test9,5,84.7845959663,"say, bibl, get, want, vers, shall, talk, unto, sin, know, god, lord, thing, lot, tribul, love, whi, eat, tell, christ",0.0271752470365,0.0223100494022,0.8,0.2,0.468712425938,0.73498316939,0.0197812287916,0.0264880833566,0.0157291708252,0.0197213461615,0.0185236935606,0.000538943670406,0.015489640305,0.78534783976,0.749382908443,PastorAnderson,2,2.28333333333,2,2.50009362639,2
46,Unitarian_test16,5,39.6796710491,"bread, tree, get, step, christma, say, snake, want, love, sudden, know, mous, samaritan, let, too, talk, tell, hope, rememb, whi",0.0272724637597,0.0216165237424,0.8,0.2,0.227984718902,0.59327571636,0.0187744067287,0.00946230099129,0.0204766196055,0.0107139281065,0.0101632121758,0.00165214779213,0.00971262641434,0.678315121423,0.65435205598,Unitarian,7,6.84333333333,7,6.52302968193,7
47,Unitarian_test6,5,30.1537549496,"luck, get, tomb, truth, lucki, feel, dont, too, realli, joy, cook, think, want, kitchen, ask, transform, bad, silenc, say, thing",0.0335667972342,0.0197430509779,1.0,0.0,0.255504519327,0.654284841667,0.0288418494596,0.00722645008633,0.0242373856878,0.00984843640084,0.0067787938863,0.00338939694315,0.0104239943723,0.696435275101,0.638270241097,Unitarian,7,6.88,7,6.4864228178,7
53,Unitarian_test13,5,36.2036039829,"rod, emerson, yes, love, talk, get, know, twilight, thing, too, hope, silenc, want, serl, ask, dream, rememb, knew, let, said",0.0294686070098,0.0169961837227,1.0,0.0,0.265094172232,0.671095059594,0.0184331797235,0.0123610734616,0.0256980211439,0.0107346164272,0.0158850637029,0.00363242071022,0.00997560314448,0.65590643284,0.660892792064,Unitarian,7,4.73333333333,4,6.02163079823,7
54,Unitarian_test3,5,21.3746080399,"feel, easter, love, onto, poverti, flower, quak, earthquak, felt, say, rememb, seed, tell, hope, know, thing, let, lisboa, noth, mysteri",0.0265527898307,0.0386372948572,0.6,0.4,0.228544930558,0.651645008526,0.0197289414994,0.00377423228684,0.0131240349974,0.0186996054212,0.0130382569909,0.00128667009779,0.00866357865843,0.693205916894,0.550996190934,Unitarian,7,3.12666666667,4,4.77117225686,4
61,Unitarian_test15,5,31.8566930294,"fig, tree, want, moment, know, get, congreg, rememb, ask, let, sing, talk, say, hour, feel, realli, reveng, morn, gay, thing",0.026387542382,0.0182728747405,1.0,0.0,0.232575199369,0.697016142841,0.0207597446861,0.0148106835223,0.0289397037863,0.01313751007,0.0110305509079,0.00229286732354,0.0118361529404,0.682956186724,0.709419542159,Unitarian,7,6.04666666667,7,6.67864842808,7
62,Unitarian_test5,5,38.9606630802,"feel, let, forgiv, get, say, love, jesus, tell, silenc, aliv, too, know, ourselv, whi, comfort, everyth, want, tri, els, clear",0.0302476783414,0.0191460240991,0.8,0.2,0.254374441684,0.658244839022,0.0252702446425,0.00677982173336,0.0212402806751,0.0097667362033,0.0119476578798,0.00232315569884,0.00990897022568,0.690475094283,0.711604135246,Unitarian,7,5.93,4,5.73828626333,7
69,Unitarian_test9,5,36.462957859,"love, flow, dream, bless, congreg, dont, bread, silenc, know, thank, joy, let, easter, safeti, courag, rememb, get, say, water, uusc",0.0300801954303,0.0245292259652,0.6,0.4,0.293728070269,0.680972316029,0.0198851322063,0.00671868227135,0.0212397052449,0.0090485478977,0.00953619419159,0.00596012136974,0.00964456003468,0.63163838391,0.552753294993,Unitarian,7,6.69333333333,7,6.07534522045,7
70,Unitarian_test7,5,40.4598429203,"courag, know, realli, say, someth, whi, get, too, feel, tell, silenc, dont, love, frog, hope, let, think, want, ask, talk",0.0280722044402,0.0203277205943,0.8,0.2,0.242861998526,0.662424316804,0.0161106358711,0.0106453759148,0.0246174318031,0.0122611919019,0.00722364794221,0.00603554795172,0.0115483319076,0.694151474505,0.623257136167,Unitarian,7,6.84333333333,7,6.99917202474,7
77,Unitarian_test10,5,33.1689858437,"gay, silenc, tri, ask, get, say, rustin, racism, night, think, erot, christma, tell, hope, wonder, knew, sexual, onion, anyon, welcom",0.0272618365123,0.0199163289151,1.0,0.0,0.212518247885,0.63943726381,0.018477043673,0.00649496080627,0.0252519596865,0.0117021276596,0.00778275475924,0.00576707726764,0.00974244120941,0.711098246141,0.649503762426,Unitarian,7,6.56333333333,7,6.69012204932,7
78,Unitarian_test0,5,42.0082027912,"let, awar, mind, want, feel, love, ourselv, imagin, get, silenc, know, someon, nonviol, whi, creativ, look, say, dont, someth, bless",0.0278815687558,0.0195252752903,0.8,0.2,0.282706982095,0.692824160906,0.026106111736,0.010498687664,0.0265748031496,0.00970191226097,0.00717097862767,0.00337457817773,0.00998312710911,0.687332128907,0.661944318406,Unitarian,7,6.96,7,7.0896023487,7
84,Unitarian_test12,5,24.2684187889,"door, feel, rememb, ourselv, welcom, say, love, congreg, garden, hospit, wabi, sabi, wonder, room, look, too, someon, swing, guest, everyth",0.032039425259,0.0192132440229,0.8,0.2,0.263696405137,0.693563824053,0.0230703057793,0.0136075701885,0.0252600297177,0.0101665754282,0.00602174083053,0.00414483459764,0.0118870728083,0.73269455471,0.559978894679,Unitarian,7,6.45333333333,7,6.25981796432,7
86,Unitarian_test2,5,41.4685900211,"prison, feel, tell, bend, say, dont, einstein, yes, know, congreg, ask, think, get, talk, everyth, wonder, darwin, mind, want, thing",0.0267479213582,0.0238701426764,0.8,0.2,0.236878545008,0.695362532429,0.0152480216174,0.00834780930322,0.0411117544876,0.0117255356109,0.0110982435823,0.00265392781316,0.0121598147076,0.648801199368,0.576750259567,Unitarian,7,6.68333333333,7,7.80549221573,7
93,Unitarian_test14,5,32.9950318336,"garden, love, ourselv, terror, say, forgiv, know, flower, dont, thing, let, get, too, tomb, want, easter, gift, fear, reader, gone",0.0288554623301,0.0248613083377,0.8,0.2,0.255415733988,0.66964284085,0.0244502977554,0.0135135135135,0.0246793403573,0.0103641777371,0.00675675675676,0.00355016032982,0.00984883188273,0.720014719299,0.682023009199,Unitarian,7,6.65,7,7.00674641559,7
