,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,32.5881068707,"we, you, christ, s, your, don, me, get, my, want, t, our, job, ask, preach, know, ill, thing, say, will",0.0280297406749,0.0220360203303,0.6,0.4,0.555072344361,0.0210201615468,0.0138332379317,0.0204477517013,0.00896775424537,0.03011511798,0.0207021560771,0.011448196909,0.672924921537,0.710384524669,Shepherd,4,4.0,3.80701579883
4,Shepherd_test9,10,28.4905018806,"you, we, s, me, your, christ, my, get, don, want, t, said, ask, our, jesus, ill, god, say, go, know",0.0339316506022,0.0218357301869,0.9,0.1,0.579597880217,0.0176483095896,0.0153448153661,0.0211212701113,0.0101708129563,0.0280671911546,0.0179672549437,0.0112339641364,0.65927899888,0.605571074315,Shepherd,4,4.0,3.95157184628
6,Shepherd_test0,10,29.3961420059,"we, you, your, s, me, christ, my, don, god, our, get, ask, encourag, know, ill, bless, want, t, said, merci",0.0320417528451,0.0249802926997,0.7,0.3,0.593940376709,0.0212840439684,0.0143877336694,0.0186585451236,0.0109570818456,0.0257298886788,0.0169782258629,0.0116922215221,0.6980181164,0.657362871492,Shepherd,4,4.0,3.76730663101
9,Shepherd_test10,10,28.6514909267,"you, we, your, s, my, me, don, get, christ, our, want, pray, ask, t, ill, god, know, spirit, sin, fear",0.0322767105588,0.0260336361498,0.7,0.3,0.607952993543,0.0215302854807,0.0166246508142,0.0202016760918,0.0104244736663,0.0206104789807,0.0187708659808,0.0124344212032,0.687365583933,0.641294659176,Shepherd,4,4.0,4.21779642422
15,Shepherd_test20,10,27.3016550541,"we, you, my, me, your, s, get, christ, our, don, ill, love, ask, god, t, said, want, know, sin, hope",0.0347738166432,0.0178620002976,1.0,0.0,0.594205274074,0.0236860755716,0.0173076205752,0.0282367861539,0.00943712932224,0.0281248834347,0.022268641128,0.00977283747995,0.678462072308,0.667986152624,Shepherd,4,4.4,3.79497146579
16,Shepherd_test6,10,27.672960043,"you, we, s, your, my, me, don, preacher, love, ask, get, t, christ, preach, want, ill, said, our, know, i",0.0339893390569,0.0174343002613,1.0,0.0,0.554289068242,0.0195025022078,0.0200912569915,0.0248748896085,0.00997203414778,0.0255004415661,0.0207168089491,0.0117015013247,0.666162540452,0.706378826766,Shepherd,4,4.0,3.70969750287
21,Shepherd_test16,10,26.2721259594,"you, we, s, my, your, me, walk, god, our, ask, don, get, sin, ill, t, grace, preacher, love, know, christ",0.0357319900436,0.0197945739384,0.9,0.1,0.588631693787,0.023024980628,0.016383159293,0.0237998597838,0.00867126674292,0.0251651230582,0.0217704143759,0.0122873694698,0.679174496767,0.510242592465,Shepherd,4,4.9,3.94569367163
23,Shepherd_test19,10,29.0426478386,"we, you, s, your, don, my, get, me, t, christ, our, ill, wisdom, god, say, said, whi, let, go, know",0.0351493759402,0.0240295286712,0.8,0.2,0.562413508949,0.0210347991812,0.0159172725348,0.019376014682,0.0117526646432,0.0235053292864,0.0186701489377,0.0126349968236,0.617685683092,0.679992834243,Shepherd,4,4.0,4.09777889562
30,Shepherd_test14,10,24.0433659554,"you, we, your, me, christ, my, s, don, our, get, ask, want, sin, t, lord, preach, ill, pray, talk, know",0.0289103397065,0.0246582683595,0.5,0.5,0.661612041752,0.0225405519275,0.0186222877607,0.0218664419633,0.0116283968822,0.0271750579313,0.0182852327786,0.0110385506636,0.631685507391,0.601019319478,Shepherd,4,4.0,4.04037103235
31,Shepherd_test4,10,28.1276650429,"we, you, my, your, me, s, get, want, let, our, don, god, christ, say, wisdom, ask, go, thing, pray, ill",0.0325912256272,0.0276483832812,0.7,0.3,0.657769843284,0.023428511662,0.0174319283199,0.0253111599205,0.0107729317017,0.0226615068159,0.022452323676,0.0111564341247,0.676736886607,0.576261961643,Shepherd,4,4.0,4.23536406814
32,Shepherd_test8,10,27.6056330204,"we, you, your, s, my, me, don, get, pray, our, want, t, god, know, bless, lord, let, christ, go, do",0.034477653504,0.0224691114826,1.0,0.0,0.62916012258,0.0237602568676,0.0181234391723,0.024188369604,0.00981091687478,0.0212986086336,0.0211202283268,0.012486621477,0.644745620718,0.609443305024,Shepherd,4,4.0,4.13234074756
34,Shepherd_test3,10,26.4451160431,"we, you, your, s, my, me, christ, ask, don, walk, preacher, want, god, our, preach, love, t, ill, said, say",0.0357433549169,0.0174669279269,0.9,0.1,0.616456448675,0.0233340983857,0.0195853415959,0.0212684568893,0.00918062887308,0.0231428352842,0.0189350470507,0.0112462703695,0.66734986516,0.598335487458,Shepherd,4,4.0,3.806768512
37,Shepherd_test13,10,28.1413869858,"we, you, my, s, me, sin, your, christ, our, get, ask, said, god, prayer, pray, thing, want, t, lord, don",0.0324202157339,0.0245901523457,0.6,0.4,0.649836412643,0.0257546587235,0.0127865160376,0.0244106215264,0.00748301790839,0.0268807439428,0.0223764030659,0.011805732137,0.653549897433,0.643243421905,Shepherd,4,4.0,3.84813800933
44,Shepherd_test21,10,28.4973330498,"you, we, s, your, my, me, want, christ, don, get, ask, evil, t, our, god, know, said, happen, whi, sin",0.028913539588,0.0253183039707,0.7,0.3,0.551442973737,0.021373211786,0.0167639728226,0.0228071972413,0.0113694561098,0.0209976441668,0.0210317866776,0.0124620164567,0.6409588441,0.607782624538,Shepherd,4,4.0,4.28519098007
45,Shepherd_test1,10,26.5090148449,"we, you, my, me, s, your, get, our, bless, sin, god, want, don, christ, lord, grace, ill, t, ask, evil",0.035934157955,0.0232640187068,0.9,0.1,0.61116259866,0.0251823871422,0.0149613005962,0.0272932637114,0.00848053919935,0.0235899714846,0.0215161278376,0.0115172388253,0.699558596529,0.660765623248,Shepherd,4,4.0,4.07758871278
