,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,Rabbinic_test4,1,1.68100619316,"gratitud, giver, give, grate, mine, “what, bless, rabbi, s, fruit",0.027027027027,0.0142784293728,1.0,0.0,62.0,0.639175257732,0.688987203794,0.676167493222,Rabbinic,6,6.0,6.23417829991
4,Rabbinic_test0,1,1.73980116844,"cave, bar, yochai, plato, everyday, mystic, rabbi, allegori, journey, talmud",0.0210166177908,0.0298142717498,0.0,1.0,61.0,0.7625,0.714691120029,0.674249686191,Rabbinic,6,6.0,5.14412203193
9,Rabbinic_test7,1,1.71427416801,"ben, zakkai, zoom, worri, jewish, commit, judaism, promis, moment, gurion",0.0267676767677,0.0121212121212,1.0,0.0,62.0,0.704545454545,0.761594244113,0.565708969644,Rabbinic,6,6.0,6.27525920793
11,Rabbinic_test3,1,1.62965297699,"privileg, fortgang, samson, circumst, check, advantag, jewish, “check, persecut, mcintosh",0.0182421227197,0.0215588723051,0.0,1.0,65.0,0.866666666667,0.637377897539,0.610751789204,Rabbinic,6,6.0,4.56251700698
14,Rabbinic_test6,1,1.76691007614,"patient, ego, samson, nazirit, physician, hurt, “hate, grove, doctor, kamsa",0.0178055822907,0.0317613089509,0.0,1.0,64.0,0.79012345679,0.726790402297,0.731104206183,Rabbinic,6,5.6,5.02764006573
17,Rabbinic_test2,1,1.88691401482,"jerusalem, jew, templ, lapid, night, get, peoplehood, bless, “i, wall",0.013698630137,0.0128684101287,1.0,0.0,76.0,0.745098039216,0.724193723648,0.768358832292,Rabbinic,6,5.6,5.44478918166
20,Rabbinic_test5,1,1.56237697601,"torah, learn, philtrum, jewish, want, moment, familiar, sinai, rabbi, rabbin",0.0199878861296,0.00726832222895,1.0,0.0,51.0,0.784615384615,0.689458894194,0.724279049578,Rabbinic,6,6.0,6.05758992801
22,Rabbinic_test1,1,1.70597481728,"jacob, joseph, brother, sibl, know, kippur, yom, sin, relationship, forgiv",0.0223266745006,0.027027027027,0.0,1.0,64.0,0.876712328767,0.663740441423,0.673089494544,Rabbinic,6,6.0,5.09654575092
25,SeaShepherds_test1,1,1.05691385269,"vaquita, gift, illeg, shepherd, marin, save, countless, whale, gill, porpois",0.020325203252,0.0182926829268,1.0,0.0,13.0,0.65,0.741632925432,0.588484581691,SeaShepherds,2,2.0,4.70085623698
28,SeaShepherds_test2,1,1.07637882233,"shepherd, danish, whale, slaughter, faroes, boat, thank, crew, arrest, wonder",0.0433673469388,0.0408163265306,1.0,0.0,6.0,0.352941176471,0.759794975056,0.55158115701,SeaShepherds,2,2.0,2.7010816169
33,SeaShepherds_test3,1,1.12731003761,"dog, galapago, shark, wildlif, “sniffer, shepherd, remark, cristob, agreement, ecuador",0.0112570356473,0.0187617260788,0.0,1.0,12.0,0.631578947368,0.708056550048,0.682025241827,SeaShepherds,2,2.0,2.22216529402
38,SeaShepherds_test4,1,1.37669992447,"shepherd, net, whale, illeg, crew, gill, cut, pull, happi, worri",0.0396119644301,0.018593371059,1.0,0.0,53.0,0.883333333333,0.715540677093,0.663730765977,SeaShepherds,2,6.0,4.07274620218
40,SeaShepherds_test0,1,1.01478695869,"vessel, thunder, poacher, crew, chase, gear, endur, thank, illeg, rescu",0.0356234096692,0.030534351145,1.0,0.0,17.0,0.809523809524,0.822752624821,0.687724572704,SeaShepherds,2,2.0,2.93845665144
43,SeaShepherds_test5,1,1.06111693382,"eat, taboo, fish, ecolog, salmon, swim, trawler, enforc, s, need",0.0205011389522,0.0432801822323,0.0,1.0,18.0,0.58064516129,0.729371001083,0.658064349284,SeaShepherds,2,2.0,2.14101020987
