,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred,ensemble2pred
51,Unitarian_test1,10,29.047121048,"bread, know, tell, unitarian, ask, feel, let, realli, get, worth, too, christma, want, love, talk, silenc, knew, universalist, voic, think",0.0273375797738,0.0221825171279,0.6,0.4,0.209502697666,0.629976720682,0.0171673819742,0.00897034373429,0.0253257549395,0.0115222518656,0.0100916367011,0.00726907164675,0.0100143061516,0.699819333156,0.640281265341,Unitarian,7,5.93666666667,7,6.39985162874,7,7
52,Rabbinic_test0,10,24.1861400604,"rabbi, know, kaplan, jew, evil, koufax, ask, kippur, yom, god, netanyahu, moment, steinberg, jewish, let, bless, esther, hyphen, tell, want",0.0211386587213,0.0199231260901,0.7,0.3,0.369981997857,0.745190817907,0.0258443867086,0.00774875791969,0.0121701080268,0.00638133005151,0.0126714982451,0.00337298874151,0.0130361456766,0.71754654926,0.711900013583,Rabbinic,6,5.72333333333,6,5.41623776605,6,6
24,NaumanKhan_test1,10,37.086938858,"allah, know, say, someth, get, don't, qur'an, talk, thing, want, surah, realli, tell, bee, whi, merci, ask, you'r, happen, quran",0.0187942033351,0.0154017755255,0.8,0.2,0.510388179204,0.77279696173,0.017945139146,0.0351781695958,0.0162930469707,0.0158942661008,0.0188281539294,0.000883014783377,0.0202238869741,0.62795489649,0.57300630095,NaumanKhan,3,3.40666666667,3,3.35077499652,3,2
17,JohnPiper_test0,10,28.118724823,"christ, vers, say, gospel, god, sin, let, salvat, fill, shame, jesus, asham, glori, fear, thing, joy, faith, perfect, will, paul",0.0300807685546,0.0317657329875,0.4,0.6,0.465408812811,0.674460543279,0.0170822126917,0.0206440357636,0.0101766373483,0.00672384967653,0.0235879915679,0.00145380533547,0.0115940975503,0.668895605558,0.653806590806,JohnPiper,4,4.67333333333,4,3.13885932565,4,4
38,MehrBaba_test1,10,12.9669349194,"meher, baba, love, mind, perfect, finit, want, spiritu, mediocr, discipl, conscious, avatar, feel, self, master, heart, god, sadguru, spirit, done",0.0408573051753,0.0144991302576,1.0,0.0,0.441928339366,0.73032743002,0.0062237310055,0.0162463627546,0.00444552214678,0.0109117361785,0.0293404461688,8.08276753961e-05,0.0183478823149,0.75760203194,0.647763448246,MehrBaba,8,6.31,8,5.81986729596,8,8
3,DorothyDay_test1,10,21.4012229443,"worker, love, talk, know, say, too, ask, tri, get, mroconnel, farm, priest, poverti, tell, will, god, rememb, reader, poor, pray",0.0240431231085,0.0205776983718,0.8,0.2,0.314288081408,0.717612141418,0.0176305732484,0.00504458598726,0.0205859872611,0.0136050955414,0.0188025477707,0.00366878980892,0.0103439490446,0.731930228665,0.762545890725,DorothyDay,4,4.98,4,4.53487990187,4,4
36,IntegralYoga_test0,10,8.36131882668,"yoga, mind, guru, don't, happi, want, say, everyth, realiz, should, feel, whi, anyth, will, god, know, pure, learn, clean, selfish",0.027771158223,0.0138321794794,0.9,0.1,0.371509067544,0.623711679302,0.0146198830409,0.0481820493262,0.00521230612764,0.00813628273583,0.0045766590389,0.00101703534198,0.0129672006102,0.749811002589,0.702241707424,IntegralYoga,6,5.29666666667,6,5.43507116893,6,6
50,Unitarian_test0,10,38.680948019,"fear, get, love, say, gay, silenc, know, anger, want, let, too, apolog, talk, someth, tell, angri, joy, wonder, whi, ask",0.0320374196166,0.0261639613329,0.8,0.2,0.237859834359,0.623378876896,0.0168877099912,0.010993221338,0.0330386089007,0.011317418214,0.00674918950781,0.0035072207486,0.0107279693487,0.696306913277,0.610154977556,Unitarian,7,5.63,7,5.26276331857,7,7
16,Bahai_test1,10,6.68735790253,"baha'i, abdu'lbaha, heal, baha'u'llah, evil, spank, prejudic, punish, virus, want, will, let, corrupt, teach, afflict, infect, love, must, say, bacteria",0.0319617339116,0.0377806269265,0.4,0.6,0.310537770904,0.587850779261,0.00919651500484,0.00354953210713,0.00500161342369,0.0112939657954,0.00726040658277,0.000645369474024,0.00887383026783,0.781835819672,0.757320995699,Bahai,6,5.07333333333,6,2.50048469554,2,2
13,Bahai_test0,10,8.52826309204,"thi, baha'i, abdu'lbaha, thou, perfect, prejudic, thee, realiti, love, uniti, faith, baha'u'llah, imperfect, prophet, skin, mankind, god, hatr, heaven, tree",0.0357956969917,0.0245581244246,0.7,0.3,0.307633335821,0.496079682249,0.0163818503241,0.00164997053624,0.00494991160872,0.00919269298763,0.00907483794932,0.0,0.00848556275781,0.737789510652,0.743240311757,Bahai,6,4.38666666667,6,3.45176514017,4,4
45,ISIS_test0,10,18.0929720402,"allah, ibn, crusad, kuffār, prophet, sallam, sallallāhu, alayhi, abū, conspiraci, khilāfah, muslim, jihād, messeng, prison, ask, dabiq, slavegirl, rahimahullāh, mujāhidīn",0.0149676353959,0.0273515676087,0.1,0.9,0.376025912998,0.780070032184,0.00773293096945,0.00842449390167,0.00672702124984,0.0234502703382,0.0221928831887,0.00119451779203,0.00980761976613,0.71949692572,0.75138909626,ISIS,1,1.29,1,0.960849332728,1,1
58,MalcolmX_test0,10,57.1287620068,"get, malcolm, negro, want, know, got, nonviol, say, think, let, talk, tell, thing, tri, here, whi, put, should, anyth, civilright",0.0176209479554,0.0188935273907,0.5,0.5,0.355216635382,0.738039813446,0.0155437517473,0.021768707483,0.0167365576368,0.0200354114248,0.0111266424378,0.00141645699376,0.0145932345541,0.74969748088,0.725607313887,MalcolmX,2,2.45666666667,2,2.04586030383,2,2
7,PastorAnderson_test1,10,110.567779064,"say, bibl, get, know, let, want, save, sin, preach, vers, repent, look, okay, thing, talk, unto, whi, tell, lot, god",0.0249899632947,0.0191758267006,0.8,0.2,0.331318003933,0.597112079093,0.0135212558726,0.0300790649708,0.023977311791,0.0207879760131,0.0139700546198,0.000763912761163,0.0175031511401,0.732092304838,0.760854471455,PastorAnderson,2,2.25333333333,2,1.6232395101,2,2
21,JohnPiper_test1,10,28.0952970982,"god, vers, say, glori, love, christ, grace, hope, gospel, wonder, know, whi, preach, will, let, jesus, sin, want, glorifi, coven",0.0320142082176,0.0171197755537,0.9,0.1,0.434424358892,0.661319117669,0.0193238434164,0.0162277580071,0.0119572953737,0.00814946619217,0.022846975089,0.000142348754448,0.0120996441281,0.689959684996,0.741834367147,JohnPiper,4,5.45,4,4.67461132214,4,4
10,SeaShepherds_test0,10,6.84311294556,"whale, shepherd, seaworld, save, orca, hsus, illeg, will, crew, whaler, dog, vessel, turtl, marineland, slaughter, galapago, japanes, net, pollut, breed",0.0266043645332,0.0316995090001,0.5,0.5,0.406049595624,0.610252406767,0.0169655841008,0.00371627080304,0.00775569558895,0.0208434318953,0.00210050088867,0.00113103894005,0.00807884957182,0.730702245034,0.716702287778,SeaShepherds,2,2.5,6,3.39837291158,6,6
1,DorothyDay_test0,10,15.6406099796,"love, christ, worker, room, say, farm, tax, pray, let, too, poverti, know, tree, joy, stfranci, hear, hospit, morn, want, persecut",0.0249087088772,0.0200830611848,0.6,0.4,0.29464892019,0.656212076495,0.0215722879071,0.00566963977045,0.0141740994261,0.0110627117472,0.0155569383945,0.00179769065892,0.0099564405725,0.721040390029,0.572974052183,DorothyDay,4,4.86666666667,4,4.89819620543,4,4
61,Shepherd_test0,10,32.4776420593,"don, want, get, know, sin, christ, said, love, ask, didn, thing, someth, ill, god, say, tri, everyon, sure, preacher, let",0.0312454688269,0.0258758528839,0.8,0.2,0.255829015503,0.61110833744,0.0197510094213,0.0166218034993,0.0246298788694,0.0105652759085,0.0225100942127,0.00662853297443,0.0121803499327,0.651347679394,0.658902987608,Shepherd,4,4.98333333333,4,4.7259866471,4,4
30,WBC_test1,10,33.124049902,"shall, unto, sin, prophet, wit, god, thing, heaven, thou, lord, love, belov, sermon, angel, christ, say, sodomit, fals, thi, evil",0.0279384173817,0.0304120625019,0.7,0.3,0.382600707386,0.56502204627,0.014243834045,0.0090816391562,0.012618698617,0.0184500669173,0.0195653559365,0.00219871263782,0.00774329233318,0.733674488589,0.783752679489,WBC,1,2.56666666667,1,1.54589832487,1,1
28,WBC_test0,10,36.3951311111,"shall, unto, thou, thi, god, christ, thee, say, prophet, lord, hath, sin, heaven, let, thing, belov, shalt, preach, sermon, wit",0.0298497111405,0.0278843869897,0.6,0.4,0.40330577947,0.607704614276,0.0116450806635,0.00749829584185,0.0120711202,0.0168711656442,0.0222108611679,0.00142013178823,0.00965689615996,0.765718374847,0.780514496792,WBC,1,2.14,1,1.27030390393,1,1
43,ISIS_test1,10,27.2908060551,"allah, crusad, ibn, jihād, hijrah, dollar, yemen, emir, said, sallam, alayhi, dabiq, muslim, sallallāhu, “the, islam, abū, isi, rahimahullāh, apost",0.0217996866887,0.0235207265793,0.3,0.7,0.386621722733,0.712767211492,0.00579867339702,0.006424429519,0.00617412707021,0.0230695423637,0.0151850152267,0.00120979516916,0.013057444412,0.809113837838,0.693012330455,ISIS,1,1.38,1,1.00482238428,1,1
6,PastorAnderson_test0,10,111.106075048,"say, get, bibl, vers, unto, talk, want, know, let, tell, sin, chapter, thing, whi, sorrow, preach, look, lot, god, shall",0.0226449277242,0.0247492223593,0.6,0.4,0.376640618615,0.682937028636,0.0140115456666,0.0242478112933,0.0225561035287,0.0186756891081,0.0175383262607,0.00113736284742,0.0173854035249,0.74236028195,0.66061363927,PastorAnderson,2,2.12666666667,2,1.99897580083,2,2
65,Ghandi_test0,10,47.3985879421,"div, href, class, meta, svg, https, numlnum, button, rel, content, width, numcnum, fillrul, mnum, evenodd, octicon, viewbox, ariahidden, path, arialabel",0.0102021481187,0.00711531243767,0.8,0.2,0.15457777328,0.709196693667,0.00378272947574,0.00478751699273,0.0143231475462,0.00431467580826,0.00260062651457,0.000610753196603,0.00502393758496,0.620128452457,0.572478593134,Ghandi,1,3.34333333333,1,2.82045377214,1,1
33,IntegralYoga_test1,10,14.5421421528,"mind, yoga, everyth, want, happi, don't, get, anyth, whi, pain, say, ask, clean, should, will, noth, medit, wisdom, steadi, desir",0.0303089174324,0.0199039753351,0.8,0.2,0.325578769322,0.609976119833,0.0149689928006,0.0366383919025,0.00855371017179,0.00691424905553,0.00434813600399,0.00128305652577,0.0178915104427,0.657506217575,0.606811750544,IntegralYoga,6,5.54333333333,6,6.00799118453,6,6
