,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
1,ISIS_test2,3,11.917320013,"allah, hijrah, crusad, ibn, abū, apost, shaykh, nationalist, muhājirīn, talhah, sallam, alhusayn, sallallāhu, alayhi, say, sister, fear, prophet, evil, therebi",0.0216436391302,0.0220921125789,0.333333333333,0.666666666667,0.468912374845,0.808728704491,0.00606690934304,0.00624024960998,0.00832033281331,0.024787658173,0.0178540474952,0.00502686774138,0.00936037441498,0.777828424176,0.70257436229,ISIS,1,1.70333333333,1,1.78269579228,1
3,ISIS_test1,3,17.938270092,"allah, mubāhalah, ibn, jawlānī, messeng, kufr, prophet, curs, creed, front, abū, nor, say, said, islam, prison, ta'ālā, desir, dabiq, arrog",0.0149258675011,0.0279118558495,0.0,1.0,0.360068142677,0.812421116769,0.00465928945836,0.00885264997088,0.00780430984275,0.0200349446709,0.0271403610949,0.0,0.0100174723355,0.690977091955,0.557020094014,ISIS,1,1.18666666667,1,1.74236364429,1
5,ISIS_test4,3,23.8559479713,"tandhīm, allah, waziristan, arena, abū, mujāhidīn, umar, shar, bay'ah, mullā, pakistani, shaykh, alqā'idah, ibn, testimoni, amīr, taliban, alqa'idah, emir, muhammad",0.0138261368363,0.0171891038228,0.0,1.0,0.276806182097,0.647260976508,0.00715841892312,0.00194522253346,0.00972611266729,0.0205415499533,0.0083255524432,0.0,0.0107376283847,0.771924843943,0.761877991508,ISIS,1,3.94666666667,8,2.44277373937,1
9,ISIS_test0,3,13.3590068817,"allah, camp, regim, faction, yarmūk, nūh, dimashq, aknāf, prophet, choic, punish, dābiq, ark, “reconcili, islam, zahrān, save, hama, flood, alislām",0.0104737712383,0.0228467087157,0.0,1.0,0.380370506607,0.652050972623,0.0092350103377,0.00537560303239,0.0026188835286,0.0151619572708,0.00964851826327,0.000827015851137,0.00964851826327,0.753987147025,0.61171535715,ISIS,1,1.72,1,0.97876333894,1
14,ISIS_test3,3,37.6855721474,"allah, ibn, faction, alayhi, sallam, rahimahullāh, sallallāhu, kufr, murji'ah, hypocrit, abū, irjā, “the, prophet, said, ignor, hypocrisi, īmān, oblig, abandon",0.0141882406088,0.0192102164451,0.0,1.0,0.384738148222,0.683398844538,0.00322332339074,0.00298277686905,0.0031752140864,0.0245357452131,0.0167901472145,0.0,0.00986240738959,0.793453479314,0.794068578126,ISIS,1,2.08333333333,1,2.19687053149,1
16,Rabbinic_test4,3,13.3872449398,"rabbi, franci, mose, synagogu, jewri, moment, pope, trip, jewish, chosen, berlin, choos, promis, know, memori, visit, cantor, “this, anyth, stood",0.0211879779113,0.0197615976344,0.333333333333,0.666666666667,0.479108237311,0.850947477949,0.0284019975031,0.00530586766542,0.0215355805243,0.00593008739076,0.0117041198502,0.00405742821473,0.0101435705368,0.784325054645,0.586695120808,Rabbinic,6,5.96333333333,6,4.89021612341,6
20,Rabbinic_test2,3,15.6158790588,"israel, cousin, jew, want, know, holiday, ask, journey, benji, promis, jonathan, hope, jewish, pharaoh, imagin, will, miracl, realli, maccabe, let",0.0217655296524,0.0234322419475,0.666666666667,0.333333333333,0.467499458242,0.837964609529,0.025745602855,0.0076472087688,0.0126178944685,0.0108335457558,0.0168238592914,0.00165689523324,0.0103237318379,0.743299193279,0.688875777159,Rabbinic,6,5.23333333333,4,4.32174938848,4
24,Rabbinic_test1,3,14.4554610252,"moment, ourselv, rosh, hashanah, get, tell, torah, god, destini, anger, ask, choos, realli, how, step, debbi, passag, forward, stori, kind",0.0149376164808,0.0229862202302,0.333333333333,0.666666666667,0.472273757988,0.821789321789,0.0409522459969,0.00991922913419,0.0182797222616,0.00325917528695,0.0096358225875,0.000991922913419,0.0126115913278,0.693912752061,0.569887419136,Rabbinic,6,4.32666666667,6,5.79458990954,6
26,Rabbinic_test5,3,15.2040309906,"steinberg, rabbi, kaplan, koufax, know, hyphen, ask, jew, want, judaism, jewish, sermon, sandi, answer, pitch, god, jewri, levi, “the, kippur",0.019834420854,0.0184152107276,0.666666666667,0.333333333333,0.559815610721,0.786890251063,0.0184098185699,0.0126734258271,0.017075773746,0.00453575240128,0.020144076841,0.000800426894344,0.0133404482391,0.710590108065,0.646742592389,Rabbinic,6,4.55,4,4.73109688685,6
28,Rabbinic_test0,3,12.8596589565,"journey, mose, bialik, jew, ask, hanukkah, thanksgiv, know, happen, goldstein, jewish, tell, maccabe, ourselv, powerless, itzik, joseph, want, guy, “what",0.016181536342,0.020039535466,0.666666666667,0.333333333333,0.443809809485,0.78361586393,0.0244148846607,0.00639838356626,0.0178481225796,0.00606162653645,0.013638659707,0.0,0.00993433237919,0.718962963371,0.638961626348,Rabbinic,6,4.54,6,4.91133292489,6
