,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
1,DorothyDay_test0,10,15.7540080547,"christ, know, love, prayer, tell, worker, too, get, teresa, say, stteresa, away, god, put, farm, feel, talk, room, joy, pray",0.0229726936523,0.0210809617081,0.6,0.4,0.283183309307,0.684858556114,0.0203562340967,0.00654307524537,0.018247909851,0.0079243911305,0.013449654671,0.00872410032715,0.0114140312614,0.724279919945,0.760591581199,DorothyDay,4,5.54,4,4,4
3,DorothyDay_test1,10,19.9230690002,"worker, prison, love, too, farm, say, will, get, talk, visit, maurin, cloth, reader, know, want, night, christ, ask, room, strike",0.023723383466,0.0244674339719,0.5,0.5,0.35961256299,0.706124050078,0.0230491370908,0.00527492689639,0.0183475718135,0.0128433002695,0.00986181984978,0.00338283355312,0.00974714752594,0.735001371564,0.848438723878,DorothyDay,4,5.01666666667,6,6,6
6,PastorAnderson_test0,10,114.680523157,"say, get, save, vers, bibl, know, sin, want, talk, let, repent, thing, christ, tell, unto, preach, look, whi, lot, god",0.0283943329648,0.0237330258272,0.8,0.2,0.406859960756,0.661366572199,0.0151576618108,0.0320025815969,0.0245989304813,0.0182094781486,0.0130739443113,0.000857458971049,0.0179052185137,0.736829319614,0.709961282228,PastorAnderson,2,2.19,2,2,2
7,PastorAnderson_test1,10,104.700592995,"say, bibl, christ, vers, get, unto, let, know, shall, jesus, talk, want, whi, look, save, thing, sin, don, tell, god",0.0213760300091,0.0170958656619,0.9,0.1,0.359577250536,0.62990092342,0.0147139756809,0.0240283272588,0.0171438065273,0.0160015783517,0.0174345555175,0.00066456912038,0.0195424856962,0.730403048947,0.72465863931,PastorAnderson,2,2.24333333333,2,2,2
10,SeaShepherds_test0,10,6.12966513634,"shepherd, illeg, whale, net, fish, danish, crew, save, totoaba, turtl, vaquita, gift, diminish, dog, marineland, shark, gill, endang, galapago, oxygen",0.0242894674821,0.0314730404866,0.4,0.6,0.378551448136,0.59902245396,0.0204541189717,0.00412835428786,0.0103208857196,0.00975792831676,0.00037530493526,0.00112591480578,0.00600487896416,0.755271101844,0.570244607402,SeaShepherds,2,5.09666666667,6,6,6
13,Bahai_test0,10,8.39104890823,"baha'i, abdu'lbaha, prejudic, baha'u'llah, coupl, marriag, perfect, must, opinion, uniti, truth, consent, parent, god, prophet, talk, ignor, weak, teach, friendship",0.0322094959861,0.0212126458163,0.7,0.3,0.285589733039,0.5664732972,0.0125605128876,0.0108596101007,0.00431767630512,0.010467094073,0.00876619128614,0.000785032055476,0.0111212874526,0.751695904862,0.533005360808,Bahai,6,5.48,6,6,6
16,Bahai_test1,10,8.35415387154,"baha'i, abdu'lbaha, baha'u'llah, spirit, uniti, imagin, realiti, skin, spiritu, divin, manifest, decre, everyon, god, lamp, heaven, perfect, fate, illumin, principl",0.0244229076626,0.0134041255054,0.9,0.1,0.373435458835,0.569531646929,0.00990643918547,0.00302696752889,0.00454045129334,0.0100440286186,0.0134837644469,0.000275178866263,0.00811777655476,0.763832582854,0.747452152453,Bahai,6,5.12333333333,6,6,6
17,JohnPiper_test0,10,30.0986399651,"christ, vers, god, worship, sin, say, love, fill, let, glori, thing, faith, mose, jesus, spirit, will, forgiv, want, rejoic, hope",0.0290988786193,0.0254337627947,0.7,0.3,0.421881782546,0.659280659108,0.015142337977,0.0163893540457,0.00819467702284,0.0096198382442,0.0247978052517,0.0017814515267,0.0117219510457,0.74094554309,0.70772111269,JohnPiper,4,4.88,4,4,4
21,JohnPiper_test1,10,28.2017669678,"vers, god, hope, say, fear, promis, faith, bless, elder, kind, love, barnaba, christ, truth, let, grace, will, thing, bethlehem, trust",0.0355292173218,0.0195118371855,0.8,0.2,0.433372883026,0.652651182412,0.0221151657689,0.0167286245353,0.0103558151885,0.00690387679235,0.0185873605948,0.000151733555876,0.0139594871406,0.717079379915,0.606274139175,JohnPiper,4,4.98,4,4,4
24,NaumanKhan_test1,10,56.9842541218,"allah, get, know, say, talk, swt, messeng, don't, thing, gon, happen, want, dont, realli, ask, quran, someth, tell, whi, how",0.0213072606535,0.0162298227734,0.9,0.1,0.436184026497,0.739309120173,0.0178496555855,0.0391334730957,0.0162923030848,0.0242787261655,0.0181691125087,0.000379355096336,0.0147748826994,0.683908169626,0.666232174882,NaumanKhan,3,2.52,3,3,3
