,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
3,Shepherd_test15,10,32.5566189289,"christ, get, don, ask, want, know, ill, said, preacher, knock, door, jesus, say, preach, god, judg, love, whi, thing, job",0.0353196478038,0.020680763968,0.9,0.1,0.262181015006,0.628689046489,0.0187693759267,0.0190389540369,0.0283730961046,0.0117940423238,0.0208586062812,0.00630138832727,0.0121647122254,0.628380752768,0.590432666487,Shepherd,4,4.1,4,4.40885788669,4
5,Shepherd_test9,10,33.6643431187,"don, listen, get, ask, want, said, ill, thing, lord, god, say, jesus, let, talk, know, pray, preacher, spirit, christ, preach",0.0283907841124,0.0194906731901,1.0,0.0,0.260608126073,0.588974740063,0.0200509437659,0.0189732871792,0.0227940696231,0.0110051596891,0.0311867284959,0.00310234471948,0.0109071909085,0.692402794152,0.608545943662,Shepherd,4,4.28666666667,4,3.77063480454,4
6,Shepherd_test21,10,30.4662818909,"sin, christ, get, ask, ill, jesus, said, don, god, pray, want, know, got, say, preacher, wisdom, walk, save, church, let",0.030963713496,0.0261266768287,0.7,0.3,0.301761440102,0.645656478752,0.0226402830938,0.0136491658843,0.0226041741894,0.0100743843432,0.0228569365205,0.00491081100599,0.0121687008016,0.654076897672,0.605483140574,Shepherd,4,4.03,4,4.08203483272,4
7,Shepherd_test0,10,30.150562048,"get, christ, god, said, don, ill, sin, want, ask, lord, hope, think, know, forgiv, whi, say, prepar, thank, prais, thing",0.0329747249872,0.0190619693041,1.0,0.0,0.293052682048,0.619542127536,0.0206343979805,0.0205246405444,0.0233417480701,0.00823180770497,0.0222075878974,0.00702447590824,0.0120001463432,0.69436276957,0.661631817079,Shepherd,4,4.0,4,3.90487898317,4
10,Shepherd_test10,10,29.6984200478,"get, christ, pray, god, don, jesus, preach, want, know, said, ill, sin, prayer, think, should, lord, say, will, spirit, save",0.0299239220426,0.0188857241864,0.8,0.2,0.310050620945,0.616552085162,0.0218645057673,0.016060738794,0.0232880712513,0.00788436268068,0.022229522558,0.00343115783326,0.0122280624909,0.678272953529,0.635271981977,Shepherd,4,4.0,4,3.97769171695,4
16,Shepherd_test20,10,31.0685758591,"christ, get, want, don, love, ask, ill, said, thing, someon, encourag, know, pray, rememb, tell, good, think, sin, grace, god",0.0395427302185,0.0227119903469,0.9,0.1,0.280061970521,0.602233277869,0.0229614575534,0.0134773772596,0.0220344421863,0.0108746033444,0.0243163261668,0.00702392412736,0.0111954932791,0.625757467753,0.647818880685,Shepherd,4,4.05,4,4.14302140303,4
17,Shepherd_test6,10,31.2043578625,"get, don, pray, want, sin, ask, sunday, ill, prayer, god, wisdom, know, said, thing, sigh, whi, say, better, will, got",0.0333955460091,0.0262147260712,0.7,0.3,0.290979629402,0.6069469719,0.0221882704261,0.0171186499531,0.0243063995278,0.00923643182055,0.0190284384874,0.00260425709226,0.0150005208514,0.650892337985,0.634060559508,Shepherd,4,4.33666666667,4,4.39898474628,4
22,Shepherd_test16,10,32.6528549194,"get, want, god, christ, rememb, trust, ask, don, know, heaven, said, look, ill, say, love, lord, evil, joy, thing, got",0.031590511662,0.0229672984825,0.7,0.3,0.293330154101,0.639406995107,0.0213157177881,0.0132797602833,0.0218605284664,0.0104535548897,0.0270702805775,0.00732089348951,0.0114750749115,0.646524648434,0.656208749794,Shepherd,4,4.09,4,3.87956782044,4
24,Shepherd_test19,10,32.4370210171,"get, evil, want, know, happen, don, god, better, fill, spirit, rememb, love, thing, sin, ill, someon, let, someth, said, will",0.0314041911488,0.0252995267165,0.8,0.2,0.257317656962,0.596139535305,0.0235182807326,0.0166587821856,0.0196661485436,0.00996823680476,0.0223018179361,0.00452794485369,0.0128742312631,0.664967743324,0.64671732226,Shepherd,4,4.0,4,4.02163919448,4
31,Shepherd_test14,10,59.402310133,"don, get, want, pray, let, ill, christ, ask, know, said, devil, preach, god, satan, say, happen, thing, preacher, someth, someon",0.0258152087657,0.0246469679539,0.5,0.5,0.233560021322,0.573782109194,0.0250493776844,0.0179640718563,0.0206602501803,0.00808853497194,0.0239834467191,0.00426372386118,0.0115371351538,0.65607443213,0.555260824821,Shepherd,4,3.97333333333,4,4.01448966249,4
