,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,14.1888129711,"sin, s, want, don, christ, get, hope, god, said, know, rememb, ill, ask, jesus, t, i, lord, let, car, go, save, say, whi, love, thank, do, happi, thing, done, someth",0.0325733451467,0.0260605546815,0.7,0.3,0.644261132848,0.655342273285,0.69756179461,Shepherd,4,3.49875,4.20482006007
4,Shepherd_test9,10,15.2659440041,"s, don, get, pray, want, preacher, christ, ill, t, evil, said, bad, happen, know, re, ask, i, job, pay, god, let, sunday, go, thing, say, someon, do, lord, bless, daddi",0.0340821447753,0.0222093667596,0.8,0.2,0.5618131346,0.655251762847,0.573018564552,Shepherd,4,4.13766233766,3.77147544455
5,Shepherd_test0,10,16.3417668343,"s, get, know, bless, don, ill, god, love, t, christ, said, ask, i, tri, want, thing, say, wrong, preacher, good, evil, will, prais, sin, didn, let, thank, hope, spirit, lord",0.0368936449514,0.0217505381776,1.0,0.0,0.61666847156,0.668205265463,0.623805782183,Shepherd,4,4.00909090909,3.9089711661
8,Shepherd_test10,10,18.0264179707,"s, get, don, ask, t, ill, want, christ, said, say, god, preacher, lord, know, i, tell, got, good, worri, let, thing, do, re, money, go, preach, think, bibl, thank, bless",0.0309484533958,0.0265165092153,0.6,0.4,0.571803053924,0.660832056125,0.559389331699,Shepherd,4,4.6,3.53217667234
13,Shepherd_test20,10,17.3096079826,"s, christ, get, love, ill, don, ask, want, said, t, sin, pray, god, go, jesus, whi, prayer, i, know, better, rememb, thing, do, tell, bless, too, heaven, will, ve, got",0.0350979869705,0.0234545110612,0.8,0.2,0.585754672744,0.716791140473,0.633804440124,Shepherd,4,4.00784090909,4.04653789458
14,Shepherd_test6,10,14.3036801815,"s, god, christ, know, ask, want, get, don, said, jesus, thing, t, ill, heaven, prepar, yes, i, sin, do, think, preacher, ve, good, preach, let, noth, go, whi, tell, will",0.0330764710719,0.0211438912722,0.7,0.3,0.590793512964,0.672157560968,0.661112450827,Shepherd,4,4.00784090909,4.16672429252
19,Shepherd_test16,10,16.6354739666,"s, don, christ, get, ill, want, t, said, listen, ask, know, heaven, happen, pray, i, god, go, tell, thing, lord, do, will, repli, think, let, hear, job, faith, should, jesus",0.0344918264103,0.0204021647736,0.9,0.1,0.598986276024,0.687054147145,0.65774215541,Shepherd,4,4.00784090909,3.98510698191
21,Shepherd_test19,10,15.3927369118,"pray, s, get, don, ask, god, christ, prayer, preach, want, ill, said, t, christma, worship, spirit, i, preacher, bless, know, say, heaven, must, whi, let, love, thing, repli, ve, think",0.0314846016187,0.0189869456731,0.9,0.1,0.582186642759,0.679908976321,0.643803218478,Shepherd,4,5.24797979798,4.21989467816
28,Shepherd_test14,10,16.0706679821,"s, christ, don, want, ask, prayer, god, know, t, get, pray, ill, grace, go, spirit, jesus, preach, i, said, thing, let, do, say, hour, re, should, told, happen, someth, am",0.028557768469,0.0198951159893,0.6,0.4,0.604298650794,0.665153386333,0.631278726123,Shepherd,4,4.5094017094,3.86642321981
29,Shepherd_test4,10,15.9759910107,"s, don, pray, ask, rememb, t, get, want, said, look, grace, christ, let, know, god, love, say, i, ill, prayer, thing, bless, preacher, think, do, talk, told, lord, go, re",0.0341939937259,0.0256871656484,0.5,0.5,0.592533115824,0.663085291914,0.640883988115,Shepherd,4,2.3,3.69728629974
