,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred,ensemble2pred
3,Shepherd_test15,10,31.4413149357,"get, don, thank, want, god, love, said, ask, christ, ill, lord, sin, should, know, will, preacher, say, prais, preach, heaven",0.0359998334018,0.0238525439614,0.9,0.1,0.254795451868,0.568991461692,0.0228431642778,0.0182952039691,0.0236700661521,0.00919928335171,0.023394432194,0.00589167585447,0.0129203417861,0.697036165792,0.69208192639,Shepherd,4,4.0,4,3.92984431286,4,4
322,Rabbinic_test4,10,24.5497739315,"rabbi, know, ask, ourselv, tell, trial, moment, god, let, want, don't, elisha, steinberg, yom, whi, jew, esther, pain, eichmann, happen",0.0196102698511,0.020691984629,0.5,0.5,0.342156771458,0.773752887329,0.0295394154119,0.0124889282551,0.014171833481,0.00540301151461,0.012267493357,0.00496014171833,0.0123560673162,0.737459217936,0.692059302581,Rabbinic,6,5.67,6,5.99919078084,6,6
90,DorothyDay_test6,10,18.8060150146,"room, worker, love, get, too, hope, fear, pray, farm, ammon, say, cathol, night, tri, talk, let, labor, pay, bomb, suffer",0.0266858998927,0.0210874067274,0.7,0.3,0.328266502876,0.727723611236,0.020465976759,0.00219691275944,0.0164768456958,0.0106376828352,0.0161877782274,0.00607041683529,0.00965485344279,0.743826770942,0.722218790088,DorothyDay,4,4.0,4,3.75908339161,4,4
37,Shepherd_test13,10,30.6114339828,"don, christ, god, bless, say, get, sin, ill, lord, said, ask, preach, want, will, someth, thing, preacher, someon, thank, love",0.036188267988,0.021745835317,1.0,0.0,0.267502355604,0.61053755554,0.021727477397,0.0189758067398,0.0208698138155,0.0102204910124,0.0254082836008,0.00571775720973,0.0119000821928,0.698711165895,0.523112834431,Shepherd,4,4.12666666667,4,4.11730219304,4,4
49,Shepherd_test11,10,34.6454000473,"grace, god, get, christ, don, sin, want, thing, said, know, ill, preach, preacher, ask, jesus, testimoni, pray, evil, lord, love",0.0347185718354,0.0228890615386,0.8,0.2,0.282300051961,0.608648415369,0.0285383121358,0.013564313013,0.0211139652904,0.00942923375728,0.025687613558,0.00447966919366,0.0119040160391,0.670699548789,0.633940325381,Shepherd,4,4.58333333333,4,4.0036679499,4,4
285,PastorAnderson_test1,10,114.775370121,"say, get, bibl, know, want, look, vers, unto, don, let, revel, talk, shall, jesus, save, christ, whi, chapter, sin, thing",0.0240598919576,0.0200771985731,0.7,0.3,0.315167211541,0.62658156355,0.0142842909032,0.025497957446,0.0197461979511,0.0174545520421,0.0197461979511,0.00105071512033,0.0185233829404,0.74235517527,0.837699013709,PastorAnderson,2,2.42333333333,2,2.31542683586,2,2
199,JohnPiper_test11,10,26.1695628166,"vers, sin, god, christ, say, sheep, wrath, homosexu, promis, righteous, will, faith, hope, glori, let, gospel, sacrific, sarah, thing, judgment",0.0300303979296,0.028647973653,0.5,0.5,0.455944118494,0.703079592388,0.0187857337326,0.0127182917817,0.0126793979231,0.0100346155342,0.0256310528568,0.00171132978103,0.0106958111314,0.750516955352,0.591380808065,JohnPiper,4,3.98666666667,4,3.51077580896,4,4
244,WBC_test6,10,30.3939049244,"shall, unto, thou, thi, thee, god, lord, heaven, wait, christ, shalt, wit, sermon, say, let, jesus, thing, hath, sin, job",0.0274671463248,0.02870142159,0.5,0.5,0.386545782512,0.568808126543,0.0127125982888,0.00651217569019,0.0183587931691,0.0159340469015,0.0221691087326,0.00155876545776,0.0083826942395,0.7385120211,0.670853404404,WBC,1,1.05,1,0.900746076743,1,1
345,MehrBaba_test5,10,17.9791381359,"baba, desir, pure, ask, selfish, let, want, love, divin, indispens, conscious, spiritu, telegram, know, good, individu, master, get, told, mind",0.0406541822585,0.019957582377,0.9,0.1,0.362219486499,0.704609232777,0.0107034548374,0.0139739549266,0.0225961824344,0.00784920021407,0.0269964916454,0.0,0.0149253731343,0.730557974677,0.711691479239,MehrBaba,8,6.45333333333,8,6.39273372889,8,8
191,JohnPiper_test13,10,28.7027239799,"god, vers, worship, say, christ, jesus, sin, know, obedi, merci, glori, get, shall, faith, thank, whi, righteous, thing, let, endors",0.0267322538775,0.0202568670846,0.7,0.3,0.484188406659,0.711430021763,0.0168439083577,0.0174505745486,0.0123831275426,0.011312540147,0.0263364499322,7.13724930412e-05,0.0115980301192,0.676272171319,0.628242928256,JohnPiper,4,4.0,4,3.7721919584,4,4
