,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,11.8145859241,"s, don, get, walk, want, t, christ, bless, ill, someon",0.0512607294561,0.0512607294561,0.0,1.0,0.0587017186046,0.637200335644,0.661271489094,0.549372679159,Shepherd,4,4.0,4.19602910574
4,Shepherd_test9,10,12.673842907,"s, get, christ, ill, want, know, don, t, god, lord",0.0485885808879,0.0485885808879,0.0,1.0,0.0745090827647,0.613833510971,0.58184393358,0.613232314071,Shepherd,4,4.0,4.05625926888
6,Shepherd_test21,10,11.7261891365,"s, don, christ, jesus, said, ill, t, preacher, get, want",0.0566081204814,0.0566081204814,0.0,1.0,0.0508095884752,0.569599264746,0.607585301105,0.625748693282,Shepherd,4,3.9,3.72787220513
7,Shepherd_test0,10,11.28597188,"s, get, don, christ, t, know, want, ask, god, preach",0.0513954726126,0.0513954726126,0.0,1.0,0.052758146704,0.603352047569,0.579544518493,0.634154664624,Shepherd,4,4.0,3.64065249287
10,Shepherd_test10,10,11.4904971123,"don, s, sin, get, christ, ask, pray, t, know, ill",0.0487689671269,0.0487689671269,0.0,1.0,0.0710388583258,0.63797562799,0.606136226452,0.606900079903,Shepherd,4,4.0,4.12598882134
17,Shepherd_test20,10,11.6972401142,"sin, s, christ, don, jesus, god, get, want, save, hope",0.0414032147458,0.0414032147458,0.0,1.0,0.0819350112656,0.588353557152,0.593571033976,0.710208096734,Shepherd,4,3.7,4.21107522906
18,Shepherd_test6,10,11.1485359669,"s, pray, want, don, get, god, t, ask, rememb, know",0.051811775693,0.051811775693,0.0,1.0,0.0596971373532,0.618118823151,0.60565269526,0.542349842979,Shepherd,4,4.0,3.91618784989
22,Shepherd_test16,10,11.6065900326,"s, ask, don, love, get, pray, want, christ, t, know",0.0519586421482,0.0519586421482,0.0,1.0,0.0546812410355,0.603474524303,0.642166194744,0.707711826143,Shepherd,4,4.0,3.6395806238
25,Shepherd_test19,10,11.0562181473,"s, preach, bless, don, ill, want, get, encourag, listen, ask",0.0532039499441,0.0532039499441,0.0,1.0,0.0769011264891,0.603777527432,0.602869807335,0.61755468285,Shepherd,4,4.0,4.42290582373
32,Shepherd_test14,10,10.7465879917,"get, s, don, preacher, want, said, christ, know, ask, tell",0.0470638766326,0.0470638766326,0.0,1.0,0.0809900620785,0.634360028287,0.62089427032,0.587249866986,Shepherd,4,4.0,4.5603247982
33,Shepherd_test4,10,10.5676400661,"s, don, get, t, ask, want, said, preacher, christ, elder",0.0538253218784,0.0538253218784,0.0,1.0,0.0447058851672,0.549843441931,0.59942339478,0.539502744022,Shepherd,4,4.3,3.83137007034
34,Shepherd_test8,10,11.7753481865,"s, don, t, get, want, ill, know, christ, ask, go",0.0543952854186,0.0543952854186,0.0,1.0,0.066925038023,0.593864091872,0.625376023528,0.561831384683,Shepherd,4,4.3,4.29322139305
36,Shepherd_test3,10,10.3113238811,"s, get, don, thank, christ, god, t, ask, grace, sin",0.0475610513869,0.0475610513869,0.0,1.0,0.0825060510414,0.659574881531,0.620318534596,0.643970623816,Shepherd,4,4.0,4.55701527224
39,Shepherd_test13,10,11.151113987,"s, get, don, want, t, ill, ask, know, god, pray",0.051786262182,0.051786262182,0.0,1.0,0.0697511039036,0.612706277688,0.589838633643,0.621815569508,Shepherd,4,4.0,4.06799300325
46,Shepherd_test1,10,11.2636978626,"s, get, don, christ, say, know, god, re, ask, pray",0.0519910414462,0.0519910414462,0.0,1.0,0.0638835130829,0.593280742463,0.595109814218,0.617619573078,Shepherd,4,4.0,3.99223731104
50,Shepherd_test11,10,11.2391269207,"s, christ, don, get, ask, t, want, god, sin, preach",0.0484782523749,0.0484782523749,0.0,1.0,0.0704254042148,0.581726086794,0.599844662054,0.597477239261,Shepherd,4,4.0,4.14449451644
56,Shepherd_test18,10,12.875385046,"pray, s, get, don, ask, ill, prayer, god, said, job",0.0484134288141,0.0484134288141,0.0,1.0,0.0659609991953,0.61650986609,0.602821939164,0.732248875795,Shepherd,4,4.0,4.02381568473
