,groupId,files,timeRun,nous,vous,je,ils,il,elle,le,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,4.58634400368,0.0245566166439,0.01629927479,0.021217778416,0.00847275077188,0.0300495440511,0.0038414590364,0.0118833919724,Shepherd,4,4.4,4.2927646947
4,Shepherd_test9,10,4.7622449398,0.014794462644,0.0186692028603,0.0247983373842,0.0109197224277,0.0253267110501,0.00496671245905,0.0127514178027,Shepherd,4,4.0,4.12718806222
6,Shepherd_test21,10,4.99104189873,0.0232987921589,0.02072470464,0.0247178404066,0.0123754207643,0.023331793281,0.00270609200713,0.0115833938354,Shepherd,4,4.0,4.12716529431
7,Shepherd_test0,10,4.82403206825,0.0167091573072,0.0157100530559,0.0243919244815,0.0123682215944,0.0272514297526,0.0035829945566,0.0118169916626,Shepherd,4,4.0,3.56693571367
10,Shepherd_test10,10,4.89809298515,0.0187582832093,0.0178407584871,0.0263023753696,0.00893737044211,0.0224963468923,0.00625276106977,0.0125395045367,Shepherd,4,4.0,4.07862992876
16,Shepherd_test20,10,5.20689606667,0.0206358418779,0.0170890565551,0.0217643644806,0.00989875540079,0.0279873605468,0.0025472367318,0.0100599729155,Shepherd,4,4.0,3.97749981557
17,Shepherd_test6,10,4.8468580246,0.018688683156,0.0137833356363,0.0232831283681,0.010328865552,0.0260812491364,0.00683985076689,0.0116761088849,Shepherd,4,4.0,4.08556986468
22,Shepherd_test16,10,4.87240695953,0.0215753071126,0.0148996937476,0.0201300712295,0.0102198823165,0.0211279721964,0.00385396235505,0.0119748116032,Shepherd,4,4.0,4.09198984388
24,Shepherd_test19,10,4.14737200737,0.0220588235294,0.0180776730582,0.0213682157946,0.0100747481313,0.0266899577511,0.00438739031524,0.00918102047449,Shepherd,4,4.0,4.09737944422
31,Shepherd_test14,10,4.47849106789,0.018511743616,0.0182556523012,0.0295602546279,0.00943879417575,0.0230848028097,0.00435355235238,0.0123655520597,Shepherd,4,4.0,4.09153800776
32,Shepherd_test4,10,4.83977818489,0.0233751032773,0.0159391352245,0.0252340952906,0.010637565409,0.0272652161939,0.00691958138254,0.00984577251446,Shepherd,4,4.0,3.98945518298
33,Shepherd_test8,10,4.50203800201,0.0213380101575,0.0162958091271,0.0249552413314,0.00982863824034,0.0227995177025,0.00646717088677,0.0101209397494,Shepherd,4,4.0,4.00078669245
35,Shepherd_test3,10,4.82171702385,0.0257286292009,0.0172221447497,0.0222423650816,0.00888997350439,0.0214056616929,0.00627527541487,0.0115743968763,Shepherd,4,4.0,4.08503251424
38,Shepherd_test13,10,4.46066617966,0.0204238217026,0.0190354402631,0.0249908659116,0.0108512970406,0.025611983924,0.00526123492875,0.0107051516259,Shepherd,4,4.0,3.86190638673
45,Shepherd_test1,10,4.82399988174,0.0243247952605,0.0152988325492,0.0234187140617,0.0101759888482,0.0212929081722,0.0075971423593,0.00958355114131,Shepherd,4,4.0,4.28720170522
49,Shepherd_test11,10,4.73265504837,0.0256026194789,0.016720078027,0.0226069388324,0.00964887836143,0.0262296224049,0.00397101853142,0.0118782220984,Shepherd,4,4.0,4.04911553743
55,Shepherd_test18,10,4.52017211914,0.0163592446201,0.0169814082858,0.0239716000586,0.00907626994584,0.0228004684526,0.00486751573708,0.0135778070561,Shepherd,4,4.6,4.45260003596
58,Shepherd_test7,10,4.69116592407,0.0247765901524,0.0175573856667,0.0223585070965,0.00806027685299,0.0266339582968,0.00613281934466,0.0113895216401,Shepherd,4,4.0,3.93100889521
63,Shepherd_test17,10,4.17610001564,0.025120923701,0.0155640505539,0.0174364175378,0.00748946793572,0.0237946637541,0.00382274925885,0.013301607115,Shepherd,4,4.21,4.0770430734
66,Shepherd_test2,10,4.50677418709,0.0291981732425,0.0169574006139,0.0244815452572,0.0111926330763,0.0226473010407,0.0067006064236,0.011679269297,Shepherd,4,5.0,4.30974194371
71,Shepherd_test12,10,4.02361607552,0.0203811964443,0.0146952830944,0.0268279010171,0.00812845359174,0.0275486505966,0.00292303996156,0.0105709938336,Shepherd,4,4.0,4.02283944228
72,Shepherd_test5,10,4.64051008224,0.0216171198899,0.0186117246623,0.0237534851722,0.0117319042619,0.0227758264837,0.00814715573741,0.0106818264113,Shepherd,4,4.0,4.08484456192
73,DorothyDay_test8,10,3.12290883064,0.0145229269284,0.00289442949271,0.026151424364,0.00929264205555,0.0134565581679,0.0190422992942,0.00939420098512,DorothyDay,4,4.02,5.37542560593
75,DorothyDay_test13,10,2.33922290802,0.015668569911,0.00411631921392,0.0143407250033,0.0120169964148,0.0192537511619,0.00577612534856,0.0129464878502,DorothyDay,4,4.02,4.82983456252
76,DorothyDay_test3,10,4.1553030014,0.0172951414068,0.00239303843365,0.0142857142857,0.0118926758521,0.0146120377085,0.00373459028281,0.00989847715736,DorothyDay,4,4.02,3.6201556593
88,DorothyDay_test23,10,3.12688088417,0.0190600270218,0.00250916811426,0.0156823007141,0.00950588689442,0.014427716657,0.00429453773403,0.00921636749662,DorothyDay,4,4.02,3.9700580022
89,DorothyDay_test16,10,2.77645087242,0.0218668407311,0.0050043516101,0.0151218450827,0.0103350739774,0.0115317667537,0.0081592689295,0.0115317667537,DorothyDay,4,4.02,3.97731030779
90,DorothyDay_test6,10,3.62266302109,0.0172046602915,0.0015450787155,0.0139057084395,0.013195807408,0.0126529419134,0.00572096713576,0.0117760053451,DorothyDay,4,4.02,3.95700592356
91,DorothyDay_test11,10,2.35982704163,0.0253564746113,0.0052906639138,0.0121943351184,0.0123878959933,0.0114200916188,0.00322601458159,0.0120007742435,DorothyDay,4,4.02,4.30633054032
92,DorothyDay_test1,10,2.18004703522,0.0210459183673,0.0030470521542,0.0093537414966,0.0121882086168,0.00800736961451,0.0094246031746,0.0108418367347,DorothyDay,4,4.2,3.96911347446
93,DorothyDay_test18,10,2.72500896454,0.027027027027,0.00358122097253,0.0158916680656,0.00996027082984,0.0120306642046,0.00514800514801,0.0100162274075,DorothyDay,4,4.02,4.37431324811
104,DorothyDay_test21,10,3.62814688683,0.0180908711963,0.00262609420592,0.0174239266361,0.00854522717799,0.0151313047103,0.00304293455607,0.0111713213839,DorothyDay,4,4.02,4.47984677902
105,DorothyDay_test14,10,2.54830002785,0.0234851201147,0.00400382454882,0.0140432652086,0.0118321979204,0.0144018166607,0.00962113063225,0.0127285765507,DorothyDay,4,4.02,3.97786705135
106,DorothyDay_test4,10,3.58968806267,0.0162022574868,0.00287392227915,0.0115789912116,0.0141613561581,0.0189512266233,0.00458161522762,0.010412761881,DorothyDay,4,3.12,3.33489166662
116,DorothyDay_test12,10,3.38583493233,0.0246711274978,0.00427875642951,0.0149301288179,0.0123355637489,0.0203468523829,0.00309527060858,0.0103327415904,DorothyDay,4,4.02,3.93078140362
117,DorothyDay_test2,10,3.09198498726,0.0175847037844,0.00376461264117,0.0233306914999,0.0106994254012,0.0113929066772,0.0105508222707,0.00871805032693,DorothyDay,4,4.02,4.51000130136
