,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,ISIS_test2,3,13.6380178928,"allah, ibn, wa, faction, murji'ah, hypocrit, sallallāhu, rahimahullāh, sallam, alayhi, irjā, kufr, hypocrisi, prophet, abandon, ignor, said, oblig, prayer, numah",0.0123264193234,0.0229061516013,0.0,1.0,0.221467475879,0.648065151987,0.00349517513867,0.00455892409391,0.00379910341159,0.0238583694248,0.0153483777828,0.0,0.0110933819619,0.80770733674,0.662336772732,ISIS,1,1.5,2.86341854661
3,ISIS_test1,3,3.62562394142,"crusad, nusra, qaeda, pkk, syrian, al, isi, ﻿, jawlānī, …, “num, jihād, front, your, claimant, islam, syria, apost, zawahiri, dabiq",0.00949450611384,0.0296200947924,0.0,1.0,0.404292929293,0.547306397306,0.00421120829284,0.00421120829284,0.0,0.00907029478458,0.00874635568513,0.0,0.0119857466796,0.716173609791,0.57441531952,ISIS,1,3.4,2.15968637073
5,ISIS_test4,3,10.7672481537,"allah, you, mujāhidīn, wa, alayhi, sallam, sallallāhu, your, ﻿, khilāfah, jihād, ibn, abū, libya, crusad, we, khalīfah, sinai, shām, bay'ah",0.0185043181956,0.0214785821241,0.333333333333,0.666666666667,0.576905159525,0.766295162031,0.00569948186528,0.0116062176166,0.00290155440415,0.0240414507772,0.0103626943005,0.0,0.00943005181347,0.761688598901,0.829751935901,ISIS,1,1.3,1.11141849659
9,ISIS_test0,3,4.27319717407,"dollar, ’s, currenc, isi, gold, oil, syria, tri, meltdown, ﻿, worth, ask, dinar, iraq, money, ing, euro, iraqi, bullion, get",0.0231117417314,0.0189696008986,0.666666666667,0.333333333333,0.432340962542,0.567429587564,0.00657894736842,0.00274122807018,0.00246710526316,0.015625,0.00493421052632,0.0,0.0227521929825,0.709077463038,0.617043458943,ISIS,1,2.3,4.77065245003
14,ISIS_test3,3,6.25569105148,"allah, murtadd, crusad, ﻿, you, abū, pilot, we, wa, sallallāhu, alayhi, jet, sallam, your, khilāfah, dābiq, foreword, mujāhidīn, ramadān, kuffār",0.0116918477808,0.0236676649534,0.0,1.0,0.520335356365,0.753649237473,0.0087635740141,0.00857306153553,0.00647742427129,0.0182891979425,0.0186702228996,0.0,0.0099066488855,0.728985510685,0.552384575926,ISIS,1,2.1,1.74385972544
16,Rabbinic_test4,3,5.85392403603,"we, our, you, yizkor, liberti, my, awar, rabbi, oblig, garden, moment, eat, love, am, me, happen, tree, sinai, prose, ask",0.0288953796177,0.0192456602155,0.666666666667,0.333333333333,0.618587998207,0.79330821692,0.0384076815363,0.00700140028006,0.0110022004401,0.00500100020004,0.00640128025605,0.00100020004001,0.0150030006001,0.694362543176,0.712626506359,Rabbinic,6,5.4,6.75013325171
20,Rabbinic_test2,3,9.00048995018,"we, you, our, my, rabbi, me, deed, your, know, mose, wrong, ask, bad, jewri, trip, choos, promis, moment, synagogu, choic",0.0193843827558,0.0226919727429,0.0,1.0,0.645619028525,0.833498979562,0.0323439878234,0.0111618467783,0.019533231862,0.0050735667174,0.00811770674784,0.00672247590056,0.01166920345,0.712091605587,0.658254884565,Rabbinic,6,4.6,5.35602231092
24,Rabbinic_test1,3,7.31373691559,"we, jew, you, rabbi, our, jewish, jewri, rememb, your, israel, synagogu, golda, ask, question, am, memori, me, isra, netanyahu, my",0.0185377952324,0.0158183561277,0.666666666667,0.333333333333,0.576408392003,0.668189054562,0.0218472201296,0.00843754708453,0.0097935814374,0.00557480789513,0.00783486514992,0.00256139822209,0.0116016272412,0.683810335346,0.644432675361,Rabbinic,6,5.2,5.33552655859
26,Rabbinic_test5,3,5.92636203766,"mose, we, keter, our, you, israelit, pharaoh, alinski, plagu, rabbi, aleppo, “what, torah, ask, know, sacr, synagogu, miss, prepar, must",0.0172960852515,0.0157319418776,1.0,0.0,0.552053458199,0.70035118525,0.0279255319149,0.0056990881459,0.00379939209726,0.00949848024316,0.0110182370821,0.000379939209726,0.0136778115502,0.799338584724,0.634529977529,Rabbinic,6,5.5,5.83239230256
28,Rabbinic_test0,3,6.83530402184,"we, evil, you, our, memori, walk, my, shul, jewish, rememb, your, jew, abraham, amalek, eichmann, everyon, me, abnorm, want, am",0.0144778624901,0.0198734099785,0.666666666667,0.333333333333,0.583518812931,0.718691801045,0.0226858751449,0.0105977810896,0.0149031296572,0.00629243252194,0.0115913230667,0.00231826461335,0.0149031296572,0.667755962669,0.566194106303,Rabbinic,6,4.9,5.43805892931
