,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,avgSD,avgEVC
0,Shepherd_train32,10,14.4638140202,"we, you, your, sin, s, me, don, my, christ, evil, get, want, our, mind, know",0.0347410185927,0.0303461232604,0.7,0.3,0.0746471338016,0.670163974158,0.667609922949,0.660747878424
1,DorothyDay_test8,10,15.2430009842,"we, worker, me, my, our, room, get, hospit, labor, you, talk, deleg, unemploy, prison, peter",0.0251673623529,0.0189063046272,0.8,0.2,0.178621140175,0.668240772368,0.739209599715,0.766572526756
2,Shepherd_train27,10,14.9036951065,"we, you, s, me, my, your, worship, our, god, get, don, t, christ, ask, preach",0.0319981179569,0.0212231670907,0.7,0.3,0.0738244225806,0.62401877561,0.606129088332,0.48893327724
3,Unitarian_train13,10,24.9679281712,"we, my, me, you, our, nt, forgiv, your, love, get, i, am, compass, s, want",0.0299143691619,0.0214631747226,0.8,0.2,0.126355256598,0.666902537468,0.669952286936,0.605681166988
4,Unitarian_test6,10,23.5825631618,"we, you, my, our, me, your, hope, unitarian, am, know, get, silenc, bread, ask, say",0.0271593332276,0.0192121233707,0.9,0.1,0.105185322806,0.64202047019,0.71871023141,0.627586973539
5,JohnPiper_train57,9,11.7353279591,"you, your, we, vers, sin, christ, s, god, say, nt, glori, our, jesus, me, let",0.0317222755265,0.0295352432935,0.555555555556,0.444444444444,0.149314257838,0.718756840408,0.733458522496,0.696862395903
6,WBC_train34,10,19.4761040211,"shall, we, your, you, christ, thi, unto, thou, ye, my, god, s, thee, thing, belov",0.0312670610126,0.0285445779762,0.7,0.3,0.193643849545,0.623030527048,0.751512925519,0.751631375339
7,DorothyDay_train68,10,16.4708340168,"we, fr, our, me, retreat, priest, my, poverti, worker, get, you, go, say, us, room",0.0263888012056,0.0238649230652,0.7,0.3,0.137423577226,0.727789986629,0.736736838534,0.680449324664
8,Shepherd_train44,10,25.4385340214,"we, you, my, s, me, your, christ, get, ask, don, want, god, preach, said, ill",0.0319403287565,0.0214731493739,0.8,0.2,0.0820434589519,0.601368438752,0.648610646572,0.640131038105
9,Shepherd_test15,10,24.439961195,"we, you, s, my, don, your, christ, me, get, our, t, god, love, preach, ill",0.037921350216,0.0218621758433,0.9,0.1,0.063343602333,0.563801527847,0.653444848826,0.595686660071
10,DorothyDay_test13,10,15.4178960323,"we, worker, our, get, me, you, talk, farm, my, go, room, labor, love, too, fr",0.0272979656082,0.0214507644629,0.7,0.3,0.173829155311,0.719808364585,0.769822070444,0.817157163261
11,PastorAnderson_test5,10,75.1236920357,"you, s, re, nt, we, say, get, go, your, bibl, me, want, vers, preach, know",0.0279310647135,0.0151243290868,1.0,0.0,0.0748338265843,0.650943506329,0.730187266161,0.800014670665
12,DorothyDay_test3,10,21.1054179668,"we, my, me, get, our, babi, want, i, go, you, am, pray, talk, too, room",0.0270581872291,0.0205565203792,0.9,0.1,0.135673603049,0.689468302636,0.719123614565,0.66569123852
13,DorothyDay_train29,10,14.6310770512,"we, our, my, worker, get, me, you, say, too, hour, tax, labor, peter, know, mill",0.0234974708478,0.0203865425516,0.5,0.5,0.138587119898,0.671550066723,0.73090525702,0.624567986653
14,Unitarian_train25,10,28.7263598442,"my, we, you, me, our, your, say, love, listen, i, know, hope, silenc, tell, realli",0.027642172764,0.0237444726121,0.7,0.3,0.121160013423,0.64790292789,0.656727990573,0.541508620978
15,JohnPiper_test8,10,23.1054329872,"you, we, sin, your, god, s, vers, jesus, say, jonah, christ, answer, nt, my, me",0.0262512389855,0.0239516862909,0.6,0.4,0.12552067652,0.699208787123,0.690763657216,0.649007730575
16,DorothyDay_train65,10,20.8558380604,"we, worker, my, me, strike, our, get, labor, too, room, hour, go, thing, love, farm",0.0254971395055,0.022411188983,0.6,0.4,0.188412686822,0.667308816815,0.718264394866,0.635603140373
17,WBC_train23,10,25.0668139458,"unto, shall, ye, you, we, god, christ, your, my, me, thou, heaven, lord, thi, priest",0.0261933476742,0.0221714780351,0.6,0.4,0.192984982311,0.616184536712,0.774496016099,0.717141608683
18,WBC_train13,10,27.6469290257,"shall, unto, we, you, my, thou, ye, lord, christ, god, thi, me, thee, sin, s",0.0220124448105,0.0286954341412,0.4,0.6,0.188781060966,0.581645442193,0.769496764641,0.760454608951
19,DorothyDay_train58,10,19.757641077,"we, my, me, you, our, tri, worker, get, talk, christ, peter, love, too, want, i",0.0264582469224,0.021007845613,0.7,0.3,0.157451742677,0.761824100639,0.708397647633,0.629138290914
