,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,Shepherd_train32,10,16.4679479599,"s, sin, christ, god, don, know, get, ask, judg, t, want, said, say, think, ill, i, re, preacher, jesus, will",0.0270240753371,0.0235642377212,0.6,0.4,0.594018470814,0.0208703858299,0.0220681644949,0.0230118688977,0.0082755616856,0.0242822402091,0.0207614968604,0.0113607491561,0.664986146779,0.691690392466
1,DorothyDay_test8,10,8.69249796867,"worker, too, danvill, farm, prayer, love, get, cloth, talk, polic, room, fear, told, jail, want, fr, maurin, say, ask, hospit",0.0303264854502,0.0220563915375,0.6,0.4,0.646562029587,0.0234837954496,0.00343843733997,0.0106811032263,0.0105347867437,0.010607944985,0.0110468944327,0.00782793181652,0.753361743967,0.711366442696
2,Shepherd_train27,10,17.3751790524,"s, christ, god, get, love, lord, thing, let, ill, ask, t, i, don, will, said, say, prais, sin, car, heaven",0.0336295826274,0.026210263514,0.7,0.3,0.650442570831,0.0226422933112,0.0178299404515,0.0271084337349,0.00938235701426,0.0283547985044,0.0218806259521,0.0117366015787,0.675559781974,0.718614896683
3,Unitarian_train13,10,24.6900479794,"nt, disappoint, i, s, courag, know, am, think, say, want, too, thing, dream, get, love, talk, let, whi, felt, abort",0.0287438999552,0.0243317003575,0.6,0.4,0.711693365009,0.0163134373372,0.00959613961012,0.032352699257,0.00921229402572,0.00967839223535,0.0289803416226,0.0128862446193,0.674829934908,0.705518618923
4,Unitarian_test6,10,19.0454158783,"wound, harm, am, nt, s, know, get, heal, homeless, i, rememb, ask, feel, let, moment, forgiv, wonder, talk, justic, want",0.0265671004785,0.0235210354334,0.7,0.3,0.705553587283,0.0201659135361,0.0110946246712,0.0248195858906,0.0113981250422,0.00708167532205,0.0262696432185,0.0101504012949,0.741681666938,0.765004554989
5,JohnPiper_train57,9,14.0936160088,"vers, christ, god, say, sin, s, coven, jesus, weak, nt, steal, faith, let, sacrific, will, resurrect, whi, get, etern, satan",0.0285100487771,0.035043580485,0.444444444444,0.555555555556,0.63768983493,0.0168927150166,0.0109640217656,0.0128319662146,0.00730934784374,0.0236741655161,0.00812149760416,0.0108421993016,0.650704276943,0.579694424936
6,WBC_train34,10,18.7413058281,"shall, unto, christ, ye, god, fear, lord, belov, thing, thou, wit, s, heaven, thi, sermon, say, ie, hath, worship, sin",0.0257092023774,0.0275195519588,0.5,0.5,0.615507537064,0.0132104551316,0.00899569087535,0.0145000471802,0.0134306293838,0.0209794608876,0.0111659799327,0.00833516811877,0.720556945914,0.643740950041
7,DorothyDay_train68,10,13.3322601318,"get, worker, too, room, love, am, farm, go, i, want, thing, say, hospit, talk, vermont, husband, felicia, maurin, know, pay",0.0242823948905,0.0255937700853,0.4,0.6,0.691957472491,0.0191626941049,0.00462547788738,0.018077122764,0.0101477320999,0.0109029121631,0.0237881719923,0.0104781233775,0.732376983212,0.735012625707
8,Shepherd_train44,10,16.9355549812,"s, get, don, christ, want, bless, god, ill, love, t, lord, know, say, yes, go, said, do, i, whi, ask",0.0352768760143,0.0231405279429,0.9,0.1,0.606914062399,0.0180834452958,0.0188096880787,0.0231671447765,0.0129271215367,0.0266894222739,0.0220414684629,0.0121282544755,0.676858705577,0.750528805309
9,Shepherd_test15,10,17.0943188667,"s, get, ask, christ, rememb, don, know, want, t, ill, sin, said, look, bless, preacher, i, happen, god, thing, love",0.029155657572,0.0207172957763,0.8,0.2,0.62386415902,0.0246250360542,0.0180631670032,0.0243726564753,0.0099870204788,0.0218128064609,0.022533890972,0.0125468704932,0.644958865708,0.631028320717
10,DorothyDay_test13,10,12.9762089252,"worker, get, room, retreat, talk, labor, farm, love, night, fr, morn, peter, bed, street, maurin, want, too, am, tree, bread",0.0255064184343,0.0183306322262,0.7,0.3,0.681363660444,0.0172989974445,0.00235895419697,0.0160212305878,0.0124336544132,0.0117456261058,0.0147926086102,0.00963239630431,0.717902770568,0.753795912672
11,PastorAnderson_test5,10,59.2678887844,"s, re, nt, say, go, get, bibl, want, vers, sin, let, know, look, unto, thing, shall, lot, talk, ve, chapter",0.02252725474,0.0202934476567,0.7,0.3,0.694925802838,0.015701389779,0.0280702396865,0.0229798765862,0.0163788841485,0.0178620474978,0.0188691337227,0.0167084760039,0.702847746311,0.717337991853
12,DorothyDay_test3,10,13.5278401375,"love, get, worker, am, christ, tri, too, know, go, talk, i, room, say, thing, god, fr, feel, evil, done, felt",0.0240385232837,0.020062598859,0.7,0.3,0.753266881107,0.019179202836,0.00799890923965,0.0189065127483,0.0108167068127,0.0175885106576,0.0188156160524,0.0111802935963,0.763217894651,0.710421679227
13,DorothyDay_train29,10,13.0585491657,"worker, tri, get, love, say, too, ammon, go, money, ask, labor, talk, want, priest, away, cuba, i, reader, fr, cathol",0.0278874834233,0.0204933704939,0.8,0.2,0.684825807819,0.0196611174233,0.00172899273823,0.0134861433582,0.0135355431507,0.0118065504125,0.0135849429432,0.0116089512424,0.760431965203,0.605171307195
14,Unitarian_train25,10,16.7748198509,"am, i, fig, grief, s, want, feel, tree, nt, get, f, let, too, ask, talk, dont, unitarian, love, congreg, say",0.0219279328355,0.0186797915315,0.6,0.4,0.621664758991,0.0175716948951,0.00829003212883,0.0320891674269,0.0101939629527,0.0110665979136,0.024592439808,0.0117805719726,0.716009965197,0.660265893146
15,JohnPiper_test8,10,13.8201458454,"vers, god, s, fear, spirit, nt, bless, say, christ, homosexu, jesus, will, hope, lord, want, gift, gospel, heaven, propheci, glori",0.0292350729787,0.0250102398662,0.5,0.5,0.703005374955,0.0196010071664,0.00999418942475,0.014603912454,0.00956808057331,0.0212279682355,0.00844470269223,0.0118148363355,0.716064906922,0.758375228534
