,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
45,Shepherd_test1,10,30.7254889011,"get, s, don, thank, want, ask, t, worship, preacher, know, ill, preach, pray, said, god, i, christ, go, say, love, think, thing, jesus, widow, let, should, trust, whi, rememb, am",0.031563271542,0.0195160039687,1.0,0.0,0.0747170009619,0.643964025991,0.0249101877584,0.0194536704399,0.0272825865926,0.0101335321629,0.0237917711652,0.00562597437809,0.0114552972277,0.631908775411,0.671907993242,Shepherd,4,4.0375,4.20035918802
49,Shepherd_test11,10,30.907227993,"s, get, want, christ, don, said, ask, ill, i, t, go, ve, preach, pray, better, thing, talk, god, am, got, must, someon, do, good, evil, car, someth, bless, woman, know",0.0338082672857,0.02221330068,0.9,0.1,0.0680016215624,0.629940893271,0.0242063218787,0.0160457268783,0.0266510570897,0.00991667240548,0.0230011707183,0.00729977274292,0.0107430617726,0.600578106667,0.604913502573,Shepherd,4,4.0,4.13250337549
55,Shepherd_test18,10,28.9698710442,"s, get, don, christ, want, god, t, heaven, jesus, ill, wisdom, said, say, think, preacher, know, i, sin, am, will, ask, go, do, thing, too, grace, good, someon, ve, whi",0.0348352822329,0.021082890375,0.8,0.2,0.0698907223274,0.622900517267,0.0229108049841,0.0162604596777,0.0250666861549,0.0102313004714,0.0272225673256,0.00533489238864,0.0101947601125,0.679588953014,0.64673422919,Shepherd,4,4.0,3.86520968627
58,Shepherd_test7,10,26.7582349777,"s, pray, ask, prayer, love, get, rememb, don, god, christ, judg, t, said, bless, whi, know, want, ill, scriptur, i, mom, tell, will, sin, jesus, look, lord, thank, go, thing",0.0346852685067,0.0213589956654,0.9,0.1,0.0736304690179,0.635389267685,0.0227264175791,0.0194905369304,0.0253226474019,0.0096323889077,0.0199420551605,0.0074500507958,0.0125296308838,0.659106976403,0.691572648735,Shepherd,4,4.0,4.40676741836
63,Shepherd_test17,10,28.8204669952,"s, don, get, want, love, christ, ask, t, know, ill, sin, thing, preacher, someon, lord, let, say, will, i, preach, said, god, whi, prayer, hear, someth, heaven, should, go, do",0.0320666820628,0.0247537726853,0.7,0.3,0.0731642630497,0.603911049756,0.0181805167848,0.0171068642187,0.0254455658149,0.0129196192112,0.0202204566602,0.00393672607544,0.012168062415,0.655140144392,0.632666990967,Shepherd,4,4.0,4.23051342772
66,Shepherd_test2,10,28.8911380768,"s, sin, get, god, christ, want, jesus, thing, said, love, ask, know, ill, grace, bless, don, heaven, whi, lord, go, t, do, evil, husband, commit, say, i, someon, repli, look",0.0352457116128,0.0261038753038,0.8,0.2,0.0690052176651,0.601820724088,0.0201421364657,0.0185955738852,0.0220569282321,0.00935302132047,0.026770261811,0.00751187539124,0.0112678130869,0.654256867677,0.652146508433,Shepherd,4,4.0,3.81939496185
71,Shepherd_test12,10,29.9859540462,"s, christ, get, said, ask, don, preacher, walk, ill, know, god, t, love, car, thing, preach, i, want, someon, kind, go, jesus, got, ve, pay, should, say, will, do, too",0.0314772461708,0.0218310416712,0.9,0.1,0.0833064989987,0.645471117917,0.0201272328649,0.0137655896201,0.0213492434317,0.0100995579197,0.0249433921576,0.00506774970348,0.0122919886425,0.704404316054,0.600609297144,Shepherd,4,4.0,3.95679788042
72,Shepherd_test5,10,28.007791996,"s, christ, don, get, know, god, bless, ask, ill, thank, t, rememb, said, want, jesus, will, love, evil, sin, i, trust, better, lord, thing, heaven, do, satan, how, spirit, someon",0.0363296104524,0.0258102862435,0.8,0.2,0.0558393984903,0.600043983499,0.0219662469863,0.0174505376756,0.0233439210134,0.00945237457426,0.0243006390877,0.00298496039187,0.0108300486013,0.661239586471,0.677954731712,Shepherd,4,4.0,4.18978354812
73,DorothyDay_test8,10,68.7604138851,"car, get, too, farm, room, priest, go, say, talk, poverti, night, ask, worker, love, dollar, i, thing, maurin, tri, fr, am, babi, prayer, tamar, wonder, rememb, how, christ, got, hospit",0.023660501017,0.0213482449657,0.8,0.2,0.169520603379,0.694206060664,0.018282863368,0.00347342827371,0.0161040765417,0.0110833938552,0.0100729419937,0.00628374751334,0.0112412769585,0.795902753148,0.656545401305,DorothyDay,4,4.5,4.61044409552
75,DorothyDay_test13,10,40.173801899,"prison, get, worker, hour, room, too, am, fr, night, tree, farm, judith, visit, go, morn, tamar, ask, look, retreat, job, street, judg, reader, sit, babi, wait, pictur, i, littl, thing",0.0214808207449,0.0250943980314,0.4,0.6,0.164431549168,0.651477921212,0.0231258545865,0.00237797990607,0.012127697521,0.00897687414541,0.00808513168064,0.00683669222995,0.00951191962428,0.748430604053,0.64294144566,DorothyDay,4,4.5,4.37212358709
76,DorothyDay_test3,10,45.1772818565,"get, room, worker, go, pilgrimag, farm, want, night, too, bed, fr, talk, know, say, told, i, dollar, done, women, woman, ask, pay, joy, walk, retreat, pray, maurin, ownership, feel, mike",0.0227233244204,0.0148255672308,0.8,0.2,0.198509048697,0.732074269656,0.0181818181818,0.00276179516686,0.0161104718067,0.0133486766398,0.00952819332566,0.00584579976985,0.00934407364787,0.702948599242,0.642545985072,DorothyDay,4,4.0,3.98801473275
87,DorothyDay_test23,10,42.065073967,"worker, labor, prayer, too, priest, factori, room, get, am, rosari, fr, say, farm, money, cathol, pamphlet, night, talk, retreat, i, cathi, told, got, visit, christ, cloth, maurin, spoke, sanctifi, joy",0.0224415966856,0.0157715415563,0.9,0.1,0.181995258104,0.703414466902,0.0151104223169,0.00143908783971,0.0157746167045,0.0094094204904,0.0129517905574,0.00835777937676,0.0116234017823,0.761961915969,0.694769605602,DorothyDay,4,3.7,4.62452764567
88,DorothyDay_test16,10,41.1144740582,"worker, max, get, go, ruth, hospit, room, love, tri, cloth, want, done, wish, too, strike, paper, christ, must, farm, say, labor, reader, know, job, noth, shelter, cathol, i, priest, girl",0.0256361378986,0.0224068984098,0.5,0.5,0.19063117618,0.749051758158,0.0202110936447,0.00235796092522,0.0109476757242,0.0143723332585,0.0146530428924,0.00578261845947,0.0121266561868,0.737261126949,0.637908582367,DorothyDay,4,4.0,3.92624832683
89,DorothyDay_test6,10,39.5792360306,"get, room, too, go, worker, money, tri, tree, ask, say, reader, farm, floor, fr, bread, talk, delight, sick, night, love, know, bed, tamar, maurin, street, hospit, rent, sit, pay, month",0.0260235785955,0.0174660381626,0.9,0.1,0.161551006828,0.692956662253,0.0251466403392,0.00185841221906,0.0099308902956,0.0105116441141,0.0102212672048,0.00673674429409,0.00975666415007,0.741515518615,0.693178266332,DorothyDay,4,4.6,3.85642592889
90,DorothyDay_test11,10,58.232421875,"tri, get, go, too, talk, worker, feel, morn, i, babi, want, am, christ, teresa, love, felt, thing, room, know, hard, away, say, answer, down, ask, bread, told, so, night, priest",0.0246541428848,0.0228821298647,0.5,0.5,0.134947154483,0.754008597647,0.0199180728325,0.00552444661581,0.0203314667969,0.0120260062385,0.0143936262167,0.00905708594836,0.0113871246571,0.738355281214,0.734290819725,DorothyDay,4,4.3,4.23317383295
91,DorothyDay_test1,10,44.4775400162,"worker, mike, room, talk, love, peter, fr, pray, too, say, want, night, christ, parish, told, franz, priest, go, tri, farm, get, morn, i, sing, sunday, prison, hard, cathol, ourselv, deleg",0.0244426182424,0.0219414593038,0.7,0.3,0.158363066355,0.693016757471,0.015461269776,0.00205465379084,0.0132525169509,0.0084754468872,0.0278405588658,0.00385247585782,0.0103760016437,0.727145252584,0.721023132054,DorothyDay,4,3.7,4.37730763869
92,DorothyDay_test18,10,33.4128959179,"worker, get, love, morn, prayer, christ, go, told, tamar, maurin, put, am, cloth, room, talk, rememb, stjoseph, ask, tree, too, i, want, night, say, mike, cathol, coffe, tri, feel, babi",0.0251813267836,0.0174242294405,0.9,0.1,0.127082357617,0.644799103668,0.0200134318334,0.00295500335796,0.01840161182,0.00819341840161,0.0103425117529,0.00799194089993,0.00973807924782,0.675782164513,0.59259527979,DorothyDay,4,4.3,5.09834610841
103,DorothyDay_test21,10,22.6910049915,"love, ask, get, worker, know, merci, tell, too, christ, say, thing, mooney, fr, pray, dont, teresa, cloth, go, im, hospit, noth, summari, ddlw, i, want, comfort, prison, rican, puerto, tom",0.0300815807701,0.0169734391472,0.7,0.3,0.107755540549,0.665948230647,0.0295999236131,0.007352239091,0.0180464050415,0.00830707533658,0.0154683471785,0.00601546834718,0.00926191158216,0.718495783468,0.63102582974,DorothyDay,4,4.5,4.28592919695
104,DorothyDay_test14,10,38.0857379436,"worker, get, prison, go, room, night, priest, ammon, negro, too, i, ask, talk, am, told, retreat, hospit, stay, cloth, tri, cathol, morn, visit, parish, meet, say, again, let, summari, wonder",0.024478191255,0.0168534824196,0.8,0.2,0.173406647764,0.739337682403,0.01610945603,0.00286880723822,0.0180955533488,0.00959947037405,0.012854463202,0.00904777667439,0.00993048659384,0.735229066683,0.650617576486,DorothyDay,4,4.3,4.10091736072
105,DorothyDay_test4,10,54.1454210281,"worker, get, fr, priest, night, too, i, go, girl, labor, love, feel, talk, got, roy, morn, want, room, tri, say, thing, hour, didnt, hospit, stay, felt, woman, bed, teresa, joy",0.0276871821612,0.021548078251,0.8,0.2,0.143415703726,0.738848459437,0.0204875815497,0.00186944412651,0.0200297584983,0.0120941589409,0.0198771508145,0.00793559955744,0.0106443859448,0.706836911374,0.649004636254,DorothyDay,4,4.0,3.68745998481
115,DorothyDay_test12,10,51.3573460579,"love, retreat, worker, too, get, sin, ask, farm, tri, go, want, say, god, priest, thing, am, christ, i, will, hospit, talk, wonder, how, know, pay, dollar, must, job, so, do",0.0198677167041,0.0167558094438,0.6,0.4,0.16507485183,0.71771361782,0.0244469803371,0.00421348314607,0.0139571629213,0.0107531601124,0.0140888342697,0.0063202247191,0.00948033707865,0.73324073617,0.708094023034,DorothyDay,4,4.0,4.2075230122
116,DorothyDay_test2,10,28.3853549957,"room, worker, get, go, cloth, farm, night, street, say, too, joy, fr, shall, i, love, maurin, hospit, morn, want, shrine, ddlw, summari, bless, thing, month, seem, mott, christ, pilgrimag, stay",0.025971078867,0.0216436778155,0.6,0.4,0.155973068162,0.723494559178,0.0241778044751,0.00300345397207,0.0157681333534,0.00983631175852,0.00998648445713,0.00788406667668,0.0103619162036,0.767575360899,0.740136409566,DorothyDay,4,4.3,4.26166717101
125,DorothyDay_test9,10,17.2067899704,"worker, room, too, get, want, go, priest, tri, door, job, floor, fr, street, picket, joe, night, paper, sit, walk, know, wood, morn, pictur, feel, crowd, farm, say, put, look, ddlw",0.0206762468475,0.0268784621689,0.4,0.6,0.166559949583,0.659135376907,0.0253042921204,0.00249839846252,0.00845611787316,0.0132607303011,0.0112748238309,0.00326713645099,0.00928891736067,0.791490014562,0.646770787728,DorothyDay,4,4.2,4.37097433181
126,DorothyDay_test10,10,22.3431229591,"worker, get, talk, too, fr, farm, destitut, room, want, love, know, moscow, cathol, christma, rememb, christ, i, grave, picket, stay, negro, visit, trip, tri, said, thank, priest, bus, strike, peter",0.0275451485069,0.0232163812537,0.8,0.2,0.177292314513,0.778062536923,0.0204766368974,0.00291113632999,0.0131247841318,0.0140622687127,0.0148023881186,0.00503281196033,0.0085853851088,0.737982020962,0.75316888223,DorothyDay,4,3.8,3.36454556839
127,DorothyDay_test0,10,15.974462986,"worker, fr, han, get, maurin, farm, priest, walk, talk, peter, too, know, job, say, arthur, want, girl, done, tri, dollar, taught, bill, go, street, thing, poverti, cathol, summari, wool, bread",0.0265630353696,0.0197304630823,0.9,0.1,0.130913030497,0.71700277962,0.0236506524318,0.00133451957295,0.0074881376038,0.0166073546856,0.0169039145907,0.00274317912218,0.0113434163701,0.712986104636,0.657856135263,DorothyDay,4,3.8,3.64961573356
131,DorothyDay_test22,10,16.4021887779,"worker, christ, too, room, pray, priest, ask, go, prayer, prison, camp, say, poverti, tri, walk, fr, cathol, poor, get, castro, i, labor, parish, done, readi, crowd, talk, summari, belloc, ddlw",0.0209760948855,0.018967405972,0.6,0.4,0.213855819303,0.66771813593,0.0164673727366,0.00327980867783,0.0133242227537,0.0133242227537,0.0162623846942,0.0051247010591,0.0106593782029,0.698401582217,0.637806232245,DorothyDay,4,3.6,3.71216066246
132,DorothyDay_test17,10,18.3457770348,"worker, get, labor, talk, let, say, fidel, fr, strike, hour, go, ask, conscript, room, retreat, farm, christ, will, heard, digniti, morn, know, night, away, woman, senat, caesar, cathol, love, summari",0.024860080021,0.019574077506,0.6,0.4,0.165716580663,0.639144985031,0.021893033494,0.00392646796359,0.01130346838,0.0112439764412,0.0140400975668,0.00386697602475,0.0104705812362,0.733289935516,0.725613705487,DorothyDay,4,4.0,4.29466677514
133,DorothyDay_test7,10,19.7889840603,"get, worker, love, room, want, priest, talk, bed, bread, go, farm, hospit, got, night, know, tri, peter, walk, done, maurin, visit, i, say, thing, stay, jean, trip, said, will, too",0.024300035968,0.0188886721358,0.8,0.2,0.222858668601,0.76741054585,0.0193661971831,0.00346610915493,0.0143045774648,0.0110035211268,0.0152948943662,0.00588688380282,0.00918794014085,0.72506032673,0.750965240331,DorothyDay,4,4.8,3.71333258176
136,DorothyDay_test19,10,19.7593460083,"worker, farm, priest, helen, get, maurin, prison, fr, tivoli, love, too, joy, talk, say, room, moment, know, i, am, hospit, addict, tri, pray, girl, bed, cathol, go, rememb, don, god",0.0257923022736,0.0225325135482,0.6,0.4,0.165933583475,0.710708226064,0.0200949088992,0.00181615794716,0.0138848204347,0.0108969476829,0.0138262346945,0.00919796121624,0.00919796121624,0.798619941082,0.683394606056,DorothyDay,4,4.3,3.87676605821
142,DorothyDay_test20,10,21.8055438995,"worker, ammon, priest, get, too, bread, retreat, room, night, talk, farm, want, fr, go, thing, say, street, love, bed, desir, bless, cathol, morn, cloth, said, labor, dollar, ask, tax, told",0.0283037133503,0.0184655078168,0.8,0.2,0.195959868097,0.694863464997,0.0166257969593,0.00255026974007,0.0114762138303,0.0107896027464,0.0216282491417,0.00323688082393,0.0103972535557,0.697772297436,0.683645224631,DorothyDay,4,4.0,4.54275198333
143,DorothyDay_test15,10,29.5390329361,"fr, worker, am, get, room, woman, too, go, tri, i, christ, babi, priest, want, know, love, feel, say, talk, sunday, labor, crowd, ourselv, farm, read, thing, prison, how, morn, visit",0.0239182391323,0.0231938026954,0.6,0.4,0.154224438974,0.642500994318,0.0189571721913,0.00271340569082,0.019947198592,0.010596949252,0.0116969785861,0.00766353769434,0.0105602816075,0.764264713952,0.683067812845,DorothyDay,4,4.6,4.67409570203
144,DorothyDay_test5,10,24.7325148582,"worker, get, too, fr, love, room, retreat, say, hospit, christ, go, ask, talk, farm, tri, god, rent, i, know, labor, paz, stay, job, priest, prison, bed, hope, heaven, night, noth",0.0258134589232,0.0214843186882,0.8,0.2,0.141130325352,0.722872306332,0.0198407461176,0.00637895385157,0.0137697417624,0.0122739870661,0.0150895253178,0.00400334345167,0.00928247767366,0.730161540158,0.71902496262,DorothyDay,4,4.3,3.85674627271
152,Unitarian_test6,10,82.5015480518,"wound, know, am, get, i, anger, listen, dont, want, say, frustrat, too, ask, feel, go, realli, congreg, s, everyth, deeper, whi, nt, hear, love, think, thing, heal, tell, silenc, angri",0.0293331915018,0.0242569554551,0.9,0.1,0.0972880681936,0.65522949957,0.0187296416938,0.0121859004188,0.0285888785482,0.0100046533271,0.00540949278734,0.00683457422057,0.0105863192182,0.673706693619,0.660650465128,Unitarian,7,6.7,7.62537402906
155,Unitarian_test3,10,70.7302658558,"nt, awar, want, say, am, i, know, s, tell, whi, love, let, imagin, thing, mind, ask, everyth, think, read, get, look, how, wonder, n, someth, feel, re, e, creativ, dont",0.0273073454495,0.0198458986394,0.8,0.2,0.12167984278,0.709250034506,0.0188426252646,0.0108680310515,0.0250529287227,0.0123853211009,0.00525758645025,0.00225829216655,0.0101270289344,0.751164419943,0.662668480026,Unitarian,7,6.4,6.494306205
158,Unitarian_test4,10,68.241492033,"nt, am, s, love, say, get, i, let, bread, ask, yes, easter, silenc, tell, know, night, too, feel, thing, wonder, talk, want, courag, moment, realli, grief, tree, noth, someon, bless",0.0292626922633,0.017893310361,0.9,0.1,0.0904834192363,0.641244944759,0.0198283964467,0.0089440014553,0.0224358002607,0.0125216020374,0.0108540763424,0.00281963435709,0.0112785374284,0.706748277615,0.662923876105,Unitarian,7,6.4,6.08047026053
162,Unitarian_test5,10,76.6729981899,"fear, listen, sing, i, know, silenc, feel, say, love, nt, get, am, s, ourselv, tell, door, let, too, dont, thing, happen, unitarian, realli, talk, bless, wonder, want, heard, someon, universalist",0.0281327517384,0.0237928315874,0.8,0.2,0.117684916135,0.697973243966,0.0208532568271,0.0130166826055,0.0319572840293,0.00996174689193,0.00624269471895,0.00387844012326,0.0129104239719,0.675138746662,0.606728416761,Unitarian,7,6.7,7.54618229842
165,Unitarian_test7,10,71.2659599781,"nt, disappoint, say, s, christma, i, thing, realli, get, hope, tell, love, tri, whi, jesus, babi, abort, guilt, let, silenc, thank, talk, think, know, woman, too, want, someth, e, joy",0.0296662218551,0.0258387915075,0.7,0.3,0.134638450485,0.632842262715,0.0180610650319,0.0116300036062,0.0230496453901,0.00910566173819,0.00928597187162,0.00661137155908,0.0106984012502,0.712352260382,0.718812591176,Unitarian,7,7.0,6.24585596225
167,Unitarian_test0,10,39.5944719315,"hurt, forgiv, let, am, get, i, love, silenc, hope, feel, know, unitarian, dont, realli, want, ask, s, emerson, thing, too, say, nt, prais, talk, joy, lot, pain, go, think, someon",0.0293977651778,0.0224471409121,0.7,0.3,0.111218289788,0.631882419442,0.0166928858591,0.0111285905727,0.0286954495135,0.0101380877469,0.0120316960904,0.00192274077958,0.0109537959564,0.64798049494,0.622400892793,Unitarian,7,5.2,6.38185911107
171,Unitarian_test2,10,42.0099861622,"dream, am, know, i, say, ask, tell, love, s, dont, get, nt, someon, sermon, want, truth, think, congreg, too, morn, rememb, silenc, n, thing, someth, whi, spiritu, gay, answer, thank",0.0266956116067,0.0192512245003,0.9,0.1,0.139932161294,0.698584140846,0.0209409307708,0.0087489063867,0.0315807298281,0.011768690204,0.0122484689414,0.00462845370135,0.0102729094347,0.659658430991,0.63078821319,Unitarian,7,5.8,6.16025868193
177,Unitarian_test8,10,41.1257908344,"nt, s, say, let, get, i, want, love, am, know, forgiv, rememb, feel, congreg, apolog, morn, talk, think, here, promis, tri, too, someth, go, silenc, ourselv, tell, happen, someon, sing",0.0279530438883,0.0271068790655,0.9,0.1,0.110317109022,0.678058417109,0.0249607405571,0.0131966829215,0.0276882386974,0.00914676144034,0.00818249442103,0.00327850786566,0.0100834779734,0.662613853917,0.675908895298,Unitarian,7,6.7,6.94165543373
178,Unitarian_test1,10,34.9039940834,"feel, am, hope, grief, tell, know, i, say, s, nt, love, terror, get, too, let, ecstasi, sermon, talk, someth, rememb, silenc, thing, whi, wonder, illus, ask, think, danc, go, fear",0.0252824665173,0.0260139365738,0.4,0.6,0.114573262694,0.640419560937,0.0194699319032,0.0085041081876,0.0260877905304,0.0128840436075,0.00831228619841,0.00588254100195,0.0114773490201,0.693183854213,0.658266525502,Unitarian,7,6.4,6.15957009675
180,JohnPiper_test8,10,54.4400920868,"grace, god, say, pray, christ, s, prayer, answer, let, vers, nt, coven, will, faith, glori, sin, jesus, love, thing, ask, get, paul, want, justifi, whi, flesh, abid, spirit, door, blood",0.0363180511536,0.0207525266966,0.8,0.2,0.148141987906,0.71633291926,0.0199807328647,0.0198023334642,0.0137010739644,0.00567310093838,0.0249045563207,0.00057087808185,0.0122738787598,0.689891613747,0.729765407355,JohnPiper,4,4.0,4.22373826522
181,JohnPiper_test15,10,52.0244431496,"spirit, christ, god, vers, s, say, grace, prophet, sing, glori, will, love, holi, merci, joy, let, know, gift, confess, propheci, jesus, shall, righteous, forgiv, glorifi, want, piper, thing, sin, get",0.0302887463855,0.0183922240264,0.9,0.1,0.132831701199,0.681732423344,0.0172641758906,0.0137131200181,0.0120887008424,0.0104642816667,0.0205507914321,0.000453326281591,0.011673151751,0.7114525372,0.744588017011,JohnPiper,4,4.0,4.11168300326
184,JohnPiper_test4,10,58.6395711899,"vers, christ, wisdom, s, jesus, god, nt, spirit, let, hope, say, get, lord, want, know, glori, bless, will, truth, whi, heaven, thing, sin, gospel, happi, grace, fear, abid, shall, save",0.0310554120973,0.0202685911941,0.8,0.2,0.13294081522,0.688320973623,0.0211089122661,0.0166996493421,0.0111793910357,0.00683956532306,0.0210741936604,0.00111099538243,0.012186230601,0.709116955534,0.65032993916,JohnPiper,4,4.0,3.95891103928
191,JohnPiper_test13,10,54.0301320553,"say, vers, god, s, christ, promis, fear, jesus, coven, hope, nt, heaven, will, abraham, bless, love, lord, sin, spirit, whi, refin, grace, gideon, thing, get, shall, mind, am, let, answer",0.0309952658315,0.0213492404195,0.8,0.2,0.140743480191,0.670965496088,0.0150783864717,0.017086489343,0.0147965474723,0.00866654923375,0.0208913158358,0.000634137748811,0.00982913510657,0.67716345914,0.740796325049,JohnPiper,4,3.7,3.96145042768
