,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,toBeCount,pronounFrac,pronounCount,avgSD,avgEVC
48,Shepherd_test10,10,13.434664011,"s, christ, don, want, get, friend, t, whi, ask, worship",0.0290034278514,0.0227954046106,0.7,0.3,14.5,0.0507717311305,152.5,0.532661726349,0.602441559604,0.65077492762
49,PastorAnderson_train8,10,45.2491149902,"s, nt, re, say, go, get, bibl, want, let, vers",0.0234047577389,0.0162293518766,0.9,0.1,56.7,0.0838912358952,528.9,0.760858255381,0.701631231806,0.656737874513
50,PastorAnderson_train15,10,51.6712551117,"s, re, say, nt, get, bibl, go, pastor, vers, preach",0.0244491052671,0.0191239717151,0.9,0.1,59.4,0.0667610806385,632.3,0.616964744368,0.797503563716,0.763266381677
51,DorothyDay_test23,10,11.2490298748,"get, babi, i, worker, too, tri, love, know, room, say",0.0215282380688,0.0202438385726,0.7,0.3,17.4,0.183503442914,86.7,0.746379608069,0.698417135872,0.777615301648
52,MehrBaba_train16,10,7.4692671299,"baba, meher, love, s, want, re, nt, truth, shall, spiritu",0.0365030618444,0.0160181208313,0.9,0.1,11.3,0.18056034544,51.8,0.668642971779,0.725459619656,0.851048932448
53,DorothyDay_test16,10,7.63119292259,"get, worker, say, ask, prayer, job, talk, am, go, bread",0.0271419917818,0.0206430904396,0.8,0.2,10.9,0.143678219647,49.8,0.659193625547,0.772447449298,0.879289683798
54,Shepherd_train30,10,12.5864470005,"s, get, christ, know, don, ask, god, ill, thing, will",0.0307201593151,0.0198097914351,0.8,0.2,16.9,0.0784892223651,138.9,0.612539848755,0.579103739957,0.659493966976
55,DorothyDay_test6,10,13.7391121387,"get, worker, too, fr, farm, talk, room, go, got, detroit",0.0198556837231,0.018855380062,0.6,0.4,20.9,0.151981383358,87.6,0.684135364156,0.796677343057,0.773679538171
56,Unitarian_train11,10,15.1410109997,"nt, flower, s, let, say, reveng, morn, i, am, want",0.0271273451391,0.0288792095616,0.7,0.3,21.2,0.133784674706,103.8,0.713572537727,0.697444068513,0.675394381724
57,Unitarian_test4,10,16.8210139275,"evil, am, get, harm, luck, i, bread, s, ask, say",0.0298925763116,0.0214130628979,0.7,0.3,20.1,0.0789671114189,133.1,0.577594670758,0.70063053178,0.572679475482
58,JohnPiper_train51,10,12.1050550938,"vers, christ, god, s, say, glori, righteous, fellowship, lord, jesus",0.0289270640606,0.0208622027354,0.9,0.1,19.2,0.131675725548,99.4,0.661491373929,0.735095602796,0.632738209619
59,JohnPiper_train28,10,13.2969839573,"vers, god, coven, s, wisdom, say, faith, christ, get, nt",0.0382630999765,0.0209896555414,0.9,0.1,22.5,0.146734905447,108.6,0.690783493148,0.707916110828,0.746601773801
60,Shepherd_train57,10,14.547260046,"s, get, don, want, know, god, thing, christ, t, ill",0.0298380326361,0.0192080212919,0.9,0.1,19.7,0.0810230386632,164.9,0.618078138981,0.589147317116,0.714989730708
61,WBC_train27,10,16.4709100723,"shall, unto, sin, ye, god, s, thou, belov, say, thing",0.0259278955042,0.0265665470842,0.6,0.4,30.8,0.19834409738,98.9,0.623045164004,0.68682383349,0.680350891156
62,Shepherd_train42,10,13.9753699303,"s, encourag, don, want, get, christ, someon, t, know, ask",0.0335208288643,0.0216173079084,0.9,0.1,17.2,0.0723978686971,155.6,0.613477066163,0.606311110147,0.646834842256
63,Rabbinic_test5,10,10.0949208736,"jew, rabbi, ritual, jewish, know, refuge, torah, ask, ourselv, let",0.0170803204274,0.020022160102,0.6,0.4,21.3,0.237722909151,69.4,0.765630107781,0.697891550114,0.648650106955
64,DorothyDay_test11,10,15.6680591106,"love, prison, too, get, girl, worker, go, told, know, tri",0.0305759623979,0.0226203899922,0.9,0.1,24.2,0.160418788866,112.5,0.750603165336,0.755053763096,0.695005822023
65,WBC_train36,10,15.6994900703,"shall, unto, thou, thi, heaven, s, god, etern, lord, sin",0.0284597234896,0.0261137306022,0.5,0.5,28.2,0.182379371919,93.6,0.622992506823,0.731433084611,0.792455146606
66,DorothyDay_test1,10,9.20707893372,"priest, worker, street, get, too, fr, hospit, say, ask, room",0.0257187046794,0.0236360580108,0.5,0.5,16.0,0.175423023786,60.5,0.68251355608,0.783792540483,0.652239123121
67,Unitarian_train18,10,21.1194729805,"dream, am, s, nt, say, i, thing, know, want, congreg",0.0263604265142,0.0194400064887,1.0,0.0,25.2,0.109013764347,152.6,0.647436636989,0.694612300047,0.70390334374
68,Unitarian_train23,10,19.1524550915,"love, say, know, am, ask, i, get, tell, someth, talk",0.0276009962669,0.0193527555938,0.9,0.1,26.2,0.122391472111,141.1,0.670530815942,0.680998354469,0.732716835753
69,WBC_train25,10,14.0891730785,"shall, unto, ye, say, heaven, god, wit, s, thou, lord",0.0278611865664,0.0279803063277,0.5,0.5,26.5,0.207673147023,75.8,0.578697946635,0.734731177221,0.844456400179
70,Shepherd_train70,10,16.5934810638,"don, s, christ, sin, get, t, ask, want, know, ill",0.0305709570407,0.0251539763407,0.8,0.2,17.6,0.062245572983,184.2,0.588924954146,0.591030944657,0.583743802756
71,WBC_train15,10,14.415968895,"shall, unto, thou, thee, thi, s, lord, god, obama, sermon",0.0239062749328,0.0296970811023,0.3,0.7,22.3,0.172926913708,77.2,0.591095186052,0.763181293668,0.812463040313
72,JohnPiper_train19,10,12.3717069626,"sin, vers, s, god, fear, christ, say, nt, wisdom, jesus",0.0276001743493,0.0254504115475,0.7,0.3,20.3,0.126236851064,115.0,0.738390608472,0.707806013649,0.644293639191
73,JohnPiper_test13,10,13.5071201324,"vers, god, s, say, homosexu, love, prayer, worship, want, christ",0.0276048006057,0.0198826109501,0.7,0.3,20.5,0.130832886919,115.4,0.691906972929,0.728670172093,0.755116527386
74,DorothyDay_test18,10,7.61493611336,"ammon, love, worker, poverti, ask, retreat, labor, too, get, prayer",0.0292245688492,0.0234477694255,0.6,0.4,11.9,0.172958125249,56.1,0.730846831014,0.74505222225,0.82216243447
75,PastorAnderson_train19,10,45.2659361362,"s, re, say, get, nt, go, want, bibl, thing, know",0.0250964738229,0.0185431250784,0.8,0.2,55.8,0.0748855544276,548.0,0.635364754724,0.740614323774,0.785742421009
76,NaumanKhan_test0,10,28.8467450142,"allah, quran, say, know, someth, get, want, don't, go, talk",0.0207460119307,0.0156852447212,0.9,0.1,48.5,0.173385281091,250.4,0.686889364031,0.657326726253,0.658907498997
77,Unitarian_test5,10,18.5254778862,"bread, get, jefferson, s, nt, want, am, belov, silenc, justic",0.0284999358854,0.0210608140966,0.8,0.2,25.5,0.123513227771,125.3,0.618971824196,0.653193837851,0.495328475028
78,DorothyDay_train33,10,13.9314980507,"fr, worker, get, too, priest, go, love, say, talk, night",0.0294107044395,0.0192288750105,0.9,0.1,20.1,0.170438717217,92.1,0.728175833547,0.754085699246,0.716977750068
79,Rabbinic_train10,10,9.60536599159,"torah, rabbi, ask, rememb, steinberg, jewish, memori, don't, know, plagu",0.018604108025,0.0180986085932,0.5,0.5,20.3,0.255219477315,59.9,0.749949297148,0.709972377076,0.632283590388
80,WBC_test6,10,17.8806250095,"shall, crook, unto, lot, ye, s, sin, thou, god, lord",0.0262328280487,0.0301157462878,0.3,0.7,32.5,0.194373537049,109.2,0.627444778164,0.734671333831,0.836627380915
81,JohnPiper_train47,10,13.3605391979,"vers, christ, god, s, say, nt, etern, let, glori, spirit",0.0351294645926,0.0212809472201,0.7,0.3,19.4,0.121127985185,107.8,0.675914685395,0.692637346983,0.733474931806
82,DorothyDay_train42,10,9.25294017792,"too, worker, get, talk, room, farm, want, told, prayer, fr",0.0220967336523,0.0197359579383,0.7,0.3,13.0,0.147405354987,59.7,0.698777668831,0.734048063495,0.621388226667
83,DorothyDay_train66,10,7.413823843,"talk, worker, get, farm, too, done, weav, room, read, sit",0.0212680291675,0.0186182775693,0.6,0.4,11.4,0.184975800235,47.5,0.671107622214,0.762012011585,0.672912823543
84,Shepherd_train66,10,13.8904309273,"s, christ, don, want, ill, ask, said, get, say, t",0.0321360618255,0.0211186654344,0.7,0.3,17.7,0.0865766271021,153.7,0.614411475165,0.59434345405,0.695071209853
85,DorothyDay_train77,4,3.08706688881,"farm, get, picket, arrest, fr, trip, am, tri, judg, meet",0.0186651798716,0.016536512065,0.5,0.5,10.75,0.197092650293,42.75,0.778072305718,0.707149921398,0.659182679931
86,Shepherd_test20,10,15.176856041,"s, don, get, ask, know, christ, said, ill, whi, t",0.0313169942159,0.0242927486479,0.7,0.3,15.3,0.0539891689286,182.0,0.609681095108,0.59476746263,0.613755960809
87,Shepherd_test6,10,13.596353054,"s, get, god, want, don, know, christ, t, ask, better",0.032936873618,0.0266626471465,0.8,0.2,16.4,0.0693287892522,156.6,0.610362425726,0.604343340942,0.647612551359
88,PastorAnderson_train12,10,46.7221138477,"s, re, say, nt, get, bibl, go, know, let, want",0.0249273606506,0.0216477241829,0.7,0.3,65.1,0.087239360246,526.8,0.680218728956,0.675284141604,0.709361355467
89,MehrBaba_test3,10,7.31382203102,"baba, perfect, mind, meher, realiz, infinit, master, imperson, self, love",0.0385632099094,0.0191510339064,0.9,0.1,14.0,0.172037912326,58.4,0.72856637162,0.755758595963,0.667842000344
90,MehrBaba_train26,5,4.60552787781,"baba, conscious, meher, imperson, plane, indivis, imper, s, discipl, mind",0.0207490250247,0.0110837247364,1.0,0.0,18.6,0.232540688989,56.8,0.661992857885,0.675384494385,0.595646243958
91,JohnPiper_train22,10,12.9649500847,"vers, christ, god, s, love, say, endur, hope, spirit, shall",0.031210251546,0.0155585725888,1.0,0.0,17.3,0.111126578957,108.6,0.690595251096,0.671430702219,0.58915713385
92,PastorAnderson_train21,10,44.4967710972,"s, re, say, get, nt, bibl, go, want, let, don",0.0188001453899,0.017788119498,0.5,0.5,53.9,0.0686059885944,546.9,0.607096614587,0.739649824924,0.806826043263
93,Shepherd_train35,10,15.4292039871,"christ, s, get, ill, know, ask, spirit, god, want, said",0.0297298531567,0.0236026539454,0.7,0.3,22.6,0.0876618845302,172.8,0.656438579402,0.581876955609,0.72048057926
94,DorothyDay_train34,10,9.24653196335,"get, worker, negro, room, labor, fr, too, go, tri, talk",0.0208836820183,0.0185587024727,0.5,0.5,14.8,0.174086569611,59.1,0.696505396996,0.723787632252,0.635133459083
95,Shepherd_train24,10,12.5228559971,"christ, sin, s, ask, want, god, know, get, preach, thank",0.0332437676813,0.0254549577303,0.8,0.2,16.0,0.0940077975355,134.2,0.697075542241,0.634377061263,0.684945445594
96,Unitarian_train14,10,19.7606861591,"i, say, sing, let, know, am, love, get, courag, feel",0.0282768946683,0.023850127455,0.6,0.4,23.3,0.100178165011,162.2,0.656453831109,0.645299383792,0.698513982833
97,WBC_test1,10,14.0848090649,"shall, unto, thou, thi, god, thee, s, ye, lord, sermon",0.0279436689148,0.0291546112753,0.4,0.6,27.9,0.201948726786,79.0,0.558852636136,0.764159714827,0.784707461231
98,NaumanKhan_train6,10,23.2318630219,"allah, know, don't, say, talk, amp, na, get, nt, someth",0.0188447063241,0.0176349710336,0.6,0.4,34.8,0.166774233159,221.3,0.754619781257,0.589324811831,0.563529353135
99,Rabbinic_train7,10,9.56069803238,"mose, abraham, moment, “no, know, rabbi, israel, jew, am, torah",0.0213567840375,0.0151084109281,0.9,0.1,18.8,0.21795216553,62.7,0.725676720258,0.708780862582,0.639463494783
100,JohnPiper_train48,10,11.2917020321,"god, s, vers, abid, jesus, say, prayer, christ, let, hope",0.0327494596452,0.0174012459784,0.9,0.1,15.7,0.108475595469,102.0,0.701584581191,0.697700346054,0.703349831016
101,JohnPiper_train54,10,11.334020853,"vers, nt, say, s, god, truth, christ, jesus, anxieti, sin",0.027931997187,0.0230172774152,0.8,0.2,16.1,0.10486731244,102.9,0.663044611669,0.727960869022,0.748495501198
102,JohnPiper_test2,10,12.5396831036,"god, vers, s, job, say, nt, love, let, know, thing",0.0299373715046,0.021665120894,0.8,0.2,18.9,0.130809167006,106.2,0.701437337291,0.702727375518,0.605861152781
103,DorothyDay_train45,10,9.20349216461,"fr, worker, get, talk, fear, too, go, joy, room, ask",0.0272164824497,0.0211250031171,0.6,0.4,14.4,0.169124224327,56.8,0.67556529241,0.753684632807,0.794761089486
104,JohnPiper_train25,10,12.8684489727,"sin, vers, christ, god, s, hope, say, thing, spirit, nt",0.0339665831698,0.0261241432426,0.7,0.3,18.9,0.121692533096,106.4,0.675983060265,0.72170590583,0.696838815202
105,Shepherd_train50,10,13.4486689568,"s, don, get, want, christ, t, preacher, love, ill, elder",0.03359242855,0.0207913544133,0.9,0.1,17.5,0.0835156402752,156.4,0.62898330179,0.60484935302,0.674006868274
106,Shepherd_train72,8,11.9874191284,"s, christ, don, god, ill, testimoni, t, ask, get, jesus",0.0312490340893,0.0196221982324,0.75,0.25,21.0,0.0706469959874,163.125,0.549109509757,0.620491972318,0.622171625107
107,DorothyDay_train50,10,11.6444621086,"worker, prison, get, room, go, too, hour, fr, told, priest",0.0241354723333,0.0237128478642,0.6,0.4,18.9,0.164503305216,75.6,0.694306813536,0.717691461403,0.779571671023
108,DorothyDay_train70,10,12.0116429329,"love, worker, go, get, too, say, farm, priest, tri, am",0.0299141541966,0.0195928830106,1.0,0.0,18.2,0.183849072972,80.7,0.714487056725,0.773563215827,0.823579983016
109,DorothyDay_train71,10,13.3205659389,"get, worker, talk, dollar, love, too, want, go, room, am",0.0260402071858,0.0192086239254,0.8,0.2,21.3,0.182811863281,88.1,0.73200706801,0.72968715414,0.645201407418
110,Rabbinic_test2,10,10.5261390209,"rabbi, know, jew, isra, forgiv, torah, menorah, am, jewish, don't",0.0200769721897,0.0167416580886,0.6,0.4,18.2,0.206662953398,68.2,0.773136321091,0.704857587985,0.662866627185
111,WBC_train19,10,13.7306041718,"shall, unto, ye, christ, god, say, s, lord, sermon, inherit",0.0234299610363,0.0236762665627,0.5,0.5,26.8,0.24194202646,74.0,0.641203481898,0.74217264734,0.71571643935
112,Shepherd_test16,10,13.6761009693,"s, sin, get, want, ask, don, pray, christ, lord, t",0.0283340801042,0.0272932725747,0.4,0.6,16.3,0.0635462955988,165.8,0.633060745491,0.613951375088,0.723817969104
113,DorothyDay_test21,10,9.62740206718,"worker, labor, rememb, farm, fr, too, get, hope, talk, i",0.0259784671018,0.0183084189436,0.9,0.1,15.7,0.166811175615,63.9,0.71959991492,0.762027717028,0.655582108701
114,MehrBaba_train14,10,12.2097849846,"baba, shri, master, tajuddin, love, perfect, spiritu, meher, s, mind",0.031719186176,0.0200491601512,1.0,0.0,22.2,0.247479405568,74.5,0.743584709352,0.764218839135,0.788261966019
115,MehrBaba_test8,10,7.35719704628,"baba, meher, shri, mind, sufi, spiritu, forget, s, truth, divin",0.0303405492726,0.0146821149333,1.0,0.0,14.9,0.303370386465,44.0,0.713311361222,0.745240923209,0.680323653885
116,DorothyDay_test14,10,11.3587491512,"car, farm, worker, get, too, talk, fr, go, room, hospit",0.0246729568746,0.0192385467721,0.7,0.3,19.1,0.190154070289,72.2,0.685374100072,0.736007099765,0.662615761625
117,DorothyDay_test4,10,10.7187130451,"worker, too, get, room, go, farm, i, hutterit, say, talk",0.029205832737,0.0179938429979,0.9,0.1,15.7,0.143168849361,80.9,0.699623895818,0.767480132388,0.638564033307
118,Shepherd_train23,10,15.3776872158,"s, get, don, sin, know, said, love, ill, christ, t",0.0318970136148,0.024390633725,0.7,0.3,13.2,0.045473365888,165.7,0.54534801198,0.598933078295,0.525027290015
119,NaumanKhan_test1,10,23.160148859,"allah, get, don't, know, talk, want, say, quot, quran, apo",0.0205287677514,0.0173247716746,0.6,0.4,38.3,0.197832661896,196.4,0.754276028474,0.657232247409,0.513272523616
120,JohnPiper_train53,10,10.4903509617,"christ, sin, spirit, gift, grace, vers, s, exult, say, nt",0.0343951755929,0.0214887751909,0.8,0.2,15.6,0.115242633975,96.6,0.699578388217,0.732257891348,0.704387156948
121,WBC_train38,10,14.7376968861,"shall, unto, heaven, ye, god, thou, lord, s, sin, christ",0.0276993924825,0.0238950991728,0.6,0.4,26.5,0.195819141767,81.1,0.599840009666,0.733834347177,0.726789821396
122,JohnPiper_train32,10,12.2889621258,"vers, s, prayer, let, god, nt, say, christ, hope, will",0.0285016184387,0.023419570343,0.6,0.4,19.1,0.129228004422,104.9,0.71532610303,0.672901490073,0.674251474722
123,NaumanKhan_train3,10,16.4575710297,"allah, don't, say, know, nt, get, talk, apo, s, go",0.0200165589891,0.0194591522737,0.8,0.2,23.6,0.139344045048,176.4,0.77850557227,0.779614826185,0.68347357475
124,DorothyDay_train51,10,9.16418790817,"worker, get, destitut, too, tri, want, cooper, money, love, maurin",0.0240831273462,0.0201161730091,0.7,0.3,15.6,0.181624354328,60.7,0.723755947751,0.731099456885,0.636428000419
125,Shepherd_test19,10,14.0631611347,"s, don, get, want, t, ill, christ, said, sunday, thing",0.0298954909194,0.020839762476,0.8,0.2,15.8,0.0538120719788,168.2,0.564818104012,0.562998941082,0.651760673002
126,WBC_train23,10,13.4552788734,"shall, unto, ye, christ, god, heaven, thou, lord, thi, belov",0.0325257010876,0.0246844594674,0.9,0.1,25.2,0.183636783485,82.0,0.585089030244,0.756228004387,0.715423232777
